corpus,stratum,cluster_id,row_id,tool_calls,path_resolved_calls,mutation_calls,explore_calls,validation_attempts,recognized_successful_validations,has_mutation,prior_explore_calls,prior_path_explore_calls,any_prior_explore,eligible_transitions,same_path,same_module,cross_module,same_path_share,same_module_share,cross_module_share,observed_module_returns,return_gap_median_calls,return_gap_p90_calls,unique_target_paths,top_target_share,target_hhi,mutated_paths,mutated_path_read_before_share,mutated_path_mutated_again_share,resolved
openswe,openhands/minimax_m25,googlechrome__lighthouse-8407,43ac8c51-90da-46a8-bdb6-3df7b2860b21,89,85,33,55,1,0,True,34,32,True,84,33,39,12,0.39285714285714285,0.4642857142857143,0.14285714285714285,17,2,9.400000000000002,36,0.1411764705882353,0.07640138408304499,15,0.26666666666666666,0.6,0
openswe,openhands/minimax_m25,googlecloudplatform__google-auth-library-python-262,7ddbc674-84df-4972-9e2d-15f32814db52,56,46,29,26,0,0,True,9,8,True,45,17,6,22,0.37777777777777777,0.13333333333333333,0.4888888888888889,20,2.0,10.0,20,0.43478260869565216,0.22759136735979837,14,0.2857142857142857,0.5714285714285714,1
openswe,openhands/minimax_m25,googlefonts__glyphslib-563,11ad5d60-01f2-42cb-8f04-d1128f8d4560,42,33,15,15,0,0,True,6,5,True,32,11,8,13,0.34375,0.25,0.40625,11,3,8.0,17,0.3888888888888889,0.2017141108050199,10,0.2,0.3,1
openswe,openhands/minimax_m25,helm__helm-9871,68e93bc3-49fc-448a-b00c-bbf8b6b04ed6,43,37,19,27,13,0,True,10,9,True,36,16,12,8,0.4444444444444444,0.3333333333333333,0.2222222222222222,19,1,15.2,39,0.2691763191763192,0.12379329136085894,31,0.03225806451612903,0.25806451612903225,-1
openswe,openhands/minimax_m25,hetznercloud__hcloud-go-42,a6c42b21-2fa4-43a7-88d5-bd8e3908dcdf,28,24,8,17,4,0,True,10,9,True,23,7,9,7,0.30434782608695654,0.391304347826087,0.30434782608695654,6,1.5,3.5,8,0.20833333333333334,0.1527777777777778,5,0.4,0.6,0
openswe,openhands/minimax_m25,hibiken__asynq-350,4fbab890-8de3-465c-b1a9-b1060c95ff61,85,77,32,52,3,0,True,18,15,True,76,45,15,16,0.5921052631578947,0.19736842105263158,0.21052631578947367,16,1.5,14.0,22,0.40584415584415584,0.20975290942823407,15,0.26666666666666666,0.4,-1
openswe,openhands/minimax_m25,interledger__web-monetization-extension-748,23e27c67-efef-434e-ae3d-b6563112c076,51,38,27,22,4,0,True,4,3,True,37,12,8,17,0.32432432432432434,0.21621621621621623,0.4594594594594595,23,1,4.0,16,0.3157894736842105,0.19252077562326872,9,0.1111111111111111,1.0,1
openswe,openhands/minimax_m25,javierbrea__eslint-plugin-boundaries-175,7814fe57-bdf5-42dc-ab6f-b988c91d08d1,71,49,21,39,10,0,True,15,13,True,48,12,18,18,0.25,0.375,0.375,17,4,8.200000000000001,26,0.1877551020408163,0.0815493544356518,7,0.14285714285714285,0.42857142857142855,0
openswe,openhands/minimax_m25,jensneuse__graphql-go-tools-145,7b0b2747-a2fd-4f55-8dd4-aefc5ba6bf43,49,41,22,29,13,0,True,3,2,True,40,9,16,15,0.225,0.4,0.375,15,2,12.6,21,0.24390243902439024,0.15650957322581355,17,0.17647058823529413,0.47058823529411764,1
openswe,openhands/minimax_m25,jtablesaw__tablesaw-591,a0374400-9dcd-47e9-8664-762630c7d583,62,36,37,39,15,0,True,6,5,True,35,12,10,13,0.34285714285714286,0.2857142857142857,0.37142857142857144,14,2.0,16.100000000000016,29,0.2361111111111111,0.1065136316872428,13,0.15384615384615385,0.46153846153846156,1
openswe,openhands/minimax_m25,kestra-io__kestra-3102,0f306bce-ae29-4f90-9cae-f61adef27378,73,56,19,49,0,0,True,20,18,True,55,18,16,21,0.32727272727272727,0.2909090909090909,0.38181818181818183,23,1,13.000000000000007,29,0.25,0.11637259070294785,8,0.25,0.625,-1
openswe,openhands/minimax_m25,knative__client-1146,7ca16674-3c2f-41ff-9bcc-69adf8695147,38,33,12,25,7,0,True,14,13,True,32,2,20,10,0.0625,0.625,0.3125,8,2.5,11.399999999999999,17,0.18181818181818182,0.08723599632690543,5,0.2,0.8,1
openswe,openhands/minimax_m25,knex__knex-5316,18b8ebe8-be97-4689-b781-32acef349d6f,63,55,13,45,6,0,True,17,16,True,54,11,33,10,0.2037037037037037,0.6111111111111112,0.18518518518518517,7,2,9.600000000000003,30,0.10303030303030301,0.051790633608815424,11,0.6363636363636364,0.36363636363636365,0
openswe,openhands/minimax_m25,lirantal__lockfile-lint-165,26746a5a-5354-472a-b59a-ef1f0c6bdc48,64,53,25,27,6,0,True,9,7,True,52,19,27,6,0.36538461538461536,0.5192307692307693,0.11538461538461539,23,2,11.8,20,0.330188679245283,0.15986313832522445,7,0.2857142857142857,0.8571428571428571,0
openswe,openhands/minimax_m25,lo1tuma__eslint-plugin-mocha-85,18aecd62-269f-41a6-bc3e-44f4acaadc8d,55,40,14,24,9,0,True,15,12,True,39,6,12,21,0.15384615384615385,0.3076923076923077,0.5384615384615384,18,2.0,10.800000000000004,21,0.175,0.0821875,6,0.3333333333333333,0.5,0
openswe,openhands/minimax_m25,lukeautry__tsoa-468,943b6edc-7046-48bb-becd-f0fd79dcf095,60,48,24,34,5,0,True,14,12,True,47,20,11,16,0.425531914893617,0.23404255319148937,0.3404255319148936,16,4.0,10.5,24,0.16666666666666666,0.08170572916666666,14,0.2857142857142857,0.5,0
openswe,openhands/minimax_m25,narwhals-dev__narwhals-1625,e1b48fee-5235-4e46-a2c2-7c4e67ed02c4,170,123,33,105,0,0,True,46,44,True,122,66,41,15,0.5409836065573771,0.3360655737704918,0.12295081967213115,12,5.0,53.30000000000001,33,0.18699186991869918,0.08762531121246171,21,0.47619047619047616,0.5714285714285714,0
openswe,openhands/minimax_m25,nerdvegas__rez-1252,5c7a928a-8de6-489e-a082-c5354cde1ebe,92,85,22,50,0,0,True,14,13,True,84,27,30,27,0.32142857142857145,0.35714285714285715,0.32142857142857145,24,2.0,6.0,19,0.2823529411764706,0.1475893886966551,13,0.6153846153846154,0.3076923076923077,1
openswe,openhands/minimax_m25,netlify__zip-it-and-ship-it-619,5730deb2-7a07-4314-bc3b-11c6e760025b,73,53,34,31,9,0,True,11,9,True,52,11,17,24,0.21153846153846154,0.3269230769230769,0.46153846153846156,23,4,12.8,29,0.25471698113207547,0.09629761480954077,17,0.058823529411764705,0.35294117647058826,0
openswe,openhands/minimax_m25,obsidian-tasks-group__obsidian-tasks-1563,d594f803-075e-4ea9-9f2d-4c5b0cf37347,50,26,18,29,11,0,True,12,10,True,25,3,10,12,0.12,0.4,0.48,15,3,5.0,27,0.15384615384615385,0.06722550953320185,16,0.1875,0.4375,1
openswe,openhands/minimax_m25,openrefine__openrefine-7247,722cdafc-bf69-43e6-9cc3-54efd1d118ac,69,45,23,48,8,0,True,6,6,True,44,13,13,18,0.29545454545454547,0.29545454545454547,0.4090909090909091,15,2,7.199999999999999,16,0.17777777777777778,0.10518518518518519,9,0.5555555555555556,0.3333333333333333,-1
openswe,openhands/minimax_m25,operator-framework__operator-sdk-5585,a7ed3f7e-57b3-4d14-86f2-0e817946b0a4,33,27,13,17,6,0,True,8,6,True,26,8,10,8,0.3076923076923077,0.38461538461538464,0.3076923076923077,7,2,8.400000000000002,14,0.3333333333333333,0.18484224965706447,9,0.1111111111111111,0.3333333333333333,1
openswe,openhands/minimax_m25,pajlads__dinkplugin-462,61447494-6f61-4d79-af3d-a1946089af87,75,65,24,53,0,0,True,7,6,True,64,26,27,11,0.40625,0.421875,0.171875,14,3.5,27.800000000000004,25,0.4153846153846154,0.20016436554898095,10,0.3,0.5,-1
openswe,openhands/minimax_m25,pallets__click-2006,3c70e417-7522-46b3-9896-a89a71dffa68,33,23,7,9,0,0,True,6,5,True,22,10,1,11,0.45454545454545453,0.045454545454545456,0.5,8,2.0,4.699999999999998,8,0.391304347826087,0.2504725897920605,3,0.3333333333333333,0.6666666666666666,1
openswe,openhands/minimax_m25,paustint__soql-parser-js-114,0916f10d-989f-48b3-a083-90b90a32d26e,41,26,14,22,7,0,True,10,7,True,25,8,2,15,0.32,0.08,0.6,13,3,5.800000000000001,10,0.38461538461538464,0.21301775147928995,2,0.5,0.5,1
openswe,openhands/minimax_m25,phpbench__phpbench-846,59e29f78-3980-4873-8770-3dde329a561e,74,65,22,59,0,0,True,15,12,True,64,13,31,20,0.203125,0.484375,0.3125,29,3,17.199999999999985,53,0.10897435897435898,0.03667324128862591,22,0.18181818181818182,0.45454545454545453,0
openswe,openhands/minimax_m25,pingcap__tidb-lightning-508,43160ce5-9ed9-4204-b8ee-7a1f8970a329,91,69,33,52,8,0,True,17,12,True,68,21,31,16,0.3088235294117647,0.45588235294117646,0.23529411764705882,14,2.0,5.400000000000002,22,0.17753623188405798,0.09092102499474901,18,0.5555555555555556,0.5,1
openswe,openhands/minimax_m25,protofire__solhint-291,de7d9321-44c2-48fc-ad50-3c2f01d74ef1,28,20,9,10,2,0,True,7,5,True,19,7,0,12,0.3684210526315789,0.0,0.631578947368421,10,1.0,3.1999999999999993,7,0.55,0.37375,2,0.5,0.5,1
openswe,openhands/minimax_m25,pypa__pip-11466,0f365b5e-d2d3-421f-a8da-e806c8af44b0,60,45,17,28,0,0,True,7,7,True,44,25,6,13,0.5681818181818182,0.13636363636363635,0.29545454545454547,19,6,11.0,26,0.3451851851851852,0.17993827160493828,13,0.23076923076923078,0.6923076923076923,1
openswe,openhands/minimax_m25,ryangjchandler__orbit-44,41cdb0c4-39aa-4bcd-b41b-5f3beec13173,87,79,47,36,0,0,True,19,17,True,78,24,27,27,0.3076923076923077,0.34615384615384615,0.34615384615384615,44,3.0,10.700000000000003,38,0.12784810126582274,0.05512827360287702,22,0.3181818181818182,0.8636363636363636,0
openswe,openhands/minimax_m25,servo__rust-url-975,24300b9d-7882-4a5a-acb7-1501ca140de3,78,45,42,47,24,0,True,11,10,True,44,12,28,4,0.2727272727272727,0.6363636363636364,0.09090909090909091,11,2,11.0,30,0.2,0.09454046639231825,24,0.08333333333333333,0.5,1
openswe,openhands/minimax_m25,sindresorhus__got-335,46bedf2d-850d-4fbe-b17e-386b631626f2,48,39,20,9,0,0,True,2,1,True,38,23,11,4,0.6052631578947368,0.2894736842105263,0.10526315789473684,3,1,9.0,11,0.48717948717948717,0.30659653736576814,6,0.16666666666666666,0.3333333333333333,0
openswe,openhands/minimax_m25,sinonjs__fake-timers-465,772dcae2-c345-4286-b74c-3d1b157b11eb,69,57,38,29,5,0,True,12,10,True,56,48,1,7,0.8571428571428571,0.017857142857142856,0.125,5,2,33.400000000000006,5,0.9122807017543859,0.8345644813788857,1,1.0,1.0,0
openswe,openhands/minimax_m25,spf13__viper-2003,73944c3e-bc0d-4748-874f-bb903cdcf1d4,32,26,11,14,3,0,True,6,5,True,25,11,11,3,0.44,0.44,0.12,6,2.0,3.0,10,0.34615384615384615,0.19674556213017752,8,0.125,0.375,0
openswe,openhands/minimax_m25,src-d__go-mysql-server-420,1198cfec-d642-4bf8-a3da-fc01f032a341,88,77,35,46,7,0,True,13,9,True,76,21,35,20,0.27631578947368424,0.4605263157894737,0.2631578947368421,22,4.5,11.700000000000006,33,0.14285714285714285,0.06870186090965312,14,0.5,0.7142857142857143,0
openswe,openhands/minimax_m25,statamic__eloquent-driver-176,f3242da5-3d24-42c6-8ad5-bf45ce4b14ab,78,72,37,46,0,0,True,3,2,True,71,20,18,33,0.28169014084507044,0.2535211267605634,0.4647887323943662,43,4,11.600000000000009,29,0.1840277777777778,0.08797903806584363,14,0.2857142857142857,0.6428571428571429,1
openswe,openhands/minimax_m25,streamlink__streamlink-122,b06c05b2-d691-49c2-b82f-4ab692bc9506,44,36,14,15,0,0,True,7,6,True,35,14,5,16,0.4,0.14285714285714285,0.45714285714285713,17,2,8.8,13,0.5,0.3031121399176955,7,0.14285714285714285,0.14285714285714285,0
openswe,openhands/minimax_m25,sveltejs__kit-7207,31fa9371-0a25-40a1-8a36-6a48e0a6f27c,59,53,18,51,1,0,True,4,3,True,52,11,37,4,0.21153846153846154,0.7115384615384616,0.07692307692307693,8,5.5,37.0,27,0.19811320754716982,0.09866500533997864,10,0.3,0.6,-1
openswe,openhands/minimax_m25,swc-project__swc-5707,051ed4b0-787b-46a3-9bcc-6011d51db6ba,105,59,44,63,15,0,True,22,21,True,58,7,40,11,0.1206896551724138,0.6896551724137931,0.1896551724137931,10,3.0,8.299999999999992,37,0.11864406779661017,0.04663410897251748,9,0.2222222222222222,0.1111111111111111,-1
openswe,openhands/minimax_m25,swup__swup-869,ad9139e4-6e80-4969-bf22-e3a8e4fdeba8,50,29,20,23,7,0,True,13,11,True,28,4,12,12,0.14285714285714285,0.42857142857142855,0.42857142857142855,10,2.5,6.9999999999999964,14,0.1724137931034483,0.10166468489892985,8,0.75,0.375,0
openswe,openhands/minimax_m25,tafia__quick-xml-760,2ada87e8-f569-4394-83b8-556786373d4f,83,56,47,42,20,0,True,9,8,True,55,29,21,5,0.5272727272727272,0.38181818181818183,0.09090909090909091,2,1.0,1.0,10,0.42857142857142855,0.26849489795918363,5,0.8,0.6,-1
openswe,openhands/minimax_m25,takluyver__flit-169,5e59f082-95dc-4870-9da3-91459507e3f1,71,59,24,41,0,0,True,14,11,True,58,19,16,23,0.3275862068965517,0.27586206896551724,0.39655172413793105,25,3,12.400000000000006,32,0.1864406779661017,0.0785990159733337,23,0.34782608695652173,0.6521739130434783,0
openswe,openhands/minimax_m25,typedorm__typedorm-127,aae4b5bd-e4c4-4e4e-b526-fe2f58534029,68,38,28,49,17,0,True,8,6,True,37,6,24,7,0.16216216216216217,0.6486486486486487,0.1891891891891892,7,2,9.0,25,0.15789473684210525,0.06544321329639889,6,0.16666666666666666,0.6666666666666666,0
openswe,openhands/minimax_m25,unleash__unleash-client-java-177,0a9df22a-95b5-4ad9-853b-ad29da849b46,49,29,21,29,5,0,True,9,8,True,28,9,15,4,0.32142857142857145,0.5357142857142857,0.14285714285714285,4,2.0,5.500000000000001,14,0.20689655172413793,0.12604042806183116,10,0.5,0.5,-1
openswe,openhands/minimax_m25,vaskoz__dailycodingproblem-go-384,c54874a6-0faf-440a-9dbf-f06d8be5b51b,26,15,7,13,5,0,True,8,2,True,14,1,2,11,0.07142857142857142,0.14285714285714285,0.7857142857142857,6,1.0,3.0,10,0.2,0.12222222222222223,6,0.0,0.3333333333333333,0
openswe,openhands/minimax_m25,xataio__client-ts-52,4215cbfc-2118-41d4-9526-22af670a0c3c,74,59,41,37,12,0,True,12,11,True,58,23,12,23,0.39655172413793105,0.20689655172413793,0.39655172413793105,33,4,13.200000000000003,30,0.2542372881355932,0.10241309968399885,20,0.3,0.6,1
openswe,openhands/minimax_m25,ymrl__a11y-visualizer-41,5e106b75-a8b5-4e35-9b7c-91185ec8199e,47,33,11,20,9,0,True,15,12,True,32,7,17,8,0.21875,0.53125,0.25,7,4,9.4,14,0.19696969696969696,0.11248852157943066,6,0.6666666666666666,0.5,0
openswe,openhands/qwen35_122b,8398a7__action-slack-120,52767bb9-348b-4cf2-bcf0-1d0482778ebc,73,33,20,38,5,0,True,6,5,True,32,9,5,18,0.28125,0.15625,0.5625,13,3,10.0,19,0.24242424242424243,0.11600857055402511,3,0.3333333333333333,0.0,1
openswe,openhands/qwen35_122b,8398a7__action-slack-98,710c2f21-52b8-43e9-9a3e-324e27dd93f3,77,43,35,39,13,0,True,6,5,True,42,15,8,19,0.35714285714285715,0.19047619047619047,0.4523809523809524,16,3.0,7.0,27,0.18604651162790697,0.0777297037437654,12,0.16666666666666666,0.5,0
openswe,openhands/qwen35_122b,aksiksi__compose2nix-25,a7bb5ed2-c4de-462b-8f05-686a3e57fe7a,78,68,32,47,11,0,True,8,7,True,67,21,13,33,0.31343283582089554,0.19402985074626866,0.4925373134328358,35,3,7.0,32,0.18137254901960786,0.09396386005382547,16,0.125,0.5625,0
openswe,openhands/qwen35_122b,alibaba__fescar-644,c0f6ef30-c9ac-44ab-9cbd-744d7bab7f13,81,53,31,54,12,0,True,14,11,True,52,7,24,21,0.1346153846153846,0.46153846153846156,0.40384615384615385,24,2.0,6.399999999999999,38,0.18867924528301888,0.06680906609706895,11,0.09090909090909091,0.45454545454545453,0
openswe,openhands/qwen35_122b,alteryx__evalml-4186,e1dea0f3-8f0e-4343-bb0f-5e385d3d2062,94,40,59,55,0,0,True,12,11,True,39,18,12,9,0.46153846153846156,0.3076923076923077,0.23076923076923078,8,1.0,12.499999999999996,16,0.425,0.258125,7,0.2857142857142857,0.42857142857142855,1
openswe,openhands/qwen35_122b,azure__walinuxagent-951,20c33c36-be45-42ed-bede-0f9377c3b5c2,78,53,47,43,0,0,True,6,5,True,52,13,7,32,0.25,0.1346153846153846,0.6153846153846154,30,3.5,9.0,18,0.22641509433962265,0.12347217277797555,16,0.25,0.625,1
openswe,openhands/qwen35_122b,caikit__caikit-610,62b1f02a-b07e-4770-b4a4-a344c8689f01,94,47,32,42,0,0,True,15,14,True,46,17,11,18,0.3695652173913043,0.2391304347826087,0.391304347826087,15,2,10.799999999999999,21,0.28368794326241137,0.13701524068205825,11,0.36363636363636365,0.45454545454545453,0
openswe,openhands/qwen35_122b,celestiaorg__nmt-113,030e1cf4-7d2a-4c2b-a9be-d8bf58573d6a,87,62,60,33,11,0,True,9,8,True,61,40,14,7,0.6557377049180327,0.22950819672131148,0.11475409836065574,15,2,9.399999999999999,22,0.2903225806451613,0.1652358654179674,16,0.125,0.75,1
openswe,openhands/qwen35_122b,cockroachdb__pebble-2949,ce4f3cb4-98e3-4250-a04f-91614606066b,90,63,47,53,3,0,True,17,13,True,62,32,19,11,0.5161290322580645,0.3064516129032258,0.1774193548387097,23,3,14.600000000000001,30,0.18253968253968253,0.07822079449063575,23,0.17391304347826086,0.4782608695652174,-1
openswe,openhands/qwen35_122b,coredns__coredns-4696,86caa0d4-28b7-4a06-86ce-ba81a89f4e1d,116,98,56,75,27,0,True,14,12,True,97,27,61,9,0.27835051546391754,0.6288659793814433,0.09278350515463918,15,3,15.799999999999997,25,0.2729591836734694,0.13612383729001803,9,0.4444444444444444,0.7777777777777778,-1
openswe,openhands/qwen35_122b,d5__tengo-254,bc517f27-8e55-4156-ac05-ff1ee5227646,101,62,58,42,17,0,True,9,7,True,61,21,32,8,0.3442622950819672,0.5245901639344263,0.13114754098360656,5,1,6.200000000000001,25,0.2540322580645161,0.1122528616024974,14,0.07142857142857142,0.5,0
openswe,openhands/qwen35_122b,ddev__ddev-6939,61375ddd-b787-4ab0-8e63-19126563de8c,81,57,32,40,13,0,True,15,13,True,56,20,13,23,0.35714285714285715,0.23214285714285715,0.4107142857142857,30,2.0,6.300000000000004,29,0.26374269005847956,0.10758182004719402,15,0.4,0.4,0
openswe,openhands/qwen35_122b,ecmwf__earthkit-data-565,e1d9f6f4-c8a0-4149-a9b4-0857a060e30f,83,36,28,37,0,0,True,9,7,True,35,12,3,20,0.34285714285714286,0.08571428571428572,0.5714285714285714,22,3.5,7.0,12,0.4444444444444444,0.24472736625514402,9,0.5555555555555556,0.8888888888888888,0
openswe,openhands/qwen35_122b,equinor__design-system-3700,e69a3da7-55bf-4de8-9fcc-bb487ed9a477,84,65,46,48,23,0,True,17,16,True,64,11,49,4,0.171875,0.765625,0.0625,15,2,6.0,23,0.2230769230769231,0.0983431952662722,11,0.09090909090909091,0.8181818181818182,1
openswe,openhands/qwen35_122b,firebase__firebase-admin-java-167,ea618bda-d01c-4a0d-a948-0766209b03c2,91,60,55,61,10,0,True,7,6,True,59,34,10,15,0.576271186440678,0.1694915254237288,0.2542372881355932,51,2,7.0,24,0.2833333333333334,0.1260989858906526,18,0.05555555555555555,0.7222222222222222,-1
openswe,openhands/qwen35_122b,fluid-cloudnative__fluid-3786,8ea67e17-9f1a-4b65-83dc-8fdf49659cf7,103,71,41,62,12,0,True,15,12,True,70,31,19,20,0.44285714285714284,0.2714285714285714,0.2857142857142857,33,7,27.000000000000004,37,0.20539906103286384,0.0928015274747074,22,0.22727272727272727,0.45454545454545453,0
openswe,openhands/qwen35_122b,friendsofphp__php-cs-fixer-6366,ddabfeda-a011-4491-88df-012e658cbead,125,97,60,47,0,0,True,12,11,True,96,29,22,45,0.3020833333333333,0.22916666666666666,0.46875,52,2.0,9.0,33,0.2268041237113402,0.11669677967903071,5,0.4,0.8,-1
openswe,openhands/qwen35_122b,gakonst__ethers-rs-1116,a63dbc7f-41c0-4688-aa6f-0da9546966ae,121,103,65,68,18,0,True,21,20,True,102,33,39,30,0.3235294117647059,0.38235294117647056,0.29411764705882354,31,2,8.0,43,0.24757281553398058,0.09190833778448068,30,0.26666666666666666,0.5,-1
openswe,openhands/qwen35_122b,getkin__kin-openapi-592,ad618e7e-4226-464d-b0b1-c2ff8baaeb9d,124,93,45,65,0,0,True,10,9,True,92,50,14,28,0.5434782608695652,0.15217391304347827,0.30434782608695654,35,3,9.800000000000004,22,0.26344086021505375,0.11924307241684973,12,0.5,0.75,0
openswe,openhands/qwen35_122b,getmoto__moto-7112,254b82c2-8a9a-47ad-a55a-3c4ce1c9b669,89,60,17,57,0,0,True,15,15,True,59,16,16,27,0.2711864406779661,0.2711864406779661,0.4576271186440678,26,3.5,7.5,28,0.17833333333333332,0.08252777777777777,13,0.38461538461538464,0.46153846153846156,-1
openswe,openhands/qwen35_122b,go-swagger__go-swagger-2461,300e034e-04ee-481a-99a9-b538ec736495,113,80,45,70,8,0,True,11,9,True,79,22,23,34,0.27848101265822783,0.2911392405063291,0.43037974683544306,48,3.0,21.50000000000002,66,0.125,0.05027529761904762,48,0.0625,0.375,0
openswe,openhands/qwen35_122b,goadesign__goa-2375,87211b95-ade5-4325-989c-42c0b96bd631,145,135,56,112,7,0,True,21,19,True,134,69,45,20,0.5149253731343284,0.3358208955223881,0.14925373134328357,34,2.5,12.399999999999999,38,0.18518518518518517,0.08511507392165828,19,0.2631578947368421,0.5263157894736842,-1
openswe,openhands/qwen35_122b,google__go-flow-levee-213,89532565-619d-4885-9123-653dfc17c67e,118,85,85,42,30,0,True,8,6,True,84,25,45,14,0.2976190476190476,0.5357142857142857,0.16666666666666666,14,4.0,31.30000000000001,23,0.34705882352941175,0.16873356401384082,17,0.17647058823529413,0.5882352941176471,0
openswe,openhands/qwen35_122b,google__go-github-1187,e8446286-b236-4e67-ad53-9b128ccc8fdd,89,51,43,42,8,0,True,4,3,True,50,20,13,17,0.4,0.26,0.34,21,2,11.0,16,0.27450980392156865,0.15835789653552054,9,0.3333333333333333,0.4444444444444444,0
openswe,openhands/qwen35_122b,google__go-github-2728,9657b1db-da06-4677-b6b0-157da3ec2add,79,50,34,43,11,0,True,18,15,True,49,16,22,11,0.32653061224489793,0.4489795918367347,0.22448979591836735,11,2,5.0,17,0.3,0.1476,7,0.2857142857142857,0.14285714285714285,1
openswe,openhands/qwen35_122b,googlemaps__js-api-loader-102,d977c00b-19c2-42d5-976e-0a21ba7d8ab2,74,35,37,30,17,0,True,7,5,True,34,8,8,18,0.23529411764705882,0.23529411764705882,0.5294117647058824,15,1,4.799999999999999,17,0.2857142857142857,0.16108843537414966,9,0.2222222222222222,0.6666666666666666,0
openswe,openhands/qwen35_122b,grafana__k6-operator-247,880031c9-f703-4c7f-8af0-cb1f2b608aa7,80,51,43,43,2,0,True,2,1,True,50,18,15,17,0.36,0.3,0.34,44,4.5,14.700000000000003,55,0.0789993775287893,0.04151043570249746,47,0.2978723404255319,0.46808510638297873,1
openswe,openhands/qwen35_122b,hacker0x01__react-datepicker-4634,66a13fc0-bc23-47a7-b0f6-a971ed00720b,76,58,39,43,17,0,True,20,18,True,57,20,15,22,0.3508771929824561,0.2631578947368421,0.38596491228070173,22,2.5,9.800000000000004,28,0.13793103448275862,0.06995640110978993,18,0.16666666666666666,0.5,0
openswe,openhands/qwen35_122b,hub4j__github-api-1062,dd378ec5-ecd9-470f-9c1c-85200317ee00,99,57,38,63,13,0,True,22,20,True,56,23,22,11,0.4107142857142857,0.39285714285714285,0.19642857142857142,15,2,15.199999999999996,22,0.3508771929824561,0.16646660510926437,7,0.14285714285714285,0.8571428571428571,0
openswe,openhands/qwen35_122b,immerjs__immer-417,70525e95-498e-4def-9a3b-29661edec5ff,188,146,96,132,60,0,True,10,9,True,145,81,22,42,0.5586206896551724,0.15172413793103448,0.2896551724137931,44,2.0,13.500000000000014,26,0.31050228310502287,0.15593398803194264,15,0.3333333333333333,0.6,0
openswe,openhands/qwen35_122b,innobi__pantab-9,5455af9f-1eac-46ea-816a-1bbad4de7a3e,79,33,23,27,0,0,True,6,5,True,32,12,13,7,0.375,0.40625,0.21875,5,1,15.200000000000001,9,0.48484848484848486,0.3337924701561066,3,0.6666666666666666,1.0,0
openswe,openhands/qwen35_122b,jhipster__jhipster-lite-10466,3e22c8c4-5f1c-4fb9-99b0-e7a792718efb,91,57,30,52,0,0,True,11,9,True,56,14,29,13,0.25,0.5178571428571429,0.23214285714285715,33,2,4.800000000000001,32,0.19649122807017544,0.08531324323568092,22,0.36363636363636365,0.7727272727272727,-1
openswe,openhands/qwen35_122b,joke2k__faker-2203,85a47fc7-8bcc-4d1c-9f7a-19ba1b034b89,66,27,26,16,0,0,True,5,4,True,26,8,7,11,0.3076923076923077,0.2692307692307692,0.4230769230769231,9,4,9.600000000000001,11,0.4444444444444444,0.2393689986282579,8,0.375,0.625,0
openswe,openhands/qwen35_122b,kestra-io__kestra-8081,8d8df9de-3e61-403d-9707-7c7515e96de5,97,78,52,62,0,0,True,11,10,True,77,16,22,39,0.2077922077922078,0.2857142857142857,0.5064935064935064,50,2.0,11.0,31,0.358974358974359,0.16290908758857475,15,0.06666666666666667,0.5333333333333333,-1
openswe,openhands/qwen35_122b,kroxylicious__kroxylicious-1050,11d1f5cd-1542-4e14-8233-43956c7de69b,82,60,35,54,14,0,True,19,16,True,59,20,18,21,0.3389830508474576,0.3050847457627119,0.3559322033898305,23,2,18.200000000000003,31,0.21666666666666667,0.08923611111111111,15,0.26666666666666666,0.4666666666666667,-1
openswe,openhands/qwen35_122b,libgit2__git2go-743,826d80cf-d226-4721-bb96-49abda85abdc,83,41,43,41,23,0,True,10,9,True,40,15,19,6,0.375,0.475,0.15,5,2,13.200000000000001,14,0.35853658536585364,0.2189767995240928,6,0.16666666666666666,0.5,0
openswe,openhands/qwen35_122b,manevillef__hexx-44,636286da-9e1d-481c-881d-873a89df8a12,60,38,20,25,8,0,True,9,8,True,37,17,9,11,0.4594594594594595,0.24324324324324326,0.2972972972972973,10,3.0,7.1,12,0.3157894736842105,0.2056786703601108,10,0.2,0.7,1
openswe,openhands/qwen35_122b,mbrt__gmailctl-105,5aba7b4f-1ea9-4c2e-9f6c-7cb088774b54,112,95,70,50,24,0,True,11,10,True,94,42,33,19,0.44680851063829785,0.35106382978723405,0.20212765957446807,51,2,11.0,41,0.22228070175438597,0.07224899969221299,30,0.16666666666666666,0.7333333333333333,0
openswe,openhands/qwen35_122b,nodejs__nodejs.dev-1353,7482f3b2-d654-4048-b87a-247c0585d008,122,95,66,95,15,0,True,3,2,True,94,34,19,41,0.3617021276595745,0.20212765957446807,0.43617021276595747,81,2,10.0,59,0.12210526315789473,0.05719006873909921,39,0.10256410256410256,0.6153846153846154,0
openswe,openhands/qwen35_122b,openrefine__openrefine-5997,a41d671f-d82e-49cf-8371-88573f6bcafb,140,132,68,108,24,0,True,34,31,True,131,43,42,46,0.3282442748091603,0.32061068702290074,0.3511450381679389,56,2.0,10.5,50,0.2537878787878788,0.09836432506887052,18,0.2777777777777778,0.3888888888888889,-1
