 agent: Total 4558192.0
        3948391.0 (86.62%): openhands
         609801.0 (13.38%): terminus2

 call_id: Total 4558192.0
          48735.0 ( 1.07%): terminus2-deepseek__deepseek-v3.2-git-multibranch-c063fb97:terminus2:episode-25
          47618.0 ( 1.04%): terminus2-deepseek__deepseek-v3.2-git-multibranch-c063fb97:terminus2:episode-24
          46598.0 ( 1.02%): terminus2-deepseek__deepseek-v3.2-git-multibranch-c063fb97:terminus2:episode-23
          44100.0 ( 0.97%): terminus2-deepseek__deepseek-v3.2-git-multibranch-c063fb97:terminus2:episode-22
          41721.0 ( 0.92%): terminus2-deepseek__deepseek-v3.2-git-multibranch-c063fb97:terminus2:episode-21
          38551.0 ( 0.85%): terminus2-deepseek__deepseek-v3.2-git-multibranch-c063fb97:terminus2:episode-20
          37051.0 ( 0.81%): terminus2-deepseek__deepseek-v3.2-git-multibranch-c063fb97:terminus2:episode-19
          35408.0 ( 0.78%): terminus2-deepseek__deepseek-v3.2-git-multibranch-c063fb97:terminus2:episode-18
          33591.0 ( 0.74%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:303892e78d89464ab7809024a58f8df5
          33090.0 ( 0.73%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:b6e97f379ad44c8e8203df9bd47096d4
          31758.0 (  0.7%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:c811a28b355a4ecfa19eecbbf9a27ba0
          31657.0 ( 0.69%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:794be3df951b442ca8715b135e391aba
          31046.0 ( 0.68%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:c2c97a2a4d914dc5bb1cc5aa3ac1a24c
          30883.0 ( 0.68%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:d511badbd25b48848a311405c33a2af3
          30568.0 ( 0.67%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:2adf8cedd83242b68133fdc2d4a71ad5
          30436.0 ( 0.67%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:aa35ffd967e64b709a8841699dcb25ea
          30405.0 ( 0.67%): terminus2-deepseek__deepseek-v3.2-git-multibranch-c063fb97:terminus2:episode-17
          30278.0 ( 0.66%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:289a7def66324c8dbc3bf0004603f457
          29593.0 ( 0.65%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:openhands:msg_vrtx_01vo2mgxeyfuqnfdqtwisxwk
          29508.0 ( 0.65%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:99e8f369e1ff4769b3de04564b22ad4c
          29092.0 ( 0.64%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:openhands:msg_vrtx_01bbdswxpajumzswkkrg4egm
          28878.0 ( 0.63%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:3c3e5af0d57b402fbd33aacc5743e956
          28810.0 ( 0.63%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:openhands:msg_vrtx_01mbohvjehp8j7zko5swlc1o
          28680.0 ( 0.63%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:openhands:msg_vrtx_01rvgsmnwmxkud9d8tk4fj6r
          28557.0 ( 0.63%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:openhands:msg_vrtx_015pqchenwe851qfzcmmhhp2
          28475.0 ( 0.62%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:openhands:msg_vrtx_01l2tvafxrtityxhbae12icy
          28398.0 ( 0.62%): terminus2-deepseek__deepseek-v3.2-git-multibranch-c063fb97:terminus2:episode-16
          28380.0 ( 0.62%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:de73682a88434f96a86786d5d8732f78
          28359.0 ( 0.62%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:openhands:msg_vrtx_01rzpzskp1nb8cgphd5by18d
          28230.0 ( 0.62%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:ac5a8b14753347a6ac177b90d8e57c8e
          28131.0 ( 0.62%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:openhands:msg_vrtx_019uuudnn1sdpkbpu1wgfqzg
          28011.0 ( 0.61%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:openhands:f10e2e5a6af64fdbb5c5e35ee9edfa16
