project,episodes,timing_covered_episodes,within_episode_span_ms,tool_busy_union_ms,between_tool_model_gap_ms,tool_busy_share,model_gap_share,gap_count,gap_median_ms,gap_p95_ms,gap_p99_ms,gap_max_ms,gaps_over_5min,gaps_over_1h,gap_sum_capped_5min_ms,gap_share_capped_5min,gap_sum_capped_1h_ms,gap_share_capped_1h,note
ActPlane,4109,4108,980850652,371774071,609076581,0.379032,0.620968,43605,6216.000000,28900.400000,70275.320000,62192444,42,10,443635004,0.544064,493053283,0.570118,"raw gaps exclude pre/post episode time and include pauses; capped shares are idle-sensitivity analyses, not pure model latency"
academic-writing-skills,135,135,7309710,971328,6338382,0.132882,0.867118,777,3722.000000,33552.400000,69296.080000,164357,0,0,6338382,0.867118,6338382,0.867118,"raw gaps exclude pre/post episode time and include pauses; capped shares are idle-sensitivity analyses, not pure model latency"
agentsight,3144,3142,1891646361,336021674,1555624687,0.177635,0.822365,72290,6945.000000,37761.550000,101893.270000,86242128,216,36,906984384,0.729670,1141400513,0.772562,"raw gaps exclude pre/post episode time and include pauses; capped shares are idle-sensitivity analyses, not pure model latency"
agentskill-observability-paper,174,174,10650702,3666844,6983858,0.344282,0.655718,766,4950.000000,24931.500000,65913.500000,282244,0,0,6983858,0.655718,6983858,0.655718,"raw gaps exclude pre/post episode time and include pauses; capped shares are idle-sensitivity analyses, not pure model latency"
all,8418,8410,3094480851,778789145,2315691706,0.251670,0.748330,129475,6527.000000,33549.600000,88834.120000,86242128,276,47,1480886275,0.655354,1780282862,0.695675,"raw gaps exclude pre/post episode time and include pauses; capped shares are idle-sensitivity analyses, not pure model latency"
bpf-developer-tutorial,152,149,23349002,9953294,13395708,0.426283,0.573717,1263,4272.000000,34325.800000,132659.360000,930998,1,0,12764710,0.561876,13395708,0.573717,"raw gaps exclude pre/post episode time and include pauses; capped shares are idle-sensitivity analyses, not pure model latency"
eunomia.dev,704,702,180674424,56401934,124272490,0.312174,0.687826,10774,5363.000000,26647.750000,78844.310000,8761372,17,1,104179937,0.648765,119111118,0.678645,"raw gaps exclude pre/post episode time and include pauses; capped shares are idle-sensitivity analyses, not pure model latency"
