project,event_id,source_call_id,session_id,vendor,event_index,ts_ms,artifact_id,worktree_id,path,operation,birth_create,final_path,final_exists,final_tracked,final_state_known,content_durability,reuse_outcome,reuse_duration_events,reuse_duration_ms,reuse_event_index,reuse_cross_session,validation_outcome,validation_duration_events,validation_duration_ms,validation_event_index,global_validation_event_index,global_validation_duration_events,conjunction_observed
agentsight,codex:rollout-2026-06-02T11-33-47-019e899c-fc11-7d20-bc8d-8706747e90ab:8,call_DNHX6MiNPg78ML91FlGzgh83,codex:rollout-2026-06-02T11-33-47-019e899c-fc11-7d20-bc8d-8706747e90ab,codex,3252,1780425362941,agentsight:a00000164,e58fce112c6e,docs/design/vis/vis.md,rename,false,docs/design/vis/vis.md,true,true,true,unknown,observed_reuse,5,8749,3257,false,observed_validation,259,13165514,3511,3511,259,false
agentsight,codex:rollout-2026-06-02T11-33-47-019e899c-fc11-7d20-bc8d-8706747e90ab:8,call_DNHX6MiNPg78ML91FlGzgh83,codex:rollout-2026-06-02T11-33-47-019e899c-fc11-7d20-bc8d-8706747e90ab,codex,3252,1780425362941,agentsight:a00000124,e58fce112c6e,docs/design/vis/why.md,rename,false,,false,false,true,unknown,observed_reuse,7,8750,3259,false,observed_validation,259,13165514,3511,3511,259,false
agentsight,codex:rollout-2026-06-02T11-33-47-019e899c-fc11-7d20-bc8d-8706747e90ab:30,call_GTIsKWnkmLZY9Kn0Z6BKrXzz,codex:rollout-2026-06-02T11-33-47-019e899c-fc11-7d20-bc8d-8706747e90ab,codex,3286,1780425822496,agentsight:a00000169,e58fce112c6e,docs/design/vis/why.md,rename,false,docs/design/vis/why.md,true,true,true,unknown,observed_reuse,7,19424,3293,false,observed_validation,225,12705959,3511,3511,225,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:309,call_7Ymx7Oz2MMRpgRzvunsjJdGr,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4621,1780446662117,agentsight:a00000200,e58fce112c6e,bpf/tests/test_process_ext_map_flush.c,rename,false,bpf/tests/test_process_ext_map_flush.c,true,true,true,unknown,observed_reuse,3,8250,4624,false,competing_supersede,3,8250,4624,4639,18,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:310,call_jTN17lmC3rHDsWGfUjsFfxzA,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4622,1780446662151,agentsight:a00000201,e58fce112c6e,bpf/tests/test_process_ext_mem_info.c,rename,false,,false,false,true,unknown,observed_reuse,2,8216,4624,false,competing_supersede,2,8216,4624,4639,17,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:311,call_VQ29x4pfrLWvmPvdbEuw8MwR,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4623,1780446662151,agentsight:a00000202,e58fce112c6e,bpf/tests/test_process_ext_types.c,rename,false,bpf/tests/test_process_ext_types.c,true,true,true,unknown,observed_reuse,1,8216,4624,false,competing_supersede,1,8216,4624,4639,16,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:317,call_XB8bmwmPkcv2VpRPlEZks5Y9,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4633,1780446734397,agentsight:a00000207,e58fce112c6e,bpf/process_new,delete,false,,false,false,true,unknown,censored_end,121842,4261833552,,false,observed_validation,6,20065,4639,4639,6,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:345,call_bQWrBgXYJmEqHypsBYLv6hKe,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4669,1780446973251,agentsight:a00000210,e58fce112c6e,bpf/test_process_ext_map_flush,delete,false,,false,false,true,unknown,censored_end,121806,4261594698,,false,observed_validation,24,114245,4693,4693,24,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:345,call_bQWrBgXYJmEqHypsBYLv6hKe,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4669,1780446973251,agentsight:a00000211,e58fce112c6e,bpf/test_process_ext_mem_info,delete,false,,false,false,true,unknown,censored_end,121806,4261594698,,false,observed_validation,24,114245,4693,4693,24,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:345,call_bQWrBgXYJmEqHypsBYLv6hKe,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4669,1780446973251,agentsight:a00000212,e58fce112c6e,bpf/test_process_ext_types,delete,false,,false,false,true,unknown,censored_end,121806,4261594698,,false,observed_validation,24,114245,4693,4693,24,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:367,call_1TAJ0JU5XTurYwzQ71dvQKMa,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4703,1780447108955,agentsight:a00000214,e58fce112c6e,bpf/test_process_ext_map_flush,delete,false,,false,false,true,unknown,censored_end,121772,4261458994,,false,observed_validation,9,29871,4712,4712,9,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:367,call_1TAJ0JU5XTurYwzQ71dvQKMa,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4703,1780447108955,agentsight:a00000215,e58fce112c6e,bpf/test_process_ext_mem_info,delete,false,,false,false,true,unknown,censored_end,121772,4261458994,,false,observed_validation,9,29871,4712,4712,9,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:367,call_1TAJ0JU5XTurYwzQ71dvQKMa,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4703,1780447108955,agentsight:a00000216,e58fce112c6e,bpf/test_process_ext_types,delete,false,,false,false,true,unknown,censored_end,121772,4261458994,,false,observed_validation,9,29871,4712,4712,9,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:375,call_NI1rzdwEU620LMoB1RFPVST8,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4714,1780447151305,agentsight:a00000217,e58fce112c6e,bpf/test_process_ext_map_flush,delete,false,,false,false,true,unknown,censored_end,121761,4261416644,,false,observed_validation,22,411334,4736,4736,22,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:375,call_NI1rzdwEU620LMoB1RFPVST8,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4714,1780447151305,agentsight:a00000218,e58fce112c6e,bpf/test_process_ext_mem_info,delete,false,,false,false,true,unknown,censored_end,121761,4261416644,,false,observed_validation,22,411334,4736,4736,22,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:375,call_NI1rzdwEU620LMoB1RFPVST8,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4714,1780447151305,agentsight:a00000219,e58fce112c6e,bpf/test_process_ext_types,delete,false,,false,false,true,unknown,censored_end,121761,4261416644,,false,observed_validation,22,411334,4736,4736,22,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:386,call_1StIuIU7355cH1esi8Ogtf59,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4738,1780447589563,agentsight:a00000221,e58fce112c6e,bpf/test_process_ext_map_flush,delete,false,,false,false,true,unknown,censored_end,121737,4260978386,,false,observed_validation,63,1091346,4801,4801,63,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:386,call_1StIuIU7355cH1esi8Ogtf59,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4738,1780447589563,agentsight:a00000222,e58fce112c6e,bpf/test_process_ext_mem_info,delete,false,,false,false,true,unknown,censored_end,121737,4260978386,,false,observed_validation,63,1091346,4801,4801,63,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:386,call_1StIuIU7355cH1esi8Ogtf59,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4738,1780447589563,agentsight:a00000223,e58fce112c6e,bpf/test_process_ext_types,delete,false,,false,false,true,unknown,censored_end,121737,4260978386,,false,observed_validation,63,1091346,4801,4801,63,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:442,call_hlOmGiR0jz56eLArFRBF3Nfr,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4810,1780448751189,agentsight:a00000225,e58fce112c6e,bpf/test_process_ext_map_flush,delete,false,,false,false,true,unknown,censored_end,121665,4259816760,,false,observed_validation,24,155443,4834,4834,24,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:442,call_hlOmGiR0jz56eLArFRBF3Nfr,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4810,1780448751189,agentsight:a00000226,e58fce112c6e,bpf/test_process_ext_mem_info,delete,false,,false,false,true,unknown,censored_end,121665,4259816760,,false,observed_validation,24,155443,4834,4834,24,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:442,call_hlOmGiR0jz56eLArFRBF3Nfr,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4810,1780448751189,agentsight:a00000227,e58fce112c6e,bpf/test_process_ext_types,delete,false,,false,false,true,unknown,censored_end,121665,4259816760,,false,observed_validation,24,155443,4834,4834,24,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:469,call_IZw5kYmh7aTmOnLiJFqaWYlM,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4842,1780448961333,agentsight:a00000228,e58fce112c6e,bpf/test_process_ext_map_flush,delete,false,,false,false,true,unknown,censored_end,121633,4259606616,,false,observed_validation,63,8760628,4905,4905,63,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:469,call_IZw5kYmh7aTmOnLiJFqaWYlM,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4842,1780448961333,agentsight:a00000229,e58fce112c6e,bpf/test_process_ext_mem_info,delete,false,,false,false,true,unknown,censored_end,121633,4259606616,,false,observed_validation,63,8760628,4905,4905,63,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:469,call_IZw5kYmh7aTmOnLiJFqaWYlM,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,4842,1780448961333,agentsight:a00000230,e58fce112c6e,bpf/test_process_ext_types,delete,false,,false,false,true,unknown,censored_end,121633,4259606616,,false,observed_validation,63,8760628,4905,4905,63,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:665,call_0xdU1kPA4p7dW9WaAYuw4PYo,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,5140,1780458854658,agentsight:a00000237,e58fce112c6e,collector/vendor/bpf/stdiocap,create,true,collector/vendor/bpf/stdiocap,true,true,true,not_measured_for_create,observed_reuse,179,686511,5319,false,observed_validation,9,43174,5149,5149,9,true
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:779,call_U6cn4i41TgAayZhug2LlZHZY,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,5319,1780459541169,agentsight:a00000237,e58fce112c6e,collector/vendor/bpf/stdiocap,create,false,collector/vendor/bpf/stdiocap,true,true,true,unknown,censored_end,121156,4249026780,,false,observed_validation,15,54672,5334,5334,15,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:820,call_xfic0BF5raFEE7OcC0ceDWYS,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,5391,1780460040136,agentsight:a00000239,e58fce112c6e,bpf/test_process_ext_map_flush,delete,false,,false,false,true,unknown,censored_end,121084,4248527813,,false,observed_validation,129,6268453,5520,5520,129,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:820,call_xfic0BF5raFEE7OcC0ceDWYS,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,5391,1780460040136,agentsight:a00000240,e58fce112c6e,bpf/test_process_ext_mem_info,delete,false,,false,false,true,unknown,censored_end,121084,4248527813,,false,observed_validation,129,6268453,5520,5520,129,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:820,call_xfic0BF5raFEE7OcC0ceDWYS,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,5391,1780460040136,agentsight:a00000241,e58fce112c6e,bpf/test_process_ext_types,delete,false,,false,false,true,unknown,censored_end,121084,4248527813,,false,observed_validation,129,6268453,5520,5520,129,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:829,call_dNRTcAF2iQeBHeVNw5Lgee23,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,5400,1780460063078,agentsight:a00000242,e58fce112c6e,bpf/test_process_new_header,delete,false,,false,false,true,unknown,censored_end,121075,4248504871,,false,observed_validation,120,6245511,5520,5520,120,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:829,call_dNRTcAF2iQeBHeVNw5Lgee23,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,5400,1780460063078,agentsight:a00000243,e58fce112c6e,bpf/test_process_new_map_flush,delete,false,,false,false,true,unknown,censored_end,121075,4248504871,,false,observed_validation,120,6245511,5520,5520,120,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:829,call_dNRTcAF2iQeBHeVNw5Lgee23,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,5400,1780460063078,agentsight:a00000244,e58fce112c6e,bpf/test_process_new_mem_info,delete,false,,false,false,true,unknown,censored_end,121075,4248504871,,false,observed_validation,120,6245511,5520,5520,120,false
agentsight,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0:66,toolu_01EY8KsAzxXQ8uz1panmueUc,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,claude,5470,1780465254521,agentsight:a00000245,e58fce112c6e,bpf/.gitignore,write,false,bpf/.gitignore,true,true,true,unknown,censored_end,121005,4243313428,,false,observed_validation,50,1054068,5520,5520,50,false
agentsight,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0:79,toolu_01SPSoxReD7cecLhhcRtjhkn,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,claude,5483,1780465936653,agentsight:a00000085,e58fce112c6e,collector/src/cli_db.rs,write,false,collector/src/cli_db.rs,true,true,true,unknown,observed_reuse,2,23361,5485,false,competing_supersede,5,48972,5488,5520,37,false
agentsight,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0:84,toolu_01PmZdXkRV8ssNqenJ3TgQvE,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,claude,5488,1780465985625,agentsight:a00000085,e58fce112c6e,collector/src/cli_db.rs,write,false,collector/src/cli_db.rs,true,true,true,unknown,observed_reuse,36,371043,5524,true,observed_validation,32,322964,5520,5520,32,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1470,call_bgzQUllJZUL3YMGzQDnpxMSy,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6147,1780472844067,agentsight:a00000265,e58fce112c6e,collector/vendor/frontend/dist/_next/static/agentsight-7c70269b59e540ca,delete,false,,false,false,true,unknown,censored_end,120328,4235723882,,false,observed_validation,18,175498,6165,6165,18,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1470,call_bgzQUllJZUL3YMGzQDnpxMSy,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6147,1780472844067,agentsight:a00000266,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/app/layout-140f029ad61baed8.js,delete,false,,false,false,true,unknown,censored_end,120328,4235723882,,false,observed_validation,18,175498,6165,6165,18,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1470,call_bgzQUllJZUL3YMGzQDnpxMSy,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6147,1780472844067,agentsight:a00000267,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/app/page-b3f1d087b157fcc8.js,delete,false,,false,false,true,unknown,censored_end,120328,4235723882,,false,observed_validation,18,175498,6165,6165,18,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1470,call_bgzQUllJZUL3YMGzQDnpxMSy,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6147,1780472844067,agentsight:a00000268,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/main-app-fe6da39e771bd916.js,delete,false,,false,false,true,unknown,censored_end,120328,4235723882,,false,observed_validation,18,175498,6165,6165,18,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1570,call_ExyE4xLv8rQKAuUcHTuwGf2d,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6247,1780473642637,agentsight:a00000269,e58fce112c6e,collector/vendor/frontend/dist/_next/static/agentsight-7c70269b59e540ca,delete,false,,false,false,true,unknown,censored_end,120228,4234925312,,false,observed_validation,13,106463,6260,6260,13,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1570,call_ExyE4xLv8rQKAuUcHTuwGf2d,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6247,1780473642637,agentsight:a00000270,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/app/layout-140f029ad61baed8.js,delete,false,,false,false,true,unknown,censored_end,120228,4234925312,,false,observed_validation,13,106463,6260,6260,13,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1570,call_ExyE4xLv8rQKAuUcHTuwGf2d,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6247,1780473642637,agentsight:a00000271,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/app/page-b3f1d087b157fcc8.js,delete,false,,false,false,true,unknown,censored_end,120228,4234925312,,false,observed_validation,13,106463,6260,6260,13,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1570,call_ExyE4xLv8rQKAuUcHTuwGf2d,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6247,1780473642637,agentsight:a00000272,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/main-app-fe6da39e771bd916.js,delete,false,,false,false,true,unknown,censored_end,120228,4234925312,,false,observed_validation,13,106463,6260,6260,13,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1630,call_cUpIs0tZVCHZqdg7WW4RNilb,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6307,1780474368922,agentsight:a00000273,e58fce112c6e,collector/vendor/frontend/dist/_next/static/agentsight-7c70269b59e540ca,delete,false,,false,false,true,unknown,censored_end,120168,4234199027,,false,observed_validation,22,249134,6329,6329,22,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1630,call_cUpIs0tZVCHZqdg7WW4RNilb,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6307,1780474368922,agentsight:a00000274,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/app/layout-140f029ad61baed8.js,delete,false,,false,false,true,unknown,censored_end,120168,4234199027,,false,observed_validation,22,249134,6329,6329,22,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1630,call_cUpIs0tZVCHZqdg7WW4RNilb,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6307,1780474368922,agentsight:a00000275,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/app/page-b3f1d087b157fcc8.js,delete,false,,false,false,true,unknown,censored_end,120168,4234199027,,false,observed_validation,22,249134,6329,6329,22,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1630,call_cUpIs0tZVCHZqdg7WW4RNilb,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6307,1780474368922,agentsight:a00000276,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/main-app-fe6da39e771bd916.js,delete,false,,false,false,true,unknown,censored_end,120168,4234199027,,false,observed_validation,22,249134,6329,6329,22,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1653,call_U0DpAggLK20kSn4rvsDHdfZ1,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6333,1780474652745,agentsight:a00000277,e58fce112c6e,collector/vendor/frontend/dist/_next/static/agentsight-7c70269b59e540ca,delete,false,,false,false,true,unknown,censored_end,120142,4233915204,,false,observed_validation,20,210113,6353,6353,20,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1653,call_U0DpAggLK20kSn4rvsDHdfZ1,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6333,1780474652745,agentsight:a00000278,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/app/layout-140f029ad61baed8.js,delete,false,,false,false,true,unknown,censored_end,120142,4233915204,,false,observed_validation,20,210113,6353,6353,20,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1653,call_U0DpAggLK20kSn4rvsDHdfZ1,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6333,1780474652745,agentsight:a00000279,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/app/page-b3f1d087b157fcc8.js,delete,false,,false,false,true,unknown,censored_end,120142,4233915204,,false,observed_validation,20,210113,6353,6353,20,false
agentsight,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5:1653,call_U0DpAggLK20kSn4rvsDHdfZ1,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,6333,1780474652745,agentsight:a00000280,e58fce112c6e,collector/vendor/frontend/dist/_next/static/chunks/main-app-fe6da39e771bd916.js,delete,false,,false,false,true,unknown,censored_end,120142,4233915204,,false,observed_validation,20,210113,6353,6353,20,false
agentsight,claude:0796efe9-9a09-4b20-9851-99186e85b086:39,toolu_01QaUupH2QwR5e4zwLsDb99G,claude:0796efe9-9a09-4b20-9851-99186e85b086,claude,7281,1780511304664,agentsight:a00000282,e58fce112c6e,docs/design/materialized-view-architecture.md,write,false,docs/design/materialized-view-architecture.md,true,true,true,unknown,observed_reuse,9,101691,7290,false,competing_supersede,10,155827,7291,7308,27,false
agentsight,claude:0796efe9-9a09-4b20-9851-99186e85b086:49,toolu_01J3LvPUXoR8Gp3DxPyfYJuB,claude:0796efe9-9a09-4b20-9851-99186e85b086,claude,7291,1780511460491,agentsight:a00000282,e58fce112c6e,docs/design/materialized-view-architecture.md,write,false,docs/design/materialized-view-architecture.md,true,true,true,unknown,observed_reuse,1,19074,7292,true,observed_validation,17,602738,7308,7308,17,false
agentsight,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b:356,call_eCE6yQ0qg8n67PbC1BYhaSLf,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,codex,7652,1780515295223,agentsight:a00000263,e58fce112c6e,collector/src/sources/proc.rs,rename,false,collector/src/sources/proc.rs,true,true,true,unknown,observed_reuse,62,588160,7714,false,observed_validation,8,60335,7660,7660,8,false
agentsight,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b:356,call_eCE6yQ0qg8n67PbC1BYhaSLf,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,codex,7652,1780515295223,agentsight:a00000281,e58fce112c6e,collector/src/sources/session.rs,rename,false,collector/src/sources/agent_native.rs,true,true,true,unknown,observed_reuse,62,588160,7714,false,observed_validation,8,60335,7660,7660,8,false
agentsight,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b:368,call_p5XgANNAWFjdgA5PJv0TPgtG,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,codex,7664,1780515378015,agentsight:a00000028,e58fce112c6e,collector/src/sinks/file_logger.rs,rename,false,,false,false,true,unknown,observed_reuse,2,16201,7666,false,competing_supersede,2,16201,7666,7668,4,false
agentsight,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b:368,call_p5XgANNAWFjdgA5PJv0TPgtG,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,codex,7664,1780515378015,agentsight:a00000025,e58fce112c6e,collector/src/sinks/otel.rs,rename,false,collector/src/sinks/otel.rs,true,true,true,unknown,observed_reuse,2,16201,7666,false,competing_supersede,2,16201,7666,7668,4,false
