project,artifact_id,worktree_id,birth_state,lineage_state,first_path,final_path,first_event_index,last_event_index,first_ts_ms,last_ts_ms,first_session,last_session,session_count,reads,mutations,renames,deletes,closed_reason,final_exists,final_tracked,final_state_known,introduced_eligible,content_durability
agentsight,agentsight:a00000011,e58fce112c6e,left_censored_existing,known,docs/case-study/reasoning-loop-detection/latest_ai_development/src/latest_ai_development/main.py,docs/case-study/reasoning-loop-detection/latest_ai_development/src/latest_ai_development/main.py,9,20,1772761795038,1772761960599,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,1,3,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000012,e58fce112c6e,left_censored_existing,known,frontend/next-env.d.ts,frontend/next-env.d.ts,9,9,1772761795038,1772761795038,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,1,1,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000013,e58fce112c6e,left_censored_existing,known,frontend/next.config.js,frontend/next.config.js,9,105817,1772761795038,1784120231422,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-07-15T05-56-24-019f65d9-8e97-7bf2-8948-e70cd36c1d9b,13,17,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000014,e58fce112c6e,left_censored_existing,known,script/run_ssl_analysis.sh,script/run_ssl_analysis.sh,12,78389,1772761858106,1783751371754,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,2,3,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000015,e58fce112c6e,left_censored_existing,known,collector/Cargo.toml,collector/Cargo.toml,16,113226,1772761931070,1784252363660,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,48,116,1,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000016,e58fce112c6e,left_censored_existing,known,frontend/package.json,frontend/package.json,16,119801,1772761931070,1784539522478,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-07-19T20-44-59-019f7da0-85d6-77f1-b39d-49da8db25b57,20,34,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000017,e58fce112c6e,left_censored_existing,known,README.md,README.md,18,118431,1772761931249,1784526779300,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-07-19T22-52-30-019f7e15-4172-7991-a03c-9c36dd5000bf,81,401,11,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000018,e58fce112c6e,left_censored_existing,known,LICENSE,LICENSE,23,23,1772761996675,1772761996675,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,1,1,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000019,e58fce112c6e,left_censored_existing,known,collector/README.md,collector/README.md,26,80801,1772762024126,1783806226647,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-07-11T14-41-50-019f5321-29ab-7f02-94cc-2de16aee2c1b,12,52,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000020,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/system.rs,collector/src/framework/runners/system.rs,58,12994,1772762266062,1780568319811,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,11,28,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000021,e58fce112c6e,left_censored_existing,known,collector/src/server/web.rs,collector/src/server/web.rs,62,110170,1772762283271,1784177324324,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,45,203,8,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000022,e58fce112c6e,left_censored_existing,known,collector/src/server/assets.rs,collector/src/server/assets.rs,66,21359,1772762312413,1781431701461,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69,15,18,1,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000023,e58fce112c6e,left_censored_existing,known,frontend/src/types/event.ts,frontend/src/types/event.ts,80,31380,1779831138894,1781629047190,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-15T11-49-11-019ecc9d-c0d2-7ac3-ac7b-9b4969e50cfd,17,41,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000024,e58fce112c6e,left_censored_existing,known,CLAUDE.md,CLAUDE.md,83,111515,1779831145260,1784190191241,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,claude:8816b1ba-1844-4fab-8e16-b3a2de276423,34,100,10,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000025,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/otel_exporter.rs,collector/src/sinks/otel.rs,86,30680,1779831153853,1781594633837,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69,27,60,3,1,0,,true,true,true,false,unknown
agentsight,agentsight:a00000026,e58fce112c6e,left_censored_existing,known,frontend/src/utils/eventParsers.ts,,88,9855,1779831153893,1780537524902,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,4,13,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000027,e58fce112c6e,left_censored_existing,known,frontend/src/components/ResourceMetricsView.tsx,frontend/src/components/ResourceMetricsView.tsx,89,21274,1779831153895,1781431090606,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69,8,22,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000028,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/file_logger.rs,,92,10627,1779831159614,1780546593852,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,12,72,1,1,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000029,e58fce112c6e,left_censored_existing,known,collector/src/framework/core/events.rs,collector/src/framework/core/events.rs,93,13175,1779831159614,1780596894045,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,15,32,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000030,e58fce112c6e,left_censored_existing,known,docs/openclaw.md,docs/openclaw.md,103,1425,1779831185386,1779895739486,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,1,3,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000031,e58fce112c6e,left_censored_existing,known,collector/mcp/DESIGN.md,collector/mcp/DESIGN.md,104,104,1779831185423,1779831185423,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,1,1,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000032,e58fce112c6e,left_censored_existing,known,frontend/src/i18n/locales/zh.ts,frontend/src/i18n/locales/zh.ts,106,21279,1779831192240,1781431283824,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69,5,11,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000033,e58fce112c6e,left_censored_existing,known,frontend/src/i18n/locales/en.ts,frontend/src/i18n/locales/en.ts,107,21279,1779831192241,1781431283824,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69,6,14,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000034,e58fce112c6e,left_censored_existing,known,frontend/src/components/ProcessTreeView.tsx,,108,9855,1779831192284,1780537524902,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,4,10,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000035,e58fce112c6e,left_censored_existing,known,frontend/src/components/log/LogView.tsx,frontend/src/components/log/LogView.tsx,109,21275,1779831192284,1781431090606,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69,8,12,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000036,e58fce112c6e,left_censored_existing,known,docs/design/frontend/README.md,docs/design/frontend/README.md,111,11770,1779831802763,1780557208596,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,2,2,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000037,e58fce112c6e,left_censored_existing,known,collector/DESIGN.md,,112,5686,1779831802764,1780467885804,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-02T16-25-21-019e8aa7-edc0-7671-9a7e-d3c47990d3c5,3,8,0,0,0,replaced_by_rename,false,false,true,false,unknown
agentsight,agentsight:a00000038,e58fce112c6e,left_censored_existing,known,docs/design/opentelemetry_setup.md,docs/design/opentelemetry_setup.md,113,113,1779831802764,1779831802764,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,1,1,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000039,e58fce112c6e,unknown_create_status,known,docs/design/production-observability/README.md,docs/design/production-observability/README.md,115,11770,1779832010334,1780557208596,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,12,43,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000040,e58fce112c6e,unknown_create_status,known,docs/design/production-observability/REFACTOR_PLAN.md,,115,10801,1779832010334,1780547948385,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,7,25,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000041,e58fce112c6e,unknown_create_status,known,docs/design/production-observability/TESTING.md,docs/design/production-observability/TESTING.md,115,11199,1779832010334,1780551724295,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T22-39-32-019e9124-dcca-7f93-8e21-0304362f59ac,11,50,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000042,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/mod.rs,collector/src/framework/analyzers/mod.rs,128,13061,1779834689493,1780593881189,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,17,34,1,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000043,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/common.rs,collector/src/framework/runners/common.rs,129,110030,1779834689495,1784176153651,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,27,81,1,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000044,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/http_parser.rs,collector/src/framework/analyzers/http_parser.rs,130,13016,1779834689539,1780568375890,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,15,53,1,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000045,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/event.rs,collector/src/framework/analyzers/event.rs,131,12572,1779834689539,1780563537753,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,claude:agent-ae3d12cc8767c2891,8,11,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000046,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/mod.rs,collector/src/framework/runners/mod.rs,133,13068,1779834695389,1780594071195,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,10,21,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000047,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/fake.rs,collector/src/framework/runners/fake.rs,134,12164,1779834695492,1780559200201,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,claude:agent-a6693aac3ec4bd120,7,28,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000048,e58fce112c6e,left_censored_existing,known,collector/src/framework/mod.rs,collector/src/framework/mod.rs,135,13061,1779834695493,1780593881189,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,10,31,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000049,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/sse_processor.rs,collector/src/framework/analyzers/sse_processor.rs,136,12956,1779834734902,1780568225010,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,9,32,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000050,e58fce112c6e,unknown_create_status,known,collector/src/framework/semantic/event.rs,collector/src/framework/semantic/event.rs,141,13175,1779834834362,1780596894045,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,22,77,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000051,e58fce112c6e,unknown_create_status,known,collector/src/framework/semantic/llm.rs,collector/src/framework/semantic/llm.rs,141,12954,1779834834362,1780568217800,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,14,29,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000052,e58fce112c6e,unknown_create_status,known,collector/src/framework/semantic/mod.rs,collector/src/framework/semantic/mod.rs,141,13061,1779834834362,1780593881189,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,12,14,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000053,e58fce112c6e,unknown_create_status,known,collector/src/framework/storage/analyzer.rs,,142,9216,1779834981354,1780529317003,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,10,40,0,0,0,replaced_by_rename,false,false,true,false,unknown
agentsight,agentsight:a00000054,e58fce112c6e,unknown_create_status,known,collector/src/framework/storage/mod.rs,,142,9511,1779834981354,1780531155843,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,11,27,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000055,e58fce112c6e,unknown_create_status,known,collector/src/framework/storage/sqlite.rs,collector/src/framework/storage/sqlite.rs,142,9437,1779834981354,1780530758848,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,23,342,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000056,e58fce112c6e,unknown_create_status,known,collector/adapters/sql/anthropic/project_token_usage.sql,,143,7305,1779835048243,1780512043231,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,6,6,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000057,e58fce112c6e,unknown_create_status,known,collector/adapters/sql/claude-code/project_sessions.sql,,143,7305,1779835048243,1780512043231,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,7,13,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000058,e58fce112c6e,unknown_create_status,known,collector/adapters/sql/claude-code/project_tool_calls.sql,,143,7305,1779835048243,1780512043231,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,5,12,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000059,e58fce112c6e,unknown_create_status,known,collector/adapters/sql/openclaw/project_sessions.sql,,143,7305,1779835048243,1780512043231,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,5,7,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000060,e58fce112c6e,unknown_create_status,known,collector/src/framework/adapters/mod.rs,,143,7305,1779835048243,1780512043231,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,5,7,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000061,e58fce112c6e,unknown_create_status,known,collector/src/framework/adapters/sql_adapter.rs,,143,7305,1779835048243,1780512043231,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,10,65,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000062,e58fce112c6e,left_censored_existing,known,collector/tests/system_runner_test.rs,collector/tests/system_runner_test.rs,169,79406,1779835247960,1783761611181,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-07-11T02-18-31-019f5078-a433-7b50-b55e-a94d5a6fe24f,7,11,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000063,e58fce112c6e,unknown_create_status,known,docs/fixtures/sql-adapters/claude-code-tools/input.jsonl,,170,10801,1779835263487,1780547948385,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,4,4,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000064,e58fce112c6e,unknown_create_status,known,docs/fixtures/sql-adapters/openclaw-basic/input.jsonl,,174,10801,1779835291534,1780547948385,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,3,3,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000065,e58fce112c6e,left_censored_existing,known,collector/src/framework/binary_extractor.rs,collector/src/framework/binary_extractor.rs,183,12496,1779835331735,1780563385435,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,6,9,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000066,e58fce112c6e,unknown_create_status,known,collector/adapters/sql/claude-code/project_telemetry_tokens.sql,,192,288,1779835419937,1779836016870,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,1,2,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000067,e58fce112c6e,unknown_create_status,known,collector/adapters/sql/claude-code/project_telemetry_tokens.sql,,289,7305,1779836042939,1780512043231,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-03T11-21-42-019e8eb8-4aa8-74b0-af35-f251ed73079b,6,10,0,0,0,status_unknown_delete,false,false,true,false,unknown
agentsight,agentsight:a00000068,e58fce112c6e,left_censored_existing,known,collector/Cargo.lock,collector/Cargo.lock,352,101294,1779836392576,1784100495500,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-07-15T00-27-41-019f64ac-9a47-7f31-b0ed-6c0c07e493f7,10,13,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000069,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/agent.rs,collector/src/framework/runners/agent.rs,365,110030,1779836456950,1784176153651,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,18,35,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000070,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/ssl.rs,collector/src/framework/runners/ssl.rs,366,13001,1779836456950,1780568344822,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:rollout-2026-06-04T01-09-06-019e91ad-cc38-7c23-a47a-f5e71fb1d14a,10,29,4,0,0,,false,false,true,false,unknown
