## cargo package --list

.cargo_vcs_info.json
Cargo.lock
Cargo.toml
Cargo.toml.orig
README.md
examples/README.md
examples/codex/sessions/2026/06/18/public-agentpprof-fixture.jsonl
src/main.rs


## cargo package

   Packaging agentpprof v0.2.0 (<repo>/agentpprof)
    Updating crates.io index
    Packaged 8 files, 145.3KiB (34.6KiB compressed)
   Verifying agentpprof v0.2.0 (<repo>/agentpprof)
   Compiling proc-macro2 v1.0.106
   Compiling quote v1.0.45
   Compiling unicode-ident v1.0.24
   Compiling stable_deref_trait v1.2.1
   Compiling libc v0.2.186
   Compiling find-msvc-tools v0.1.9
   Compiling cfg-if v1.0.4
   Compiling litemap v0.8.2
   Compiling writeable v0.6.3
   Compiling shlex v2.0.1
   Compiling utf8_iter v1.0.4
   Compiling icu_normalizer_data v2.2.0
   Compiling serde_core v1.0.228
   Compiling version_check v0.9.5
   Compiling icu_properties_data v2.2.0
   Compiling zeroize v1.9.0
   Compiling zmij v1.0.21
   Compiling autocfg v1.5.1
   Compiling serde v1.0.228
   Compiling smallvec v1.15.2
   Compiling typenum v1.20.1
   Compiling untrusted v0.9.0
   Compiling anyhow v1.0.102
   Compiling utf8parse v0.2.2
   Compiling crc32fast v1.5.0
   Compiling serde_json v1.0.150
   Compiling anstyle-parse v1.0.0
   Compiling option-ext v0.2.0
   Compiling is_terminal_polyfill v1.70.2
   Compiling simd-adler32 v0.3.9
   Compiling cc v1.2.64
   Compiling rustls-pki-types v1.14.1
   Compiling memchr v2.8.2
   Compiling percent-encoding v2.3.2
   Compiling anstyle-query v1.1.5
   Compiling anstyle v1.0.14
   Compiling rustls v0.23.40
   Compiling adler2 v2.0.1
   Compiling colorchoice v1.0.5
   Compiling either v1.16.0
   Compiling itoa v1.0.18
   Compiling subtle v2.6.1
   Compiling iana-time-zone v0.1.65
   Compiling miniz_oxide v0.8.9
   Compiling clap_lex v1.1.0
   Compiling once_cell v1.21.4
   Compiling form_urlencoded v1.2.2
   Compiling log v0.4.32
   Compiling anstream v1.0.0
   Compiling heck v0.5.0
   Compiling strsim v0.11.1
   Compiling cpufeatures v0.2.17
   Compiling generic-array v0.14.7
   Compiling bytes v1.11.1
   Compiling same-file v1.0.6
   Compiling num-traits v0.2.19
   Compiling base64 v0.22.1
   Compiling itertools v0.14.0
   Compiling shell-words v1.1.1
   Compiling hex v0.4.3
   Compiling webpki-roots v1.0.7
   Compiling walkdir v2.5.0
   Compiling clap_builder v4.6.0
   Compiling webpki-roots v0.26.11
   Compiling flate2 v1.1.9
   Compiling syn v2.0.118
   Compiling ring v0.17.14
   Compiling getrandom v0.2.17
   Compiling dirs-sys v0.5.0
   Compiling dirs v6.0.0
   Compiling block-buffer v0.10.4
   Compiling crypto-common v0.1.7
   Compiling digest v0.10.7
   Compiling sha2 v0.10.9
   Compiling synstructure v0.13.2
   Compiling zerofrom-derive v0.1.7
   Compiling yoke-derive v0.8.2
   Compiling zerovec-derive v0.11.3
   Compiling displaydoc v0.2.6
   Compiling serde_derive v1.0.228
   Compiling clap_derive v4.6.1
   Compiling prost-derive v0.13.5
   Compiling rustls-webpki v0.103.13
   Compiling zerofrom v0.1.8
   Compiling yoke v0.8.3
   Compiling zerovec v0.11.6
   Compiling zerotrie v0.2.4
   Compiling prost v0.13.5
   Compiling clap v4.6.1
   Compiling tinystr v0.8.3
   Compiling potential_utf v0.1.5
   Compiling icu_collections v2.2.0
   Compiling icu_locale_core v2.2.0
   Compiling icu_provider v2.2.0
   Compiling chrono v0.4.45
   Compiling icu_properties v2.2.0
   Compiling icu_normalizer v2.2.0
   Compiling idna_adapter v1.2.2
   Compiling idna v1.1.0
   Compiling agent-session v0.3.3
   Compiling url v2.5.8
   Compiling ureq v2.12.1
   Compiling agentpprof v0.2.0 (<tmp-r256>/cargo-target/package/agentpprof-0.2.0)
    Finished `dev` profile [unoptimized + debuginfo] target(s) in 5.18s
