 agent: Total 1492.0s
                     149.0s ( 9.99%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:22
                     138.0s ( 9.25%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:26
                     115.0s ( 7.71%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:87
                     107.0s ( 7.17%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:76
                     100.0s ( 6.70%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:61
                      84.0s ( 5.63%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:19
                      72.0s ( 4.83%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:46
                      63.0s ( 4.22%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:84
                      59.0s ( 3.95%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:47
                      55.0s ( 3.69%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:97
                      52.0s ( 3.49%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:37
                      45.0s ( 3.02%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:41
                      42.0s ( 2.82%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:55
                      41.0s ( 2.75%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:104
                      39.0s ( 2.61%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:77
                      34.0s ( 2.28%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:43
                      30.0s ( 2.01%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:43
                      27.0s ( 1.81%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:90
                      24.0s ( 1.61%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:33
                      17.0s ( 1.14%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:80
                      17.0s ( 1.14%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:95
                      13.0s ( 0.87%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:71
                      12.0s (  0.8%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e:74
                       7.0s ( 0.47%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81:17

 prompt_hash: Total 1492.0s
              1492.0s (  100%): a477cfc46d0cb754

 source_kind: Total 1492.0s
              1492.0s (  100%): tool

 source_session: Total 1492.0s
                 1050.0s (70.38%): openhands-deepseek__deepseek-v3.2-git-multibranch-0bbc5d81
                  442.0s (29.62%): openhands-anthropic__claude-sonnet-4-20250514-thinking-git-multibranch-75c1745e

 view: Total 1492.0s
       1492.0s (  100%): time

