source,path,status,sha256
generator script,script/paper_main_body_concision_audit.py,tracked_dirty_allowed,c337c16eea81e4f9bf5a217ad059bbafc30841e398619e987fca7df9be1f50fc
R371 narrative focus,docs/visexp/out/paper-evaluation-narrative-focus-r371/run-result.json,tracked_dirty_allowed,550f0b185bf643232ce5630a39bee50750782d5fc4f8af8ba0a92dd841c92a1a
English paper,docs/agentpprof-paper/main.tex,tracked_clean,7b4ad80d13a27708b4b32dec74acadb3a5919fcfa3939d74c40eb084b4d454ac
Chinese paper,docs/visexp/paper/main.tex,tracked_dirty_allowed,4ace597b40deddc197f70f509399885177cf4fce6db87b4009bdceeb5f928420
evaluation ledger,docs/evaluation.md,tracked_dirty_allowed,62736845b84c1d285be43ae7ca95ca340aec55de51bfd52a42fa2ca952328145
