file,sha256,bytes,verification
rq2-trajectory.csv,ec8065c8e2ce1f1d3e78d62d3522f5dae4293999238171bb039887371e482a61,25248047,match
rq2-cycles.csv,dfd7504aab265035fc0872c05de0f03783490ced59e9869d1aa26d86079c13fe,589962,match
rq2-coverage.csv,1f8f0275dabe62037b5e270fa2513a0d0d46f146a71ae5af72517bfd2c4525ae,483,match
