agent,session_id_hash,session_tag,prompt_index,prompt_tag,start_ts_ms,end_ts_ms,duration_ms,duration_s,tool_events,llm_events,end_source,span_stack
codex,09cca6e3c53d,review,27,review,1780548136703,1780548136704,1,0.001,0,6,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,09cca6e3c53d,review,28,review,1780548136703,1780548136704,1,0.001,0,9,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,09cca6e3c53d,review,29,refactor,1780548136703,1780548136704,1,0.001,0,34,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,09cca6e3c53d,review,30,review,1780548136704,1780548136705,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,09cca6e3c53d,review,31,review,1780548136704,1780548136705,1,0.001,0,25,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,09cca6e3c53d,review,32,review,1780548136705,1780548136725,20,0.02,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,09cca6e3c53d,review,33,docs,1780548136705,1780548136725,20,0.02,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:docs;span:prompt
codex,09cca6e3c53d,review,34,refactor,1780548136705,1780548136725,20,0.02,0,103,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,09cca6e3c53d,review,35,review,1780548136725,1780548137995,1270,1.27,0,28,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,09cca6e3c53d,review,36,refactor,1780548137995,1780548368757,230762,230.762,116,29,session_last_event,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
claude-subagent,e43ebe399ae8,refactor,0,refactor,1780545122045,1780545159821,37776,37.776,48,34,session_last_event,project:agentsight;agent:claude-subagent;session:refactor;prompt:refactor;span:prompt
codex,c40da438744a,review,0,review,1780544497319,1780544497320,1,0.001,0,30,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,1,refactor,1780544497320,1780544497322,2,0.002,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,c40da438744a,review,2,review,1780544497320,1780544497322,2,0.002,0,47,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,3,review,1780544497322,1780544497323,1,0.001,0,7,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,4,abstract,1780544497323,1780544497324,1,0.001,0,6,next_prompt,project:agentsight;agent:codex;session:review;prompt:abstract;span:prompt
codex,c40da438744a,review,5,design,1780544497323,1780544497324,1,0.001,0,9,next_prompt,project:agentsight;agent:codex;session:review;prompt:design;span:prompt
codex,c40da438744a,review,6,docs,1780544497323,1780544497324,1,0.001,0,9,next_prompt,project:agentsight;agent:codex;session:review;prompt:docs;span:prompt
codex,c40da438744a,review,7,refine,1780544497324,1780544497325,1,0.001,0,5,next_prompt,project:agentsight;agent:codex;session:review;prompt:refine;span:prompt
codex,c40da438744a,review,8,review,1780544497324,1780544497325,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,9,refactor,1780544497324,1780544497325,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,c40da438744a,review,10,review,1780544497324,1780544497325,1,0.001,0,6,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,11,refactor,1780544497325,1780544497326,1,0.001,0,5,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,c40da438744a,review,12,review,1780544497325,1780544497326,1,0.001,0,21,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,13,refactor,1780544497326,1780544497329,3,0.003,0,57,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,c40da438744a,review,14,review,1780544497329,1780544497332,3,0.003,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,15,review,1780544497329,1780544497332,3,0.003,0,6,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,16,docs,1780544497329,1780544497332,3,0.003,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:docs;span:prompt
codex,c40da438744a,review,17,review,1780544497329,1780544497332,3,0.003,0,68,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,18,refactor,1780544497332,1780544497335,3,0.003,0,3,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,c40da438744a,review,19,refactor,1780544497332,1780544497335,3,0.003,0,16,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,c40da438744a,review,20,review,1780544497332,1780544497335,3,0.003,0,5,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,21,refactor,1780544497332,1780544497335,3,0.003,0,90,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,c40da438744a,review,22,review,1780544497335,1780544497336,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,c40da438744a,review,23,refactor,1780544497335,1780544497336,1,0.001,0,5,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,c40da438744a,review,24,refactor,1780544497336,1780544498427,1091,1.091,0,48,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,c40da438744a,review,25,review,1780544498427,1780544693644,195217,195.217,90,27,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
claude,88953c7b02c3,review,0,refactor,1780539292300,1780541321665,2029365,2029.365,36,29,next_prompt,project:agentsight;agent:claude;session:review;prompt:refactor;span:prompt
claude,88953c7b02c3,review,1,review,1780541321665,1780541348125,26460,26.46,0,2,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,88953c7b02c3,review,2,review,1780541348125,1780541467638,119513,119.513,16,13,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,88953c7b02c3,review,3,review,1780541467638,1780543677001,2209363,2209.363,28,19,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,88953c7b02c3,review,4,review,1780543677001,1780543792974,115973,115.973,6,6,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,88953c7b02c3,review,5,review,1780543792974,1780543862101,69127,69.127,18,15,session_last_event,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,0,refactor,1780502554230,1780502563801,9571,9.571,3,5,next_prompt,project:agentsight;agent:claude;session:review;prompt:refactor;span:prompt
claude,e61b9c1d4809,review,1,test,1780502563801,1780503104030,540229,540.229,18,28,next_prompt,project:agentsight;agent:claude;session:review;prompt:test;span:prompt
claude,e61b9c1d4809,review,2,review,1780503104030,1780503144228,40198,40.198,0,0,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,3,review,1780503104030,1780503144228,40198,40.198,0,0,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,4,review,1780503144228,1780504545919,1401691,1401.691,0,0,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,5,config,1780503144228,1780504545919,1401691,1401.691,0,0,next_prompt,project:agentsight;agent:claude;session:review;prompt:config;span:prompt
claude,e61b9c1d4809,review,6,test,1780503144228,1780504545919,1401691,1401.691,0,0,next_prompt,project:agentsight;agent:claude;session:review;prompt:test;span:prompt
claude,e61b9c1d4809,review,7,review,1780504545919,1780506348877,1802958,1802.958,1,1,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,8,review,1780506348877,1780506349647,770,0.77,0,2,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,9,review,1780506349647,1780506354530,4883,4.883,0,1,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,10,review,1780506354530,1780507304856,950326,950.326,0,0,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,11,review,1780507304856,1780507874594,569738,569.738,10,18,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,12,refactor,1780507874594,1780508655800,781206,781.206,1,3,next_prompt,project:agentsight;agent:claude;session:review;prompt:refactor;span:prompt
claude,e61b9c1d4809,review,13,layering,1780508655800,1780508755780,99980,99.98,0,1,next_prompt,project:agentsight;agent:claude;session:review;prompt:layering;span:prompt
claude,e61b9c1d4809,review,14,design,1780508755780,1780508839639,83859,83.859,0,2,next_prompt,project:agentsight;agent:claude;session:review;prompt:design;span:prompt
claude,e61b9c1d4809,review,15,refactor,1780508839639,1780508869863,30224,30.224,0,2,next_prompt,project:agentsight;agent:claude;session:review;prompt:refactor;span:prompt
claude,e61b9c1d4809,review,16,review,1780508869863,1780508968103,98240,98.24,0,2,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,17,docs,1780508968103,1780509055526,87423,87.423,0,2,next_prompt,project:agentsight;agent:claude;session:review;prompt:docs;span:prompt
claude,e61b9c1d4809,review,18,queryview,1780509055526,1780510753220,1697694,1697.694,0,2,next_prompt,project:agentsight;agent:claude;session:review;prompt:queryview;span:prompt
claude,e61b9c1d4809,review,19,design,1780510753220,1780510796949,43729,43.729,0,1,next_prompt,project:agentsight;agent:claude;session:review;prompt:design;span:prompt
claude,e61b9c1d4809,review,20,docs,1780510796949,1780511241354,444405,444.405,2,3,next_prompt,project:agentsight;agent:claude;session:review;prompt:docs;span:prompt
claude,e61b9c1d4809,review,21,design,1780511241354,1780511385777,144423,144.423,5,7,next_prompt,project:agentsight;agent:claude;session:review;prompt:design;span:prompt
claude,e61b9c1d4809,review,22,refactor,1780511385777,1780513426778,2041001,2041.001,10,14,next_prompt,project:agentsight;agent:claude;session:review;prompt:refactor;span:prompt
claude,e61b9c1d4809,review,23,review,1780513426778,1780514939449,1512671,1512.671,0,2,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,24,review,1780514939449,1780520583902,5644453,5644.453,7,9,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,25,review,1780520583902,1780521496757,912855,912.855,12,17,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,26,refactor,1780521496757,1780525438742,3941985,3941.985,0,1,next_prompt,project:agentsight;agent:claude;session:review;prompt:refactor;span:prompt
claude,e61b9c1d4809,review,27,review,1780525438742,1780525819304,380562,380.562,50,69,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,28,review,1780525819304,1780525898570,79266,79.266,4,8,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,29,review,1780525898570,1780526025068,126498,126.498,0,1,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,30,perfcheck,1780526025068,1780527567275,1542207,1542.207,10,16,next_prompt,project:agentsight;agent:claude;session:review;prompt:perfcheck;span:prompt
claude,e61b9c1d4809,review,31,review,1780527567275,1780528529119,961844,961.844,39,59,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,32,review,1780528529119,1780528699145,170026,170.026,13,19,next_prompt,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
claude,e61b9c1d4809,review,33,refactor,1780528699145,1780533736620,5037475,5037.475,17,28,next_prompt,project:agentsight;agent:claude;session:review;prompt:refactor;span:prompt
claude,e61b9c1d4809,review,34,review,1780533736620,1780533748582,11962,11.962,2,4,session_last_event,project:agentsight;agent:claude;session:review;prompt:review;span:prompt
codex,ac40347fda8a,design,0,design,1780510911115,1780510919891,8776,8.776,4,7,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,ac40347fda8a,design,1,review,1780510919891,1780511247022,327131,327.131,96,27,next_prompt,project:agentsight;agent:codex;session:design;prompt:review;span:prompt
codex,ac40347fda8a,design,2,design,1780511247022,1780511319284,72262,72.262,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,ac40347fda8a,design,3,refactor,1780511319284,1780511358063,38779,38.779,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,ac40347fda8a,design,4,design,1780511358063,1780511471306,113243,113.243,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,ac40347fda8a,design,5,design,1780511471306,1780511503307,32001,32.001,8,7,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,ac40347fda8a,design,6,refactor,1780511503307,1780511526517,23210,23.21,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,ac40347fda8a,design,7,refactor,1780511526517,1780511589062,62545,62.545,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,ac40347fda8a,design,8,refactor,1780511589062,1780511604351,15289,15.289,2,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,ac40347fda8a,design,9,designfix,1780511604351,1780513349229,1744878,1744.878,240,179,next_prompt,project:agentsight;agent:codex;session:design;prompt:designfix;span:prompt
codex,ac40347fda8a,design,10,design,1780513349229,1780515171591,1822362,1822.362,188,142,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,ac40347fda8a,design,11,review,1780515171591,1780515189368,17777,17.777,6,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:review;span:prompt
codex,ac40347fda8a,design,12,test,1780515189368,1780515248622,59254,59.254,10,6,next_prompt,project:agentsight;agent:codex;session:design;prompt:test;span:prompt
codex,ac40347fda8a,design,13,plan,1780515248622,1780515248626,4,0.004,0,1,next_prompt,project:agentsight;agent:codex;session:design;prompt:plan;span:prompt
codex,ac40347fda8a,design,14,design,1780515248626,1780520569858,5321232,5321.232,258,170,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,ac40347fda8a,design,15,design,1780520569858,1780520632473,62615,62.615,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,ac40347fda8a,design,16,review,1780520632473,1780521144328,511855,511.855,96,44,next_prompt,project:agentsight;agent:codex;session:design;prompt:review;span:prompt
codex,ac40347fda8a,design,17,refactor,1780521144328,1780521554100,409772,409.772,52,40,next_prompt,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,ac40347fda8a,design,18,review,1780521554100,1780521706405,152305,152.305,10,7,next_prompt,project:agentsight;agent:codex;session:design;prompt:review;span:prompt
codex,ac40347fda8a,design,19,designcodex,1780521706405,1780525470513,3764108,3764.108,672,490,next_prompt,project:agentsight;agent:codex;session:design;prompt:designcodex;span:prompt
codex,ac40347fda8a,design,20,design,1780525470513,1780525937033,466520,466.52,12,8,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,ac40347fda8a,design,21,refactor,1780525937033,1780527597408,1660375,1660.375,236,120,next_prompt,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,ac40347fda8a,design,22,review,1780527597408,1780528642654,1045246,1045.246,142,83,next_prompt,project:agentsight;agent:codex;session:design;prompt:review;span:prompt
codex,ac40347fda8a,design,23,storageanayl,1780528642654,1780529157410,514756,514.756,32,22,next_prompt,project:agentsight;agent:codex;session:design;prompt:storageanayl;span:prompt
codex,ac40347fda8a,design,24,rename,1780529157410,1780529172742,15332,15.332,4,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:rename;span:prompt
codex,ac40347fda8a,design,25,review,1780529172742,1780529192505,19763,19.763,8,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:review;span:prompt
codex,ac40347fda8a,design,26,refactor,1780529192505,1780531376965,2184460,2184.46,504,301,session_last_event,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,48e9b70878c0,review,0,review,1780529868378,1780530176206,307828,307.828,96,33,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,aed59730110f,reviewbu,0,reviewbu,1780527625552,1780528076031,450479,450.479,190,45,session_last_event,project:agentsight;agent:codex;session:reviewbu;prompt:reviewbu;span:prompt
codex,23e811478851,review,0,review,1780523164219,1780523435908,271689,271.689,94,27,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
claude-subagent,793a27b602d1,review,0,review,1780521216107,1780521248221,32114,32.114,18,14,session_last_event,project:agentsight;agent:claude-subagent;session:review;prompt:review;span:prompt
claude-subagent,9a296a28413b,test,0,test,1780521209939,1780521237085,27146,27.146,14,11,session_last_event,project:agentsight;agent:claude-subagent;session:test;prompt:test;span:prompt
claude-subagent,8f22302aa4aa,test,0,test,1780521213704,1780521223660,9956,9.956,6,5,session_last_event,project:agentsight;agent:claude-subagent;session:test;prompt:test;span:prompt
claude-subagent,42994f077766,verify,0,verify,1780521205259,1780521220311,15052,15.052,14,9,session_last_event,project:agentsight;agent:claude-subagent;session:verify;prompt:verify;span:prompt
claude-subagent,31cf8d9b9325,grep,0,verify,1780521207586,1780521219185,11599,11.599,10,8,session_last_event,project:agentsight;agent:claude-subagent;session:grep;prompt:verify;span:prompt
claude-subagent,4d576305b40b,verifyimport,0,verifyimport,1780521211824,1780521218488,6664,6.664,2,3,session_last_event,project:agentsight;agent:claude-subagent;session:verifyimport;prompt:verifyimport;span:prompt
claude-subagent,ae5b604b55e9,refactor,0,refactor,1780520605410,1780521199296,593886,593.886,224,189,session_last_event,project:agentsight;agent:claude-subagent;session:refactor;prompt:refactor;span:prompt
claude-subagent,93bdb1b9a9fc,refactor,0,refactor,1780520614528,1780520812538,198010,198.01,120,84,session_last_event,project:agentsight;agent:claude-subagent;session:refactor;prompt:refactor;span:prompt
claude-subagent,3e3f5706bd4a,refactor,0,refactor,1780520624534,1780520766597,142063,142.063,106,68,session_last_event,project:agentsight;agent:claude-subagent;session:refactor;prompt:refactor;span:prompt
claude-subagent,39d44220c72c,refactor,0,refactor,1780520632856,1780520752850,119994,119.994,64,46,session_last_event,project:agentsight;agent:claude-subagent;session:refactor;prompt:refactor;span:prompt
codex,dbfc6625df96,design,0,design,1780512298410,1780512298413,3,0.003,0,6,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,dbfc6625df96,design,1,review,1780512298410,1780512298413,3,0.003,0,19,next_prompt,project:agentsight;agent:codex;session:design;prompt:review;span:prompt
codex,dbfc6625df96,design,2,design,1780512298413,1780512298414,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,dbfc6625df96,design,3,refactor,1780512298413,1780512298414,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,dbfc6625df96,design,4,design,1780512298414,1780512300069,1655,1.655,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,dbfc6625df96,design,5,design,1780512298414,1780512300069,1655,1.655,0,5,next_prompt,project:agentsight;agent:codex;session:design;prompt:design;span:prompt
codex,dbfc6625df96,design,6,refactor,1780512298414,1780512300069,1655,1.655,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,dbfc6625df96,design,7,refactor,1780512298414,1780512300069,1655,1.655,0,4,next_prompt,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,dbfc6625df96,design,8,refactor,1780512298414,1780512300069,1655,1.655,0,3,next_prompt,project:agentsight;agent:codex;session:design;prompt:refactor;span:prompt
codex,dbfc6625df96,design,9,designfix,1780512298414,1780512300069,1655,1.655,0,27,next_prompt,project:agentsight;agent:codex;session:design;prompt:designfix;span:prompt
codex,dbfc6625df96,design,10,review,1780512300069,1780512528572,228503,228.503,94,23,session_last_event,project:agentsight;agent:codex;session:design;prompt:review;span:prompt
claude-subagent,9462dfc1e17f,design,0,architect,1780510814407,1780510910278,95871,95.871,26,18,session_last_event,project:agentsight;agent:claude-subagent;session:design;prompt:architect;span:prompt
codex,151ed5d92e1e,review,0,review,1780442726036,1780442878417,152381,152.381,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,1,review,1780442878417,1780444860503,1982086,1982.086,199,199,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,2,review,1780444860503,1780444892169,31666,31.666,84,6,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,3,review,1780444892169,1780445069535,177366,177.366,12,18,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,4,docs,1780445069535,1780445642388,572853,572.853,9,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:docs;span:prompt
codex,151ed5d92e1e,review,5,review,1780445642388,1780445659816,17428,17.428,0,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,6,review,1780445659816,1780445671751,11935,11.935,1,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,7,review,1780445671751,1780445697787,26036,26.036,9,6,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,8,review,1780445697787,1780445727807,30020,30.02,9,5,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,9,review,1780445727807,1780445956374,228567,228.567,18,37,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,10,trace,1780445956374,1780446074569,118195,118.195,24,8,next_prompt,project:agentsight;agent:codex;session:review;prompt:trace;span:prompt
codex,151ed5d92e1e,review,11,review,1780446074569,1780446119059,44490,44.49,7,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,12,review,1780446119059,1780446196595,77536,77.536,3,7,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,13,refactor,1780446196595,1780446196598,3,0.003,3,2,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,151ed5d92e1e,review,14,review,1780446196598,1780446233319,36721,36.721,16,9,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,15,maintain,1780446233319,1780447366251,1132932,1132.932,108,123,next_prompt,project:agentsight;agent:codex;session:review;prompt:maintain;span:prompt
codex,151ed5d92e1e,review,16,refactor,1780447366251,1780447411037,44786,44.786,92,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,151ed5d92e1e,review,17,test,1780447411037,1780448289430,878393,878.393,3,5,next_prompt,project:agentsight;agent:codex;session:review;prompt:test;span:prompt
codex,151ed5d92e1e,review,18,summary,1780448289430,1780448419967,130537,130.537,24,15,next_prompt,project:agentsight;agent:codex;session:review;prompt:summary;span:prompt
codex,151ed5d92e1e,review,19,log,1780448419967,1780457205871,8785904,8785.904,56,70,next_prompt,project:agentsight;agent:codex;session:review;prompt:log;span:prompt
codex,151ed5d92e1e,review,20,review,1780457205871,1780457263044,57173,57.173,30,12,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,21,feedback,1780457263044,1780465959559,8696515,8696.515,368,313,next_prompt,project:agentsight;agent:codex;session:review;prompt:feedback;span:prompt
codex,151ed5d92e1e,review,22,review,1780465959559,1780466025777,66218,66.218,14,7,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,23,review,1780466025777,1780466123531,97754,97.754,317,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,24,tokencount,1780466123531,1780466146485,22954,22.954,5,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:tokencount;span:prompt
codex,151ed5d92e1e,review,25,claude,1780466146485,1780466191239,44754,44.754,3,6,next_prompt,project:agentsight;agent:codex;session:review;prompt:claude;span:prompt
codex,151ed5d92e1e,review,26,refactor,1780466191239,1780466275360,84121,84.121,6,16,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,151ed5d92e1e,review,27,review,1780466275360,1780466501390,226030,226.03,17,24,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,28,review,1780466501390,1780466622512,121122,121.122,9,7,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,29,install,1780466622512,1780466950731,328219,328.219,40,28,next_prompt,project:agentsight;agent:codex;session:review;prompt:install;span:prompt
codex,151ed5d92e1e,review,30,layout,1780466950731,1780467095377,144646,144.646,11,12,next_prompt,project:agentsight;agent:codex;session:review;prompt:layout;span:prompt
codex,151ed5d92e1e,review,31,docs,1780467095377,1780467239518,144141,144.141,51,16,next_prompt,project:agentsight;agent:codex;session:review;prompt:docs;span:prompt
codex,151ed5d92e1e,review,32,review,1780467239518,1780467292940,53422,53.422,8,5,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,33,restart,1780467292940,1780467817546,524606,524.606,70,76,next_prompt,project:agentsight;agent:codex;session:review;prompt:restart;span:prompt
codex,151ed5d92e1e,review,34,docs,1780467817546,1780467837155,19609,19.609,1,4,next_prompt,project:agentsight;agent:codex;session:review;prompt:docs;span:prompt
codex,151ed5d92e1e,review,35,design,1780467837155,1780468023017,185862,185.862,68,34,next_prompt,project:agentsight;agent:codex;session:review;prompt:design;span:prompt
codex,151ed5d92e1e,review,36,filter,1780468023017,1780468446333,423316,423.316,5,8,next_prompt,project:agentsight;agent:codex;session:review;prompt:filter;span:prompt
codex,151ed5d92e1e,review,37,review,1780468446333,1780468707833,261500,261.5,61,45,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,38,build,1780468707833,1780468997224,289391,289.391,42,55,next_prompt,project:agentsight;agent:codex;session:review;prompt:build;span:prompt
codex,151ed5d92e1e,review,39,review,1780468997224,1780469546741,549517,549.517,83,69,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,40,comment,1780469546741,1780469590987,44246,44.246,41,6,next_prompt,project:agentsight;agent:codex;session:review;prompt:comment;span:prompt
codex,151ed5d92e1e,review,41,procfs,1780469590987,1780469672122,81135,81.135,48,6,next_prompt,project:agentsight;agent:codex;session:review;prompt:procfs;span:prompt
codex,151ed5d92e1e,review,42,review,1780469672122,1780469854518,182396,182.396,6,7,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,43,refactor,1780469854518,1780470060511,205993,205.993,3,5,next_prompt,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,151ed5d92e1e,review,44,test,1780470060511,1780471700947,1640436,1640.436,136,191,next_prompt,project:agentsight;agent:codex;session:review;prompt:test;span:prompt
codex,151ed5d92e1e,review,45,review,1780471700947,1780471761756,60809,60.809,3,6,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,151ed5d92e1e,review,46,review,1780471761756,1780472097703,335947,335.947,16,12,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
