projection_version,input_sha256,project,path_resolved_tool_calls,eligible_transitions,same_path,same_module,cross_module,same_path_share,same_module_share,cross_module_share,observed_module_returns,right_censored_modules,return_gap_median_calls,return_gap_p90_calls
rq6-path-target-v1,372584e828f1f46b8ae68b5381fcf90042a28397383f8adfa74ec3f638268ab0,ActPlane,23033,23031,10650,9841,2540,0.4624202162302983,0.4272936476922409,0.11028613607746081,2762,23,4.0,46.0
rq6-path-target-v1,372584e828f1f46b8ae68b5381fcf90042a28397383f8adfa74ec3f638268ab0,academic-writing-skills,451,450,161,256,33,0.35777777777777775,0.5688888888888889,0.07333333333333333,30,3,2.0,41.60000000000002
rq6-path-target-v1,372584e828f1f46b8ae68b5381fcf90042a28397383f8adfa74ec3f638268ab0,agentsight,31883,31880,12335,15403,4142,0.3869196988707654,0.4831555834378921,0.12992471769134253,4663,37,3,47.0
rq6-path-target-v1,372584e828f1f46b8ae68b5381fcf90042a28397383f8adfa74ec3f638268ab0,agentskill-observability-paper,438,437,361,76,0,0.8260869565217391,0.17391304347826086,0.0,0,0,,
rq6-path-target-v1,372584e828f1f46b8ae68b5381fcf90042a28397383f8adfa74ec3f638268ab0,bpf-developer-tutorial,783,782,200,532,50,0.2557544757033248,0.680306905370844,0.0639386189258312,49,4,2,46.800000000000054
rq6-path-target-v1,372584e828f1f46b8ae68b5381fcf90042a28397383f8adfa74ec3f638268ab0,eunomia.dev,2954,2952,1032,1235,685,0.34959349593495936,0.41836043360433606,0.2320460704607046,714,16,3.0,37.0
