agentpprof semantic profile
projection=tools
project=agentsight
Type: tool_events
Time: Jun 16, 2026 at 1:21pm (PDT)
Showing nodes accounting for 9808, 94.98% of 10326 total
Dropped 526 nodes (cum <= 51)
      flat  flat%   sum%        cum   cum%
      2189 21.20% 21.20%       2189 21.20%  process:sed
      2014 19.50% 40.70%       2014 19.50%  process:rg
      1767 17.11% 57.82%       1767 17.11%  process:python3
      1560 15.11% 72.92%       1560 15.11%  process:git
       324  3.14% 76.06%        324  3.14%  process:update_plan
       276  2.67% 78.73%        276  2.67%  process:spawn_agent
       242  2.34% 81.08%        242  2.34%  process:find
       212  2.05% 83.13%        212  2.05%  process:write_stdin
       205  1.99% 85.12%        205  1.99%  process:cargo
       164  1.59% 86.70%        164  1.59%  process:nl
       147  1.42% 88.13%        147  1.42%  process:jq
       143  1.38% 89.51%        143  1.38%  process:printf
       128  1.24% 90.75%        128  1.24%  process:xelatex
       109  1.06% 91.81%        109  1.06%  process:ls
        96  0.93% 92.74%         96  0.93%  process:rm
        89  0.86% 93.60%         89  0.86%  process:cat
        74  0.72% 94.32%         74  0.72%  process:head
        69  0.67% 94.98%         69  0.67%  process:wait_agent
         0     0% 94.98%      10326   100%  agent:codex
         0     0% 94.98%        111  1.07%  call:tool:cluster
         0     0% 94.98%        116  1.12%  call:tool:debug
         0     0% 94.98%        565  5.47%  call:tool:design
         0     0% 94.98%        126  1.22%  call:tool:model
         0     0% 94.98%         70  0.68%  call:tool:network
         0     0% 94.98%        475  4.60%  call:tool:paper
         0     0% 94.98%        515  4.99%  call:tool:profile
         0     0% 94.98%       6256 60.58%  call:tool:read
         0     0% 94.98%        273  2.64%  call:tool:repo
         0     0% 94.98%        285  2.76%  call:tool:session
         0     0% 94.98%         51  0.49%  call:tool:shell
         0     0% 94.98%        127  1.23%  call:tool:subagent
         0     0% 94.98%        154  1.49%  call:tool:tagging
         0     0% 94.98%        285  2.76%  call:tool:test
         0     0% 94.98%         76  0.74%  call:tool:visual
         0     0% 94.98%        748  7.24%  call:tool:write
         0     0% 94.98%         63  0.61%  effect:network
         0     0% 94.98%       2825 27.36%  effect:process
         0     0% 94.98%       6256 60.58%  effect:read
         0     0% 94.98%        273  2.64%  effect:repo
         0     0% 94.98%        161  1.56%  effect:test
         0     0% 94.98%        748  7.24%  effect:write
         0     0% 94.98%      10326   100%  project:agentsight
         0     0% 94.98%         71  0.69%  prompt:branch
         0     0% 94.98%       3863 37.41%  prompt:design
         0     0% 94.98%         64  0.62%  prompt:network
         0     0% 94.98%        220  2.13%  prompt:paper
         0     0% 94.98%        721  6.98%  prompt:profile
         0     0% 94.98%        112  1.08%  prompt:session
         0     0% 94.98%        523  5.06%  prompt:tagging
         0     0% 94.98%        129  1.25%  prompt:visual
         0     0% 94.98%       4560 44.16%  prompt:work
         0     0% 94.98%      10326   100%  session:visual
         0     0% 94.98%        199  1.93%  target:.agentsight/agentflame
         0     0% 94.98%        112  1.08%  target://tmp
         0     0% 94.98%        102  0.99%  target:agentflame/cargo.toml
         0     0% 94.98%        121  1.17%  target:agentflame/src/main.rs
         0     0% 94.98%         63  0.61%  target:auto-research-orchestrator/references
         0     0% 94.98%         69  0.67%  target:collector/cargo.toml
         0     0% 94.98%         56  0.54%  target:docs/design/vis
         0     0% 94.98%        304  2.94%  target:docs/visexp
         0     0% 94.98%        261  2.53%  target:docs/visexp/claim_verdict.md
         0     0% 94.98%        142  1.38%  target:docs/visexp/claims.md
         0     0% 94.98%        100  0.97%  target:docs/visexp/design.md
         0     0% 94.98%         79  0.77%  target:docs/visexp/effect_lineage_smoke.py
         0     0% 94.98%        214  2.07%  target:docs/visexp/evaluate_artifacts.py
         0     0% 94.98%        187  1.81%  target:docs/visexp/experiment_audit.md
         0     0% 94.98%        216  2.09%  target:docs/visexp/experiment_plan.md
         0     0% 94.98%        220  2.13%  target:docs/visexp/experiment_tracker.md
         0     0% 94.98%        244  2.36%  target:docs/visexp/followup_plan.md
         0     0% 94.98%         51  0.49%  target:docs/visexp/long_tail_compaction.md
         0     0% 94.98%       1001  9.69%  target:docs/visexp/out
         0     0% 94.98%        315  3.05%  target:docs/visexp/paper
         0     0% 94.98%         58  0.56%  target:docs/visexp/r114_live_record_suite.py
         0     0% 94.98%         86  0.83%  target:docs/visexp/readme.md
         0     0% 94.98%        290  2.81%  target:docs/visexp/research_plan.md
         0     0% 94.98%        243  2.35%  target:docs/visexp/results_summary.md
         0     0% 94.98%         77  0.75%  target:docs/visexp/score_user_task_results.py
         0     0% 94.98%         57  0.55%  target:docs/visexp/semantic_tag_flamegraph.py
         0     0% 94.98%        215  2.08%  target:docs/visexp/state.md
         0     0% 94.98%        403  3.90%  target:docs/visexp/test_semantic_tag_flamegraph.py
         0     0% 94.98%         73  0.71%  target:docs/visexp/user_task_benchmark.py
         0     0% 94.98%        284  2.75%  target:docs/visexp/verify_artifacts.py
         0     0% 94.98%         55  0.53%  target:docs/visexp/visual_summary.py
         0     0% 94.98%        120  1.16%  target:main.tex
         0     0% 94.98%       1562 15.13%  target:none
         0     0% 94.98%        104  1.01%  target:osdi-experiment-design/references
         0     0% 94.98%         66  0.64%  target:skills/auto-research-orchestrator
         0     0% 94.98%         90  0.87%  target:skills/osdi-experiment-design
         0     0% 94.98%        324  3.14%  tool:plan
         0     0% 94.98%       9357 90.62%  tool:shell
         0     0% 94.98%        394  3.82%  tool:subagent
         0     0% 94.98%        251  2.43%  tool:tool
