project,worktree_id,interval_type,start_event_id,end_event_id,start_action_rank,end_action_rank,action_length,duration_ms,distinct_sessions,mutation_rows,mutated_artifacts,failed_attempts,observed_unknown_attempts,ending_co_observed_mutation_rows
agentsight,e58fce112c6e,complete,d554bf5b95eb86d1,68dabaab0f15d590,2987,2988,1,14,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,68dabaab0f15d590,112c815da66ec8e4,2988,2989,1,1,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,112c815da66ec8e4,1749ce264cff443f,2989,3008,19,380070,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,1749ce264cff443f,1b84206b556860c7,3008,3010,2,12554,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,1b84206b556860c7,394f47307826549e,3010,3011,1,20,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,394f47307826549e,092b05e7df04d158,3011,3012,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,092b05e7df04d158,961dfcc9a1cd0063,3012,3013,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,961dfcc9a1cd0063,1cc8303c232abdea,3013,3022,9,69674,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,1cc8303c232abdea,f42a538d376c1aea,3022,3039,17,94401,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,f42a538d376c1aea,37c5c8b5c01a5344,3039,3074,35,306303,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,37c5c8b5c01a5344,18447485058383e0,3074,3141,67,416461,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,18447485058383e0,ea08b514050626a5,3141,3142,1,7423,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,ea08b514050626a5,34bc251e30d750b6,3142,3193,51,288887,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,34bc251e30d750b6,85e87e2981d5be7a,3193,3194,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,85e87e2981d5be7a,d0ddab5327e872ba,3194,3215,21,85231,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,d0ddab5327e872ba,c817509006e02334,3215,3231,16,92101,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,c817509006e02334,38c83977f672fbbd,3231,3275,44,170058,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,38c83977f672fbbd,04b6d3a56f6d8128,3275,3277,2,12735,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,04b6d3a56f6d8128,5c11df640ffe2610,3277,3297,20,111743,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,5c11df640ffe2610,6451f6a2b188741c,3297,3307,10,17964,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,6451f6a2b188741c,e26ee522fd74368f,3307,3309,2,4773,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,e26ee522fd74368f,57e50ffa355670c5,3309,3338,29,631560,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,57e50ffa355670c5,03b50fd8fe231c8b,3338,3343,5,22098,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,03b50fd8fe231c8b,15b520102b20cc97,3343,3348,5,18947,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,15b520102b20cc97,5b0c547a09b042f5,3348,3463,115,1250474,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,5b0c547a09b042f5,4ba1a226bf467498,3463,3465,2,6605,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,4ba1a226bf467498,50d46351b5f2913c,3465,3472,7,35816,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,50d46351b5f2913c,9bdf7760df428aeb,3472,3525,53,325361,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,9bdf7760df428aeb,11933fed8da6dee4,3525,3533,8,34372,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,11933fed8da6dee4,3dde4fa6bf937352,3533,3537,4,22833,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,3dde4fa6bf937352,4e194322e9097076,3537,3540,3,21593,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,4e194322e9097076,c68fe0bd8c736793,3540,3581,41,36747644,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,c68fe0bd8c736793,e33c18c1f649b04f,3581,3642,61,755687,2,0,0,2,0,0
agentsight,e58fce112c6e,complete,e33c18c1f649b04f,ec97b489fe2a24e1,3642,3655,13,65535,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,ec97b489fe2a24e1,d1ba9bb7a2c08cad,3655,3656,1,1,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,d1ba9bb7a2c08cad,0b15db10a980af20,3656,3666,10,66499,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,0b15db10a980af20,88505bc828a44705,3666,3673,7,50114,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,88505bc828a44705,48c09a0781a49b27,3673,3682,9,22227,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,48c09a0781a49b27,4504a1eb188a3a01,3682,3683,1,1,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,4504a1eb188a3a01,00c22bb38fba8dc2,3683,3726,43,478717,2,3,3,0,0,0
agentsight,e58fce112c6e,complete,00c22bb38fba8dc2,4ae47222ad75669a,3726,3803,77,725547,2,1,1,0,0,0
agentsight,e58fce112c6e,complete,4ae47222ad75669a,a7dd4f39376968ea,3803,3947,144,11970729,3,0,0,1,0,0
agentsight,e58fce112c6e,complete,a7dd4f39376968ea,e2229ec63c993f61,3947,3994,47,152571,2,0,0,1,0,0
agentsight,e58fce112c6e,complete,e2229ec63c993f61,167bbe559d97a054,3994,3997,3,11931,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,167bbe559d97a054,c6518a9e5e6c5323,3997,3998,1,8,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,c6518a9e5e6c5323,bc20c153f9d0cfce,3998,3999,1,10998,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,bc20c153f9d0cfce,3e4753a074795e18,3999,4030,31,128870,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,3e4753a074795e18,d668eec3a6257c3f,4030,4032,2,13557,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,d668eec3a6257c3f,c9f4613953ec3b9a,4032,4033,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,c9f4613953ec3b9a,6e84e00dfab337db,4033,4037,4,13731,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,6e84e00dfab337db,823b05f04017a1c7,4037,4039,2,13350,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,823b05f04017a1c7,e40d71d18390d0a4,4039,4040,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,e40d71d18390d0a4,b7c3cf795c94d84d,4040,4096,56,966010,2,0,0,1,0,0
agentsight,e58fce112c6e,complete,b7c3cf795c94d84d,279b1e5e79064032,4096,4109,13,78038,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,279b1e5e79064032,5be6408365e43287,4109,4134,25,160834,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,5be6408365e43287,5cdfa8e56ac698a6,4134,4141,7,83833,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,5cdfa8e56ac698a6,73d9466ea2eb20b3,4141,4149,8,32538,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,73d9466ea2eb20b3,964fc5aa4c712017,4149,4150,1,1,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,964fc5aa4c712017,2fe0656be76f6601,4150,4151,1,39,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,2fe0656be76f6601,2a4275903506f468,4151,4159,8,42240,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,2a4275903506f468,bc849ccb39de9aab,4159,4160,1,1,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,bc849ccb39de9aab,c661f5b4540a0095,4160,4164,4,23260,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,c661f5b4540a0095,3cc8503b9a285e5c,4164,4165,1,43,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,3cc8503b9a285e5c,2066a8dcd461e995,4165,4166,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,2066a8dcd461e995,103d4a1b508d3315,4166,4226,60,1187371,2,0,0,2,0,0
agentsight,e58fce112c6e,complete,103d4a1b508d3315,25243a8990dd753c,4226,4229,3,16205,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,25243a8990dd753c,ea008d3275248716,4229,4230,1,43,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,ea008d3275248716,fbbb5813a1193142,4230,4234,4,26779,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,fbbb5813a1193142,9c54b859a5a23814,4234,4237,3,20028,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,9c54b859a5a23814,41c935b721c29548,4237,4238,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,41c935b721c29548,c92a6850244018b1,4238,4242,4,13931,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,c92a6850244018b1,b1e8edfde3ae2bcd,4242,4319,77,623490,2,0,0,1,0,0
agentsight,e58fce112c6e,complete,b1e8edfde3ae2bcd,489cb7c9a753e146,4319,4320,1,7096,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,489cb7c9a753e146,cfa981d3857b91f3,4320,4321,1,8063,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,cfa981d3857b91f3,2a6cfa04f2c8ce4e,4321,4333,12,88849,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,2a6cfa04f2c8ce4e,bca07bcd98f5bcfd,4333,4334,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,bca07bcd98f5bcfd,17e9f94b00b680a2,4334,4335,1,8713,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,17e9f94b00b680a2,bfeb1666209f5ea8,4335,4337,2,10878,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,bfeb1666209f5ea8,3a798bde88afa4ea,4337,4357,20,91600,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,3a798bde88afa4ea,1cfd21f09b3d7156,4357,4358,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,1cfd21f09b3d7156,bba923bad01a5f52,4358,4359,1,10352,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,bba923bad01a5f52,6ce28b6ee683144c,4359,4360,1,2,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,6ce28b6ee683144c,b3dd98e68ae83625,4360,4501,141,1421527,2,0,0,1,0,0
agentsight,e58fce112c6e,complete,b3dd98e68ae83625,593ea126b61c6a33,4501,4549,48,160341,2,0,0,5,0,0
agentsight,e58fce112c6e,complete,593ea126b61c6a33,df47e40b0d3abe6a,4549,4561,12,54619,2,0,0,1,0,0
agentsight,e58fce112c6e,complete,df47e40b0d3abe6a,9713c7959b7b0631,4561,4583,22,123691,2,0,0,4,0,0
agentsight,e58fce112c6e,complete,9713c7959b7b0631,33340c671252aa26,4583,4601,18,29564,2,0,0,1,0,0
agentsight,e58fce112c6e,complete,33340c671252aa26,c23cf41476973498,4601,4605,4,9714,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,c23cf41476973498,86fd2201187d6a5a,4605,4612,7,35028,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,86fd2201187d6a5a,8f814615a4af745f,4612,4618,6,11747,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,8f814615a4af745f,e4466afb33925a2e,4618,4620,2,33,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,e4466afb33925a2e,0084900f49268643,4620,4628,8,29358,2,0,0,1,0,0
agentsight,e58fce112c6e,complete,0084900f49268643,3e96d67026a83633,4628,4629,1,10180,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,3e96d67026a83633,07ced1085da47452,4629,4643,14,33520,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,07ced1085da47452,760b0c56e4196d5e,4643,4645,2,8209,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,760b0c56e4196d5e,1b844c56f65107ec,4645,4648,3,4959,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,1b844c56f65107ec,fe2c76cc6816b3a0,4648,4649,1,2430,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,fe2c76cc6816b3a0,aff736298bbf1e99,4649,4662,13,35658,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,aff736298bbf1e99,22ce51745a42561d,4662,4687,25,101005,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,22ce51745a42561d,92f2ada3363170ad,4687,4688,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,92f2ada3363170ad,ba7de2739e7a0d2c,4688,4757,69,499230,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,ba7de2739e7a0d2c,97e72f9210325bc7,4757,4897,140,914541,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,97e72f9210325bc7,0a825a9d45ca8153,4897,4901,4,19432,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,0a825a9d45ca8153,0524719a44757605,4901,5066,165,875968,2,4,4,0,0,0
agentsight,e58fce112c6e,complete,0524719a44757605,f894ff48219593c2,5066,5072,6,17690,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,f894ff48219593c2,4725b8c937fd6e3d,5072,5076,4,23024,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,4725b8c937fd6e3d,f0e73964e09139df,5076,5077,1,14493,1,0,0,0,0,0
