project,worktree_id,component_index,start_ms,end_ms,session_count,session_ids,action_count,mutation_rows
agentsight,e58fce112c6e,11,1781375091664,1782183104167,232,claude:10d49fab-8f0a-43d8-a7e6-3e35cf5dba04;claude:1a53b59c-15da-4252-a488-87ac6266516e;claude:2fcb484c-b2bc-43b8-b54e-6f84f93148e8;claude:34045a98-6cf0-424a-ba47-0a1bd406a26f;claude:47ce5d28-1fec-4f49-a25a-9b48e6adb869;claude:4ce5468f-9521-4bbe-a798-480671586bb2;claude:5757cc5e-80d6-4401-94f4-aac1ed34f986;claude:5b31399e-776a-4a0f-9010-db897d05e374;claude:5d90d5b7-5492-4b74-96d0-40f1748358ac;claude:61b2d272-dd0b-460e-921f-a115fbb81a7c;claude:61f8b3b9-6b31-4b04-b10f-95a7b1b43f10;claude:71c94652-4203-4f34-9112-bd6393a0be3f;claude:80d7643a-d02d-4e41-aba8-dfaad02ec9ed;claude:915736d4-0d80-4499-8787-88941988fc4c;claude:9383a21f-9120-41bb-890e-37cca947bd2d;claude:998aaef4-9330-427d-b240-303d8ee32e32;claude:ababd09e-d105-45ee-8703-9809546be0f9;claude:agent-a6c5f86f2810b37d8;claude:c48c4381-9806-4ce5-a17d-52b0812a9b96;claude:cd64eec2-8a08-480b-a372-1d83c79cec75;claude:dc56343a-fcbd-4b35-bbed-61da1ff7b22d;claude:e06e1cd6-76f6-447b-8fbf-6102117c7b2e;codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69;codex:rollout-2026-06-13T11-32-28-019ec241-bb77-7583-b955-6f15e37aa351;codex:rollout-2026-06-13T20-46-22-019ec43c-d72d-7552-8f63-476a2b568b45;codex:rollout-2026-06-13T20-55-59-019ec445-a5d9-70e1-aa04-57189e918643;codex:rollout-2026-06-13T21-04-19-019ec44d-47e2-75b0-af5d-e66510550828;codex:rollout-2026-06-13T21-12-24-019ec454-aced-78e3-ae53-349a148681f3;codex:rollout-2026-06-13T21-30-37-019ec465-59d9-7de2-ab62-c3cab99dabe9;codex:rollout-2026-06-13T21-46-35-019ec473-f9eb-7301-84a3-c8bc33a71787;codex:rollout-2026-06-13T21-51-05-019ec478-1a19-71e3-9eb1-c0683ce1fc8b;codex:rollout-2026-06-13T22-00-24-019ec480-9ece-7c83-a152-d4c95d09bc63;codex:rollout-2026-06-14T02-06-12-019ec561-a99a-7a81-a344-6d898f7615ab;codex:rollout-2026-06-14T14-12-24-019ec7fa-869f-7da3-86fc-d8c2125fd43b;codex:rollout-2026-06-14T14-41-09-019ec814-d76a-7591-bd04-a6ef98fd187a;codex:rollout-2026-06-14T17-37-39-019ec8b6-6fcf-7330-a317-4308d43a79a9;codex:rollout-2026-06-14T18-06-09-019ec8d0-8796-7943-b5df-c7d870e364f5;codex:rollout-2026-06-14T18-06-24-019ec8d0-c04b-79f2-bfbf-51f11a702765;codex:rollout-2026-06-14T18-06-40-019ec8d0-fd23-72e1-a94f-73eb15f7935f;codex:rollout-2026-06-14T18-07-01-019ec8d1-4f27-7871-bd11-3cc352864edb;codex:rollout-2026-06-14T18-07-18-019ec8d1-925f-7f51-bc59-958096fe8c1e;codex:rollout-2026-06-14T18-15-32-019ec8d9-1bfa-7e23-bcc7-37994fbcc114;codex:rollout-2026-06-14T18-15-36-019ec8d9-2e61-7740-a427-bb0912168970;codex:rollout-2026-06-14T18-16-38-019ec8da-1ea9-7c81-9439-9702c16eccc7;codex:rollout-2026-06-14T18-16-53-019ec8da-57dc-7760-84e2-cdaf0eeedf82;codex:rollout-2026-06-14T18-17-08-019ec8da-93be-7bc1-b2dd-f28eba81e763;codex:rollout-2026-06-14T18-17-26-019ec8da-dc05-71e2-945a-fe128602079d;codex:rollout-2026-06-14T18-17-47-019ec8db-2bd8-7323-97a7-aae094fa26a4;codex:rollout-2026-06-14T18-24-06-019ec8e0-f3d2-7bb3-90bb-a8cd7c1426ea;codex:rollout-2026-06-14T18-24-22-019ec8e1-3333-7452-bb08-36beda843967;codex:rollout-2026-06-14T18-24-40-019ec8e1-793b-7152-8674-1fa363472e9f;codex:rollout-2026-06-14T18-24-55-019ec8e1-b3b9-7071-9542-55f51d18f0ba;codex:rollout-2026-06-14T18-25-26-019ec8e2-2c68-7ce0-ba99-6851fbd0e3b8;codex:rollout-2026-06-14T18-31-37-019ec8e7-d5b0-7ff0-9502-6fec666b3f13;codex:rollout-2026-06-14T18-31-51-019ec8e8-0dd4-7d02-983f-7f60f5dbf4ab;codex:rollout-2026-06-14T18-32-09-019ec8e8-52bd-7041-8e0a-153fd15cf7f1;codex:rollout-2026-06-14T18-32-26-019ec8e8-97a6-7661-ad95-259a8f2cf807;codex:rollout-2026-06-14T18-32-44-019ec8e8-dd0f-7f81-8173-603964ca86e6;codex:rollout-2026-06-14T18-48-45-019ec8f7-849e-7650-964e-e5da2bb95819;codex:rollout-2026-06-14T18-49-01-019ec8f7-c4a3-70c1-a2b3-1b2fadc78d2b;codex:rollout-2026-06-14T18-49-18-019ec8f8-05b2-7780-85dd-bd38020014e5;codex:rollout-2026-06-14T18-49-37-019ec8f8-522e-7642-91da-22d114427a27;codex:rollout-2026-06-14T18-49-58-019ec8f8-a3b2-7552-b2ea-72e0861a1172;codex:rollout-2026-06-14T19-12-16-019ec90d-0d5d-7fd1-948c-b94f508dbe6f;codex:rollout-2026-06-14T19-13-46-019ec90e-6d20-7040-9dec-e4b9c2d097f8;codex:rollout-2026-06-14T19-23-28-019ec917-4d56-7083-8892-f0e8c8a4209f;codex:rollout-2026-06-14T19-24-25-019ec918-2bd6-7fa0-9182-270228649f86;codex:rollout-2026-06-14T19-30-27-019ec91d-b20f-7633-a9ed-e5e3049e2ff9;codex:rollout-2026-06-14T19-34-09-019ec921-1713-7eb3-89d6-9e7da9c582c9;codex:rollout-2026-06-14T19-34-30-019ec921-675f-7f63-8661-5a3f982abdb4;codex:rollout-2026-06-14T19-34-47-019ec921-aa51-79a1-9de6-7701f03d941d;codex:rollout-2026-06-14T19-35-00-019ec921-dcc4-7181-a2f5-14513c8f8db0;codex:rollout-2026-06-14T19-35-13-019ec922-124c-7dd3-81a6-f62b47a12692;codex:rollout-2026-06-14T19-35-44-019ec922-8abb-74f0-9de5-31eea39e83f9;codex:rollout-2026-06-14T19-35-57-019ec922-bb15-7ba3-a7ed-074ed2ad80a0;codex:rollout-2026-06-14T19-36-15-019ec923-03ca-7172-8284-b1fdc2e827d7;codex:rollout-2026-06-14T19-37-11-019ec923-de2e-7f11-8a95-cd5e427a7801;codex:rollout-2026-06-14T19-37-27-019ec924-1c84-7aa0-a485-ed6395cee550;codex:rollout-2026-06-14T19-37-41-019ec924-5332-77c3-ae6c-ab3c4bf83b62;codex:rollout-2026-06-14T19-38-07-019ec924-b9d4-7cf3-be43-55daa6dd4408;codex:rollout-2026-06-14T19-42-51-019ec929-0ecb-7e73-b360-0b92b78316f4;codex:rollout-2026-06-14T19-43-04-019ec929-417b-76a0-940a-5da10f4d9813;codex:rollout-2026-06-14T19-43-17-019ec929-74e2-7c80-b004-189c59883f63;codex:rollout-2026-06-14T19-43-33-019ec929-b149-78e2-91fd-d9a11e9d8a0d;codex:rollout-2026-06-14T19-43-46-019ec929-e6a0-71f0-98a0-77e49066842c;codex:rollout-2026-06-14T19-44-04-019ec92a-2c14-7b52-bb42-56e7ed233723;codex:rollout-2026-06-14T19-44-20-019ec92a-68e0-7ee1-942f-999dc430db66;codex:rollout-2026-06-14T19-44-39-019ec92a-b454-7922-8135-52aab464e651;codex:rollout-2026-06-14T19-47-17-019ec92d-1cec-71f0-a4c1-f1d85c46373e;codex:rollout-2026-06-14T19-47-37-019ec92d-6c8b-71f3-b6cd-f91fe25b1bd4;codex:rollout-2026-06-14T19-47-51-019ec92d-9fe2-7533-8905-5a33700a7a57;codex:rollout-2026-06-14T19-48-57-019ec92e-a508-7650-b12d-f77e94e49fb7;codex:rollout-2026-06-14T19-57-13-019ec936-33c8-7ba1-8689-e65485a3436c;codex:rollout-2026-06-14T20-02-03-019ec93a-a069-77e3-83fd-9062f56dda4e;codex:rollout-2026-06-14T20-02-20-019ec93a-e423-7171-8a38-b42714e4a4d3;codex:rollout-2026-06-14T20-02-33-019ec93b-15dd-79e0-a4fd-2f38c0fa32c7;codex:rollout-2026-06-14T20-02-46-019ec93b-48bf-74e2-8f5d-3f7e2590b888;codex:rollout-2026-06-14T20-03-04-019ec93b-90b0-7b70-b4c1-a2dc72974931;codex:rollout-2026-06-14T20-03-22-019ec93b-d848-7343-8fa8-83983fa47a97;codex:rollout-2026-06-14T20-03-36-019ec93c-0bab-7382-a641-70fc2a329f66;codex:rollout-2026-06-14T20-03-50-019ec93c-449c-76f2-b4c5-c0ad9838a1c4;codex:rollout-2026-06-14T20-06-22-019ec93e-9626-7412-90e9-0e171f258065;codex:rollout-2026-06-14T20-06-37-019ec93e-cfcc-7f70-90ab-96d5ea66bcb6;codex:rollout-2026-06-14T20-06-52-019ec93f-0a28-73d0-b915-424ea997f58c;codex:rollout-2026-06-14T20-08-09-019ec940-36c0-7911-844a-d6f1dbf11644;codex:rollout-2026-06-14T20-09-43-019ec941-a6b0-75c0-9bfe-afc8bd00d329;codex:rollout-2026-06-14T20-09-57-019ec941-dca1-7811-91cf-97431220dd1e;codex:rollout-2026-06-14T20-10-24-019ec942-471d-7ce0-bb85-d374a4d65baf;codex:rollout-2026-06-14T20-10-38-019ec942-7dbd-7650-af1b-2795be63fd80;codex:rollout-2026-06-14T20-10-57-019ec942-c6e6-7162-951d-1ee9e75acc6e;codex:rollout-2026-06-14T20-11-09-019ec942-f86d-7f60-9967-742361b7952e;codex:rollout-2026-06-14T20-11-34-019ec943-5937-78c2-9948-8e86d3d5ae17;codex:rollout-2026-06-14T20-11-50-019ec943-97f3-7912-90e4-7e70d0f950e2;codex:rollout-2026-06-14T20-12-04-019ec943-cedd-7243-ba19-5e32a69698ea;codex:rollout-2026-06-14T20-12-18-019ec944-04de-76b3-a978-3aa28b58022f;codex:rollout-2026-06-14T20-14-48-019ec946-4ef9-7633-bb95-a8405e4337c7;codex:rollout-2026-06-14T20-15-03-019ec946-89b9-7a20-917f-7d37fdc912b1;codex:rollout-2026-06-14T20-15-16-019ec946-bbce-7820-a674-3fe6b4df90ee;codex:rollout-2026-06-14T20-17-00-019ec948-5030-7ff2-8d6c-ca43bb431449;codex:rollout-2026-06-14T20-17-56-019ec949-2bf7-7591-8941-da304056fd4c;codex:rollout-2026-06-14T20-18-12-019ec949-6bdd-7b10-ae02-51bc23de64c2;codex:rollout-2026-06-14T20-18-30-019ec949-b292-7f63-844c-3b132305e1ec;codex:rollout-2026-06-14T20-18-46-019ec949-f1b0-7be3-bed2-b915a94f098a;codex:rollout-2026-06-14T20-19-06-019ec94a-3cef-7003-8e88-9fcd2b3336d1;codex:rollout-2026-06-14T20-19-20-019ec94a-7488-7873-8410-4633500a296d;codex:rollout-2026-06-14T20-19-38-019ec94a-bb02-77b0-a958-f65b01ea4128;codex:rollout-2026-06-14T20-19-51-019ec94a-ee37-7092-857f-787951b81b87;codex:rollout-2026-06-14T20-20-03-019ec94b-1dd1-73b1-9306-9c73f28d2a82;codex:rollout-2026-06-14T20-20-17-019ec94b-5336-77e0-80d9-81c13f00bdab;codex:rollout-2026-06-14T20-20-33-019ec94b-9088-7a10-aa50-88ea6b5c7c9f;codex:rollout-2026-06-14T20-20-47-019ec94b-ca49-76c1-ae21-beb0ac079ca5;codex:rollout-2026-06-14T20-23-22-019ec94e-24c3-7fd0-bf2e-9aef968be6d9;codex:rollout-2026-06-14T20-23-42-019ec94e-7483-7fe2-aa5d-5b66fb41dc59;codex:rollout-2026-06-14T20-23-58-019ec94e-b251-7641-a6c3-6e1b6bf790b6;codex:rollout-2026-06-14T20-25-09-019ec94f-c9d6-7b70-bc70-10a2b23f699b;codex:rollout-2026-06-14T20-41-09-019ec95e-6c95-7d91-890b-a7dc2fcecd63;codex:rollout-2026-06-14T22-34-10-019ec9c5-e643-7441-97a8-b76de9d8f8cc;codex:rollout-2026-06-14T22-58-40-019ec9dc-549b-7963-9aa3-8dcb3ed6956f;codex:rollout-2026-06-14T23-24-47-019ec9f4-3cef-73b1-aefc-49668638ab55;codex:rollout-2026-06-14T23-55-08-019eca10-0687-7a62-9f2a-dbb6fb496904;codex:rollout-2026-06-15T00-12-36-019eca20-034d-7fa2-924d-754d46220c27;codex:rollout-2026-06-15T00-59-26-019eca4a-e48b-70e2-90da-0544911b85cc;codex:rollout-2026-06-15T01-20-45-019eca5e-696d-7800-8661-47e75dbad813;codex:rollout-2026-06-15T02-05-20-019eca87-39b5-7023-828b-51985b949d9c;codex:rollout-2026-06-15T02-20-36-019eca95-3358-70b1-bdd0-d6eb9f901f89;codex:rollout-2026-06-15T02-50-51-019ecab0-e54d-78f2-a840-aa3dea0b85da;codex:rollout-2026-06-15T03-17-16-019ecac9-161d-7c80-a486-f19f24777de6;codex:rollout-2026-06-15T04-20-57-019ecb03-61e4-7261-8fbf-e32f44a90b06;codex:rollout-2026-06-15T04-56-26-019ecb23-e048-7c71-98be-4868474d0bd8;codex:rollout-2026-06-15T05-18-18-019ecb37-e328-7b30-a75e-7200b943fd80;codex:rollout-2026-06-15T11-49-11-019ecc9d-c0d2-7ac3-ac7b-9b4969e50cfd;codex:rollout-2026-06-15T11-50-32-019ecc9e-fe8e-7300-a3f4-da5bad12f43e;codex:rollout-2026-06-15T12-21-42-019eccbb-8913-7091-afdb-73cc6a33b845;codex:rollout-2026-06-15T12-55-17-019eccda-47d0-7cc2-9245-0aace487885f;codex:rollout-2026-06-15T13-14-37-019ecceb-fa7e-7f03-adbf-c9cdc30fa721;codex:rollout-2026-06-15T13-36-34-019ecd00-10ce-7ec3-9c95-fee913ab78cb;codex:rollout-2026-06-15T13-53-14-019ecd0f-54e0-7e80-a280-7a109e8f83bd;codex:rollout-2026-06-15T14-53-21-019ecd46-602e-72e1-b180-24424dcebba7;codex:rollout-2026-06-15T17-39-49-019ecdde-c4ca-73b3-b09f-97085b988e97;codex:rollout-2026-06-15T17-51-22-019ecde9-5892-7771-a908-930ae1d8afa0;codex:rollout-2026-06-15T18-10-17-019ecdfa-a916-7b73-a625-499ecadcda40;codex:rollout-2026-06-15T18-52-02-019ece20-e29f-75e0-9ce5-d499c90d2e8a;codex:rollout-2026-06-15T19-19-03-019ece39-9e32-7802-b6b6-3fec31830b95;codex:rollout-2026-06-15T20-52-33-019ece8f-3a4d-7da2-9f88-c5e389a42718;codex:rollout-2026-06-15T20-53-38-019ece90-398b-7162-8172-f37baed9b796;codex:rollout-2026-06-15T21-12-35-019ecea1-922c-7540-a249-29bfd6497d37;codex:rollout-2026-06-15T21-32-33-019eceb3-d88b-7c81-bc19-593d559391b9;codex:rollout-2026-06-15T21-53-58-019ecec7-7293-7610-b07e-2ecef370cbdb;codex:rollout-2026-06-15T22-23-58-019ecee2-eacb-7a40-8453-b8109dd6cb51;codex:rollout-2026-06-15T22-56-58-019ecf01-2326-77a0-92af-e782063aba53;codex:rollout-2026-06-15T23-14-20-019ecf11-067f-74d3-bc52-f1cc32604046;codex:rollout-2026-06-15T23-37-41-019ecf26-6805-7ab2-b78b-6f9af8d4a1a7;codex:rollout-2026-06-18T01-28-16-019ed9d8-5d60-7740-b6c0-f3e6e7c37473;codex:rollout-2026-06-18T01-50-05-019ed9ec-5a1f-7531-911b-7dd12dbcb2e0;codex:rollout-2026-06-18T12-36-03-019edc3b-bfa8-7e93-a1ee-68243703f0c0;codex:rollout-2026-06-18T12-58-01-019edc4f-d991-7fe1-82fd-1bc48411fd88;codex:rollout-2026-06-18T13-26-51-019edc6a-3f84-7490-b081-4eeb37b64094;codex:rollout-2026-06-18T13-27-13-019edc6a-96cd-7cc2-8196-992ecb5d27df;codex:rollout-2026-06-18T13-28-57-019edc6c-2bd9-7c40-8d03-5ea7bccde8a8;codex:rollout-2026-06-18T13-29-19-019edc6c-845e-7062-b416-7868c02ef5a9;codex:rollout-2026-06-18T13-36-49-019edc73-5f81-77f0-a641-e989d90881c7;codex:rollout-2026-06-18T13-47-36-019edc7d-4001-7030-9903-f2ab0ff763b8;codex:rollout-2026-06-18T13-47-58-019edc7d-9608-7030-998d-57d2f2ac864d;codex:rollout-2026-06-18T13-53-24-019edc82-8dcb-75e1-8bf4-bdceb6e9ff44;codex:rollout-2026-06-18T14-01-05-019edc89-971a-7710-8058-a8377fe1f48f;codex:rollout-2026-06-18T14-16-46-019edc97-f585-78f2-90cb-221b6e1039de;codex:rollout-2026-06-18T14-38-20-019edcab-b378-7582-806e-5bc0ac1c1ae0;codex:rollout-2026-06-18T15-04-21-019edcc3-8502-7fd0-8017-0717caee6ad7;codex:rollout-2026-06-18T15-20-21-019edcd2-29da-7db3-8eba-c47afd745942;codex:rollout-2026-06-18T22-23-20-019ede55-6be1-7871-8cd8-63457fa8e1ee;codex:rollout-2026-06-18T22-58-47-019ede75-e0dc-7cf0-b88c-33165b488a70;codex:rollout-2026-06-18T23-20-06-019ede89-64bf-76b1-b901-ae27a4e76361;codex:rollout-2026-06-19T00-21-34-019edec1-aa0a-7f72-9ddd-6f6fba63f6ff;codex:rollout-2026-06-19T00-21-41-019edec1-c429-7713-965d-1adcb6149ccf;codex:rollout-2026-06-19T00-59-56-019edee4-c948-7e03-8044-caa77a1d1a3c;codex:rollout-2026-06-19T02-06-20-019edf21-9405-7f83-867a-09aaf7416606;codex:rollout-2026-06-19T02-38-46-019edf3f-46a5-7ee0-aefc-53d0bbca7349;codex:rollout-2026-06-19T02-38-59-019edf3f-7a6e-78c0-b3e3-74d77774082f;codex:rollout-2026-06-19T03-07-27-019edf59-890d-7d43-83c5-8280e3cd6ff5;codex:rollout-2026-06-19T03-07-56-019edf59-f922-7102-84ee-b0ba6ca0ae7b;codex:rollout-2026-06-19T11-04-27-019ee10e-3ef7-7693-94fb-8f3623b486ea;codex:rollout-2026-06-19T11-25-01-019ee121-11f1-7a50-8f1d-587ee8bc48b4;codex:rollout-2026-06-19T11-25-01-019ee121-129f-7263-8ce9-6a294542bdee;codex:rollout-2026-06-19T11-50-29-019ee138-625d-7370-a53e-91e5dad93cf9;codex:rollout-2026-06-19T11-50-35-019ee138-7a4d-7f03-842f-3a9564b9482f;codex:rollout-2026-06-19T15-22-57-019ee1fa-e8de-7a71-9e45-03048b4974f5;codex:rollout-2026-06-19T15-22-57-019ee1fa-e94f-7de0-a4f8-01169e575339;codex:rollout-2026-06-19T15-41-15-019ee20b-a961-7f81-a2b2-e1029e793f1a;codex:rollout-2026-06-19T15-41-20-019ee20b-bb48-7ea0-837b-5295f1d5cad8;codex:rollout-2026-06-19T16-04-58-019ee221-5e26-7d62-844d-943410161a88;codex:rollout-2026-06-19T16-04-58-019ee221-5ec1-7c00-89b3-b50448dfaa0d;codex:rollout-2026-06-19T16-23-54-019ee232-b6de-78d2-b19a-983d3b2315e5;codex:rollout-2026-06-19T16-24-00-019ee232-cca3-7051-9f43-473201446508;codex:rollout-2026-06-19T17-11-18-019ee25e-1a2f-7d42-acf2-fe849c466b25;codex:rollout-2026-06-19T19-57-10-019ee2f5-f70d-7a02-b94d-06678389409b;codex:rollout-2026-06-19T20-17-56-019ee308-f928-7942-9219-b70be5d0e45b;codex:rollout-2026-06-19T21-24-22-019ee345-cc2e-7c41-ac59-dc6cf85f0fce;codex:rollout-2026-06-20T21-12-52-019ee861-a0fd-7503-8ee5-6601e8d9b34a;codex:rollout-2026-06-20T21-13-03-019ee861-cc5e-7df3-8285-0358f3cf42b3;codex:rollout-2026-06-20T23-25-50-019ee8db-5d45-7c22-92b5-c957033a4a12;codex:rollout-2026-06-20T23-26-00-019ee8db-81d6-7de3-b8d3-53ad28a49c98;codex:rollout-2026-06-21T00-59-34-019ee931-2e10-7b52-b2a1-fd0d9c8f7f73;codex:rollout-2026-06-21T00-59-49-019ee931-674f-7d43-abd1-f6b076d6b5ae;codex:rollout-2026-06-21T01-17-13-019ee941-5451-7533-a396-206b18bc2298;codex:rollout-2026-06-21T11-22-26-019eeb6b-6b61-7103-b622-27f1cd5c2595;codex:rollout-2026-06-21T11-22-35-019eeb6b-8df8-7793-ae4f-e1007ebb31cd;codex:rollout-2026-06-21T11-38-48-019eeb7a-67d8-78c2-bdcb-3e5765a07f31;codex:rollout-2026-06-21T13-49-27-019eebf2-06f3-7992-be8e-52efcc168987;codex:rollout-2026-06-21T13-49-35-019eebf2-26e5-7a40-af40-21090e72ec9b;codex:rollout-2026-06-21T14-03-23-019eebfe-c5cf-7b81-beb1-f19886bfbbee;codex:rollout-2026-06-21T14-12-30-019eec07-212e-74b1-9088-b7587b8a4271;codex:rollout-2026-06-22T17-05-48-019ef1cc-23d6-7e73-93de-adb218e14ef2,20369,229
agentsight,e58fce112c6e,12,1782185393684,1782336157062,10,claude:3ffba9ca-527e-480f-b87b-40e7f1f858cf;claude:agent-a3aee9b3c49c5ee44;claude:agent-a3b5c9eaa813273bf;claude:agent-a496cd28e96162fcc;claude:agent-ad2535586a4e8f77c;claude:agent-ae60bb6685a6f6dfa;codex:rollout-2026-06-22T20-35-37-019ef28c-3d34-7e01-93fd-2426c62be756;codex:rollout-2026-06-22T20-55-55-019ef29e-d220-77f0-9504-811ae05e9d4d;codex:rollout-2026-06-23T14-01-42-019ef649-f693-71b1-94d1-8e9dfafda53e;codex:rollout-2026-06-23T23-53-29-019ef867-bf97-7d13-a1d3-9a59c8383a3b,2162,316
agentsight,e58fce112c6e,13,1782449044657,1782457106955,2,claude:agent-a742402ed6067a012;claude:ed46355c-a1b6-4c15-8867-d7d8569c7e3c,27,5
agentsight,e58fce112c6e,14,1782459817849,1782460895175,1,codex:rollout-2026-06-26T00-42-44-019f02e1-904f-7121-bdec-2443f8140e01,34,0
agentsight,e58fce112c6e,15,1782769155354,1783042146380,3,codex:rollout-2026-06-29T14-36-33-019f1550-03d9-7603-ae66-f8ce6b3e4c4c;codex:rollout-2026-07-01T14-23-50-019f1f91-194d-7e20-823b-0dd849799532;codex:rollout-2026-07-01T15-56-18-019f1fe5-beea-7420-b561-57d9913eb5e3,515,0
agentsight,e58fce112c6e,16,1783042178428,1783046733260,1,codex:rollout-2026-07-02T18-29-17-019f2598-2b0f-7f42-9318-61b0e5f92428,33,0
agentsight,e58fce112c6e,17,1783047092205,1783047654270,1,codex:rollout-2026-07-02T19-45-45-019f25de-2e14-7bf0-a368-2899aad03fb9,17,0
agentsight,e58fce112c6e,18,1783047684853,1783058279292,2,claude:019ce9f7-7368-473e-8291-853df0154645;codex:rollout-2026-07-02T20-00-48-019f25eb-f3cb-7472-837a-f9c24394ea02,139,41
agentsight,e58fce112c6e,19,1783385447551,1783385447551,1,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,1,0
agentsight,e58fce112c6e,20,1783391975396,1783394512866,2,codex:rollout-2026-07-06T19-39-25-019f3a71-d0e3-7ee0-a25d-76a4aa3367c8;codex:rollout-2026-07-06T19-54-55-019f3a80-025e-7c13-8243-37ac1ffe1aaa,316,17
