task,dataset,query_family,view,max_depth,ranker,uses_hidden_fields,operations,positives,prevalence,groups,positive_groups,average_precision,ndcg,top5_precision,top5_recall,top5_f1,top5_work,budget30_recall,budget30_f1,budget30_work,work_to_first_positive,groups_to_50pct_recall,work_to_50pct_recall
satraj_unsafe,satraj-os-safety,safety,induced_depth_5,5,width,False,4285,622,0.14515752625437572,24,12,0.1022916713098483,0.5102148606950092,0.09718518518518518,0.5273311897106109,0.1641230923192394,0.7876312718786465,0.03054662379421222,0.019926586261143155,0.2998833138856476,0.607467911318553,5,0.7876312718786465
satraj_unsafe,satraj-os-safety,safety,induced_depth_5,5,visible_risk,False,4285,622,0.14515752625437572,24,12,0.09634373186682242,0.35627120516632954,0.1016949152542373,0.01929260450160772,0.03243243243243244,0.027537922987164527,0.2958199356913183,0.19297325642370214,0.2998833138856476,0.020536756126021002,19,0.9575262543757292
satraj_unsafe,satraj-os-safety,safety,induced_depth_5,5,query_aware,False,4285,622,0.14515752625437572,24,12,0.644541153252184,0.5179322356052334,0.6875,0.1945337620578778,0.30325814536340856,0.041073512252042005,0.9035369774919614,0.5997865528281751,0.29218203033838974,0.005134189031505251,7,0.12578763127187864
satraj_unsafe,satraj-os-safety,safety,induced_depth_5,5,oracle_upper_bound,True,4285,622,0.14515752625437572,24,12,0.8114351044077854,0.8135124116842214,0.8552123552123552,0.7122186495176849,0.7771929824561403,0.12088681446907817,0.9694533762057878,0.6330708661417322,0.299416569428238,0.01633605600933489,2,0.09614935822637106
agentnet_incorrect_step,agentnet,step-quality,induced_depth_1,1,width,False,14718,874,0.05938306835167822,2,2,0.057884277958437265,0.9815300588389745,0.05938306835167822,1.0,0.112108773730118,1.0,0.0,0.0,0.0,0.5060470172577796,2,1.0
agentnet_incorrect_step,agentnet,step-quality,induced_depth_1,1,visible_risk,False,14718,874,0.05938306835167822,2,2,0.061050482689290426,1.0,0.05938306835167822,1.0,0.112108773730118,1.0,0.0,0.0,0.0,0.49395298274222044,1,0.49395298274222044
agentnet_incorrect_step,agentnet,step-quality,induced_depth_1,1,query_aware,False,14718,874,0.05938306835167822,2,2,0.061050482689290426,1.0,0.05938306835167822,1.0,0.112108773730118,1.0,0.0,0.0,0.0,0.49395298274222044,1,0.49395298274222044
agentnet_incorrect_step,agentnet,step-quality,induced_depth_1,1,oracle_upper_bound,True,14718,874,0.05938306835167822,2,2,0.061050482689290426,1.0,0.05938306835167822,1.0,0.112108773730118,1.0,0.0,0.0,0.0,0.49395298274222044,1,0.49395298274222044
agentnet_incorrect_step,agentnet,step-quality,induced_depth_2,2,width,False,14718,874,0.05938306835167822,4,4,0.05980396285200706,1.0,0.05938306835167822,1.0,0.112108773730118,1.0,0.2620137299771167,0.09527771999167879,0.267223807582552,0.37389590977034926,2,0.6411197173529012
agentnet_incorrect_step,agentnet,step-quality,induced_depth_2,2,visible_risk,False,14718,874,0.05938306835167822,4,4,0.06056519230700724,0.8080974053665828,0.05938306835167822,1.0,0.112108773730118,1.0,0.13729977116704806,0.09087466868610375,0.12005707297187118,0.12005707297187118,3,0.7327761924174481
agentnet_incorrect_step,agentnet,step-quality,induced_depth_2,2,query_aware,False,14718,874,0.05938306835167822,4,4,0.06056519230700724,0.8080974053665828,0.05938306835167822,1.0,0.112108773730118,1.0,0.13729977116704806,0.09087466868610375,0.12005707297187118,0.12005707297187118,3,0.7327761924174481
agentnet_incorrect_step,agentnet,step-quality,induced_depth_2,2,oracle_upper_bound,True,14718,874,0.05938306835167822,4,4,0.05980396285200706,1.0,0.05938306835167822,1.0,0.112108773730118,1.0,0.2620137299771167,0.09527771999167879,0.267223807582552,0.37389590977034926,2,0.6411197173529012
agentnet_incorrect_step,agentnet,step-quality,induced_depth_3,3,width,False,14718,874,0.05938306835167822,6,6,0.0602194938895923,0.9997722536479979,0.05826225242157004,0.9221967963386728,0.10960021756867011,0.9399374915069982,0.21967963386727687,0.08699592206615314,0.24052181002853648,0.3098926484576709,2,0.5504144584862074
agentnet_incorrect_step,agentnet,step-quality,induced_depth_3,3,visible_risk,False,14718,874,0.05938306835167822,6,6,0.0628984802338042,0.8173058156830522,0.058935210821928645,0.8524027459954233,0.11024787273399926,0.8588802826470988,0.19336384439359267,0.09433435668434272,0.18406033428454954,0.060062508493001765,3,0.6104769669792092
agentnet_incorrect_step,agentnet,step-quality,induced_depth_3,3,query_aware,False,14718,874,0.05938306835167822,6,6,0.0628605098965588,0.8170780693310501,0.058935210821928645,0.8524027459954233,0.11024787273399926,0.8588802826470988,0.18993135011441648,0.09250487601003066,0.18446799836934366,0.060062508493001765,3,0.6104769669792092
