source,path,status,sha256
script,script/operation_induced_depth_sensitivity_eval.py,M script/operation_induced_depth_sensitivity_eval.py,7b3adc168cc96b0f5cb8a80464ea6198cef2c31b633c4d30ce267a719b7eb3f0
R403 scoring helpers,script/operation_induced_stack_scoring_eval.py,M script/operation_induced_stack_scoring_eval.py,c548fc236b86b37c657d136094961ec787e39d598ea9990077e80bb99dfa0f4c
R300 operations,docs/visexp/out/operation-query-utility-r300/query-utility-operations.jsonl,tracked_clean,0f714298afa13996ab6b49995ec30d1ec47f7eb7c6adf13072720d102673b5e4
R320 policy scores,docs/visexp/out/operation-profile-accuracy-r320/policy-scores.csv,tracked_clean,459cfa19fde3144fa6d51a4bbc8e643d78b81e19f6caf4c478bd52ca2217e111
