project,source_kind,action_bin,signal_rows,unique_event_ids,unique_sessions
eunomia.dev,instruction_read,25,5,5,1
eunomia.dev,instruction_read,26,0,0,0
eunomia.dev,instruction_read,27,0,0,0
eunomia.dev,instruction_read,28,0,0,0
eunomia.dev,instruction_read,29,0,0,0
eunomia.dev,instruction_read,30,0,0,0
eunomia.dev,instruction_read,31,0,0,0
eunomia.dev,instruction_read,32,7,5,2
eunomia.dev,instruction_read,33,1,1,1
eunomia.dev,instruction_read,34,0,0,0
eunomia.dev,instruction_read,35,7,4,1
eunomia.dev,instruction_read,36,0,0,0
eunomia.dev,instruction_read,37,0,0,0
eunomia.dev,instruction_read,38,0,0,0
eunomia.dev,instruction_read,39,0,0,0
eunomia.dev,instruction_read,40,5,3,2
eunomia.dev,instruction_read,41,21,13,3
eunomia.dev,instruction_read,42,2,1,1
eunomia.dev,instruction_read,43,23,11,1
eunomia.dev,instruction_read,44,9,4,1
eunomia.dev,instruction_read,45,5,2,1
eunomia.dev,instruction_read,46,27,14,2
eunomia.dev,instruction_read,47,22,11,2
eunomia.dev,instruction_read,48,16,8,1
eunomia.dev,instruction_read,49,2,1,1
eunomia.dev,instruction_read,50,0,0,0
eunomia.dev,instruction_read,51,0,0,0
eunomia.dev,instruction_read,52,2,2,1
eunomia.dev,instruction_read,53,2,2,2
eunomia.dev,instruction_read,54,0,0,0
eunomia.dev,instruction_read,55,0,0,0
eunomia.dev,instruction_read,56,0,0,0
eunomia.dev,instruction_read,57,0,0,0
eunomia.dev,instruction_read,58,0,0,0
eunomia.dev,instruction_read,59,0,0,0
eunomia.dev,instruction_mutation,0,0,0,0
eunomia.dev,instruction_mutation,1,0,0,0
eunomia.dev,instruction_mutation,2,0,0,0
eunomia.dev,instruction_mutation,3,0,0,0
eunomia.dev,instruction_mutation,4,0,0,0
eunomia.dev,instruction_mutation,5,0,0,0
eunomia.dev,instruction_mutation,6,2,1,1
eunomia.dev,instruction_mutation,7,0,0,0
eunomia.dev,instruction_mutation,8,0,0,0
eunomia.dev,instruction_mutation,9,0,0,0
eunomia.dev,instruction_mutation,10,0,0,0
eunomia.dev,instruction_mutation,11,0,0,0
eunomia.dev,instruction_mutation,12,0,0,0
eunomia.dev,instruction_mutation,13,0,0,0
eunomia.dev,instruction_mutation,14,0,0,0
eunomia.dev,instruction_mutation,15,0,0,0
eunomia.dev,instruction_mutation,16,0,0,0
eunomia.dev,instruction_mutation,17,0,0,0
eunomia.dev,instruction_mutation,18,0,0,0
eunomia.dev,instruction_mutation,19,0,0,0
eunomia.dev,instruction_mutation,20,0,0,0
eunomia.dev,instruction_mutation,21,0,0,0
eunomia.dev,instruction_mutation,22,0,0,0
eunomia.dev,instruction_mutation,23,0,0,0
eunomia.dev,instruction_mutation,24,1,1,1
eunomia.dev,instruction_mutation,25,2,2,1
eunomia.dev,instruction_mutation,26,0,0,0
eunomia.dev,instruction_mutation,27,0,0,0
eunomia.dev,instruction_mutation,28,0,0,0
eunomia.dev,instruction_mutation,29,0,0,0
eunomia.dev,instruction_mutation,30,0,0,0
eunomia.dev,instruction_mutation,31,0,0,0
eunomia.dev,instruction_mutation,32,3,2,1
eunomia.dev,instruction_mutation,33,0,0,0
eunomia.dev,instruction_mutation,34,0,0,0
eunomia.dev,instruction_mutation,35,1,1,1
eunomia.dev,instruction_mutation,36,0,0,0
eunomia.dev,instruction_mutation,37,0,0,0
eunomia.dev,instruction_mutation,38,0,0,0
eunomia.dev,instruction_mutation,39,0,0,0
eunomia.dev,instruction_mutation,40,0,0,0
eunomia.dev,instruction_mutation,41,11,11,1
eunomia.dev,instruction_mutation,42,0,0,0
eunomia.dev,instruction_mutation,43,20,12,1
eunomia.dev,instruction_mutation,44,7,4,1
eunomia.dev,instruction_mutation,45,0,0,0
eunomia.dev,instruction_mutation,46,2,1,1
eunomia.dev,instruction_mutation,47,4,3,1
eunomia.dev,instruction_mutation,48,13,7,1
eunomia.dev,instruction_mutation,49,0,0,0
eunomia.dev,instruction_mutation,50,0,0,0
eunomia.dev,instruction_mutation,51,0,0,0
eunomia.dev,instruction_mutation,52,2,2,1
eunomia.dev,instruction_mutation,53,0,0,0
eunomia.dev,instruction_mutation,54,1,1,1
eunomia.dev,instruction_mutation,55,0,0,0
eunomia.dev,instruction_mutation,56,0,0,0
eunomia.dev,instruction_mutation,57,0,0,0
eunomia.dev,instruction_mutation,58,0,0,0
eunomia.dev,instruction_mutation,59,0,0,0
agentskill-observability-paper,skill_tool,0,1,1,1
agentskill-observability-paper,skill_tool,1,1,1,1
agentskill-observability-paper,skill_tool,2,0,0,0
agentskill-observability-paper,skill_tool,3,1,1,1
agentskill-observability-paper,skill_tool,4,0,0,0
agentskill-observability-paper,skill_tool,5,0,0,0
agentskill-observability-paper,skill_tool,6,0,0,0
agentskill-observability-paper,skill_tool,7,1,1,1
agentskill-observability-paper,skill_tool,8,1,1,1
agentskill-observability-paper,skill_tool,9,0,0,0
agentskill-observability-paper,skill_tool,10,0,0,0
agentskill-observability-paper,skill_tool,11,0,0,0
agentskill-observability-paper,skill_tool,12,0,0,0
agentskill-observability-paper,skill_tool,13,0,0,0
agentskill-observability-paper,skill_tool,14,0,0,0
agentskill-observability-paper,skill_tool,15,1,1,1
agentskill-observability-paper,skill_tool,16,0,0,0
agentskill-observability-paper,skill_tool,17,0,0,0
agentskill-observability-paper,skill_tool,18,0,0,0
agentskill-observability-paper,skill_tool,19,1,1,1
agentskill-observability-paper,skill_tool,20,0,0,0
agentskill-observability-paper,skill_tool,21,0,0,0
agentskill-observability-paper,skill_tool,22,2,2,1
agentskill-observability-paper,skill_tool,23,0,0,0
agentskill-observability-paper,skill_tool,24,0,0,0
agentskill-observability-paper,skill_tool,25,0,0,0
agentskill-observability-paper,skill_tool,26,0,0,0
agentskill-observability-paper,skill_tool,27,0,0,0
agentskill-observability-paper,skill_tool,28,0,0,0
agentskill-observability-paper,skill_tool,29,0,0,0
agentskill-observability-paper,skill_tool,30,0,0,0
agentskill-observability-paper,skill_tool,31,0,0,0
agentskill-observability-paper,skill_tool,32,1,1,1
agentskill-observability-paper,skill_tool,33,0,0,0
agentskill-observability-paper,skill_tool,34,0,0,0
agentskill-observability-paper,skill_tool,35,0,0,0
agentskill-observability-paper,skill_tool,36,0,0,0
agentskill-observability-paper,skill_tool,37,0,0,0
agentskill-observability-paper,skill_tool,38,0,0,0
agentskill-observability-paper,skill_tool,39,0,0,0
agentskill-observability-paper,skill_tool,40,0,0,0
agentskill-observability-paper,skill_tool,41,0,0,0
agentskill-observability-paper,skill_tool,42,0,0,0
agentskill-observability-paper,skill_tool,43,0,0,0
agentskill-observability-paper,skill_tool,44,1,1,1
agentskill-observability-paper,skill_tool,45,0,0,0
agentskill-observability-paper,skill_tool,46,0,0,0
agentskill-observability-paper,skill_tool,47,0,0,0
agentskill-observability-paper,skill_tool,48,0,0,0
agentskill-observability-paper,skill_tool,49,0,0,0
agentskill-observability-paper,skill_tool,50,1,1,1
agentskill-observability-paper,skill_tool,51,0,0,0
agentskill-observability-paper,skill_tool,52,1,1,1
agentskill-observability-paper,skill_tool,53,0,0,0
agentskill-observability-paper,skill_tool,54,0,0,0
agentskill-observability-paper,skill_tool,55,0,0,0
agentskill-observability-paper,skill_tool,56,0,0,0
agentskill-observability-paper,skill_tool,57,0,0,0
agentskill-observability-paper,skill_tool,58,0,0,0
agentskill-observability-paper,skill_tool,59,0,0,0
agentskill-observability-paper,instruction_read,0,0,0,0
agentskill-observability-paper,instruction_read,1,0,0,0
agentskill-observability-paper,instruction_read,2,0,0,0
agentskill-observability-paper,instruction_read,3,0,0,0
agentskill-observability-paper,instruction_read,4,0,0,0
agentskill-observability-paper,instruction_read,5,0,0,0
agentskill-observability-paper,instruction_read,6,0,0,0
agentskill-observability-paper,instruction_read,7,0,0,0
agentskill-observability-paper,instruction_read,8,0,0,0
agentskill-observability-paper,instruction_read,9,0,0,0
agentskill-observability-paper,instruction_read,10,0,0,0
agentskill-observability-paper,instruction_read,11,0,0,0
agentskill-observability-paper,instruction_read,12,0,0,0
agentskill-observability-paper,instruction_read,13,0,0,0
agentskill-observability-paper,instruction_read,14,0,0,0
agentskill-observability-paper,instruction_read,15,0,0,0
agentskill-observability-paper,instruction_read,16,0,0,0
agentskill-observability-paper,instruction_read,17,0,0,0
agentskill-observability-paper,instruction_read,18,0,0,0
agentskill-observability-paper,instruction_read,19,0,0,0
agentskill-observability-paper,instruction_read,20,0,0,0
agentskill-observability-paper,instruction_read,21,0,0,0
agentskill-observability-paper,instruction_read,22,0,0,0
agentskill-observability-paper,instruction_read,23,0,0,0
agentskill-observability-paper,instruction_read,24,0,0,0
agentskill-observability-paper,instruction_read,25,0,0,0
agentskill-observability-paper,instruction_read,26,0,0,0
agentskill-observability-paper,instruction_read,27,0,0,0
agentskill-observability-paper,instruction_read,28,0,0,0
agentskill-observability-paper,instruction_read,29,0,0,0
agentskill-observability-paper,instruction_read,30,0,0,0
agentskill-observability-paper,instruction_read,31,0,0,0
agentskill-observability-paper,instruction_read,32,0,0,0
agentskill-observability-paper,instruction_read,33,0,0,0
agentskill-observability-paper,instruction_read,34,0,0,0
agentskill-observability-paper,instruction_read,35,0,0,0
agentskill-observability-paper,instruction_read,36,0,0,0
agentskill-observability-paper,instruction_read,37,0,0,0
agentskill-observability-paper,instruction_read,38,0,0,0
agentskill-observability-paper,instruction_read,39,0,0,0
agentskill-observability-paper,instruction_read,40,0,0,0
agentskill-observability-paper,instruction_read,41,0,0,0
agentskill-observability-paper,instruction_read,42,0,0,0
agentskill-observability-paper,instruction_read,43,0,0,0
agentskill-observability-paper,instruction_read,44,0,0,0
agentskill-observability-paper,instruction_read,45,0,0,0
agentskill-observability-paper,instruction_read,46,0,0,0
agentskill-observability-paper,instruction_read,47,0,0,0
agentskill-observability-paper,instruction_read,48,0,0,0
agentskill-observability-paper,instruction_read,49,0,0,0
agentskill-observability-paper,instruction_read,50,0,0,0
agentskill-observability-paper,instruction_read,51,0,0,0
agentskill-observability-paper,instruction_read,52,0,0,0
agentskill-observability-paper,instruction_read,53,0,0,0
agentskill-observability-paper,instruction_read,54,0,0,0
agentskill-observability-paper,instruction_read,55,0,0,0
agentskill-observability-paper,instruction_read,56,0,0,0
agentskill-observability-paper,instruction_read,57,1,1,1
agentskill-observability-paper,instruction_read,58,0,0,0
agentskill-observability-paper,instruction_read,59,0,0,0
agentskill-observability-paper,instruction_mutation,0,0,0,0
agentskill-observability-paper,instruction_mutation,1,0,0,0
agentskill-observability-paper,instruction_mutation,2,0,0,0
agentskill-observability-paper,instruction_mutation,3,0,0,0
agentskill-observability-paper,instruction_mutation,4,0,0,0
agentskill-observability-paper,instruction_mutation,5,0,0,0
agentskill-observability-paper,instruction_mutation,6,0,0,0
agentskill-observability-paper,instruction_mutation,7,0,0,0
agentskill-observability-paper,instruction_mutation,8,0,0,0
agentskill-observability-paper,instruction_mutation,9,0,0,0
agentskill-observability-paper,instruction_mutation,10,0,0,0
agentskill-observability-paper,instruction_mutation,11,0,0,0
agentskill-observability-paper,instruction_mutation,12,0,0,0
agentskill-observability-paper,instruction_mutation,13,0,0,0
agentskill-observability-paper,instruction_mutation,14,0,0,0
agentskill-observability-paper,instruction_mutation,15,0,0,0
agentskill-observability-paper,instruction_mutation,16,0,0,0
agentskill-observability-paper,instruction_mutation,17,0,0,0
agentskill-observability-paper,instruction_mutation,18,0,0,0
agentskill-observability-paper,instruction_mutation,19,0,0,0
agentskill-observability-paper,instruction_mutation,20,0,0,0
agentskill-observability-paper,instruction_mutation,21,0,0,0
agentskill-observability-paper,instruction_mutation,22,0,0,0
agentskill-observability-paper,instruction_mutation,23,0,0,0
agentskill-observability-paper,instruction_mutation,24,0,0,0
agentskill-observability-paper,instruction_mutation,25,0,0,0
agentskill-observability-paper,instruction_mutation,26,0,0,0
agentskill-observability-paper,instruction_mutation,27,0,0,0
agentskill-observability-paper,instruction_mutation,28,0,0,0
agentskill-observability-paper,instruction_mutation,29,0,0,0
agentskill-observability-paper,instruction_mutation,30,0,0,0
agentskill-observability-paper,instruction_mutation,31,0,0,0
agentskill-observability-paper,instruction_mutation,32,0,0,0
agentskill-observability-paper,instruction_mutation,33,0,0,0
agentskill-observability-paper,instruction_mutation,34,0,0,0
agentskill-observability-paper,instruction_mutation,35,0,0,0
agentskill-observability-paper,instruction_mutation,36,0,0,0
agentskill-observability-paper,instruction_mutation,37,0,0,0
agentskill-observability-paper,instruction_mutation,38,0,0,0
agentskill-observability-paper,instruction_mutation,39,0,0,0
agentskill-observability-paper,instruction_mutation,40,0,0,0
agentskill-observability-paper,instruction_mutation,41,0,0,0
agentskill-observability-paper,instruction_mutation,42,0,0,0
agentskill-observability-paper,instruction_mutation,43,0,0,0
agentskill-observability-paper,instruction_mutation,44,0,0,0
agentskill-observability-paper,instruction_mutation,45,0,0,0
agentskill-observability-paper,instruction_mutation,46,0,0,0
agentskill-observability-paper,instruction_mutation,47,0,0,0
agentskill-observability-paper,instruction_mutation,48,0,0,0
agentskill-observability-paper,instruction_mutation,49,0,0,0
agentskill-observability-paper,instruction_mutation,50,0,0,0
agentskill-observability-paper,instruction_mutation,51,0,0,0
agentskill-observability-paper,instruction_mutation,52,0,0,0
agentskill-observability-paper,instruction_mutation,53,0,0,0
agentskill-observability-paper,instruction_mutation,54,0,0,0
agentskill-observability-paper,instruction_mutation,55,0,0,0
agentskill-observability-paper,instruction_mutation,56,0,0,0
agentskill-observability-paper,instruction_mutation,57,0,0,0
agentskill-observability-paper,instruction_mutation,58,0,0,0
agentskill-observability-paper,instruction_mutation,59,0,0,0
academic-writing-skills,skill_tool,0,0,0,0
academic-writing-skills,skill_tool,1,0,0,0
academic-writing-skills,skill_tool,2,0,0,0
academic-writing-skills,skill_tool,3,0,0,0
academic-writing-skills,skill_tool,4,0,0,0
academic-writing-skills,skill_tool,5,0,0,0
academic-writing-skills,skill_tool,6,0,0,0
academic-writing-skills,skill_tool,7,0,0,0
academic-writing-skills,skill_tool,8,0,0,0
academic-writing-skills,skill_tool,9,0,0,0
academic-writing-skills,skill_tool,10,0,0,0
academic-writing-skills,skill_tool,11,0,0,0
academic-writing-skills,skill_tool,12,0,0,0
academic-writing-skills,skill_tool,13,0,0,0
academic-writing-skills,skill_tool,14,0,0,0
academic-writing-skills,skill_tool,15,0,0,0
academic-writing-skills,skill_tool,16,0,0,0
academic-writing-skills,skill_tool,17,0,0,0
academic-writing-skills,skill_tool,18,0,0,0
academic-writing-skills,skill_tool,19,0,0,0
academic-writing-skills,skill_tool,20,0,0,0
academic-writing-skills,skill_tool,21,0,0,0
academic-writing-skills,skill_tool,22,0,0,0
academic-writing-skills,skill_tool,23,0,0,0
academic-writing-skills,skill_tool,24,0,0,0
academic-writing-skills,skill_tool,25,0,0,0
academic-writing-skills,skill_tool,26,0,0,0
academic-writing-skills,skill_tool,27,0,0,0
academic-writing-skills,skill_tool,28,0,0,0
academic-writing-skills,skill_tool,29,0,0,0
academic-writing-skills,skill_tool,30,0,0,0
academic-writing-skills,skill_tool,31,0,0,0
academic-writing-skills,skill_tool,32,0,0,0
academic-writing-skills,skill_tool,33,0,0,0
academic-writing-skills,skill_tool,34,0,0,0
academic-writing-skills,skill_tool,35,0,0,0
academic-writing-skills,skill_tool,36,0,0,0
academic-writing-skills,skill_tool,37,0,0,0
academic-writing-skills,skill_tool,38,0,0,0
academic-writing-skills,skill_tool,39,0,0,0
academic-writing-skills,skill_tool,40,0,0,0
academic-writing-skills,skill_tool,41,0,0,0
academic-writing-skills,skill_tool,42,0,0,0
academic-writing-skills,skill_tool,43,0,0,0
academic-writing-skills,skill_tool,44,0,0,0
academic-writing-skills,skill_tool,45,0,0,0
academic-writing-skills,skill_tool,46,0,0,0
academic-writing-skills,skill_tool,47,0,0,0
academic-writing-skills,skill_tool,48,0,0,0
academic-writing-skills,skill_tool,49,0,0,0
academic-writing-skills,skill_tool,50,0,0,0
academic-writing-skills,skill_tool,51,0,0,0
academic-writing-skills,skill_tool,52,0,0,0
academic-writing-skills,skill_tool,53,0,0,0
academic-writing-skills,skill_tool,54,0,0,0
academic-writing-skills,skill_tool,55,0,0,0
academic-writing-skills,skill_tool,56,0,0,0
academic-writing-skills,skill_tool,57,0,0,0
academic-writing-skills,skill_tool,58,0,0,0
academic-writing-skills,skill_tool,59,0,0,0
academic-writing-skills,instruction_read,0,2,2,1
academic-writing-skills,instruction_read,1,3,3,1
academic-writing-skills,instruction_read,2,3,3,1
academic-writing-skills,instruction_read,3,4,4,1
academic-writing-skills,instruction_read,4,1,1,1
academic-writing-skills,instruction_read,5,1,1,1
academic-writing-skills,instruction_read,6,3,3,1
academic-writing-skills,instruction_read,7,2,2,2
academic-writing-skills,instruction_read,8,1,1,1
academic-writing-skills,instruction_read,9,1,1,1
academic-writing-skills,instruction_read,10,3,3,2
academic-writing-skills,instruction_read,11,7,4,2
academic-writing-skills,instruction_read,12,3,3,1
academic-writing-skills,instruction_read,13,0,0,0
academic-writing-skills,instruction_read,14,2,2,2
academic-writing-skills,instruction_read,15,2,2,2
academic-writing-skills,instruction_read,16,1,1,1
academic-writing-skills,instruction_read,17,4,4,3
academic-writing-skills,instruction_read,18,0,0,0
academic-writing-skills,instruction_read,19,8,4,2
academic-writing-skills,instruction_read,20,6,5,3
academic-writing-skills,instruction_read,21,6,4,1
academic-writing-skills,instruction_read,22,8,4,1
academic-writing-skills,instruction_read,23,2,1,1
academic-writing-skills,instruction_read,24,1,1,1
academic-writing-skills,instruction_read,25,3,3,1
academic-writing-skills,instruction_read,26,0,0,0
academic-writing-skills,instruction_read,27,1,1,1
academic-writing-skills,instruction_read,28,0,0,0
academic-writing-skills,instruction_read,29,1,1,1
academic-writing-skills,instruction_read,30,0,0,0
academic-writing-skills,instruction_read,31,3,2,1
academic-writing-skills,instruction_read,32,2,2,1
academic-writing-skills,instruction_read,33,0,0,0
academic-writing-skills,instruction_read,34,2,2,1
academic-writing-skills,instruction_read,35,0,0,0
academic-writing-skills,instruction_read,36,0,0,0
academic-writing-skills,instruction_read,37,0,0,0
academic-writing-skills,instruction_read,38,8,4,1
academic-writing-skills,instruction_read,39,1,1,1
academic-writing-skills,instruction_read,40,4,2,1
academic-writing-skills,instruction_read,41,1,1,1
academic-writing-skills,instruction_read,42,4,3,1
academic-writing-skills,instruction_read,43,3,3,1
academic-writing-skills,instruction_read,44,1,1,1
academic-writing-skills,instruction_read,45,4,3,1
academic-writing-skills,instruction_read,46,0,0,0
academic-writing-skills,instruction_read,47,0,0,0
academic-writing-skills,instruction_read,48,1,1,1
academic-writing-skills,instruction_read,49,3,3,1
academic-writing-skills,instruction_read,50,6,4,1
academic-writing-skills,instruction_read,51,0,0,0
academic-writing-skills,instruction_read,52,0,0,0
academic-writing-skills,instruction_read,53,0,0,0
academic-writing-skills,instruction_read,54,3,2,1
academic-writing-skills,instruction_read,55,3,1,1
academic-writing-skills,instruction_read,56,7,3,1
academic-writing-skills,instruction_read,57,1,1,1
academic-writing-skills,instruction_read,58,2,1,1
academic-writing-skills,instruction_read,59,2,2,1
academic-writing-skills,instruction_mutation,0,0,0,0
academic-writing-skills,instruction_mutation,1,4,4,1
academic-writing-skills,instruction_mutation,2,2,2,1
academic-writing-skills,instruction_mutation,3,0,0,0
academic-writing-skills,instruction_mutation,4,0,0,0
academic-writing-skills,instruction_mutation,5,3,3,1
academic-writing-skills,instruction_mutation,6,0,0,0
academic-writing-skills,instruction_mutation,7,3,3,1
academic-writing-skills,instruction_mutation,8,0,0,0
academic-writing-skills,instruction_mutation,9,0,0,0
academic-writing-skills,instruction_mutation,10,0,0,0
academic-writing-skills,instruction_mutation,11,0,0,0
academic-writing-skills,instruction_mutation,12,0,0,0
academic-writing-skills,instruction_mutation,13,0,0,0
academic-writing-skills,instruction_mutation,14,0,0,0
academic-writing-skills,instruction_mutation,15,0,0,0
academic-writing-skills,instruction_mutation,16,0,0,0
academic-writing-skills,instruction_mutation,17,0,0,0
academic-writing-skills,instruction_mutation,18,0,0,0
academic-writing-skills,instruction_mutation,19,0,0,0
academic-writing-skills,instruction_mutation,20,0,0,0
academic-writing-skills,instruction_mutation,21,0,0,0
academic-writing-skills,instruction_mutation,22,1,1,1
academic-writing-skills,instruction_mutation,23,1,1,1
academic-writing-skills,instruction_mutation,24,9,9,1
academic-writing-skills,instruction_mutation,25,1,1,1
academic-writing-skills,instruction_mutation,26,4,4,1
academic-writing-skills,instruction_mutation,27,5,5,1
academic-writing-skills,instruction_mutation,28,1,1,1
academic-writing-skills,instruction_mutation,29,1,1,1
academic-writing-skills,instruction_mutation,30,4,4,1
academic-writing-skills,instruction_mutation,31,0,0,0
academic-writing-skills,instruction_mutation,32,5,5,1
academic-writing-skills,instruction_mutation,33,3,3,1
academic-writing-skills,instruction_mutation,34,8,8,1
academic-writing-skills,instruction_mutation,35,1,1,1
academic-writing-skills,instruction_mutation,36,0,0,0
academic-writing-skills,instruction_mutation,37,0,0,0
academic-writing-skills,instruction_mutation,38,4,4,1
academic-writing-skills,instruction_mutation,39,4,4,1
academic-writing-skills,instruction_mutation,40,1,1,1
academic-writing-skills,instruction_mutation,41,3,3,1
academic-writing-skills,instruction_mutation,42,4,4,1
academic-writing-skills,instruction_mutation,43,3,3,1
academic-writing-skills,instruction_mutation,44,10,10,1
academic-writing-skills,instruction_mutation,45,7,7,1
academic-writing-skills,instruction_mutation,46,6,6,1
academic-writing-skills,instruction_mutation,47,3,3,1
academic-writing-skills,instruction_mutation,48,0,0,0
academic-writing-skills,instruction_mutation,49,0,0,0
academic-writing-skills,instruction_mutation,50,4,4,1
academic-writing-skills,instruction_mutation,51,11,11,1
academic-writing-skills,instruction_mutation,52,4,4,1
academic-writing-skills,instruction_mutation,53,0,0,0
academic-writing-skills,instruction_mutation,54,2,2,1
academic-writing-skills,instruction_mutation,55,2,2,1
academic-writing-skills,instruction_mutation,56,2,2,1
academic-writing-skills,instruction_mutation,57,9,9,1
academic-writing-skills,instruction_mutation,58,4,4,1
academic-writing-skills,instruction_mutation,59,6,6,1
