project,vendor,session_id,event_index,event_id,source_call_id,ts_ms,status,source_kind,action_ordinal,operation,path,previous_path
agentsight,codex,codex:rollout-2026-07-14T15-45-08-019f62ce-31d6-7a12-9936-775a1603b1fe,100163,codex:rollout-2026-07-14T15-45-08-019f62ce-31d6-7a12-9936-775a1603b1fe:36,call_OxrQ5x4CbzcMJJNn4qpVOXGq,1784069435382,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-14T15-45-08-019f62ce-31d6-7a12-9936-775a1603b1fe,100164,codex:rollout-2026-07-14T15-45-08-019f62ce-31d6-7a12-9936-775a1603b1fe:37,call_CTX6AxJJcbXfVrBrl43jdAgU,1784069439128,ok,instruction_read,0,read,AGENTS.md,
agentsight,claude,claude:378f36e6-13b0-454a-9063-6615280ff0a1,100929,claude:378f36e6-13b0-454a-9063-6615280ff0a1:0,toolu_01At4qm9NCqjRZPAz1PmDEEP,1784099203232,ok,skill_tool,,,,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,101039,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:13143,call_tz9FuKZJELrqVvm9s5KtuBPT,1784099609458,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101909,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2854,call_jkQIPFrzv4H9LnnmXeCQnA25,1784102838732,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101909,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2854,call_jkQIPFrzv4H9LnnmXeCQnA25,1784102838732,ok,instruction_read,1,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101911,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2856,call_FQ6PFN6gAmen53Gmnm6Bf6CD,1784102850738,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101913,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2858,call_BprdOZJG10HoVlzuAogqKw4n,1784102863206,observed,instruction_mutation,0,write,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101916,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2861,call_XeAuWnQeZjXij2JeVQmSUGhe,1784102868769,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101916,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2861,call_XeAuWnQeZjXij2JeVQmSUGhe,1784102868769,ok,instruction_read,1,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101918,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2862,call_mr6Ejd6EziXlXDoxgONiszQq,1784102874655,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101919,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2863,call_jYpIdAdQQUb3X2THpnR4GeKw,1784102877928,observed,instruction_mutation,0,write,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101921,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2865,call_j1mLmXxGvkwoNPownBvFOjJK,1784102884727,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101921,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2865,call_j1mLmXxGvkwoNPownBvFOjJK,1784102884727,ok,instruction_read,1,read,CLAUDE.md,
agentsight,claude,claude:f3f45902-f7f5-40a8-b15d-f73a0e401dd8,101964,claude:f3f45902-f7f5-40a8-b15d-f73a0e401dd8:16,toolu_017gJ3ecUmNzJrkggrkdLtQw,1784103009493,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,101977,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:2877,call_KVgTaRQWLAAlyx9jkGZuXhba,1784103073787,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:1323a56d-510e-4e16-9df3-fcaf2b66d1d7,102120,claude:1323a56d-510e-4e16-9df3-fcaf2b66d1d7:26,toolu_01Ua7C5VpgaZv3BhmD8mSfbG,1784104662722,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-15T02-04-12-019f6504-f809-7382-8fc1-4b078c439d1f,103223,codex:rollout-2026-07-15T02-04-12-019f6504-f809-7382-8fc1-4b078c439d1f:38,call_1KODy17B8ddtyq5nEXFFaUZX,1784109316052,ok,instruction_read,0,read,AGENTS.md,
agentsight,claude,claude:94c52fd5-5a57-4584-bf83-a78b4d22068f,103980,claude:94c52fd5-5a57-4584-bf83-a78b4d22068f:8,toolu_01477eaybpa1QyhKojc2EyC9,1784114273538,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,104202,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:3436,call_PRd36yYz5DBR9j6AqSe54km5,1784115035100,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:cc380ed1-7def-420b-957a-c8d36a2ea865,104206,claude:cc380ed1-7def-420b-957a-c8d36a2ea865:17,toolu_018jYttDJHYqMpwh9UDgQvrq,1784115040412,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:cc380ed1-7def-420b-957a-c8d36a2ea865,104206,claude:cc380ed1-7def-420b-957a-c8d36a2ea865:17,toolu_018jYttDJHYqMpwh9UDgQvrq,1784115040412,ok,instruction_read,1,read,docs/agents.md,
agentsight,claude,claude:cc380ed1-7def-420b-957a-c8d36a2ea865,104208,claude:cc380ed1-7def-420b-957a-c8d36a2ea865:18,toolu_015pyupuiM6ZN8S6xoDnooTN,1784115052442,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,104213,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:3439,call_9b0esLi7Za5JGlq2URZXAtM8,1784115074679,observed,instruction_mutation,0,write,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,104214,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:3440,call_ufyp2r48yrZLQ5Z4kccXiKKR,1784115080948,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-15T04-15-48-019f657d-756c-77e2-b1c1-8dfabaa8325e,104228,codex:rollout-2026-07-15T04-15-48-019f657d-756c-77e2-b1c1-8dfabaa8325e:85,call_mCQmBNYolygrpoHrYoyQFCN3,1784115111345,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-15T04-15-48-019f657d-756c-77e2-b1c1-8dfabaa8325e,104228,codex:rollout-2026-07-15T04-15-48-019f657d-756c-77e2-b1c1-8dfabaa8325e:85,call_mCQmBNYolygrpoHrYoyQFCN3,1784115111345,ok,instruction_read,1,read,CLAUDE.md,
agentsight,claude,claude:d38b4cbd-c273-4461-8cc8-dd848d07a0db,104317,claude:d38b4cbd-c273-4461-8cc8-dd848d07a0db:33,toolu_01ENPT8rFKPjjffkqdUnhCWD,1784115450928,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-15T04-15-48-019f657d-756c-77e2-b1c1-8dfabaa8325e,104367,codex:rollout-2026-07-15T04-15-48-019f657d-756c-77e2-b1c1-8dfabaa8325e:107,call_Tj3M8Zu3ALyUkCJEDq9DeNQw,1784115641328,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-15T04-15-48-019f657d-756c-77e2-b1c1-8dfabaa8325e,104367,codex:rollout-2026-07-15T04-15-48-019f657d-756c-77e2-b1c1-8dfabaa8325e:107,call_Tj3M8Zu3ALyUkCJEDq9DeNQw,1784115641328,ok,instruction_read,1,read,CLAUDE.md,
agentsight,claude,claude:8cd015b8-f383-4912-9244-bd2abb108091,104384,claude:8cd015b8-f383-4912-9244-bd2abb108091:11,toolu_01ScoYLXr4QRVnTjpxhJ97Xc,1784115710886,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:8cd015b8-f383-4912-9244-bd2abb108091,104386,claude:8cd015b8-f383-4912-9244-bd2abb108091:12,toolu_015eE2wA8KEqxjZsL6CwWvtb,1784115721815,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-15T08-05-42-019f664f-f102-7642-9f55-304e63ff9e8d,106782,codex:rollout-2026-07-15T08-05-42-019f664f-f102-7642-9f55-304e63ff9e8d:13,call_tyQlRFzCsCiOAHu74Rgiw3EK,1784128078474,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,108223,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:15101,call_0pwv9tpATNsQ6Cy2x6MJQrAE,1784161495038,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-15T17-25-52-019f6850-c773-7700-b360-38f4937544ca,108275,codex:rollout-2026-07-15T17-25-52-019f6850-c773-7700-b360-38f4937544ca:7,call_r1vc4HIj5UlAkjulcU8Cbwel,1784161629478,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,108471,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:15168,call_vb0tkIi8q1IP57cJ2J4eyuJq,1784162393278,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:b4476db9-df8e-420c-b488-30cf0a4bf4b4,108962,claude:b4476db9-df8e-420c-b488-30cf0a4bf4b4:13,toolu_01Gj24tAdKTMQ8UJCioCghkL,1784164178643,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:38700216-8d1c-4c55-b9ac-fc86fc2c26ec,109073,claude:38700216-8d1c-4c55-b9ac-fc86fc2c26ec:9,toolu_01HUBUsEFc6GzGrTYkXc3ri3,1784164425508,ok,instruction_read,1,read,docs/agents.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,109245,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:15390,call_UHHlObjIJNrQLHO50YUj80BU,1784165946183,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,109409,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:4712,call_iZ1gqMw14PxlEMNRabGqnRGa,1784172747336,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,109453,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:4726,call_jlRgG3LpjzBBoCTd8Y60git4,1784172915892,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,109529,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:4750,call_knRxrGYQRLHdWwoBqud2Q4qV,1784173431125,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,109550,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:4767,call_wYLyrXyaMUTorrb7BNrjQ5sp,1784173529430,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,109739,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:4842,call_7JlPCeWLI3YjQnNzrobFxQiW,1784174551401,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,109796,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:4859,call_uZN0mNySDipWP8J2JHYcephw,1784174835982,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,109854,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:4870,call_AhMiet1U2HnT4HhjFzJDoBHe,1784175108243,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,109893,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:4883,call_c8E08tor8CHEfMizPcp0Isah,1784175265748,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,109909,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:4888,call_MPYdwsO1u5mFRc76Rbz25Nc3,1784175315452,ok,instruction_read,0,read,skills/agentsight-testing/SKILL.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,110091,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:4973,call_wlYOhYLYsbbG1x0sKqBvQNsR,1784176688890,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,110131,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:15622,call_05rFTb2tU91BgUtsrxpmKcUU,1784177090958,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,110210,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:5028,call_aPhXdtb6oa59tCpUm2EucEsQ,1784177524893,ok,instruction_read,0,read,skills/agentsight-testing/SKILL.md,
agentsight,codex,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456,110239,codex:rollout-2026-07-09T19-10-24-019f49ca-54e7-7a91-82e7-a52b53cfd456:5045,call_oFqHuHg738hHD0A3xdLkqDjF,1784177671697,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,110495,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:15774,call_bvtbOjeO9KryfsiP7UdJEBRT,1784181009396,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,110843,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:15955,call_JTCkiueWR44N5tSrEPKpZHYK,1784185830716,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-16T00-27-51-019f69d3-1e2d-7171-a44f-ee43519ac528,110944,codex:rollout-2026-07-16T00-27-51-019f69d3-1e2d-7171-a44f-ee43519ac528:1,call_u0h9eFdxxtDYsSEo8YK9bBUb,1784186894490,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-16T00-34-15-019f69d8-faf9-7540-952e-60aa304349d7,110986,codex:rollout-2026-07-16T00-34-15-019f69d8-faf9-7540-952e-60aa304349d7:0,call_oy11Jyrfxh1T5ilCdsFZHJ23,1784187264967,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-16T00-34-15-019f69d8-faf9-7540-952e-60aa304349d7,110986,codex:rollout-2026-07-16T00-34-15-019f69d8-faf9-7540-952e-60aa304349d7:0,call_oy11Jyrfxh1T5ilCdsFZHJ23,1784187264967,ok,instruction_read,1,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-16T00-34-15-019f69d8-faf9-7540-952e-60aa304349d7,110986,codex:rollout-2026-07-16T00-34-15-019f69d8-faf9-7540-952e-60aa304349d7:0,call_oy11Jyrfxh1T5ilCdsFZHJ23,1784187264967,ok,instruction_read,2,read,SKILL.md,
agentsight,codex,codex:rollout-2026-07-16T00-34-15-019f69d8-faf9-7540-952e-60aa304349d7,110987,codex:rollout-2026-07-16T00-34-15-019f69d8-faf9-7540-952e-60aa304349d7:1,call_OqGV0dfpGMApX8xfDfC5NwjP,1784187271189,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-16T00-34-15-019f69d8-faf9-7540-952e-60aa304349d7,110989,codex:rollout-2026-07-16T00-34-15-019f69d8-faf9-7540-952e-60aa304349d7:2,call_FoUO0RWaHLaRN7XlUEKdFwRO,1784187279567,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-16T00-49-22-019f69e6-d0f0-78a1-ab1d-b5021a709896,111085,codex:rollout-2026-07-16T00-49-22-019f69e6-d0f0-78a1-ab1d-b5021a709896:1,call_N5HAXFpGUXX6njo2uvpiMOHW,1784188183112,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-16T00-56-10-019f69ed-0d47-7192-88af-d6fa97b422a5,111289,codex:rollout-2026-07-16T00-56-10-019f69ed-0d47-7192-88af-d6fa97b422a5:25,call_LpmmqqZhXbv5QDsaqscdnsjt,1784189070297,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,111308,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:16146,call_OBbFb1XK5i2vFIvXIKiyp73G,1784189148833,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-16T01-17-45-019f6a00-cfe0-7aa3-8f22-00267ad4f171,111428,codex:rollout-2026-07-16T01-17-45-019f6a00-cfe0-7aa3-8f22-00267ad4f171:1,call_Wd4BXaGYIu9YGVlSpHiUk0sI,1784189885669,ok,instruction_read,0,read,skills/agentsight-testing/SKILL.md,
agentsight,claude,claude:8816b1ba-1844-4fab-8e16-b3a2de276423,111515,claude:8816b1ba-1844-4fab-8e16-b3a2de276423:25,toolu_01GrStSzkuUg8ESd8w4kniR7,1784190191241,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,111982,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:16397,call_LFygddY1L9cmCV7dyh3iEoz6,1784243131405,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-16T16-13-48-019f6d35-2b4b-72d1-9d66-cafc1b630e2b,112026,codex:rollout-2026-07-16T16-13-48-019f6d35-2b4b-72d1-9d66-cafc1b630e2b:1,call_7Vhei3Q6u81gLlkShD5kekls,1784243644782,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-16T16-13-48-019f6d35-2b4b-72d1-9d66-cafc1b630e2b,112031,codex:rollout-2026-07-16T16-13-48-019f6d35-2b4b-72d1-9d66-cafc1b630e2b:4,call_XYdznge1puJpalC5ZIOu916E,1784243654089,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,112179,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:16491,call_1pcUse592WqhHAt39VhPyWb3,1784244653077,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,112197,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:16498,call_PLrPNmnUNDlxhufIQ7kY1f6l,1784244823685,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-16T16-13-48-019f6d35-2b4b-72d1-9d66-cafc1b630e2b,112210,codex:rollout-2026-07-16T16-13-48-019f6d35-2b4b-72d1-9d66-cafc1b630e2b:66,call_UVJQCQfgla5Wewa2O9GmglZK,1784244932182,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,112325,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:16577,call_lNHngs9p8sdQNtBVo9kQ1nAm,1784245879564,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,112326,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:16578,call_S3iIPD4W0Y8ApGoo3tYR96Pc,1784245884523,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,112328,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:16579,call_pBq1MeesSlZtS2ZvIWneTWbR,1784245888012,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,113380,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:16941,call_u8iOHYnTdCu5g8vKa2Jkg6bh,1784253709639,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,114953,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:17988,call_c5MuaywKZzPUXL00VVD0ICod,1784285148591,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,114953,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:17988,call_c5MuaywKZzPUXL00VVD0ICod,1784285148591,ok,instruction_read,1,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,114956,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:17989,call_cJLnOIgP0HYyYmIbuNL82pxw,1784285156298,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,115534,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:18292,call_3gWudScD4rt3pp7yY5y4YyXq,1784293066771,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,115832,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:18480,call_2FuEE8d4go8hRlSTvI50yBDS,1784297469491,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,115832,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:18480,call_2FuEE8d4go8hRlSTvI50yBDS,1784297469491,ok,instruction_read,1,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,115833,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:18481,call_w5fg1cdxl8MbBuZ7QyfkqeOs,1784297477677,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,115836,codex:rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2:18484,call_EWw8WwXGesJUBjrfwUyF4keT,1784297653049,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-17T07-14-39-019f706d-eade-7a10-a1ec-091d73a9e3b4,115880,codex:rollout-2026-07-17T07-14-39-019f706d-eade-7a10-a1ec-091d73a9e3b4:25,call_sUdI77RmKN7s1P4Pvxsyrn1R,1784297975944,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-07-19T17-34-32-019f7cf2-28f8-78f2-bde8-d939b58252e2,117227,codex:rollout-2026-07-19T17-34-32-019f7cf2-28f8-78f2-bde8-d939b58252e2:1,call_p4olkG9o7ZyYPMytotmRRc5I,1784507803765,ok,instruction_read,3,read,docs/agents.md,
agentsight,codex,codex:rollout-2026-07-19T17-34-32-019f7cf2-28f8-78f2-bde8-d939b58252e2,117241,codex:rollout-2026-07-19T17-34-32-019f7cf2-28f8-78f2-bde8-d939b58252e2:11,call_MAD5bQLXrWjjnUrltgEoV5Zt,1784509382272,ok,instruction_read,1,read,skills/agent-interaction-insights/SKILL.md,
agentsight,codex,codex:rollout-2026-07-19T17-34-32-019f7cf2-28f8-78f2-bde8-d939b58252e2,117241,codex:rollout-2026-07-19T17-34-32-019f7cf2-28f8-78f2-bde8-d939b58252e2:11,call_MAD5bQLXrWjjnUrltgEoV5Zt,1784509382272,ok,instruction_read,3,read,skills/agentsight-system-friction/SKILL.md,
