project,path,audit_reason,assigned_type,ok_plus_observed_actions
ActPlane,docs/corpus-test/openagentsafety_llama/safety-api-in-codebase/workspace/transaction-verification-service/transaction-service/verification/fraud_detector.py,docs_path_with_code_extension,code,1
ActPlane,docs/corpus-test/perf/agent_trace_replay.py,docs_path_with_code_extension,code,3
ActPlane,docs/corpus-test/perf/linux_build_once.py,docs_path_with_code_extension,code,2
ActPlane,docs/corpus-test/perf/plot_rq2.py,docs_path_with_code_extension,code,2
ActPlane,docs/corpus-test/perf/run_macro.py,docs_path_with_code_extension,code,6
ActPlane,docs/corpus-test/perf/run_perf.py,docs_path_with_code_extension,code,7
ActPlane,docs/corpus-test/perf/syscall_microbench.c,docs_path_with_code_extension,code,4
ActPlane,docs/corpus-test/rohitg00__agentmemory/6/fixtures/add_archive_audit.sh,bench_or_fixture_path,code,1
ActPlane,docs/corpus-test/rohitg00__agentmemory/6/fixtures/add_archive_audit.sh,docs_path_with_code_extension,code,1
ActPlane,docs/corpus-test/rohitg00__agentmemory/container-entrypoints-only/fixtures/task.sh,bench_or_fixture_path,code,1
ActPlane,docs/corpus-test/rohitg00__agentmemory/container-entrypoints-only/fixtures/task.sh,docs_path_with_code_extension,code,1
ActPlane,docs/corpus-test/ruvnet__ruflo/29/fixtures/write_root_backup.sh,bench_or_fixture_path,code,1
ActPlane,docs/corpus-test/ruvnet__ruflo/29/fixtures/write_root_backup.sh,docs_path_with_code_extension,code,1
ActPlane,docs/corpus-test/ruvnet__ruflo/read-before-edit/fixtures/task.sh,bench_or_fixture_path,code,1
ActPlane,docs/corpus-test/ruvnet__ruflo/read-before-edit/fixtures/task.sh,docs_path_with_code_extension,code,1
ActPlane,docs/corpus-test/yusufkaraaslan__Skill_Seekers/68/fixtures/payload.py,bench_or_fixture_path,code,1
ActPlane,docs/corpus-test/yusufkaraaslan__Skill_Seekers/68/fixtures/payload.py,docs_path_with_code_extension,code,1
ActPlane,docs/corpus-test/yusufkaraaslan__Skill_Seekers/68/fixtures/stage_api_key.py,bench_or_fixture_path,code,1
ActPlane,docs/corpus-test/yusufkaraaslan__Skill_Seekers/68/fixtures/stage_api_key.py,docs_path_with_code_extension,code,1
ActPlane,docs/corpus-test/yusufkaraaslan__Skill_Seekers/68/fixtures/task.sh,bench_or_fixture_path,code,1
ActPlane,docs/corpus-test/yusufkaraaslan__Skill_Seekers/68/fixtures/task.sh,docs_path_with_code_extension,code,1
ActPlane,docs/corpus-test/yusufkaraaslan__Skill_Seekers/local-fast-test-scope/fixtures/task.sh,bench_or_fixture_path,code,1
ActPlane,docs/corpus-test/yusufkaraaslan__Skill_Seekers/local-fast-test-scope/fixtures/task.sh,docs_path_with_code_extension,code,1
ActPlane,docs/corpus/collect.sh,docs_path_with_code_extension,code,1
ActPlane,docs/corpus/fill_text.py,docs_path_with_code_extension,code,1
ActPlane,docs/corpus/gen_ruflo.py,docs_path_with_code_extension,code,7
ActPlane,docs/corpus/validate.py,docs_path_with_code_extension,code,61
ActPlane,docs/eval_runs/rq1-expressiveness/full-607-subagents/merge_results.py,docs_path_with_code_extension,code,2
ActPlane,docs/eval_scripts/agent_sdk_eval.py,docs_path_with_code_extension,code,341
ActPlane,docs/eval_scripts/baseline_setup_audit.py,docs_path_with_code_extension,code,2
ActPlane,docs/eval_scripts/docker_agent_sdk_eval.py,docs_path_with_code_extension,code,40
ActPlane,docs/eval_scripts/docker_eval_entrypoint.py,docs_path_with_code_extension,code,12
ActPlane,docs/eval_scripts/docker_eval_entrypoint.sh,docs_path_with_code_extension,code,10
ActPlane,docs/eval_scripts/judge_trajectory.py,docs_path_with_code_extension,code,120
ActPlane,docs/eval_scripts/llama_server.py,docs_path_with_code_extension,code,55
ActPlane,docs/eval_scripts/prompt_filter_baseline.py,docs_path_with_code_extension,code,22
ActPlane,docs/eval_scripts/prompt_templates.py,docs_path_with_code_extension,code,9
ActPlane,docs/eval_scripts/replay_agent.py,docs_path_with_code_extension,code,53
ActPlane,docs/eval_scripts/revise_rq1_fn_policies.py,docs_path_with_code_extension,code,2
ActPlane,docs/eval_scripts/rq1_smoke_local.py,docs_path_with_code_extension,code,31
ActPlane,docs/eval_scripts/run_baseline_eval.py,docs_path_with_code_extension,code,2
ActPlane,docs/eval_scripts/run_eval.py,docs_path_with_code_extension,code,180
ActPlane,docs/eval_scripts/run_eval_docker.sh,docs_path_with_code_extension,code,4
ActPlane,docs/eval_scripts/run_eval_isolated.sh,docs_path_with_code_extension,code,8
ActPlane,docs/eval_scripts/summarize_agent_sdk_results.py,docs_path_with_code_extension,code,78
ActPlane,docs/eval_scripts/supplement_rq1_fn_policies.py,docs_path_with_code_extension,code,2
ActPlane,docs/eval_scripts/tool_ifc_baseline.py,docs_path_with_code_extension,code,4
ActPlane,docs/eval_scripts/tool_layer.py,docs_path_with_code_extension,code,29
ActPlane,docs/eval_scripts/tool_regex_baseline.py,docs_path_with_code_extension,code,42
ActPlane,docs/eval_scripts/validate_trace_artifacts.py,docs_path_with_code_extension,code,30
ActPlane,docs/paper/figures/cumulative_coverage.png,paper_asset,paper/docs,2
ActPlane,docs/paper/figures/empirical_rq1_directive_fraction.png,paper_asset,paper/docs,1
ActPlane,docs/paper/figures/empirical_rq2_directive_ratio.png,paper_asset,paper/docs,1
ActPlane,docs/paper/figures/empirical_rq4_context_overall.png,paper_asset,paper/docs,1
ActPlane,docs/paper/figures/repo_requirements.png,paper_asset,paper/docs,2
ActPlane,docs/paper/figures/rq1_dcr_bar.png,paper_asset,paper/docs,1
ActPlane,docs/paper/figures/rq2_syscall_micro.png,paper_asset,paper/docs,1
ActPlane,docs/paper/scripts/plot_octobench_rq3.py,docs_path_with_code_extension,code,3
ActPlane,docs/paper/scripts/plot_rq2_macro_overhead.py,docs_path_with_code_extension,code,1
ActPlane,docs/papers/actplane_atc_comments.pdf,paper_asset,paper/docs,1
ActPlane,docs/papers/check_geom.pdf,paper_asset,paper/docs,1
ActPlane,docs/papers/check_geom2.pdf,paper_asset,paper/docs,1
ActPlane,docs/papers/documents/actplane_atc (5)(1).pdf,paper_asset,paper/docs,2
ActPlane,docs/papers/extended-abstract.pdf,paper_asset,paper/docs,3
ActPlane,docs/papers/figures/architecture.pdf,paper_asset,paper/docs,12
ActPlane,docs/papers/figures/empirical-waterfall-1.png,paper_asset,paper/docs,1
ActPlane,docs/papers/figures/empirical-waterfall-context-1.png,paper_asset,paper/docs,2
ActPlane,docs/papers/figures/empirical-waterfall-enforcement-1.png,paper_asset,paper/docs,2
ActPlane,docs/papers/figures/empirical_waterfall_context.png,paper_asset,paper/docs,1
ActPlane,docs/papers/figures/empirical_waterfall_enforcement.png,paper_asset,paper/docs,1
ActPlane,docs/papers/figures/octobench_rq3.png,paper_asset,paper/docs,3
ActPlane,docs/papers/figures/preview_rq3-1.png,paper_asset,paper/docs,1
ActPlane,docs/papers/figures/preview_rq4-1.png,paper_asset,paper/docs,1
ActPlane,docs/papers/figures/rq1-pipeline.pdf,paper_asset,paper/docs,15
ActPlane,docs/papers/figures/rq1_dcr_bar.pdf,paper_asset,paper/docs,2
ActPlane,docs/papers/figures/rq1_family_breakdown.pdf,paper_asset,paper/docs,4
ActPlane,docs/papers/figures/rq4_safety_bar.pdf,paper_asset,paper/docs,3
ActPlane,docs/papers/main-preview-03.png,paper_asset,paper/docs,3
ActPlane,docs/papers/main-preview-04.png,paper_asset,paper/docs,4
ActPlane,docs/papers/main-preview-05.png,paper_asset,paper/docs,3
ActPlane,docs/papers/main.pdf,paper_asset,paper/docs,12
ActPlane,docs/papers/scripts/plot_empirical.py,docs_path_with_code_extension,code,11
ActPlane,docs/papers/scripts/plot_evaluation_kinsn.py,docs_path_with_code_extension,code,1
ActPlane,docs/papers/scripts/plot_octobench_rq3.py,docs_path_with_code_extension,code,11
ActPlane,docs/papers/scripts/plot_rq2_macro_overhead.py,docs_path_with_code_extension,code,2
ActPlane,docs/papers/scripts/plot_rq2_results.py,docs_path_with_code_extension,code,1
ActPlane,docs/papers/scripts/plot_rq4_safety.py,docs_path_with_code_extension,code,11
ActPlane,docs/rq1-expressiveness/run_study.py,docs_path_with_code_extension,code,15
ActPlane,docs/rq2-performance/agent_trace_replay.py,docs_path_with_code_extension,code,2
ActPlane,docs/rq2-performance/plot_rq2.py,docs_path_with_code_extension,code,4
ActPlane,docs/rq2-performance/run_macro.py,docs_path_with_code_extension,code,7
ActPlane,docs/rq2-performance/run_perf.py,docs_path_with_code_extension,code,4
ActPlane,docs/temp/compute_octobench_rq4.py,docs_path_with_code_extension,code,4
ActPlane,docs/terminal-bench/no_timeout/sitecustomize.py,docs_path_with_code_extension,code,12
ActPlane,docs/terminal-bench/run_local_llama_full.py,docs_path_with_code_extension,code,21
ActPlane,docs/tmp/compute_stats.py,docs_path_with_code_extension,code,2
ActPlane,docs/tmp/experimental/expD_agent_loop/run_agent.sh,docs_path_with_code_extension,code,2
ActPlane,docs/tmp/fig_all_rqs.py,docs_path_with_code_extension,code,12
ActPlane,docs/tmp/fig_topic_distribution.py,docs_path_with_code_extension,code,2
ActPlane,docs/tmp/plot_rq1_dcr.py,docs_path_with_code_extension,code,15
ActPlane,docs/tmp/plot_rq1_family_breakdown.py,docs_path_with_code_extension,code,7
ActPlane,docs/tmp/plot_rq1_grr.py,docs_path_with_code_extension,code,1
ActPlane,docs/tmp/rq1/aggregate_latest_rq1_stats.py,docs_path_with_code_extension,code,5
ActPlane,docs/tmp/rq1/plot_rq1_figures.py,docs_path_with_code_extension,code,24
ActPlane,docs/tmp/rq1/run_one_trace_eval.py,docs_path_with_code_extension,code,7
ActPlane,docs/tmp/rq2_deepseek_judge_audit.py,docs_path_with_code_extension,code,12
ActPlane,docs/tmp/rq2_llm_judge_claim_protocol.py,docs_path_with_code_extension,code,6
ActPlane,docs/tmp/rq2_llm_judge_extra_sample.py,docs_path_with_code_extension,code,6
ActPlane,script/test/e2e_cases.yaml,test_path_with_noncode_extension,config,7
ActPlane,test/e2e_cases.yaml,test_path_with_noncode_extension,config,9
ActPlane,test/e2e_file_flow_cases.yaml,test_path_with_noncode_extension,config,14
ActPlane,test/policies/13_migration_freshness.yaml,test_path_with_noncode_extension,config,1
ActPlane,test/policies/14_linter_enforced_writes.yaml,test_path_with_noncode_extension,config,1
ActPlane,test/policies/15_domain_bindings.yaml,test_path_with_noncode_extension,config,2
ActPlane,test/policies/20_delegated_policy_layer.yaml,test_path_with_noncode_extension,config,1
academic-writing-skills,third_party/agent-skills/spec/agent-skills-spec.md,test_path_with_noncode_extension,paper/docs,1
agentsight,agentvis/research/construct_htir.py,docs_path_with_code_extension,code,4
agentsight,agentvis/research/quiescent_capture.py,docs_path_with_code_extension,code,8
agentsight,agentvis/research/test_construct_htir.py,docs_path_with_code_extension,test,2
agentsight,collector/tests/fixtures/top-home/.claude/projects/test/ci-claude.jsonl,bench_or_fixture_path,other,2
agentsight,collector/tests/fixtures/top-home/.claude/projects/test/ci-claude.jsonl,test_path_with_noncode_extension,other,2
agentsight,collector/tests/fixtures/top-home/.codex/sessions/2026/06/02/ci-codex.jsonl,bench_or_fixture_path,other,2
agentsight,collector/tests/fixtures/top-home/.codex/sessions/2026/06/02/ci-codex.jsonl,test_path_with_noncode_extension,other,2
agentsight,collector/tests/fixtures/top-home/.gemini/tmp/test/chats/ci-gemini.json,bench_or_fixture_path,other,2
agentsight,collector/tests/fixtures/top-home/.gemini/tmp/test/chats/ci-gemini.json,test_path_with_noncode_extension,other,2
agentsight,collector/tests/fixtures/top-home/.gemini/tmp/test/chats/session-ci-gemini.json,bench_or_fixture_path,other,3
agentsight,collector/tests/fixtures/top-home/.gemini/tmp/test/chats/session-ci-gemini.json,test_path_with_noncode_extension,other,3
agentsight,docs/agentpprof-paper/figures/make_benchmarks.py,docs_path_with_code_extension,code,1
agentsight,docs/agentpprof-paper/figures/make_rq_figures.py,docs_path_with_code_extension,code,15
agentsight,docs/agentpprof-paper/scripts/verify_bib.py,docs_path_with_code_extension,code,4
agentsight,docs/case-study/reasoning-loop-detection/latest_ai_development/src/latest_ai_development/main.py,docs_path_with_code_extension,code,3
agentsight,docs/design/artifacts/agent-interaction-insights.html,docs_path_with_code_extension,code,9
agentsight,docs/design/artifacts/agentsight-system-friction.html,docs_path_with_code_extension,code,13
agentsight,docs/design/vis/agent_flamegraph_demo.py,docs_path_with_code_extension,code,4
agentsight,docs/design/vis/record_flamegraph_smoke.py,docs_path_with_code_extension,code,3
agentsight,docs/fixtures/agent-run-summary/input.jsonl,bench_or_fixture_path,other,6
agentsight,docs/fixtures/blog-agent-run/input.jsonl,bench_or_fixture_path,other,4
agentsight,docs/fixtures/no-token-run/input.jsonl,bench_or_fixture_path,other,4
agentsight,docs/fixtures/sql-adapters/claude-code-tools/input.jsonl,bench_or_fixture_path,other,5
agentsight,docs/fixtures/sql-adapters/gemini-cli-basic/input.jsonl,bench_or_fixture_path,other,7
agentsight,docs/fixtures/sql-adapters/openclaw-basic/input.jsonl,bench_or_fixture_path,other,5
agentsight,docs/flamegraph-example/agentsight.sh,docs_path_with_code_extension,code,23
agentsight,docs/flamegraph-example/bpf-benchmark.sh,docs_path_with_code_extension,code,14
agentsight,docs/flamegraph/examples/bpf-benchmark.sh,docs_path_with_code_extension,code,19
agentsight,docs/paper/figures/fig-architecture-standalone.pdf,paper_asset,paper/docs,1
agentsight,docs/paper/figures/fig-architecture.pdf,paper_asset,paper/docs,1
agentsight,docs/paper/figures/flamegraph-files-paper.png,paper_asset,paper/docs,1
agentsight,docs/paper/figures/flamegraph-time-paper.png,paper_asset,paper/docs,1
agentsight,docs/paper/figures/flamegraph-tokens-paper.png,paper_asset,paper/docs,1
agentsight,docs/paper/figures/flamegraph-tokens-paper.svg,paper_asset,paper/docs,1
agentsight,docs/paper/figures/make_benchmarks.py,docs_path_with_code_extension,code,2
agentsight,docs/paper/figures/make_rq_figures.py,docs_path_with_code_extension,code,29
agentsight,docs/paper/figures/render-paper-flamegraphs.py,docs_path_with_code_extension,code,6
agentsight,docs/paper/main.pdf,paper_asset,paper/docs,2
agentsight,docs/paper/scripts/make_rq_figures.py,docs_path_with_code_extension,code,1
agentsight,docs/paper/scripts/verify_bib.py,docs_path_with_code_extension,code,6
agentsight,docs/skills/examples/agentsight-system-dashboard.html,docs_path_with_code_extension,code,47
agentsight,docs/skills/examples/interaction-insights-dashboard.html,docs_path_with_code_extension,code,68
agentsight,docs/tmp/build-and-evaluate/step-0031-20260715T182253-0700/experiment-001/agentboard_task_identity.py,docs_path_with_code_extension,code,4
agentsight,docs/tmp/build-and-evaluate/step-0032-20260716T010251-0700/experiment-001/literal_action_identity.py,docs_path_with_code_extension,code,12
agentsight,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-02/artifacts/hodoscope-e9b6930d4a0149cf76b15190a85dc9d9ff78a860/hodoscope/io.py,docs_path_with_code_extension,code,1
agentsight,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-02/artifacts/hodoscope-e9b6930d4a0149cf76b15190a85dc9d9ff78a860/hodoscope/sampling.py,docs_path_with_code_extension,code,1
agentsight,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-02/artifacts/hodoscope_paper-71d416be5ded11a4a65d671efdf602e4564e0803/experiments/run_table2.py,docs_path_with_code_extension,code,1
agentsight,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-02/artifacts/hodoscope_paper-71d416be5ded11a4a65d671efdf602e4564e0803/hodoscope/hodoscope/sampling.py,docs_path_with_code_extension,code,2
agentsight,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-03/artifacts/tau-bench/auto_error_identification.py,docs_path_with_code_extension,code,1
agentsight,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-03/artifacts/tau-bench/tau_bench/agents/tool_calling_agent.py,docs_path_with_code_extension,code,2
agentsight,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-03/artifacts/tau-bench/tau_bench/envs/base.py,docs_path_with_code_extension,code,4
agentsight,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-03/artifacts/tau-bench/tau_bench/run.py,docs_path_with_code_extension,code,1
agentsight,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-03/artifacts/tau-bench/tau_bench/types.py,docs_path_with_code_extension,code,2
agentsight,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/loop-001-rq2-hintbench/results/full/sources/evaluate.py,docs_path_with_code_extension,code,10
agentsight,docs/visexp/agentpprof-python/src/agentpprof/cli.py,docs_path_with_code_extension,code,2
agentsight,docs/visexp/agentpprof-python/src/agentpprof/flamegraph.py,docs_path_with_code_extension,code,3
agentsight,docs/visexp/agentpprof-python/src/agentpprof/model.py,docs_path_with_code_extension,code,1
agentsight,docs/visexp/agentpprof-python/src/agentpprof/parser.py,docs_path_with_code_extension,code,1
agentsight,docs/visexp/agentpprof-python/src/agentpprof/pprof.py,docs_path_with_code_extension,code,1
agentsight,docs/visexp/agentpprof-python/src/agentpprof/project.py,docs_path_with_code_extension,code,2
agentsight,docs/visexp/artifact_usability_r160.py,docs_path_with_code_extension,code,11
agentsight,docs/visexp/effect_lineage_smoke.py,docs_path_with_code_extension,code,75
agentsight,docs/visexp/evaluate_artifacts.py,docs_path_with_code_extension,code,161
agentsight,docs/visexp/fixtures/effect-lineage-snapshot.json,bench_or_fixture_path,other,3
agentsight,docs/visexp/live_lineage_harness.py,docs_path_with_code_extension,code,9
agentsight,docs/visexp/out/agentprocessbench-rq2/source/official-repo/annotation_platform/dataset.py,docs_path_with_code_extension,code,1
agentsight,docs/visexp/out/agentprocessbench-rq2/source/official-repo/eval/compare.py,docs_path_with_code_extension,code,11
agentsight,docs/visexp/out/agentprocessbench-rq2/source/official-repo/eval/eval.sh,docs_path_with_code_extension,code,1
agentsight,docs/visexp/out/agentprocessbench-rq2/source/official-repo/eval/llm_annotation.py,docs_path_with_code_extension,code,4
agentsight,docs/visexp/out/index.html,docs_path_with_code_extension,code,4
agentsight,docs/visexp/out/local-real-session-flamegraph/render_prefix_flamegraph.py,docs_path_with_code_extension,code,1
agentsight,docs/visexp/out/operation-map-leaveout-r283/leaveout-summary.html,docs_path_with_code_extension,code,1
agentsight,docs/visexp/out/task-centric-flamegraph-prototype/index.html,docs_path_with_code_extension,code,1
agentsight,docs/visexp/paper/make_figures.py,docs_path_with_code_extension,code,9
agentsight,docs/visexp/r113_live_record_harness.py,docs_path_with_code_extension,code,17
agentsight,docs/visexp/r114_lineage_analysis.py,docs_path_with_code_extension,code,10
agentsight,docs/visexp/r114_live_record_suite.py,docs_path_with_code_extension,code,108
agentsight,docs/visexp/r121_model_benchmark_summary.py,docs_path_with_code_extension,code,19
agentsight,docs/visexp/r122_fragment_packet.py,docs_path_with_code_extension,code,23
agentsight,docs/visexp/r124_blinded_label_sheet.py,docs_path_with_code_extension,code,7
agentsight,docs/visexp/r124_join_blinded_labels.py,docs_path_with_code_extension,code,18
agentsight,docs/visexp/r131_semantic_ablation.py,docs_path_with_code_extension,code,18
agentsight,docs/visexp/r142_preregistration.py,docs_path_with_code_extension,code,2
agentsight,docs/visexp/r170_full_history_refresh.py,docs_path_with_code_extension,code,3
agentsight,docs/visexp/r182_network_record_suite.py,docs_path_with_code_extension,code,16
agentsight,docs/visexp/r184_weak_accept_gate.py,docs_path_with_code_extension,code,6
agentsight,docs/visexp/r187_prepare_pilot_materials.py,docs_path_with_code_extension,code,7
agentsight,docs/visexp/r189_tag_consolidation.py,docs_path_with_code_extension,code,14
agentsight,docs/visexp/r190_score_merge_audit.py,docs_path_with_code_extension,code,11
agentsight,docs/visexp/r190_tag_consolidation_audit.py,docs_path_with_code_extension,code,6
agentsight,docs/visexp/r191_target_network_lineage.py,docs_path_with_code_extension,code,29
agentsight,docs/visexp/r193_prepare_human_evidence_package.py,docs_path_with_code_extension,code,6
agentsight,docs/visexp/r194_human_evidence_preflight.py,docs_path_with_code_extension,code,8
agentsight,docs/visexp/r195_human_evidence_pipeline.py,docs_path_with_code_extension,code,60
agentsight,docs/visexp/r196_long_tail_governance.py,docs_path_with_code_extension,code,22
agentsight,docs/visexp/r200_community_smoke.py,docs_path_with_code_extension,code,8
agentsight,docs/visexp/r201_long_tail_sensitivity.py,docs_path_with_code_extension,code,9
agentsight,docs/visexp/r202_long_tail_regeneration_smoke.py,docs_path_with_code_extension,code,8
agentsight,docs/visexp/r203_long_tail_promotion_gate.py,docs_path_with_code_extension,code,13
agentsight,docs/visexp/r205_long_tail_compaction_metrics.py,docs_path_with_code_extension,code,13
agentsight,docs/visexp/r207_human_launch_readiness.py,docs_path_with_code_extension,code,12
agentsight,docs/visexp/r209_reversible_display_map.py,docs_path_with_code_extension,code,23
agentsight,docs/visexp/r211_stack_examples.py,docs_path_with_code_extension,code,6
agentsight,docs/visexp/r212_display_compaction_ablation.py,docs_path_with_code_extension,code,12
agentsight,docs/visexp/r213_display_mode_drilldown_smoke.py,docs_path_with_code_extension,code,10
agentsight,docs/visexp/r214_long_tail_control_loop.py,docs_path_with_code_extension,code,16
agentsight,docs/visexp/r215_frontend_renderer_mode_smoke.py,docs_path_with_code_extension,code,9
agentsight,docs/visexp/r216_browser_dom_mode_smoke.py,docs_path_with_code_extension,code,7
agentsight,docs/visexp/r217_production_react_display_mode_smoke.py,docs_path_with_code_extension,code,7
agentsight,docs/visexp/r218_display_map_update_gate.py,docs_path_with_code_extension,code,2
agentsight,docs/visexp/r219_claim_readiness_gap_gate.py,docs_path_with_code_extension,code,169
agentsight,docs/visexp/r220_fresh_clone_agentpprof_smoke.py,docs_path_with_code_extension,code,11
agentsight,docs/visexp/r221_visual_gallery.py,docs_path_with_code_extension,code,7
agentsight,docs/visexp/r222_prompt_bias_retrospective.py,docs_path_with_code_extension,code,3
agentsight,docs/visexp/r223_projection_tradeoff.py,docs_path_with_code_extension,code,8
agentsight,docs/visexp/r225_prompt_span_duration_baseline.py,docs_path_with_code_extension,code,10
agentsight,docs/visexp/r229_exact_lineage_replication.py,docs_path_with_code_extension,code,7
agentsight,docs/visexp/r230_full_history_lineage_audit.py,docs_path_with_code_extension,code,16
agentsight,docs/visexp/r231_drift_root_cause_audit.py,docs_path_with_code_extension,code,7
agentsight,docs/visexp/r232_external_crossrepo_lineage.py,docs_path_with_code_extension,code,9
agentsight,docs/visexp/r233_prompt_row_lineage_normalization.py,docs_path_with_code_extension,code,8
agentsight,docs/visexp/r234_broader_agent_network_lineage.py,docs_path_with_code_extension,code,31
agentsight,docs/visexp/r235_raw_claude_network_lineage.py,docs_path_with_code_extension,code,9
agentsight,docs/visexp/r236_multiprocess_claude_network_capture.py,docs_path_with_code_extension,code,11
agentsight,docs/visexp/r237_agent_execution_witness_network_capture.py,docs_path_with_code_extension,code,31
agentsight,docs/visexp/r240_lineage_guard_regression.py,docs_path_with_code_extension,code,7
agentsight,docs/visexp/r242_human_evidence_contract_smoke.py,docs_path_with_code_extension,code,8
agentsight,docs/visexp/r243_static_collection_kit.py,docs_path_with_code_extension,code,15
agentsight,docs/visexp/r244_collection_kit_export_smoke.py,docs_path_with_code_extension,code,5
agentsight,docs/visexp/r245_claim_wording_consistency.py,docs_path_with_code_extension,code,9
agentsight,docs/visexp/r246_post_review_hygiene.py,docs_path_with_code_extension,code,5
agentsight,docs/visexp/r247_human_evidence_distribution_bundle.py,docs_path_with_code_extension,code,8
agentsight,docs/visexp/r248_agentpprof_install_smoke.py,docs_path_with_code_extension,code,21
agentsight,docs/visexp/r249_paper_scale_c5_package.py,docs_path_with_code_extension,code,13
agentsight,docs/visexp/r251_behavior_tag_alignment.py,docs_path_with_code_extension,code,23
agentsight,docs/visexp/r252_paper_scale_c6_label_package.py,docs_path_with_code_extension,code,18
agentsight,docs/visexp/r253_agentpprof_git_install_smoke.py,docs_path_with_code_extension,code,6
agentsight,docs/visexp/r254_agentpprof_pinned_rev_install_smoke.py,docs_path_with_code_extension,code,14
agentsight,docs/visexp/r255_paper_scale_r195_bridge.py,docs_path_with_code_extension,code,4
agentsight,docs/visexp/r256_agentpprof_crate_package_smoke.py,docs_path_with_code_extension,code,5
agentsight,docs/visexp/r257_post_r256_review_gate.py,docs_path_with_code_extension,code,4
agentsight,docs/visexp/r258_paper_scale_human_evidence_bundle.py,docs_path_with_code_extension,code,3
agentsight,docs/visexp/r259_paper_scale_static_collection_kit.py,docs_path_with_code_extension,code,1
agentsight,docs/visexp/r260_paper_r259_consistency.py,docs_path_with_code_extension,code,4
agentsight,docs/visexp/r261_paper_layout_gate.py,docs_path_with_code_extension,code,2
agentsight,docs/visexp/r262_paper_compaction_gate.py,docs_path_with_code_extension,code,2
agentsight,docs/visexp/r263_human_return_safety_gate.py,docs_path_with_code_extension,code,1
agentsight,docs/visexp/r264_human_return_intake_preflight.py,docs_path_with_code_extension,code,8
agentsight,docs/visexp/r265_human_adjudication_workflow_smoke.py,docs_path_with_code_extension,code,3
agentsight,docs/visexp/r266_real_human_evidence_public_summary_gate.py,docs_path_with_code_extension,code,5
agentsight,docs/visexp/r267_post_r266_osdi_review_gate.py,docs_path_with_code_extension,code,14
agentsight,docs/visexp/r268_c5_real_return_scoring_pipeline.py,docs_path_with_code_extension,code,5
agentsight,docs/visexp/r269_post_r268_osdi_review_gate.py,docs_path_with_code_extension,code,2
agentsight,docs/visexp/r270_c6_real_label_scoring_pipeline.py,docs_path_with_code_extension,code,2
agentsight,docs/visexp/r271_human_evidence_weak_accept_gate.py,docs_path_with_code_extension,code,5
agentsight,docs/visexp/r272_agentpprof_write_set_audit.py,docs_path_with_code_extension,code,1
agentsight,docs/visexp/run_pipeline.py,docs_path_with_code_extension,code,6
agentsight,docs/visexp/score_tag_adequacy.py,docs_path_with_code_extension,code,30
agentsight,docs/visexp/score_user_task_results.py,docs_path_with_code_extension,code,76
agentsight,docs/visexp/semantic_tag_flamegraph.py,docs_path_with_code_extension,code,112
agentsight,docs/visexp/tag_stability_smoke.py,docs_path_with_code_extension,code,11
agentsight,docs/visexp/test_semantic_tag_flamegraph.py,docs_path_with_code_extension,test,248
agentsight,docs/visexp/user_task_benchmark.py,docs_path_with_code_extension,code,82
agentsight,docs/visexp/verify_artifacts.py,docs_path_with_code_extension,code,180
agentsight,docs/visexp/visual_summary.py,docs_path_with_code_extension,code,24
agentsight,docs/website/next-env.d.ts,docs_path_with_code_extension,code,1
agentsight,docs/website/next.config.js,docs_path_with_code_extension,code,1
agentsight,docs/website/postcss.config.mjs,docs_path_with_code_extension,code,1
agentsight,docs/website/src/app/compare/page.tsx,docs_path_with_code_extension,code,2
agentsight,docs/website/src/app/components.tsx,docs_path_with_code_extension,code,4
agentsight,docs/website/src/app/data.ts,docs_path_with_code_extension,code,6
agentsight,docs/website/src/app/globals.css,docs_path_with_code_extension,code,1
agentsight,docs/website/src/app/layout.tsx,docs_path_with_code_extension,code,5
agentsight,docs/website/src/app/page.tsx,docs_path_with_code_extension,code,10
agentsight,docs/website/src/app/security/page.tsx,docs_path_with_code_extension,code,1
agentsight,docs/website/src/app/use-cases/page.tsx,docs_path_with_code_extension,code,7
agentsight,docs/website/tailwind.config.ts,docs_path_with_code_extension,code,1
agentsight,package/python/agentsight-py/tests/__pycache__,test_path_with_noncode_extension,other,1
agentsight,script/fixtures/top-home/.claude/projects/test/ci-claude.jsonl,bench_or_fixture_path,other,2
agentsight,script/fixtures/top-home/.claude/projects/test/ci-claude.jsonl,test_path_with_noncode_extension,other,2
agentsight,script/fixtures/top-home/.codex/sessions/2026/06/02/ci-codex.jsonl,bench_or_fixture_path,other,2
