project,variant,threshold_value,threshold_unit,worktree_id,artifact_id,artifact_key,episode_ordinal,touch_count,mutation_touch_count,first_touch_event_index,last_touch_event_index,first_touch_ts_ms,last_touch_ts_ms,first_mutation_event_index,last_mutation_event_index,active_mutation_span_actions,active_mutation_span_hours,first_path,last_path
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,21,3,0,69168,69260,1784042561997,1784043462964,,,,,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,22,1,0,69365,69365,1784044642970,1784044642970,,,,,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,23,3,1,70853,70984,1784065821337,1784066894687,70984,70984,1,0.0,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,24,1,0,71350,71350,1784070250238,1784070250238,,,,,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,25,2,0,72423,72433,1784100572373,1784100630420,,,,,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,26,1,0,72612,72612,1784101432099,1784101432099,,,,,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,27,3,0,72799,72896,1784102149138,1784102504162,,,,,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,28,3,0,73015,73077,1784102808809,1784103019678,,,,,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,29,8,7,73192,73308,1784104498101,1784104955738,73192,73289,98,0.11400111111111111,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,30,3,1,73531,73599,1784105160637,1784105211845,73580,73580,1,0.0,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,31,1,0,73959,73959,1784106360890,1784106360890,,,,,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,32,9,5,77670,77843,1784125174256,1784127627546,77734,77843,110,0.4120811111111111,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,33,3,1,78025,78093,1784129686059,1784130655619,78093,78093,1,0.0,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,34,7,2,79202,79375,1784159928859,1784161588436,79261,79262,2,0.0017847222222222223,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,35,8,2,80251,80386,1784164815034,1784166456715,80379,80386,8,0.01803638888888889,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,36,1,0,81929,81929,1784185367719,1784185367719,,,,,agentpprof/src/main.rs,agentpprof/src/main.rs
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001173,b5bc34dabe6aagentsight:a00001173,37,1,0,82810,82810,1784191303781,1784191303781,,,,,agentpprof/src/main.rs,agentpprof/src/main.rs
