project,variant,threshold_value,threshold_unit,worktree_id,artifact_id,artifact_key,episode_ordinal,touch_count,mutation_touch_count,first_touch_event_index,last_touch_event_index,first_touch_ts_ms,last_touch_ts_ms,first_mutation_event_index,last_mutation_event_index,active_mutation_span_actions,active_mutation_span_hours,first_path,last_path
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001465,b5bc34dabe6aagentsight:a00001465,2,1,0,54802,54802,1783845807529,1783845807529,,,,,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/500-ideas-outer-audit-20260711T223016-0700.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/500-ideas-outer-audit-20260711T223016-0700.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001465,b5bc34dabe6aagentsight:a00001465,3,1,0,87493,87493,1784320994425,1784320994425,,,,,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/500-ideas-outer-audit-20260711T223016-0700.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/500-ideas-outer-audit-20260711T223016-0700.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001466,b5bc34dabe6aagentsight:a00001466,1,2,2,53889,53925,1783834578994,1783835124992,53889,53925,37,0.1516661111111111,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-0-macro-structure.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-0-macro-structure.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001467,b5bc34dabe6aagentsight:a00001467,1,2,2,53947,53981,1783835460899,1783835959469,53947,53981,35,0.13849166666666668,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-1-micro-structure.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-1-micro-structure.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001468,b5bc34dabe6aagentsight:a00001468,1,2,2,54014,54045,1783836322518,1783836703921,54014,54045,32,0.10594527777777778,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-2-section-conventions.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-2-section-conventions.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001469,b5bc34dabe6aagentsight:a00001469,1,9,4,54063,54115,1783836991292,1783837590871,54063,54115,53,0.16654972222222222,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-3-logic-flow.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-3-logic-flow.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001470,b5bc34dabe6aagentsight:a00001470,1,2,2,54117,54130,1783837643233,1783837801618,54117,54130,14,0.04399583333333333,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-4-abstract-intro-rebuild.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-4-abstract-intro-rebuild.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001471,b5bc34dabe6aagentsight:a00001471,1,3,3,54138,54246,1783837854920,1783838862886,54138,54246,109,0.2799905555555556,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-5-consistency.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-5-consistency.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,1,4,1,54155,54222,1783837930586,1783838658970,54206,54206,1,0.0,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,2,1,0,56196,56196,1783859654806,1783859654806,,,,,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,3,1,0,56526,56526,1783887981572,1783887981572,,,,,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,4,1,0,56873,56873,1783893379766,1783893379766,,,,,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,5,9,4,57322,57475,1783898911590,1783900265729,57371,57475,105,0.2164111111111111,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,6,2,0,57892,57893,1783905459572,1783905466358,,,,,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,7,3,1,61200,61287,1783954690148,1783956419455,61205,61205,1,0.0,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,8,3,1,61486,61502,1783959747341,1783960085262,61502,61502,1,0.0,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,9,1,0,63648,63648,1783984125582,1783984125582,,,,,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,10,1,0,66194,66194,1784019359127,1784019359127,,,,,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001472,b5bc34dabe6aagentsight:a00001472,11,3,1,74077,74120,1784106833191,1784107122390,74078,74078,1,0.0,docs/paper/figures/make_rq_figures.py,docs/paper/figures/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001473,b5bc34dabe6aagentsight:a00001473,1,1,1,54190,54190,1783838312060,1783838312060,54190,54190,1,0.0,docs/paper/figures/case-table.tex,docs/paper/figures/case-table.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001474,b5bc34dabe6aagentsight:a00001474,1,1,1,54190,54190,1783838312060,1783838312060,54190,54190,1,0.0,docs/paper/figures/claim-gate-table.tex,docs/paper/figures/claim-gate-table.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001475,b5bc34dabe6aagentsight:a00001475,1,1,1,54190,54190,1783838312060,1783838312060,54190,54190,1,0.0,docs/paper/figures/evidence-path-table.tex,docs/paper/figures/evidence-path-table.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001476,b5bc34dabe6aagentsight:a00001476,1,1,1,54190,54190,1783838312060,1783838312060,54190,54190,1,0.0,docs/paper/figures/experiment-role-table.tex,docs/paper/figures/experiment-role-table.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001477,b5bc34dabe6aagentsight:a00001477,1,1,1,54190,54190,1783838312060,1783838312060,54190,54190,1,0.0,docs/paper/figures/task-verdict-table.tex,docs/paper/figures/task-verdict-table.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001478,b5bc34dabe6aagentsight:a00001478,1,2,0,54197,54228,1783838376835,1783838712516,,,,,docs/visexp/out/behavior-tag-alignment-r251/behavior-tag-alignment-r251.json,docs/visexp/out/behavior-tag-alignment-r251/behavior-tag-alignment-r251.json
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001479,b5bc34dabe6aagentsight:a00001479,1,1,0,54201,54201,1783838426191,1783838426191,,,,,docs/paper/scripts/make_rq_figures.py,docs/paper/scripts/make_rq_figures.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001480,b5bc34dabe6aagentsight:a00001480,1,2,2,54254,54355,1783838894533,1783840206682,54254,54355,102,0.36448583333333334,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-6-language-sentence.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-6-language-sentence.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001481,b5bc34dabe6aagentsight:a00001481,1,2,2,54362,54398,1783840278712,1783840866398,54362,54398,37,0.16324611111111112,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-7-language-word.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-7-language-word.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001482,b5bc34dabe6aagentsight:a00001482,1,2,1,54407,54441,1783840928982,1783841650759,54407,54407,1,0.0,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-8-terminology-claim-tone.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-8-terminology-claim-tone.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001482,b5bc34dabe6aagentsight:a00001482,2,2,1,54576,54577,1783842990735,1783843040968,54577,54577,1,0.0,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-8-terminology-claim-tone.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-8-terminology-claim-tone.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001483,b5bc34dabe6aagentsight:a00001483,1,1,1,54444,54444,1783841689058,1783841689058,54444,54444,1,0.0,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/recovery-20260712T003428-0700.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/recovery-20260712T003428-0700.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001484,b5bc34dabe6aagentsight:a00001484,1,1,0,54475,54475,1783842029592,1783842029592,,,,,docs/visexp/r251_behavior_tag_alignment.py,docs/visexp/r251_behavior_tag_alignment.py
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001485,b5bc34dabe6aagentsight:a00001485,1,1,1,54580,54580,1783843077101,1783843077101,54580,54580,1,0.0,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-9-language-flow.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-9-language-flow.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001485,b5bc34dabe6aagentsight:a00001485,2,2,1,54724,54787,1783844911642,1783845588314,54787,54787,1,0.0,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-9-language-flow.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-9-language-flow.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,1,1,0,54582,54582,1783843094175,1783843094175,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,2,1,0,56183,56183,1783859566458,1783859566458,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,3,1,0,57834,57834,1783904698846,1783904698846,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,4,1,0,61854,61854,1783963996464,1783963996464,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,5,2,0,66110,66115,1784018639855,1784018687151,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,6,1,0,66331,66331,1784020439954,1784020439954,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,7,1,0,66479,66479,1784021052381,1784021052381,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,8,1,0,68940,68940,1784040289305,1784040289305,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,9,1,0,69864,69864,1784050043986,1784050043986,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,10,1,0,71270,71270,1784069411007,1784069411007,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001486,b5bc34dabe6aagentsight:a00001486,11,1,0,88496,88496,1784512973483,1784512973483,,,,,docs/paper/main.log,docs/paper/main.log
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001487,b5bc34dabe6aagentsight:a00001487,1,1,0,54828,54828,1783846139952,1783846139952,,,,,docs/tmp/agentpprof-paper-zh-20260711/source/main.tex,docs/tmp/agentpprof-paper-zh-20260711/source/main.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001488,b5bc34dabe6aagentsight:a00001488,1,2,1,54846,54847,1783847986034,1783847990907,54846,54846,1,0.0,docs/tmp/cycle-0001-20260711T164850-0700/03-review-gate/idea-regression-recovery-20260712T021723-0700/trajectory-audit-and-recovery-plan.md,docs/tmp/cycle-0001-20260711T164850-0700/03-review-gate/idea-regression-recovery-20260712T021723-0700/trajectory-audit-and-recovery-plan.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001489,b5bc34dabe6aagentsight:a00001489,1,1,1,54891,54891,1783848237794,1783848237794,54891,54891,1,0.0,docs/design.md,docs/design.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001490,b5bc34dabe6aagentsight:a00001490,1,1,1,54891,54891,1783848237794,1783848237794,54891,54891,1,0.0,docs/implementation.md,docs/implementation.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001491,b5bc34dabe6aagentsight:a00001491,1,1,1,54893,54893,1783848282474,1783848282474,54893,54893,1,0.0,docs/background-related-work.md,docs/background-related-work.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001492,b5bc34dabe6aagentsight:a00001492,1,1,1,54912,54912,1783848377130,1783848377130,54912,54912,1,0.0,docs/tmp/cycle-0001-20260711T164850-0700/03-review-gate/idea-regression-recovery-20260712T021723-0700/independent-current-skills-audit.md,docs/tmp/cycle-0001-20260711T164850-0700/03-review-gate/idea-regression-recovery-20260712T021723-0700/independent-current-skills-audit.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001493,b5bc34dabe6aagentsight:a00001493,1,2,2,54926,54965,1783848600653,1783849228925,54926,54965,40,0.17452,docs/tmp/cycle-0001-20260711T164850-0700/03-review-gate/idea-regression-recovery-20260712T021723-0700/round-01-problem-and-direction.md,docs/tmp/cycle-0001-20260711T164850-0700/03-review-gate/idea-regression-recovery-20260712T021723-0700/round-01-problem-and-direction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001494,b5bc34dabe6aagentsight:a00001494,1,6,4,54927,55115,1783848610440,1783850992804,54927,55115,189,0.6617677777777777,docs/idea-story.md,docs/idea-story.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001494,b5bc34dabe6aagentsight:a00001494,2,2,0,55936,55976,1783856358626,1783856862166,,,,,docs/idea-story.md,docs/idea-story.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001494,b5bc34dabe6aagentsight:a00001494,3,9,4,56088,56284,1783858313018,1783860895650,56120,56284,165,0.5752444444444444,docs/idea-story.md,docs/idea-story.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001494,b5bc34dabe6aagentsight:a00001494,4,11,1,56470,56645,1783887879308,1783890006384,56645,56645,1,0.0,docs/idea-story.md,docs/idea-story.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001495,b5bc34dabe6aagentsight:a00001495,1,2,1,54959,54960,1783849181649,1783849189695,54960,54960,1,0.0,docs/paper/figures/fig-architecture.tex,docs/paper/figures/fig-architecture.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001495,b5bc34dabe6aagentsight:a00001495,2,1,0,55081,55081,1783850588877,1783850588877,,,,,docs/paper/figures/fig-architecture.tex,docs/paper/figures/fig-architecture.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001495,b5bc34dabe6aagentsight:a00001495,3,1,0,56196,56196,1783859654806,1783859654806,,,,,docs/paper/figures/fig-architecture.tex,docs/paper/figures/fig-architecture.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001495,b5bc34dabe6aagentsight:a00001495,4,1,0,56544,56544,1783888027215,1783888027215,,,,,docs/paper/figures/fig-architecture.tex,docs/paper/figures/fig-architecture.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001495,b5bc34dabe6aagentsight:a00001495,5,4,1,56868,56894,1783893329206,1783893770639,56894,56894,1,0.0,docs/paper/figures/fig-architecture.tex,docs/paper/figures/fig-architecture.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001495,b5bc34dabe6aagentsight:a00001495,6,9,4,57322,57475,1783898911590,1783900265729,57371,57475,105,0.2164111111111111,docs/paper/figures/fig-architecture.tex,docs/paper/figures/fig-architecture.tex
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,1,1,0,54972,54972,1783849272328,1783849272328,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,2,3,0,55976,56088,1783856862166,1783858313018,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,3,1,0,56217,56217,1783859798126,1783859798126,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,4,21,3,56470,57016,1783887879308,1783895259484,56600,56701,102,0.5914891666666666,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,5,1,0,57139,57139,1783896807687,1783896807687,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,6,41,7,57292,58501,1783898742123,1783913887453,57515,58487,973,3.571196666666667,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,7,2,1,58611,58613,1783915540572,1783915547202,58613,58613,1,0.0,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,8,1,0,59487,59487,1783929512052,1783929512052,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,9,1,0,59881,59881,1783935524502,1783935524502,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,10,1,0,60421,60421,1783942622267,1783942622267,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,11,2,0,60794,60838,1783948787571,1783949248255,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,12,10,0,61019,61278,1783951825504,1783956367713,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,13,7,0,61388,61523,1783958247586,1783960321715,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,14,5,0,61640,61902,1783961951580,1783964768075,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,15,5,0,62017,62196,1783965730735,1783967426686,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,16,1,0,62376,62376,1783969300585,1783969300585,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,17,6,0,62483,62737,1783970670298,1783974077646,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,18,1,0,62851,62851,1783975011373,1783975011373,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,19,3,0,63652,63709,1783984150604,1783984572474,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,20,19,1,63811,64546,1783985478220,1783994831518,64097,64097,1,0.0,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,21,2,0,65815,65851,1784015323574,1784015802186,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,22,10,2,65960,66128,1784017027549,1784018802865,65963,66094,132,0.3957522222222222,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,23,1,0,66292,66292,1784020315578,1784020315578,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,24,3,0,66412,66541,1784020837371,1784021446756,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,25,6,0,66848,67103,1784022564016,1784024404289,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,26,1,0,67372,67372,1784026040383,1784026040383,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,27,3,0,68241,68320,1784032255334,1784032662875,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,28,3,0,68622,68646,1784035656483,1784035975193,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,29,2,0,68963,68981,1784040533219,1784040632801,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,30,5,0,69154,69290,1784042509652,1784044056418,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,31,1,0,69521,69521,1784046471526,1784046471526,,,,,docs/user-instruction.md,docs/user-instruction.md
agentsight,action_gap_gt_100,100,intervening_tool_actions,b5bc34dabe6a,agentsight:a00001496,b5bc34dabe6aagentsight:a00001496,32,1,0,69643,69643,1784047760212,1784047760212,,,,,docs/user-instruction.md,docs/user-instruction.md
