pooling,config,entity_type,projects,valid_adjacent_pairs,top1_changes,top1_change_fraction,top5_membership_changes,top5_any_change_fraction,mean_top5_replacement_fraction
transition_weighted_micro,main_100_50,artifact,6,3372,1676,0.4970344009489917,3089,0.916073546856465,0.43527580071174377
project_median,main_100_50,artifact,6,3372,1676,0.5088296614388848,3089,0.8874198717948718,0.42983859396177354
transition_weighted_micro,main_100_50,module,6,3372,456,0.13523131672597866,1438,0.4264531435349941,0.17713028865164096
project_median,main_100_50,module,6,3372,456,0.12471382783882784,1438,0.40988968925079167,0.20710045701824592
transition_weighted_micro,sensitivity_100_100,artifact,6,1666,1203,0.7220888355342137,1627,0.9765906362545018,0.665796318527411
project_median,sensitivity_100_100,artifact,6,1666,1203,0.7696300326441785,1627,0.9972796517954299,0.6590102657196216
transition_weighted_micro,sensitivity_100_100,module,6,1666,318,0.1908763505402161,1022,0.6134453781512605,0.2932673069227691
project_median,sensitivity_100_100,module,6,1666,318,0.1529126213592233,1022,0.5826915424462358,0.30128158626526413
