project,worktree_id,interval_type,start_event_id,end_event_id,start_action_rank,end_action_rank,action_length,duration_ms,distinct_sessions,mutation_rows,mutated_artifacts,failed_attempts,observed_unknown_attempts,ending_co_observed_mutation_rows
agentsight,e58fce112c6e,left_censored,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904:0,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904:32,1,33,33,302390,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-03-05T17-48-25-019cc0d4-edae-7e81-92e2-239691fed904:32,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:210,33,282,249,7073933516,2,0,0,2,9,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:210,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:221,282,293,11,71296,1,0,0,0,1,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:221,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:269,293,341,48,287605,1,0,0,1,1,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:269,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:280,341,352,11,47215,1,0,0,0,1,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:280,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:291,352,363,11,53379,1,0,0,0,1,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:291,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:292,363,364,1,5453,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:292,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:321,364,393,29,160724,1,0,0,0,1,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:321,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:379,393,488,95,2492366,2,0,0,1,2,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:379,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:441,488,550,62,378210,1,0,0,1,2,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:441,codex:rollout-2026-05-26T16-52-43-019e66b4-75a7-7211-9174-76d8ad2a08de:22,550,608,58,195058,2,0,0,0,1,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T16-52-43-019e66b4-75a7-7211-9174-76d8ad2a08de:22,codex:rollout-2026-05-26T16-52-43-019e66b4-75a7-7211-9174-76d8ad2a08de:23,608,609,1,42,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T16-52-43-019e66b4-75a7-7211-9174-76d8ad2a08de:23,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:479,609,630,21,127625,2,0,0,1,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:479,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:533,630,684,54,362904,1,0,0,1,3,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:533,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:534,684,685,1,36,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:534,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:535,685,686,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:535,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:537,686,688,2,5302,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:537,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:604,688,755,67,3068878,1,0,0,1,4,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:604,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:610,755,761,6,13738,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:610,codex:rollout-2026-05-26T18-19-14-019e6703-abba-7da1-984b-d28152b3c96c:27,761,933,172,1565460,2,0,0,1,6,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T18-19-14-019e6703-abba-7da1-984b-d28152b3c96c:27,codex:rollout-2026-05-26T18-19-14-019e6703-abba-7da1-984b-d28152b3c96c:29,933,935,2,4138,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T18-19-14-019e6703-abba-7da1-984b-d28152b3c96c:29,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:807,935,1000,65,530532,2,0,0,1,8,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:807,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:1000,1000,1192,192,5864077,1,0,0,3,9,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:1000,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:1032,1192,1225,33,301412,1,0,0,1,2,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:1032,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:1033,1225,1226,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:1033,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:1052,1226,1245,19,177602,1,0,0,0,2,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-05-26T14-31-06-019e6632-cfcb-7dd3-878d-3ce797b571f4:1052,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:203,1245,2197,952,530525660,11,0,0,3,16,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:203,codex:rollout-2026-06-01T23-43-59-019e8713-2449-71e3-8358-d3310df82456:33,2197,2286,89,532939,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T23-43-59-019e8713-2449-71e3-8358-d3310df82456:33,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:319,2286,2333,47,409162,2,0,0,6,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:319,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:322,2333,2336,3,9486,1,0,0,2,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:322,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:324,2336,2338,2,14735,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:324,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:325,2338,2339,1,10,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:325,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:326,2339,2340,1,20309,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:326,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:327,2340,2341,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:327,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:328,2341,2342,1,14,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:328,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:329,2342,2343,1,1,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:329,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:348,2343,2362,19,380070,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:348,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:350,2362,2364,2,12554,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:350,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:351,2364,2365,1,20,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:351,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:352,2365,2366,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:352,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:353,2366,2367,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:353,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:362,2367,2376,9,69674,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:362,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:379,2376,2393,17,94401,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:379,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:414,2393,2428,35,306303,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:414,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:481,2428,2495,67,416461,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:481,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:482,2495,2496,1,7423,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:482,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:15,2496,2547,51,288887,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:15,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:16,2547,2548,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:16,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:533,2548,2585,37,177332,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:533,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:64,2585,2629,44,170058,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:64,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:66,2629,2631,2,12735,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:66,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:554,2631,2651,20,111743,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:554,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:86,2651,2661,10,17964,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:86,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:88,2661,2663,2,4773,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:88,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:113,2663,2692,29,631560,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:113,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:118,2692,2697,5,22098,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:118,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:123,2697,2702,5,18947,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T00-18-29-019e8732-bb63-74c3-bb16-80c7899de248:123,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:639,2702,2817,115,1250474,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:639,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:641,2817,2819,2,6605,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:641,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:648,2819,2826,7,35816,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:648,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:698,2826,2879,53,325361,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:698,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:706,2879,2887,8,34372,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:706,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:710,2887,2891,4,22833,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:710,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:713,2891,2894,3,21593,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-01T19-53-16-019e863f-e962-7051-a33c-cc708da4e49d:713,codex:rollout-2026-06-02T11-17-45-019e898e-4f1d-74e2-aed5-0b765abeb25c:34,2894,2935,41,36747644,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-17-45-019e898e-4f1d-74e2-aed5-0b765abeb25c:34,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:55,2935,2996,61,755687,2,0,0,2,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:55,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:68,2996,3009,13,65535,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:68,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:69,3009,3010,1,1,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:69,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:79,3010,3020,10,66499,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:79,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:86,3020,3027,7,50114,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:86,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:91,3027,3036,9,22227,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:91,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:92,3036,3037,1,1,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:92,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:196,3037,3301,264,13174993,3,3,3,1,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:196,codex:rollout-2026-06-02T15-03-06-019e8a5c-9f7a-74c1-933b-5cd21c1646ad:86,3301,3348,47,152571,2,0,0,1,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T15-03-06-019e8a5c-9f7a-74c1-933b-5cd21c1646ad:86,codex:rollout-2026-06-02T15-03-06-019e8a5c-9f7a-74c1-933b-5cd21c1646ad:88,3348,3351,3,11931,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T15-03-06-019e8a5c-9f7a-74c1-933b-5cd21c1646ad:88,codex:rollout-2026-06-02T15-03-06-019e8a5c-9f7a-74c1-933b-5cd21c1646ad:89,3351,3352,1,8,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T15-03-06-019e8a5c-9f7a-74c1-933b-5cd21c1646ad:89,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:219,3352,3353,1,10998,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:219,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:234,3353,3384,31,128870,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:234,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:236,3384,3386,2,13557,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:236,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:237,3386,3387,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:237,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:240,3387,3391,4,13731,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:240,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:242,3391,3393,2,13350,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:242,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:243,3393,3394,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:243,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:281,3394,3450,56,966010,2,0,0,1,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:281,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:290,3450,3463,13,78038,2,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:290,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:315,3463,3488,25,160834,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:315,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:322,3488,3495,7,83833,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:322,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:330,3495,3503,8,32538,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:330,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:331,3503,3504,1,1,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:331,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:332,3504,3505,1,39,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:332,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:340,3505,3513,8,42240,1,0,0,1,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:340,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:341,3513,3514,1,1,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:341,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:345,3514,3518,4,23260,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:345,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:346,3518,3519,1,43,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:346,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:347,3519,3520,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:347,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:392,3520,3580,60,1187371,2,0,0,2,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:392,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:395,3580,3583,3,16205,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:395,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:396,3583,3584,1,43,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:396,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:400,3584,3588,4,26779,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:400,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:403,3588,3591,3,20028,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:403,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:404,3591,3592,1,0,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:404,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:408,3592,3596,4,13931,1,0,0,0,0,0
agentsight,e58fce112c6e,complete,codex:rollout-2026-06-02T11-20-36-019e8990-ece7-70d0-b469-b8d10527ef86:408,codex:rollout-2026-06-02T15-03-06-019e8a5c-9f7a-74c1-933b-5cd21c1646ad:189,3596,3673,77,623490,2,0,0,1,0,0
