corpus,stratum,cluster_id,row_id,tool_calls,shell_calls,shell_share,path_calls,path_transitions,local_path_transitions,same_path_transitions,same_module_only_transitions,cross_module_transitions,path_locality_share,module_return_calls,module_return_call_share,path_instances,reused_path_instances,path_reuse_share,path_read_instances,repeated_path_read_instances,repeat_path_read_share,top_path_share,unique_target_paths,top_path_excess,late_path_reread_delta
ideatrail,default/train,compact-dynamic-scene-representations,b3_051_2509_12201,175,0,0.0,94,93,76,7,69,17,0.8172043010752689,16,0.1702127659574468,94,24,0.2553191489361702,82,13,0.15853658536585366,0.06382978723404255,70,0.049544072948328265,0.22727272727272724
ideatrail,default/train,synthetic-tool-use-training-data,b3_054_2509_13311,111,0,0.0,56,55,50,19,31,5,0.9090909090909091,4,0.07142857142857142,56,31,0.5535714285714286,48,25,0.5208333333333334,0.23214285714285715,25,0.19214285714285714,0.4415584415584416
ideatrail,default/train,vision-language-specialized-domain-adaptation,b3_088_2509_21976,83,0,0.0,50,49,42,10,32,7,0.8571428571428571,6,0.12,50,22,0.44,44,17,0.38636363636363635,0.28,28,0.24428571428571433,0.6842105263157895
ideatrail,default/train,generative-model-evaluation-methodologies,b3_090_2509_22799,131,0,0.0,74,73,60,10,50,13,0.821917808219178,12,0.16216216216216217,74,32,0.43243243243243246,68,27,0.39705882352941174,0.12162162162162163,42,0.09781209781209782,0.3719211822660098
ideatrail,default/train,geospatial-vision-language-agents,b3_095_2509_23141,101,0,0.0,60,59,50,16,34,9,0.847457627118644,8,0.13333333333333333,60,27,0.45,53,21,0.39622641509433965,0.16666666666666666,33,0.13636363636363635,0.8260869565217391
ideatrail,default/train,human-preference-alignment-optimization,b3_113_2509_26346,106,0,0.0,70,69,56,25,31,13,0.8115942028985508,12,0.17142857142857143,70,45,0.6428571428571429,61,36,0.5901639344262295,0.17142857142857143,25,0.13142857142857142,0.3765182186234818
ideatrail,default/train,visual-language-grounding-training,b3_116_2509_26625,84,0,0.0,58,57,50,19,31,7,0.8771929824561403,6,0.10344827586206896,58,25,0.43103448275862066,50,18,0.36,0.1724137931034483,33,0.14211076280041798,0.3936651583710407
ideatrail,default/train,scalable-llm-tool-use-training,b3_125_2510_01179,87,0,0.0,64,63,50,25,25,13,0.7936507936507936,12,0.1875,64,35,0.546875,51,23,0.45098039215686275,0.15625,29,0.12176724137931035,0.85
ideatrail,default/train,efficient-deep-learning-training,b3_188_2510_15020,50,0,0.0,30,29,22,8,14,7,0.7586206896551724,6,0.2,30,10,0.3333333333333333,26,6,0.23076923076923078,0.2,20,0.15000000000000002,0.6666666666666666
ideatrail,default/train,cross-platform-autonomous-agent-architecture,b3_196_2510_17790,126,0,0.0,86,85,68,13,55,17,0.8,16,0.18604651162790697,86,49,0.5697674418604651,81,44,0.5432098765432098,0.10465116279069768,37,0.07762413576367065,0.4409672830725463
ideatrail,default/train,visually-grounded-sequential-reasoning,b3_212_2510_22391,87,0,0.0,43,42,33,4,29,9,0.7857142857142857,8,0.18604651162790697,43,11,0.2558139534883721,37,7,0.1891891891891892,0.09302325581395349,32,0.06177325581395349,0.5454545454545454
ideatrail,default/train,llm-harmful-content-prevention,b3_280_2512_09742,64,0,0.0,53,52,37,16,21,15,0.7115384615384616,14,0.2641509433962264,53,26,0.49056603773584906,43,16,0.37209302325581395,0.22641509433962265,27,0.1893780573025856,0.8
ideatrail,default/train,multi-dimensional-human-preference-alignment,b3_298_2512_24146,86,0,0.0,51,50,33,12,21,17,0.66,16,0.3137254901960784,51,21,0.4117647058823529,45,17,0.37777777777777777,0.2549019607843137,30,0.22156862745098038,0.6923076923076923
ideatrail,default/train,fine-grained-reward-signal-rlhf,b3_307_2601_08521,69,0,0.0,40,39,30,10,20,9,0.7692307692307693,8,0.2,40,21,0.525,33,14,0.42424242424242425,0.2,19,0.1473684210526316,0.7142857142857143
ideatrail,default/train,flow-matching-convergence-guarantees,b4_016_2509_02337,102,0,0.0,80,79,70,27,43,9,0.8860759493670886,8,0.1,80,39,0.4875,70,30,0.42857142857142855,0.1875,41,0.16310975609756098,0.7092731829573935
ideatrail,default/train,learned-surrogates-physics-simulation,b4_059_2509_07209,78,0,0.0,38,37,30,8,22,7,0.8108108108108109,6,0.15789473684210525,38,18,0.47368421052631576,33,14,0.42424242424242425,0.15789473684210525,20,0.10789473684210525,0.6111111111111112
ideatrail,default/train,training-time-reasoning-faithfulness,b4_118_2509_13351,87,0,0.0,48,47,34,9,25,13,0.723404255319149,12,0.25,48,17,0.3541666666666667,42,11,0.2619047619047619,0.125,31,0.09274193548387097,0.4444444444444444
ideatrail,default/train,temporally-consistent-dynamic-3d-reconstruction,b4_180_2509_20251,149,0,0.0,69,68,61,26,35,7,0.8970588235294118,6,0.08695652173913043,69,38,0.5507246376811594,56,26,0.4642857142857143,0.11594202898550725,31,0.08368396446937822,0.3066666666666667
ideatrail,default/train,multi-objective-molecular-design-synthesizability,b4_216_2509_23822,110,0,0.0,66,65,48,14,34,17,0.7384615384615385,16,0.24242424242424243,66,36,0.5454545454545454,60,30,0.5,0.16666666666666666,30,0.13333333333333333,0.6089743589743589
ideatrail,default/train,generative-models-information-retrieval,b4_227_2509_24291,93,0,0.0,48,47,38,14,24,9,0.8085106382978723,8,0.16666666666666666,48,22,0.4583333333333333,41,16,0.3902439024390244,0.16666666666666666,26,0.1282051282051282,0.6058823529411765
ideatrail,default/train,network-architecture-training-dynamics,b4_240_2509_25040,138,0,0.0,104,103,94,44,50,9,0.912621359223301,8,0.07692307692307693,104,59,0.5673076923076923,89,44,0.4943820224719101,0.21153846153846154,45,0.1893162393162393,0.8038277511961722
ideatrail,default/train,generative-flow-convergence-theory,b4_250_2509_25519,82,0,0.0,48,47,40,12,28,7,0.851063829787234,6,0.125,48,19,0.3958333333333333,40,12,0.3,0.125,29,0.09051724137931035,0.5384615384615384
ideatrail,default/train,neural-architecture-learning-dynamics,b4_283_2510_01098,66,0,0.0,47,46,33,8,25,13,0.717391304347826,12,0.2553191489361702,47,15,0.3191489361702128,42,10,0.23809523809523808,0.1276595744680851,32,0.0964095744680851,0.4444444444444444
ideatrail,default/train,irregular-sparse-time-series-forecasting,b4_341_2510_04910,106,0,0.0,57,56,45,20,25,11,0.8035714285714286,10,0.17543859649122806,57,29,0.5087719298245614,42,14,0.3333333333333333,0.3157894736842105,28,0.2800751879699248,0.75
ideatrail,default/train,llm-structured-action-execution-reliability,b4_346_2510_05318,114,0,0.0,70,69,60,20,40,9,0.8695652173913043,8,0.11428571428571428,70,26,0.37142857142857144,60,17,0.2833333333333333,0.18571428571428572,44,0.16298701298701299,0.8421052631578947
ideatrail,default/train,neural-network-representation-geometry,b4_355_2510_05949,75,0,0.0,45,44,35,12,23,9,0.7954545454545454,8,0.17777777777777778,45,21,0.4666666666666667,33,10,0.30303030303030304,0.2222222222222222,24,0.18055555555555555,0.6
ideatrail,default/train,trustworthy-physics-informed-molecular-modeling,b4_415_2510_10248,96,0,0.0,50,49,42,15,27,7,0.8571428571428571,6,0.12,50,19,0.38,40,12,0.3,0.28,31,0.247741935483871,0.5238095238095237
ideatrail,default/train,paralinguistic-speech-analysis-survey,b4_419_2510_10444,76,0,0.0,52,51,38,17,21,13,0.7450980392156863,12,0.23076923076923078,52,26,0.5,45,19,0.4222222222222222,0.28846153846153844,26,0.24999999999999997,0.7619047619047619
ideatrail,default/train,long-form-video-summarization,b4_429_2510_11204,75,0,0.0,41,40,31,6,25,9,0.775,8,0.1951219512195122,41,12,0.2926829268292683,34,7,0.20588235294117646,0.21951219512195122,29,0.18502943650126158,0.5
ideatrail,default/train,optimizer-learning-rate-schedule-dynamics,b4_447_2510_12402,77,0,0.0,46,45,36,6,30,9,0.8,8,0.17391304347826086,46,15,0.32608695652173914,40,11,0.275,0.10869565217391304,31,0.07643758765778401,0.75
ideatrail,default/train,temporal-spatial-reasoning-qa,b4_460_2510_13614,109,0,0.0,55,54,49,10,39,5,0.9074074074074074,4,0.07272727272727272,55,17,0.3090909090909091,49,11,0.22448979591836735,0.16363636363636364,38,0.13732057416267943,0.5
ideatrail,default/train,edge-deployment-physiological-signal-models,b4_497_2510_16677,93,0,0.0,60,59,38,11,27,21,0.6440677966101694,20,0.3333333333333333,60,31,0.5166666666666667,48,20,0.4166666666666667,0.21666666666666667,29,0.182183908045977,0.4761904761904763
ideatrail,default/train,invariant-representation-learning-domain-generalization,b4_498_2510_16704,100,0,0.0,47,46,37,9,28,9,0.8043478260869565,8,0.1702127659574468,47,14,0.2978723404255319,40,8,0.2,0.2127659574468085,33,0.1824629271437782,0.4444444444444444
ideatrail,default/train,multilingual-llm-cultural-bias-safety,b4_513_2510_18510,74,0,0.0,49,48,39,6,33,9,0.8125,8,0.16326530612244897,49,17,0.3469387755102041,43,12,0.27906976744186046,0.14285714285714285,32,0.11160714285714285,0.42735042735042733
ideatrail,default/train,efficient-llm-alignment-training,b4_524_2510_19178,65,0,0.0,40,39,24,5,19,15,0.6153846153846154,14,0.35,40,18,0.45,37,15,0.40540540540540543,0.175,22,0.12954545454545452,0.16666666666666669
ideatrail,default/train,explainable-time-series-models,b4_533_2510_20084,152,0,0.0,89,88,69,13,56,19,0.7840909090909091,18,0.20224719101123595,89,35,0.39325842696629215,80,28,0.35,0.12359550561797752,54,0.10507698709945901,0.6285714285714286
ideatrail,default/train,neural-representation-space-geometry,b4_574_2510_24105,119,0,0.0,84,83,76,29,47,7,0.9156626506024096,6,0.07142857142857142,84,42,0.5,70,29,0.4142857142857143,0.17857142857142858,42,0.15476190476190477,0.7251461988304093
ideatrail,default/train,budget-constrained-active-learning,b4_587_2510_25345,112,0,0.0,62,61,56,11,45,5,0.9180327868852459,4,0.06451612903225806,62,25,0.4032258064516129,56,19,0.3392857142857143,0.11290322580645161,37,0.08587619877942458,0.5
ideatrail,default/train,reward-model-interpretability-validation,b4_596_2510_26202,89,0,0.0,58,57,38,6,32,19,0.6666666666666666,18,0.3103448275862069,58,19,0.3275862068965517,49,10,0.20408163265306123,0.10344827586206896,39,0.07780725022104332,0.19999999999999998
ideatrail,default/train,efficient-long-context-attention,b4_598_2510_26692,101,0,0.0,61,60,55,1,54,5,0.9166666666666666,4,0.06557377049180328,61,16,0.26229508196721313,59,15,0.2542372881355932,0.08196721311475409,45,0.059744990892531866,0.3333333333333333
ideatrail,default/train,credit-assignment-language-model-rl,b4_638_2511_03710,86,0,0.0,44,43,30,8,22,13,0.6976744186046512,12,0.2727272727272727,44,20,0.45454545454545453,33,10,0.30303030303030304,0.2727272727272727,24,0.23106060606060605,0.25
ideatrail,default/train,data-efficient-llm-fine-tuning,b4_674_2511_10643,126,0,0.0,55,54,41,8,33,13,0.7592592592592593,12,0.21818181818181817,55,18,0.32727272727272727,48,13,0.2708333333333333,0.14545454545454545,37,0.11842751842751842,0.5
ideatrail,default/train,token-compression-generative-models,b4_692_2511_15244,64,0,0.0,44,43,36,9,27,7,0.8372093023255814,6,0.13636363636363635,44,15,0.3409090909090909,40,12,0.3,0.20454545454545456,29,0.17006269592476492,0.6875
ideatrail,default/train,multimodal-model-adversarial-robustness,b4_710_2511_17448,68,0,0.0,40,39,28,3,25,11,0.717948717948718,10,0.25,40,13,0.325,36,10,0.2777777777777778,0.15,27,0.11296296296296296,0.5
ideatrail,default/train,medical-image-explainability-methods,b4_738_2511_22018,126,0,0.0,70,69,56,23,33,13,0.8115942028985508,12,0.17142857142857143,70,35,0.5,56,21,0.375,0.21428571428571427,35,0.1857142857142857,0.6842105263157895
ideatrail,default/train,domain-specific-multimodal-reasoning-gaps,b4_747_2511_22645,112,0,0.0,66,65,56,8,48,9,0.8615384615384616,8,0.12121212121212122,66,21,0.3181818181818182,59,16,0.2711864406779661,0.10606060606060606,45,0.08383838383838384,0.6190476190476191
ideatrail,default/train,agentic-ai-security-vulnerabilities,b4_837_2512_15163,85,0,0.0,60,59,46,16,30,13,0.7796610169491526,12,0.2,60,24,0.4,52,17,0.3269230769230769,0.18333333333333332,36,0.15555555555555556,0.6
ideatrail,default/train,human-preference-alignment-generative-models,b4_895_2512_24138,84,0,0.0,58,57,48,21,27,9,0.8421052631578947,8,0.13793103448275862,58,26,0.4482758620689655,45,13,0.28888888888888886,0.29310344827586204,32,0.26185344827586204,0.5965909090909091
ideatrail,default/train,ai-compiler-heterogeneous-hardware-optimization,b4_903_2601_00227,101,0,0.0,58,57,48,13,35,9,0.8421052631578947,8,0.13793103448275862,58,26,0.4482758620689655,49,18,0.3673469387755102,0.15517241379310345,32,0.12392241379310345,0.7777777777777778
ideatrail,default/train,multi-armed-bandit-regret-bounds,b4_908_2601_01069,88,0,0.0,54,53,32,6,26,21,0.6037735849056604,20,0.37037037037037035,54,24,0.4444444444444444,45,16,0.35555555555555557,0.16666666666666666,30,0.13333333333333333,0.3
ideatrail,default/train,transformer-structural-pruning-methods,b4_934_2601_06787,108,0,0.0,56,55,44,10,34,11,0.8,10,0.17857142857142858,56,19,0.3392857142857143,49,14,0.2857142857142857,0.14285714285714285,37,0.11583011583011582,0.5833333333333334
ideatrail,default/train,multi-agent-coordination-evaluation-governance,b4_966_2601_14652,189,0,0.0,138,137,118,23,95,19,0.8613138686131386,18,0.13043478260869565,138,67,0.4855072463768116,122,52,0.4262295081967213,0.10869565217391304,71,0.09461114513165952,0.5592705167173253
openswe,openhands/minimax_m25,eslint__eslint-8270,2a1621c4-aba4-455a-9598-53a32c666e1b,71,55,0.7746478873239436,65,64,47,34,13,17,0.734375,27,0.4153846153846154,128,93,0.7265625,108,77,0.7129629629629629,0.140625,35,0.11205357142857143,0.43778801843317966
openswe,openhands/minimax_m25,sveltejs__kit-7207,31fa9371-0a25-40a1-8a36-6a48e0a6f27c,59,43,0.7288135593220338,53,52,48,11,37,4,0.9230769230769231,6,0.11320754716981132,63,36,0.5714285714285714,59,32,0.5423728813559322,0.1746031746031746,27,0.13756613756613756,0.4166666666666667
openswe,openhands/minimax_m25,hetznercloud__hcloud-go-42,a6c42b21-2fa4-43a7-88d5-bd8e3908dcdf,28,17,0.6071428571428571,24,23,16,7,9,7,0.6956521739130435,6,0.25,24,16,0.6666666666666666,16,9,0.5625,0.20833333333333334,8,0.08333333333333334,
openswe,openhands/minimax_m25,dai-shi__waku-925,75f33d03-ef26-4406-8e1a-36405d56c47e,62,45,0.7258064516129032,50,49,34,10,24,15,0.6938775510204082,13,0.26,64,33,0.515625,29,9,0.3103448275862069,0.1875,31,0.15524193548387097,0.05844155844155843
openswe,openhands/minimax_m25,servo__rust-url-975,24300b9d-7882-4a5a-acb7-1501ca140de3,78,60,0.7692307692307693,45,44,40,12,28,4,0.9090909090909091,9,0.2,73,43,0.589041095890411,60,30,0.5,0.1232876712328767,30,0.08995433789954338,-0.20833333333333331
openswe,openhands/minimax_m25,asyncapi__modelina-554,275b3acf-9f71-4dab-9070-5f17e64d4829,23,11,0.4782608695652174,17,16,7,6,1,9,0.4375,7,0.4117647058823529,17,11,0.6470588235294118,6,1,0.16666666666666666,0.5882352941176471,6,0.42156862745098045,
openswe,openhands/minimax_m25,pajlads__dinkplugin-462,61447494-6f61-4d79-af3d-a1946089af87,75,29,0.38666666666666666,65,64,53,26,27,11,0.828125,11,0.16923076923076924,73,48,0.6575342465753424,59,34,0.576271186440678,0.3698630136986301,25,0.32986301369863014,0.4022222222222222
openswe,openhands/minimax_m25,protofire__solhint-291,de7d9321-44c2-48fc-ad50-3c2f01d74ef1,28,18,0.6428571428571429,20,19,7,7,0,12,0.3684210526315789,10,0.5,21,14,0.6666666666666666,8,1,0.125,0.5238095238095238,7,0.380952380952381,
openswe,openhands/minimax_m25,spf13__viper-2003,73944c3e-bc0d-4748-874f-bb903cdcf1d4,32,18,0.5625,26,25,22,11,11,3,0.88,6,0.23076923076923078,35,25,0.7142857142857143,14,8,0.5714285714285714,0.2571428571428571,10,0.1571428571428571,-0.17142857142857137
openswe,openhands/minimax_m25,eslint__eslint-8809,7e9ea768-6a7e-45db-9f00-09a078ab5b71,27,16,0.5925925925925926,22,21,13,12,1,8,0.6190476190476191,6,0.2727272727272727,26,19,0.7307692307692307,12,8,0.6666666666666666,0.3076923076923077,7,0.16483516483516486,
openswe,openhands/minimax_m25,briannesbitt__carbon-2802,84752bcc-502e-4cb7-bb9d-2360fc57fd8c,45,31,0.6888888888888889,38,37,16,12,4,21,0.43243243243243246,23,0.6052631578947368,57,35,0.6140350877192983,26,11,0.4230769230769231,0.17543859649122806,22,0.1299840510366826,0.7032967032967032
openswe,openhands/minimax_m25,argoproj__argo-2645,0d355193-6260-445b-8872-0be40ba28aec,77,40,0.5194805194805194,70,69,45,32,13,24,0.6521739130434783,24,0.34285714285714286,90,65,0.7222222222222222,50,29,0.58,0.3111111111111111,25,0.27111111111111114,-0.1705685618729097
openswe,openhands/minimax_m25,aeye-lab__pymovements-408,e48e6c51-3548-4d4d-98f9-9861dd0818ae,54,27,0.5,47,46,33,10,23,13,0.717391304347826,11,0.23404255319148937,50,29,0.58,26,6,0.23076923076923078,0.14,21,0.0923809523809524,0.625
openswe,openhands/minimax_m25,callstack__react-native-paper-394,e075fdc3-1064-4579-8a6f-06a877d6b74c,39,20,0.5128205128205128,22,21,20,3,17,1,0.9523809523809523,0,0.0,22,7,0.3181818181818182,19,4,0.21052631578947367,0.18181818181818182,15,0.11515151515151516,0.5
openswe,openhands/minimax_m25,xataio__client-ts-52,4215cbfc-2118-41d4-9526-22af670a0c3c,74,39,0.527027027027027,59,58,35,23,12,23,0.603448275862069,24,0.4067796610169492,84,54,0.6428571428571429,56,31,0.5535714285714286,0.17857142857142858,30,0.14523809523809525,0.4611528822055138
openswe,openhands/minimax_m25,paustint__soql-parser-js-114,0916f10d-989f-48b3-a083-90b90a32d26e,41,22,0.5365853658536586,26,25,10,8,2,15,0.4,13,0.5,26,16,0.6153846153846154,15,6,0.4,0.38461538461538464,10,0.2846153846153846,0.6666666666666666
openswe,openhands/minimax_m25,swup__swup-869,ad9139e4-6e80-4969-bf22-e3a8e4fdeba8,50,25,0.5,29,28,16,4,12,12,0.5714285714285714,10,0.3448275862068966,30,16,0.5333333333333333,18,6,0.3333333333333333,0.16666666666666666,14,0.09523809523809523,0.9166666666666666
openswe,openhands/minimax_m25,src-d__go-mysql-server-420,1198cfec-d642-4bf8-a3da-fc01f032a341,88,42,0.4772727272727273,77,76,56,21,35,20,0.7368421052631579,20,0.2597402597402597,91,58,0.6373626373626373,56,26,0.4642857142857143,0.12087912087912088,33,0.09057609057609058,0.7587719298245614
openswe,openhands/minimax_m25,apache__incubator-fluo-862,38302e48-687e-4be7-8f80-31d761558f70,46,25,0.5434782608695652,36,35,30,11,19,5,0.8571428571428571,5,0.1388888888888889,55,36,0.6545454545454545,29,14,0.4827586206896552,0.12727272727272726,19,0.07464114832535884,0.6058823529411765
openswe,openhands/minimax_m25,pingcap__tidb-lightning-508,43160ce5-9ed9-4204-b8ee-7a1f8970a329,91,52,0.5714285714285714,69,68,52,21,31,16,0.7647058823529411,14,0.2028985507246377,79,57,0.7215189873417721,48,30,0.625,0.16455696202531644,22,0.11910241657077099,0.4117647058823529
openswe,openhands/minimax_m25,pypa__pip-11466,0f365b5e-d2d3-421f-a8da-e806c8af44b0,60,47,0.7833333333333333,45,44,31,25,6,13,0.7045454545454546,17,0.37777777777777777,72,46,0.6388888888888888,47,28,0.5957446808510638,0.2916666666666667,26,0.2532051282051282,0.3436532507739938
openswe,openhands/minimax_m25,swc-project__swc-5707,051ed4b0-787b-46a3-9bcc-6011d51db6ba,105,61,0.580952380952381,59,58,47,7,40,11,0.8103448275862069,10,0.1694915254237288,61,24,0.39344262295081966,52,21,0.40384615384615385,0.11475409836065574,37,0.08772707133362871,0.2820512820512821
openswe,openhands/minimax_m25,auth0__auth0.js-817,46689d4e-d6dd-45ff-a971-4535b78e20bb,106,58,0.5471698113207547,63,62,42,19,23,20,0.6774193548387096,17,0.2698412698412698,64,47,0.734375,35,18,0.5142857142857142,0.203125,17,0.14430147058823528,0.5735294117647058
openswe,openhands/minimax_m25,jtablesaw__tablesaw-591,a0374400-9dcd-47e9-8664-762630c7d583,62,44,0.7096774193548387,36,35,22,12,10,13,0.6285714285714286,11,0.3055555555555556,56,27,0.48214285714285715,31,15,0.4838709677419355,0.16071428571428573,29,0.12623152709359609,0.3409090909090909
openswe,openhands/minimax_m25,cobalt-org__liquid-rust-556,cf687885-3ba1-4234-b5de-52f0432a6768,40,19,0.475,23,22,10,4,6,12,0.45454545454545453,10,0.43478260869565216,25,12,0.48,16,6,0.375,0.28,13,0.2030769230769231,0.36666666666666664
openswe,openhands/minimax_m25,takluyver__flit-169,5e59f082-95dc-4870-9da3-91459507e3f1,71,43,0.6056338028169014,59,58,35,19,16,23,0.603448275862069,24,0.4067796610169492,94,62,0.6595744680851063,50,26,0.52,0.11702127659574468,32,0.08577127659574468,0.30681818181818177
openswe,openhands/minimax_m25,googlefonts__glyphslib-563,11ad5d60-01f2-42cb-8f04-d1128f8d4560,42,30,0.7142857142857143,33,32,19,11,8,13,0.59375,11,0.3333333333333333,41,24,0.5853658536585366,15,6,0.4,0.34146341463414637,17,0.28263988522238165,-0.06666666666666671
openswe,openhands/minimax_m25,sinonjs__fake-timers-465,772dcae2-c345-4286-b74c-3d1b157b11eb,69,46,0.6666666666666666,57,56,49,48,1,7,0.875,5,0.08771929824561403,58,53,0.9137931034482759,24,19,0.7916666666666666,0.896551724137931,5,0.6965517241379311,0.3125
openswe,openhands/minimax_m25,kestra-io__kestra-3102,0f306bce-ae29-4f90-9cae-f61adef27378,73,47,0.6438356164383562,56,55,34,18,16,21,0.6181818181818182,21,0.375,65,36,0.5538461538461539,55,27,0.4909090909090909,0.2153846153846154,29,0.18090185676392573,0.62
openswe,openhands/minimax_m25,obsidian-tasks-group__obsidian-tasks-1563,d594f803-075e-4ea9-9f2d-4c5b0cf37347,50,36,0.72,26,25,13,3,10,12,0.52,11,0.4230769230769231,44,17,0.38636363636363635,38,11,0.2894736842105263,0.09090909090909091,27,0.05387205387205388,0.5411764705882353
openswe,openhands/minimax_m25,streamlink__streamlink-122,b06c05b2-d691-49c2-b82f-4ab692bc9506,44,23,0.5227272727272727,36,35,19,14,5,16,0.5428571428571428,15,0.4166666666666667,43,30,0.6976744186046512,16,4,0.25,0.4186046511627907,13,0.3416815742397138,0.4
openswe,openhands/minimax_m25,alexcrichton__futures-rs-151,e954ca45-5b65-47b7-b1a2-dec871a63627,88,43,0.48863636363636365,55,54,37,22,15,17,0.6851851851851852,14,0.2545454545454545,55,41,0.7454545454545455,32,19,0.59375,0.34545454545454546,14,0.27402597402597406,-0.1127819548872181
openswe,openhands/minimax_m25,narwhals-dev__narwhals-1625,e1b48fee-5235-4e46-a2c2-7c4e67ed02c4,170,115,0.6764705882352942,123,122,107,66,41,15,0.8770491803278688,12,0.0975609756097561,133,100,0.7518796992481203,110,78,0.7090909090909091,0.17293233082706766,33,0.14262930052403736,-0.1573403554970375
openswe,openhands/minimax_m25,knative__client-1146,7ca16674-3c2f-41ff-9bcc-69adf8695147,38,19,0.5,33,32,22,2,20,10,0.6875,8,0.24242424242424243,33,16,0.48484848484848486,24,7,0.2916666666666667,0.18181818181818182,17,0.12299465240641712,0.5166666666666666
openswe,openhands/minimax_m25,lirantal__lockfile-lint-165,26746a5a-5354-472a-b59a-ef1f0c6bdc48,64,48,0.75,53,52,46,19,27,6,0.8846153846153846,15,0.2830188679245283,89,69,0.7752808988764045,39,25,0.6410256410256411,0.34831460674157305,20,0.29831460674157306,0.5817307692307692
openswe,openhands/minimax_m25,googlecloudplatform__google-auth-library-python-262,7ddbc674-84df-4972-9e2d-15f32814db52,56,34,0.6071428571428571,46,45,23,17,6,22,0.5111111111111111,20,0.43478260869565216,56,36,0.6428571428571429,34,14,0.4117647058823529,0.35714285714285715,20,0.30714285714285716,0.6857142857142857
openswe,openhands/minimax_m25,cta-observatory__ctapipe-1883,774fa2ae-60db-4867-8d2b-f306f85d3c30,41,29,0.7073170731707317,22,21,13,6,7,8,0.6190476190476191,7,0.3181818181818182,23,12,0.5217391304347826,16,5,0.3125,0.34782608695652173,11,0.2569169960474308,0.19047619047619047
openswe,openhands/minimax_m25,netlify__zip-it-and-ship-it-619,5730deb2-7a07-4314-bc3b-11c6e760025b,73,47,0.6438356164383562,53,52,28,11,17,24,0.5384615384615384,23,0.4339622641509434,59,30,0.5084745762711864,24,10,0.4166666666666667,0.23728813559322035,29,0.2028053769725307,0.45454545454545453
openswe,openhands/minimax_m25,ymrl__a11y-visualizer-41,5e106b75-a8b5-4e35-9b7c-91185ec8199e,47,22,0.46808510638297873,33,32,24,7,17,8,0.75,7,0.21212121212121213,34,20,0.5882352941176471,17,5,0.29411764705882354,0.20588235294117646,14,0.13445378151260504,1.0
openswe,openhands/minimax_m25,ryangjchandler__orbit-44,41cdb0c4-39aa-4bcd-b41b-5f3beec13173,87,47,0.5402298850574713,79,78,51,24,27,27,0.6538461538461539,31,0.3924050632911392,129,91,0.7054263565891473,37,12,0.32432432432432434,0.13953488372093023,38,0.11321909424724602,0.30952380952380953
openswe,openhands/minimax_m25,lukeautry__tsoa-468,943b6edc-7046-48bb-becd-f0fd79dcf095,60,43,0.7166666666666667,48,47,31,20,11,16,0.6595744680851063,15,0.3125,60,36,0.6,37,16,0.43243243243243246,0.13333333333333333,24,0.09166666666666667,-0.007575757575757569
openswe,openhands/minimax_m25,javierbrea__eslint-plugin-boundaries-175,7814fe57-bdf5-42dc-ab6f-b988c91d08d1,71,41,0.5774647887323944,49,48,30,12,18,18,0.625,16,0.32653061224489793,56,30,0.5357142857142857,28,10,0.35714285714285715,0.17857142857142858,26,0.1401098901098901,0.6078431372549019
openswe,openhands/minimax_m25,dbt-athena__dbt-athena-324,1ec463ed-47ee-4d79-b495-657185986e8a,49,28,0.5714285714285714,39,38,26,12,14,12,0.6842105263157895,10,0.2564102564102564,47,31,0.6595744680851063,37,21,0.5675675675675675,0.2553191489361702,16,0.1928191489361702,0.37777777777777777
openswe,openhands/minimax_m25,tafia__quick-xml-760,2ada87e8-f569-4394-83b8-556786373d4f,83,33,0.39759036144578314,56,55,50,29,21,5,0.9090909090909091,2,0.03571428571428571,56,46,0.8214285714285714,31,22,0.7096774193548387,0.42857142857142855,10,0.3285714285714285,0.009615384615384581
openswe,openhands/minimax_m25,sindresorhus__got-335,46bedf2d-850d-4fbe-b17e-386b631626f2,48,29,0.6041666666666666,39,38,34,23,11,4,0.8947368421052632,3,0.07692307692307693,41,30,0.7317073170731707,8,1,0.125,0.4634146341463415,11,0.3725055432372506,0.25
openswe,openhands/minimax_m25,go-webauthn__webauthn-359,3bad7c2c-1db4-4c76-9fae-678152d5041d,50,29,0.58,43,42,27,22,5,15,0.6428571428571429,20,0.46511627906976744,58,44,0.7586206896551724,26,13,0.5,0.2413793103448276,14,0.16995073891625617,0.75
openswe,openhands/minimax_m25,google__autocxx-306,cb4ae3b9-09a8-47c3-bd45-825024f5dcc5,73,33,0.4520547945205479,58,57,48,33,15,9,0.8421052631578947,7,0.1206896551724138,59,47,0.7966101694915254,40,28,0.7,0.2711864406779661,12,0.18785310734463279,-0.2121212121212121
openswe,openhands/minimax_m25,hibiken__asynq-350,4fbab890-8de3-465c-b1a9-b1060c95ff61,85,31,0.36470588235294116,77,76,60,45,15,16,0.7894736842105263,15,0.19480519480519481,87,65,0.7471264367816092,59,38,0.6440677966101694,0.367816091954023,22,0.3223615464994775,0.06000000000000005
openswe,openhands/minimax_m25,typedorm__typedorm-127,aae4b5bd-e4c4-4e4e-b526-fe2f58534029,68,46,0.6764705882352942,38,37,30,6,24,7,0.8108108108108109,7,0.18421052631578946,41,16,0.3902439024390244,30,7,0.23333333333333334,0.14634146341463414,25,0.10634146341463413,0.49473684210526314
