population,corpus_or_project,stratum_or_vendor,metric,value,n,eligible,direction_anchor,ci95_low,ci95_high
local,ActPlane,codex,unit_top_path_share_median,0.2702702702702703,67,True,0.0,,
local,ActPlane,codex,late_path_reread_delta_median,0.221840354767184,42,True,0.0,,
local,ActPlane,gemini,top10_unit_call_share,,0,False,0.0,,
local,ActPlane,gemini,path_locality_excess,,0,False,0.0,,
local,ActPlane,gemini,module_return_call_share,,0,False,0.0,,
local,ActPlane,gemini,path_reuse_share,,0,False,0.0,,
local,ActPlane,gemini,repeat_path_read_share,,0,False,0.0,,
local,ActPlane,gemini,shell_share,,0,False,0.5,,
local,ActPlane,gemini,unit_top_path_share_median,,0,False,0.0,,
local,ActPlane,gemini,late_path_reread_delta_median,,0,False,0.0,,
local,bpf-developer-tutorial,claude,top10_unit_call_share,0.45722433460076045,1052,True,0.0,,
local,bpf-developer-tutorial,claude,path_locality_excess,0.9086294416243654,591,True,0.0,,
local,bpf-developer-tutorial,claude,module_return_call_share,0.025806451612903226,620,True,0.0,,
local,bpf-developer-tutorial,claude,path_reuse_share,0.6195826645264848,623,True,0.0,,
local,bpf-developer-tutorial,claude,repeat_path_read_share,0.36768802228412256,359,True,0.0,,
local,bpf-developer-tutorial,claude,shell_share,0.33174904942965777,1052,True,0.5,,
local,bpf-developer-tutorial,claude,unit_top_path_share_median,0.35714285714285715,29,True,0.0,,
local,bpf-developer-tutorial,claude,late_path_reread_delta_median,0.8315217391304348,7,False,0.0,,
local,bpf-developer-tutorial,codex,top10_unit_call_share,0.5815126050420169,595,False,0.0,,
local,bpf-developer-tutorial,codex,path_locality_excess,0.7322834645669292,127,False,0.0,,
local,bpf-developer-tutorial,codex,module_return_call_share,0.1,130,False,0.0,,
local,bpf-developer-tutorial,codex,path_reuse_share,0.3829787234042553,141,True,0.0,,
local,bpf-developer-tutorial,codex,repeat_path_read_share,0.38095238095238093,126,True,0.0,,
local,bpf-developer-tutorial,codex,shell_share,0.8504201680672269,595,False,0.5,,
local,bpf-developer-tutorial,codex,unit_top_path_share_median,0.08163265306122448,3,False,0.0,,
local,bpf-developer-tutorial,codex,late_path_reread_delta_median,0.09090909090909091,3,False,0.0,,
local,bpf-developer-tutorial,gemini,top10_unit_call_share,1.0,17,False,0.0,,
local,bpf-developer-tutorial,gemini,path_locality_excess,0.8571428571428572,14,False,0.0,,
local,bpf-developer-tutorial,gemini,module_return_call_share,0.0,15,False,0.0,,
local,bpf-developer-tutorial,gemini,path_reuse_share,0.26666666666666666,15,False,0.0,,
local,bpf-developer-tutorial,gemini,repeat_path_read_share,0.18181818181818182,11,False,0.0,,
local,bpf-developer-tutorial,gemini,shell_share,0.0,17,False,0.5,,
local,bpf-developer-tutorial,gemini,unit_top_path_share_median,0.2,1,False,0.0,,
local,bpf-developer-tutorial,gemini,late_path_reread_delta_median,,0,False,0.0,,
local,eunomia.dev,claude,top10_unit_call_share,0.6369119420989143,3316,True,0.0,,
local,eunomia.dev,claude,path_locality_excess,0.6491228070175439,969,True,0.0,,
local,eunomia.dev,claude,module_return_call_share,0.13232323232323231,990,True,0.0,,
local,eunomia.dev,claude,path_reuse_share,0.7255859375,1024,True,0.0,,
local,eunomia.dev,claude,repeat_path_read_share,0.4432314410480349,458,True,0.0,,
local,eunomia.dev,claude,shell_share,0.39294330518697224,3316,True,0.5,,
local,eunomia.dev,claude,unit_top_path_share_median,0.3333333333333333,21,True,0.0,,
local,eunomia.dev,claude,late_path_reread_delta_median,0.196969696969697,5,False,0.0,,
local,eunomia.dev,codex,top10_unit_call_share,0.5315340909090909,10560,True,0.0,,
local,eunomia.dev,codex,path_locality_excess,0.4942372881355932,1475,True,0.0,,
local,eunomia.dev,codex,module_return_call_share,0.2334889926617745,1499,True,0.0,,
local,eunomia.dev,codex,path_reuse_share,0.6016904384574749,1893,True,0.0,,
local,eunomia.dev,codex,repeat_path_read_share,0.5773984696880518,1699,True,0.0,,
local,eunomia.dev,codex,shell_share,0.6452651515151515,10560,True,0.5,,
local,eunomia.dev,codex,unit_top_path_share_median,0.14580873671782763,24,True,0.0,,
local,eunomia.dev,codex,late_path_reread_delta_median,0.28875283434352245,18,True,0.0,,
local,eunomia.dev,gemini,top10_unit_call_share,,0,False,0.0,,
local,eunomia.dev,gemini,path_locality_excess,,0,False,0.0,,
local,eunomia.dev,gemini,module_return_call_share,,0,False,0.0,,
local,eunomia.dev,gemini,path_reuse_share,,0,False,0.0,,
local,eunomia.dev,gemini,repeat_path_read_share,,0,False,0.0,,
local,eunomia.dev,gemini,shell_share,,0,False,0.5,,
local,eunomia.dev,gemini,unit_top_path_share_median,,0,False,0.0,,
local,eunomia.dev,gemini,late_path_reread_delta_median,,0,False,0.0,,
local,agentskill-observability-paper,claude,top10_unit_call_share,0.4571140262361251,991,False,0.0,,
local,agentskill-observability-paper,claude,path_locality_excess,1.0,430,False,0.0,,
local,agentskill-observability-paper,claude,module_return_call_share,0.0,438,False,0.0,,
local,agentskill-observability-paper,claude,path_reuse_share,0.9200913242009132,438,True,0.0,,
local,agentskill-observability-paper,claude,repeat_path_read_share,0.9297520661157025,242,True,0.0,,
local,agentskill-observability-paper,claude,shell_share,0.24419778002018164,991,False,0.5,,
local,agentskill-observability-paper,claude,unit_top_path_share_median,0.7733050847457628,8,False,0.0,,
local,agentskill-observability-paper,claude,late_path_reread_delta_median,0.15476190476190477,4,False,0.0,,
local,agentskill-observability-paper,codex,top10_unit_call_share,,0,False,0.0,,
local,agentskill-observability-paper,codex,path_locality_excess,,0,False,0.0,,
local,agentskill-observability-paper,codex,module_return_call_share,,0,False,0.0,,
local,agentskill-observability-paper,codex,path_reuse_share,,0,False,0.0,,
local,agentskill-observability-paper,codex,repeat_path_read_share,,0,False,0.0,,
local,agentskill-observability-paper,codex,shell_share,,0,False,0.5,,
local,agentskill-observability-paper,codex,unit_top_path_share_median,,0,False,0.0,,
local,agentskill-observability-paper,codex,late_path_reread_delta_median,,0,False,0.0,,
local,agentskill-observability-paper,gemini,top10_unit_call_share,,0,False,0.0,,
local,agentskill-observability-paper,gemini,path_locality_excess,,0,False,0.0,,
local,agentskill-observability-paper,gemini,module_return_call_share,,0,False,0.0,,
local,agentskill-observability-paper,gemini,path_reuse_share,,0,False,0.0,,
local,agentskill-observability-paper,gemini,repeat_path_read_share,,0,False,0.0,,
local,agentskill-observability-paper,gemini,shell_share,,0,False,0.5,,
local,agentskill-observability-paper,gemini,unit_top_path_share_median,,0,False,0.0,,
local,agentskill-observability-paper,gemini,late_path_reread_delta_median,,0,False,0.0,,
local,academic-writing-skills,claude,top10_unit_call_share,0.5432489451476793,948,True,0.0,,
local,academic-writing-skills,claude,path_locality_excess,0.888631090487239,431,True,0.0,,
local,academic-writing-skills,claude,module_return_call_share,0.02466367713004484,446,True,0.0,,
local,academic-writing-skills,claude,path_reuse_share,0.6230936819172114,459,True,0.0,,
local,academic-writing-skills,claude,repeat_path_read_share,0.19117647058823528,204,True,0.0,,
local,academic-writing-skills,claude,shell_share,0.31645569620253167,948,True,0.5,,
local,academic-writing-skills,claude,unit_top_path_share_median,0.3333333333333333,15,True,0.0,,
local,academic-writing-skills,claude,late_path_reread_delta_median,0.0,5,False,0.0,,
local,academic-writing-skills,codex,top10_unit_call_share,,0,False,0.0,,
local,academic-writing-skills,codex,path_locality_excess,,0,False,0.0,,
local,academic-writing-skills,codex,module_return_call_share,,0,False,0.0,,
local,academic-writing-skills,codex,path_reuse_share,,0,False,0.0,,
local,academic-writing-skills,codex,repeat_path_read_share,,0,False,0.0,,
local,academic-writing-skills,codex,shell_share,,0,False,0.5,,
local,academic-writing-skills,codex,unit_top_path_share_median,,0,False,0.0,,
local,academic-writing-skills,codex,late_path_reread_delta_median,,0,False,0.0,,
local,academic-writing-skills,gemini,top10_unit_call_share,,0,False,0.0,,
local,academic-writing-skills,gemini,path_locality_excess,,0,False,0.0,,
local,academic-writing-skills,gemini,module_return_call_share,,0,False,0.0,,
local,academic-writing-skills,gemini,path_reuse_share,,0,False,0.0,,
local,academic-writing-skills,gemini,repeat_path_read_share,,0,False,0.0,,
local,academic-writing-skills,gemini,shell_share,,0,False,0.5,,
local,academic-writing-skills,gemini,unit_top_path_share_median,,0,False,0.0,,
local,academic-writing-skills,gemini,late_path_reread_delta_median,,0,False,0.0,,
public,ideatrail,default/train,top10_unit_call_share,0.16918568784700802,64,True,0.0,0.15308136742773434,0.1834182811515249
public,ideatrail,default/train,path_locality_excess,0.6406970784213224,3902,True,0.0,0.5969117541126224,0.678229112578727
public,ideatrail,default/train,module_return_call_share,0.16036308623298035,3966,True,0.0,0.14187304805068898,0.18081280976173986
public,ideatrail,default/train,path_reuse_share,0.4437720625315179,3966,True,0.0,0.41849056079852165,0.46709170693133684
public,ideatrail,default/train,repeat_path_read_share,0.3681253696037847,3382,True,0.0,0.34266933004660916,0.39292099970612965
public,ideatrail,default/train,shell_share,0.0,6484,True,0.5,0.0,0.0
public,ideatrail,default/train,unit_top_path_share_median,0.16666666666666666,64,True,0.0,0.1568627450980392,0.19223484848484848
public,ideatrail,default/train,late_path_reread_delta_median,0.5957262845849802,64,True,0.0,0.5,0.6198412698412699
public,openswe,openhands/minimax_m25,top10_unit_call_share,0.1890936632163595,64,True,0.0,0.16204591436646104,0.2216988287350791
public,openswe,openhands/minimax_m25,path_locality_excess,0.4003372681281619,2965,True,0.0,0.33210828028153283,0.46629866498294575
public,openswe,openhands/minimax_m25,module_return_call_share,0.28656322218553976,3029,True,0.0,0.2511694458230714,0.32059949218578526
public,openswe,openhands/minimax_m25,path_reuse_share,0.6419621434284191,3751,True,0.0,0.6124120876817278,0.6692155479388509
public,openswe,openhands/minimax_m25,repeat_path_read_share,0.501743679163034,2294,True,0.0,0.4590371109593135,0.5417434259073113
public,openswe,openhands/minimax_m25,shell_share,0.5925271396112093,3961,True,0.5,0.5653111647332189,0.6190210582911421
public,openswe,openhands/minimax_m25,unit_top_path_share_median,0.20450367647058823,64,True,0.0,0.17857142857142858,0.2564102564102564
public,openswe,openhands/minimax_m25,late_path_reread_delta_median,0.4263157894736842,59,True,0.0,0.36666666666666664,0.47794486215538845
public,openswe,openhands/qwen35_122b,top10_unit_call_share,0.16620901308350833,64,True,0.0,0.14615721708912172,0.1876426670801513
public,openswe,openhands/qwen35_122b,path_locality_excess,0.4158512720156556,4088,True,0.0,0.3376516394968609,0.49158935420989747
public,openswe,openhands/qwen35_122b,module_return_call_share,0.3092485549132948,4152,True,0.0,0.27451745517840304,0.34390967351966134
public,openswe,openhands/qwen35_122b,path_reuse_share,0.6901679496151155,5716,True,0.0,0.6648453954747123,0.7154776097702821
public,openswe,openhands/qwen35_122b,repeat_path_read_share,0.6454976303317536,4220,True,0.0,0.614852708467943,0.677044393766796
public,openswe,openhands/qwen35_122b,shell_share,0.6186399612340494,6191,True,0.5,0.5998052753113098,0.6389625523644089
public,openswe,openhands/qwen35_122b,unit_top_path_share_median,0.23292978208232445,64,True,0.0,0.1917808219178082,0.2740106394498888
public,openswe,openhands/qwen35_122b,late_path_reread_delta_median,0.2574753752345216,64,True,0.0,0.20523630303711193,0.34656834940442427
public,openswe,sweagent/minimax_m25,top10_unit_call_share,0.20733740967204004,64,True,0.0,0.17794278273186942,0.22659790243242373
public,openswe,sweagent/minimax_m25,path_locality_excess,0.4277636415040995,3537,True,0.0,0.35643594031361014,0.4995253153763895
public,openswe,sweagent/minimax_m25,module_return_call_share,0.2832546514856984,3601,True,0.0,0.25224693047477853,0.31302883443699386
public,openswe,sweagent/minimax_m25,path_reuse_share,0.6924,5000,True,0.0,0.6622841797901855,0.7197250823676308
public,openswe,sweagent/minimax_m25,repeat_path_read_share,0.5858302122347067,3204,True,0.0,0.5481443315138967,0.6198235082788192
public,openswe,sweagent/minimax_m25,shell_share,0.700574393181397,5397,True,0.5,0.6643029567457699,0.7329106382087057
public,openswe,sweagent/minimax_m25,unit_top_path_share_median,0.23913871951219512,64,True,0.0,0.2172813487881981,0.27517198248905567
public,openswe,sweagent/minimax_m25,late_path_reread_delta_median,0.3017857142857143,62,True,0.0,0.2691316359079518,0.42045454545454547
public,openswe,sweagent/qwen35_122b,top10_unit_call_share,0.14388020833333334,64,True,0.0,0.13747823472616996,0.1495491234632922
public,openswe,sweagent/qwen35_122b,path_locality_excess,0.4320955255215851,7621,True,0.0,0.37617622823570485,0.4886653311931671
public,openswe,sweagent/qwen35_122b,module_return_call_share,0.33493819128171765,7685,True,0.0,0.3085524363254837,0.3617947634120031
public,openswe,sweagent/qwen35_122b,path_reuse_share,0.70625,11840,True,0.0,0.6874842272469307,0.7240472281722599
public,openswe,sweagent/qwen35_122b,repeat_path_read_share,0.6651991614255766,9540,True,0.0,0.6435913697266428,0.6867178130908745
public,openswe,sweagent/qwen35_122b,shell_share,0.7618272569444444,9216,True,0.5,0.7374600843879605,0.7845133020630471
public,openswe,sweagent/qwen35_122b,unit_top_path_share_median,0.13368808303770857,64,True,0.0,0.12471198156682028,0.1495752474475878
public,openswe,sweagent/qwen35_122b,late_path_reread_delta_median,0.11890049977283046,64,True,0.0,0.06477166821994407,0.16273982392763678
