agentpprof semantic profile
projection=files
project=agentsight
Type: file_events
Time: Jun 16, 2026 at 2:06pm (PDT)
Showing nodes accounting for 7250, 66.77% of 10858 total
Dropped 731 nodes (cum <= 54)
      flat  flat%   sum%        cum   cum%
      1008  9.28%  9.28%       1008  9.28%  file:docs/visexp/out
       403  3.71% 13.00%        403  3.71%  file:docs/visexp/test_semantic_tag_flamegraph.py
       315  2.90% 15.90%        315  2.90%  file:docs/visexp/paper
       306  2.82% 18.71%        306  2.82%  file:docs/visexp
       290  2.67% 21.39%        290  2.67%  file:docs/visexp/research_plan.md
       284  2.62% 24.00%        284  2.62%  file:docs/visexp/verify_artifacts.py
       261  2.40% 26.40%        261  2.40%  file:docs/visexp/claim_verdict.md
       244  2.25% 28.65%        244  2.25%  file:docs/visexp/followup_plan.md
       243  2.24% 30.89%        243  2.24%  file:docs/visexp/results_summary.md
       220  2.03% 32.92%        220  2.03%  file:docs/visexp/experiment_tracker.md
       216  1.99% 34.91%        216  1.99%  file:docs/visexp/experiment_plan.md
       215  1.98% 36.89%        215  1.98%  file:docs/visexp/state.md
       214  1.97% 38.86%        214  1.97%  file:docs/visexp/evaluate_artifacts.py
       199  1.83% 40.69%        199  1.83%  file:.agentsight/agentflame
       187  1.72% 42.41%        187  1.72%  file:docs/visexp/experiment_audit.md
       186  1.71% 44.12%        186  1.71%  file:collector/cargo.toml
       168  1.55% 45.67%        168  1.55%  file://tmp
       142  1.31% 46.98%        142  1.31%  file:docs/visexp/claims.md
       128  1.18% 48.16%        128  1.18%  file:agentflame/src/main.rs
       121  1.11% 49.27%        121  1.11%  file:main.tex
       120  1.11% 50.38%        120  1.11%  file:collector/src/view
       115  1.06% 51.44%        115  1.06%  file:skills/osdi-experiment-design
       106  0.98% 52.41%        106  0.98%  file:collector/src/sources
       104  0.96% 53.37%        104  0.96%  file:osdi-experiment-design/references
       103  0.95% 54.32%        103  0.95%  file:agentflame/cargo.toml
       101  0.93% 55.25%        101  0.93%  file:docs/visexp/design.md
        99  0.91% 56.16%         99  0.91%  file:readme.md
        95  0.87% 57.04%         95  0.87%  file:skills/auto-research-orchestrator
        93  0.86% 57.89%         93  0.86%  file:collector/src
        88  0.81% 58.70%         88  0.81%  file:eunomia-bpf/agentsight
        86  0.79% 59.50%         86  0.79%  file:docs/visexp/readme.md
        81  0.75% 60.24%         81  0.75%  file:docs/visexp/effect_lineage_smoke.py
        80  0.74% 60.98%         80  0.74%  file:collector/src/main.rs
        77  0.71% 61.69%         77  0.71%  file:docs/visexp/score_user_task_results.py
        73  0.67% 62.36%         73  0.67%  file:docs/visexp/user_task_benchmark.py
        69  0.64% 63.00%         69  0.64%  file:agent-session/src
        64  0.59% 63.58%         64  0.59%  file:auto-research-orchestrator/references
        60  0.55% 64.14%         60  0.55%  file:docs/design/vis
        60  0.55% 64.69%         60  0.55%  file:docs/visexp/semantic_tag_flamegraph.py
        58  0.53% 65.22%         58  0.53%  file:docs/visexp/r114_live_record_suite.py
        57  0.52% 65.75%         57  0.52%  file:.rs
        56  0.52% 66.26%         56  0.52%  file:collector/src/cmd_monitor.rs
        55  0.51% 66.77%         55  0.51%  file:docs/visexp/visual_summary.py
         0     0% 66.77%      10858   100%  agent:codex
         0     0% 66.77%         72  0.66%  effect:network
         0     0% 66.77%       2399 22.09%  effect:process
         0     0% 66.77%       6804 62.66%  effect:read
         0     0% 66.77%        292  2.69%  effect:repo
         0     0% 66.77%        235  2.16%  effect:test
         0     0% 66.77%       1056  9.73%  effect:write
         0     0% 66.77%        316  2.91%  process:cargo
         0     0% 66.77%        124  1.14%  process:cat
         0     0% 66.77%        349  3.21%  process:find
         0     0% 66.77%        100  0.92%  process:gh
         0     0% 66.77%       1261 11.61%  process:git
         0     0% 66.77%         75  0.69%  process:head
         0     0% 66.77%        153  1.41%  process:jq
         0     0% 66.77%        117  1.08%  process:ls
         0     0% 66.77%        193  1.78%  process:nl
         0     0% 66.77%        143  1.32%  process:printf
         0     0% 66.77%       1573 14.49%  process:python3
         0     0% 66.77%       2391 22.02%  process:rg
         0     0% 66.77%        119  1.10%  process:rm
         0     0% 66.77%         59  0.54%  process:rustfmt
         0     0% 66.77%       2576 23.72%  process:sed
         0     0% 66.77%        278  2.56%  process:spawn_agent
         0     0% 66.77%        250  2.30%  process:update_plan
         0     0% 66.77%         57  0.52%  process:wc
         0     0% 66.77%        128  1.18%  process:xelatex
         0     0% 66.77%      10858   100%  project:agentsight
         0     0% 66.77%       3365 30.99%  prompt:design
         0     0% 66.77%        191  1.76%  prompt:implement
         0     0% 66.77%        225  2.07%  prompt:inspect
         0     0% 66.77%        109  1.00%  prompt:network
         0     0% 66.77%        816  7.52%  prompt:paper
         0     0% 66.77%         94  0.87%  prompt:pr
         0     0% 66.77%        783  7.21%  prompt:profile
         0     0% 66.77%        174  1.60%  prompt:session
         0     0% 66.77%        417  3.84%  prompt:tagging
         0     0% 66.77%        106  0.98%  prompt:visual
         0     0% 66.77%       4290 39.51%  prompt:work
         0     0% 66.77%        599  5.52%  session:git
         0     0% 66.77%       1485 13.68%  session:paper
         0     0% 66.77%       8774 80.81%  session:visual
