project,session_id,vendor,slice,calls,repeat_read_share,read_actions,repeat_read_actions,reread_call_share,failure_share,resolved_failure_share,observed_share,recent_reedit_share,edit_calls_per_path,paths_per_edit_call,patch_lines_median,patch_lines_n,edit_share,tool_read_share,tool_edit_share,tool_shell_share,tool_network_share,tool_plan_share,tool_subagent_share,tool_tool_share,length_gate,max_internal_gap_hours,noncomposite_8h
ActPlane,codex:019eae3c-3af9-7091-84bf-710d3d672b25,codex,early,35,0.16666666666666666,18,3,0.2,0.05714285714285714,0.05714285714285714,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.9975688888888888,True
ActPlane,codex:019eae3c-3af9-7091-84bf-710d3d672b25,codex,middle,35,0.5789473684210527,19,11,0.6875,0.02857142857142857,0.03225806451612903,0.11428571428571428,,,,,0,0.0,0.0,0.0,0.8857142857142857,0.0,0.08571428571428572,0.02857142857142857,0.0,30,0.9975688888888888,True
ActPlane,codex:019eae3c-3af9-7091-84bf-710d3d672b25,codex,late,35,1.0,21,21,1.0,0.08571428571428572,0.10344827586206896,0.17142857142857143,,,,,0,0.0,0.0,0.0,0.7714285714285715,0.0,0.02857142857142857,0.08571428571428572,0.11428571428571428,30,0.9975688888888888,True
ActPlane,codex:019eae3c-3af9-7091-84bf-710d3d672b25,codex,early,35,0.16666666666666666,18,3,0.2,0.05714285714285714,0.05714285714285714,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60,0.9975688888888888,True
ActPlane,codex:019eae3c-3af9-7091-84bf-710d3d672b25,codex,middle,35,0.5789473684210527,19,11,0.6875,0.02857142857142857,0.03225806451612903,0.11428571428571428,,,,,0,0.0,0.0,0.0,0.8857142857142857,0.0,0.08571428571428572,0.02857142857142857,0.0,60,0.9975688888888888,True
ActPlane,codex:019eae3c-3af9-7091-84bf-710d3d672b25,codex,late,35,1.0,21,21,1.0,0.08571428571428572,0.10344827586206896,0.17142857142857143,,,,,0,0.0,0.0,0.0,0.7714285714285715,0.0,0.02857142857142857,0.08571428571428572,0.11428571428571428,60,0.9975688888888888,True
ActPlane,codex:019eae3c-3af9-7091-84bf-710d3d672b25,codex,early,35,0.16666666666666666,18,3,0.2,0.05714285714285714,0.05714285714285714,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100,0.9975688888888888,True
ActPlane,codex:019eae3c-3af9-7091-84bf-710d3d672b25,codex,middle,35,0.5789473684210527,19,11,0.6875,0.02857142857142857,0.03225806451612903,0.11428571428571428,,,,,0,0.0,0.0,0.0,0.8857142857142857,0.0,0.08571428571428572,0.02857142857142857,0.0,100,0.9975688888888888,True
ActPlane,codex:019eae3c-3af9-7091-84bf-710d3d672b25,codex,late,35,1.0,21,21,1.0,0.08571428571428572,0.10344827586206896,0.17142857142857143,,,,,0,0.0,0.0,0.0,0.7714285714285715,0.0,0.02857142857142857,0.08571428571428572,0.11428571428571428,100,0.9975688888888888,True
ActPlane,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,codex,early,89,0.3902439024390244,41,16,0.3902439024390244,0.033707865168539325,0.04225352112676056,0.20224719101123595,0.3125,1.7777777777777777,1.0,11.0,16,0.1797752808988764,0.0,0.1797752808988764,0.797752808988764,0.0,0.02247191011235955,0.0,0.0,30,8.805121388888889,False
ActPlane,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,codex,middle,89,0.75,36,27,0.75,0.0449438202247191,0.05555555555555555,0.19101123595505617,0.5333333333333333,3.75,1.0,51.0,15,0.16853932584269662,0.0,0.16853932584269662,0.8089887640449438,0.0,0.02247191011235955,0.0,0.0,30,8.805121388888889,False
ActPlane,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,codex,late,88,1.0,2,2,1.0,0.03409090909090909,0.036585365853658534,0.06818181818181818,0.4,1.25,1.0,6.0,5,0.056818181818181816,0.0,0.056818181818181816,0.9318181818181818,0.0,0.011363636363636364,0.0,0.0,30,8.805121388888889,False
ActPlane,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,codex,early,89,0.3902439024390244,41,16,0.3902439024390244,0.033707865168539325,0.04225352112676056,0.20224719101123595,0.3125,1.7777777777777777,1.0,11.0,16,0.1797752808988764,0.0,0.1797752808988764,0.797752808988764,0.0,0.02247191011235955,0.0,0.0,60,8.805121388888889,False
ActPlane,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,codex,middle,89,0.75,36,27,0.75,0.0449438202247191,0.05555555555555555,0.19101123595505617,0.5333333333333333,3.75,1.0,51.0,15,0.16853932584269662,0.0,0.16853932584269662,0.8089887640449438,0.0,0.02247191011235955,0.0,0.0,60,8.805121388888889,False
ActPlane,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,codex,late,88,1.0,2,2,1.0,0.03409090909090909,0.036585365853658534,0.06818181818181818,0.4,1.25,1.0,6.0,5,0.056818181818181816,0.0,0.056818181818181816,0.9318181818181818,0.0,0.011363636363636364,0.0,0.0,60,8.805121388888889,False
ActPlane,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,codex,early,89,0.3902439024390244,41,16,0.3902439024390244,0.033707865168539325,0.04225352112676056,0.20224719101123595,0.3125,1.7777777777777777,1.0,11.0,16,0.1797752808988764,0.0,0.1797752808988764,0.797752808988764,0.0,0.02247191011235955,0.0,0.0,100,8.805121388888889,False
ActPlane,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,codex,middle,89,0.75,36,27,0.75,0.0449438202247191,0.05555555555555555,0.19101123595505617,0.5333333333333333,3.75,1.0,51.0,15,0.16853932584269662,0.0,0.16853932584269662,0.8089887640449438,0.0,0.02247191011235955,0.0,0.0,100,8.805121388888889,False
ActPlane,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,codex,late,88,1.0,2,2,1.0,0.03409090909090909,0.036585365853658534,0.06818181818181818,0.4,1.25,1.0,6.0,5,0.056818181818181816,0.0,0.056818181818181816,0.9318181818181818,0.0,0.011363636363636364,0.0,0.0,100,8.805121388888889,False
ActPlane,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,codex,early,69,0.42857142857142855,21,9,0.42857142857142855,0.0,0.0,0.07246376811594203,0.0,1.0,1.0,187.0,2,0.028985507246376812,0.0,0.028985507246376812,0.927536231884058,0.0,0.043478260869565216,0.0,0.0,30,0.3046052777777778,True
ActPlane,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,codex,middle,68,0.7894736842105263,19,15,0.7894736842105263,0.014705882352941176,0.01639344262295082,0.10294117647058823,0.5,2.0,1.0,42.0,4,0.058823529411764705,0.0,0.058823529411764705,0.8970588235294118,0.0,0.04411764705882353,0.0,0.0,30,0.3046052777777778,True
ActPlane,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,codex,late,68,0.7368421052631579,19,14,0.7222222222222222,0.08823529411764706,0.10526315789473684,0.16176470588235295,0.45454545454545453,3.6666666666666665,1.0,17.0,11,0.16176470588235295,0.0,0.16176470588235295,0.8382352941176471,0.0,0.0,0.0,0.0,30,0.3046052777777778,True
ActPlane,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,codex,early,69,0.42857142857142855,21,9,0.42857142857142855,0.0,0.0,0.07246376811594203,0.0,1.0,1.0,187.0,2,0.028985507246376812,0.0,0.028985507246376812,0.927536231884058,0.0,0.043478260869565216,0.0,0.0,60,0.3046052777777778,True
ActPlane,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,codex,middle,68,0.7894736842105263,19,15,0.7894736842105263,0.014705882352941176,0.01639344262295082,0.10294117647058823,0.5,2.0,1.0,42.0,4,0.058823529411764705,0.0,0.058823529411764705,0.8970588235294118,0.0,0.04411764705882353,0.0,0.0,60,0.3046052777777778,True
ActPlane,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,codex,late,68,0.7368421052631579,19,14,0.7222222222222222,0.08823529411764706,0.10526315789473684,0.16176470588235295,0.45454545454545453,3.6666666666666665,1.0,17.0,11,0.16176470588235295,0.0,0.16176470588235295,0.8382352941176471,0.0,0.0,0.0,0.0,60,0.3046052777777778,True
ActPlane,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,codex,early,69,0.42857142857142855,21,9,0.42857142857142855,0.0,0.0,0.07246376811594203,0.0,1.0,1.0,187.0,2,0.028985507246376812,0.0,0.028985507246376812,0.927536231884058,0.0,0.043478260869565216,0.0,0.0,100,0.3046052777777778,True
ActPlane,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,codex,middle,68,0.7894736842105263,19,15,0.7894736842105263,0.014705882352941176,0.01639344262295082,0.10294117647058823,0.5,2.0,1.0,42.0,4,0.058823529411764705,0.0,0.058823529411764705,0.8970588235294118,0.0,0.04411764705882353,0.0,0.0,100,0.3046052777777778,True
ActPlane,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,codex,late,68,0.7368421052631579,19,14,0.7222222222222222,0.08823529411764706,0.10526315789473684,0.16176470588235295,0.45454545454545453,3.6666666666666665,1.0,17.0,11,0.16176470588235295,0.0,0.16176470588235295,0.8382352941176471,0.0,0.0,0.0,0.0,100,0.3046052777777778,True
ActPlane,claude:22ffeddd-8777-4e05-af12-df96fd639138,claude,early,118,0.4117647058823529,17,7,0.4117647058823529,0.025423728813559324,0.025423728813559324,0.0,0.7333333333333333,5.0,1.0,,0,0.1271186440677966,0.11016949152542373,0.1271186440677966,0.4152542372881356,0.288135593220339,0.0,0.03389830508474576,0.025423728813559324,30,10.351105277777778,False
ActPlane,claude:22ffeddd-8777-4e05-af12-df96fd639138,claude,middle,117,1.0,9,9,1.0,0.017094017094017096,0.017094017094017096,0.0,0.8125,8.0,1.0,,0,0.13675213675213677,0.07692307692307693,0.1452991452991453,0.2222222222222222,0.5470085470085471,0.0,0.008547008547008548,0.0,30,10.351105277777778,False
ActPlane,claude:22ffeddd-8777-4e05-af12-df96fd639138,claude,late,117,1.0,36,36,1.0,0.05128205128205128,0.05128205128205128,0.0,0.7045454545454546,8.8,1.0,,0,0.37606837606837606,0.3076923076923077,0.42735042735042733,0.26495726495726496,0.0,0.0,0.0,0.0,30,10.351105277777778,False
ActPlane,claude:22ffeddd-8777-4e05-af12-df96fd639138,claude,early,118,0.4117647058823529,17,7,0.4117647058823529,0.025423728813559324,0.025423728813559324,0.0,0.7333333333333333,5.0,1.0,,0,0.1271186440677966,0.11016949152542373,0.1271186440677966,0.4152542372881356,0.288135593220339,0.0,0.03389830508474576,0.025423728813559324,60,10.351105277777778,False
ActPlane,claude:22ffeddd-8777-4e05-af12-df96fd639138,claude,middle,117,1.0,9,9,1.0,0.017094017094017096,0.017094017094017096,0.0,0.8125,8.0,1.0,,0,0.13675213675213677,0.07692307692307693,0.1452991452991453,0.2222222222222222,0.5470085470085471,0.0,0.008547008547008548,0.0,60,10.351105277777778,False
ActPlane,claude:22ffeddd-8777-4e05-af12-df96fd639138,claude,late,117,1.0,36,36,1.0,0.05128205128205128,0.05128205128205128,0.0,0.7045454545454546,8.8,1.0,,0,0.37606837606837606,0.3076923076923077,0.42735042735042733,0.26495726495726496,0.0,0.0,0.0,0.0,60,10.351105277777778,False
ActPlane,claude:22ffeddd-8777-4e05-af12-df96fd639138,claude,early,118,0.4117647058823529,17,7,0.4117647058823529,0.025423728813559324,0.025423728813559324,0.0,0.7333333333333333,5.0,1.0,,0,0.1271186440677966,0.11016949152542373,0.1271186440677966,0.4152542372881356,0.288135593220339,0.0,0.03389830508474576,0.025423728813559324,100,10.351105277777778,False
ActPlane,claude:22ffeddd-8777-4e05-af12-df96fd639138,claude,middle,117,1.0,9,9,1.0,0.017094017094017096,0.017094017094017096,0.0,0.8125,8.0,1.0,,0,0.13675213675213677,0.07692307692307693,0.1452991452991453,0.2222222222222222,0.5470085470085471,0.0,0.008547008547008548,0.0,100,10.351105277777778,False
ActPlane,claude:22ffeddd-8777-4e05-af12-df96fd639138,claude,late,117,1.0,36,36,1.0,0.05128205128205128,0.05128205128205128,0.0,0.7045454545454546,8.8,1.0,,0,0.37606837606837606,0.3076923076923077,0.42735042735042733,0.26495726495726496,0.0,0.0,0.0,0.0,100,10.351105277777778,False
ActPlane,codex:019eb066-56e1-7360-904b-b9c5f7bbdc0e,codex,early,25,0.36363636363636365,11,4,0.36363636363636365,0.04,0.04,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.14892388888888888,True
ActPlane,codex:019eb066-56e1-7360-904b-b9c5f7bbdc0e,codex,middle,25,0.4375,16,7,0.3076923076923077,0.0,0.0,0.16,0.25,1.3333333333333333,1.0,31.0,4,0.16,0.0,0.16,0.84,0.0,0.0,0.0,0.0,30,0.14892388888888888,True
ActPlane,codex:019eb066-56e1-7360-904b-b9c5f7bbdc0e,codex,late,24,1.0,12,12,1.0,0.08333333333333333,0.11764705882352941,0.2916666666666667,0.42857142857142855,1.75,1.1428571428571428,21.0,7,0.2916666666666667,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,30,0.14892388888888888,True
ActPlane,codex:019eb066-56e1-7360-904b-b9c5f7bbdc0e,codex,early,25,0.36363636363636365,11,4,0.36363636363636365,0.04,0.04,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60,0.14892388888888888,True
ActPlane,codex:019eb066-56e1-7360-904b-b9c5f7bbdc0e,codex,middle,25,0.4375,16,7,0.3076923076923077,0.0,0.0,0.16,0.25,1.3333333333333333,1.0,31.0,4,0.16,0.0,0.16,0.84,0.0,0.0,0.0,0.0,60,0.14892388888888888,True
ActPlane,codex:019eb066-56e1-7360-904b-b9c5f7bbdc0e,codex,late,24,1.0,12,12,1.0,0.08333333333333333,0.11764705882352941,0.2916666666666667,0.42857142857142855,1.75,1.1428571428571428,21.0,7,0.2916666666666667,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,60,0.14892388888888888,True
ActPlane,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,codex,early,51,0.1,10,1,0.1,0.0196078431372549,0.0196078431372549,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,1.1412497222222222,True
ActPlane,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,codex,middle,50,0.75,4,3,0.75,0.06,0.061224489795918366,0.02,0.0,1.0,1.0,27.0,1,0.02,0.0,0.02,0.98,0.0,0.0,0.0,0.0,30,1.1412497222222222,True
ActPlane,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,codex,late,50,0.4166666666666667,12,5,0.4166666666666667,0.02,0.022727272727272728,0.12,0.0,1.0,1.0,3.0,5,0.1,0.0,0.1,0.84,0.0,0.0,0.0,0.06,30,1.1412497222222222,True
ActPlane,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,codex,early,51,0.1,10,1,0.1,0.0196078431372549,0.0196078431372549,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60,1.1412497222222222,True
ActPlane,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,codex,middle,50,0.75,4,3,0.75,0.06,0.061224489795918366,0.02,0.0,1.0,1.0,27.0,1,0.02,0.0,0.02,0.98,0.0,0.0,0.0,0.0,60,1.1412497222222222,True
ActPlane,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,codex,late,50,0.4166666666666667,12,5,0.4166666666666667,0.02,0.022727272727272728,0.12,0.0,1.0,1.0,3.0,5,0.1,0.0,0.1,0.84,0.0,0.0,0.0,0.06,60,1.1412497222222222,True
ActPlane,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,codex,early,51,0.1,10,1,0.1,0.0196078431372549,0.0196078431372549,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100,1.1412497222222222,True
ActPlane,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,codex,middle,50,0.75,4,3,0.75,0.06,0.061224489795918366,0.02,0.0,1.0,1.0,27.0,1,0.02,0.0,0.02,0.98,0.0,0.0,0.0,0.0,100,1.1412497222222222,True
ActPlane,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,codex,late,50,0.4166666666666667,12,5,0.4166666666666667,0.02,0.022727272727272728,0.12,0.0,1.0,1.0,3.0,5,0.1,0.0,0.1,0.84,0.0,0.0,0.0,0.06,100,1.1412497222222222,True
ActPlane,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,codex,early,353,0.4125,80,33,0.5076923076923077,0.014164305949008499,0.018518518518518517,0.23512747875354106,0.14285714285714285,0.7368421052631579,1.6428571428571428,7.0,14,0.039660056657223795,0.0,0.039660056657223795,0.7677053824362606,0.0,0.0339943342776204,0.0,0.15864022662889518,30,1.5879533333333333,True
ActPlane,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,codex,middle,353,0.7741935483870968,62,48,0.7796610169491526,0.028328611898016998,0.04132231404958678,0.31444759206798867,0.2222222222222222,1.5,1.0,19.0,9,0.025495750708215296,0.0,0.025495750708215296,0.6940509915014165,0.0,0.0113314447592068,0.0,0.26912181303116145,30,1.5879533333333333,True
ActPlane,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,codex,late,353,0.967479674796748,123,119,0.9651162790697675,0.0169971671388102,0.02142857142857143,0.20679886685552407,0.5,5.428571428571429,1.5,10.0,38,0.10764872521246459,0.0,0.10764872521246459,0.7903682719546742,0.0,0.019830028328611898,0.0,0.0821529745042493,30,1.5879533333333333,True
ActPlane,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,codex,early,353,0.4125,80,33,0.5076923076923077,0.014164305949008499,0.018518518518518517,0.23512747875354106,0.14285714285714285,0.7368421052631579,1.6428571428571428,7.0,14,0.039660056657223795,0.0,0.039660056657223795,0.7677053824362606,0.0,0.0339943342776204,0.0,0.15864022662889518,60,1.5879533333333333,True
ActPlane,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,codex,middle,353,0.7741935483870968,62,48,0.7796610169491526,0.028328611898016998,0.04132231404958678,0.31444759206798867,0.2222222222222222,1.5,1.0,19.0,9,0.025495750708215296,0.0,0.025495750708215296,0.6940509915014165,0.0,0.0113314447592068,0.0,0.26912181303116145,60,1.5879533333333333,True
ActPlane,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,codex,late,353,0.967479674796748,123,119,0.9651162790697675,0.0169971671388102,0.02142857142857143,0.20679886685552407,0.5,5.428571428571429,1.5,10.0,38,0.10764872521246459,0.0,0.10764872521246459,0.7903682719546742,0.0,0.019830028328611898,0.0,0.0821529745042493,60,1.5879533333333333,True
ActPlane,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,codex,early,353,0.4125,80,33,0.5076923076923077,0.014164305949008499,0.018518518518518517,0.23512747875354106,0.14285714285714285,0.7368421052631579,1.6428571428571428,7.0,14,0.039660056657223795,0.0,0.039660056657223795,0.7677053824362606,0.0,0.0339943342776204,0.0,0.15864022662889518,100,1.5879533333333333,True
ActPlane,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,codex,middle,353,0.7741935483870968,62,48,0.7796610169491526,0.028328611898016998,0.04132231404958678,0.31444759206798867,0.2222222222222222,1.5,1.0,19.0,9,0.025495750708215296,0.0,0.025495750708215296,0.6940509915014165,0.0,0.0113314447592068,0.0,0.26912181303116145,100,1.5879533333333333,True
ActPlane,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,codex,late,353,0.967479674796748,123,119,0.9651162790697675,0.0169971671388102,0.02142857142857143,0.20679886685552407,0.5,5.428571428571429,1.5,10.0,38,0.10764872521246459,0.0,0.10764872521246459,0.7903682719546742,0.0,0.019830028328611898,0.0,0.0821529745042493,100,1.5879533333333333,True
ActPlane,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,claude,early,98,0.8421052631578947,38,32,0.8421052631578947,0.04081632653061224,0.04081632653061224,0.0,0.2777777777777778,3.6,1.0,,0,0.1836734693877551,0.3979591836734694,0.19387755102040816,0.40816326530612246,0.0,0.0,0.0,0.0,30,1.2274297222222221,True
ActPlane,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,claude,middle,97,1.0,41,41,1.0,0.010309278350515464,0.010309278350515464,0.0,0.575,6.666666666666667,1.0,,0,0.41237113402061853,0.422680412371134,0.422680412371134,0.15463917525773196,0.0,0.0,0.0,0.0,30,1.2274297222222221,True
ActPlane,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,claude,late,97,0.8478260869565217,46,39,0.8478260869565217,0.030927835051546393,0.030927835051546393,0.0,0.68,6.25,1.0,,0,0.25773195876288657,0.4742268041237113,0.28865979381443296,0.21649484536082475,0.0,0.0,0.020618556701030927,0.0,30,1.2274297222222221,True
ActPlane,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,claude,early,98,0.8421052631578947,38,32,0.8421052631578947,0.04081632653061224,0.04081632653061224,0.0,0.2777777777777778,3.6,1.0,,0,0.1836734693877551,0.3979591836734694,0.19387755102040816,0.40816326530612246,0.0,0.0,0.0,0.0,60,1.2274297222222221,True
ActPlane,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,claude,middle,97,1.0,41,41,1.0,0.010309278350515464,0.010309278350515464,0.0,0.575,6.666666666666667,1.0,,0,0.41237113402061853,0.422680412371134,0.422680412371134,0.15463917525773196,0.0,0.0,0.0,0.0,60,1.2274297222222221,True
ActPlane,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,claude,late,97,0.8478260869565217,46,39,0.8478260869565217,0.030927835051546393,0.030927835051546393,0.0,0.68,6.25,1.0,,0,0.25773195876288657,0.4742268041237113,0.28865979381443296,0.21649484536082475,0.0,0.0,0.020618556701030927,0.0,60,1.2274297222222221,True
ActPlane,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,claude,early,98,0.8421052631578947,38,32,0.8421052631578947,0.04081632653061224,0.04081632653061224,0.0,0.2777777777777778,3.6,1.0,,0,0.1836734693877551,0.3979591836734694,0.19387755102040816,0.40816326530612246,0.0,0.0,0.0,0.0,100,1.2274297222222221,True
ActPlane,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,claude,middle,97,1.0,41,41,1.0,0.010309278350515464,0.010309278350515464,0.0,0.575,6.666666666666667,1.0,,0,0.41237113402061853,0.422680412371134,0.422680412371134,0.15463917525773196,0.0,0.0,0.0,0.0,100,1.2274297222222221,True
ActPlane,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,claude,late,97,0.8478260869565217,46,39,0.8478260869565217,0.030927835051546393,0.030927835051546393,0.0,0.68,6.25,1.0,,0,0.25773195876288657,0.4742268041237113,0.28865979381443296,0.21649484536082475,0.0,0.0,0.020618556701030927,0.0,100,1.2274297222222221,True
ActPlane,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,claude,early,176,0.62,50,31,0.62,0.022727272727272728,0.022727272727272728,0.0,0.5384615384615384,4.333333333333333,1.0,,0,0.14772727272727273,0.2556818181818182,0.1534090909090909,0.5909090909090909,0.0,0.0,0.0,0.0,30,2.567956111111111,True
ActPlane,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,claude,middle,176,0.9452054794520548,73,69,0.9452054794520548,0.09090909090909091,0.09090909090909091,0.0,0.6470588235294118,7.285714285714286,1.0,,0,0.2897727272727273,0.4090909090909091,0.375,0.2159090909090909,0.0,0.0,0.0,0.0,30,2.567956111111111,True
ActPlane,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,claude,late,176,1.0,73,73,1.0,0.022727272727272728,0.022727272727272728,0.0,0.7619047619047619,10.5,1.0,,0,0.35795454545454547,0.4147727272727273,0.375,0.21022727272727273,0.0,0.0,0.0,0.0,30,2.567956111111111,True
ActPlane,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,claude,early,176,0.62,50,31,0.62,0.022727272727272728,0.022727272727272728,0.0,0.5384615384615384,4.333333333333333,1.0,,0,0.14772727272727273,0.2556818181818182,0.1534090909090909,0.5909090909090909,0.0,0.0,0.0,0.0,60,2.567956111111111,True
ActPlane,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,claude,middle,176,0.9452054794520548,73,69,0.9452054794520548,0.09090909090909091,0.09090909090909091,0.0,0.6470588235294118,7.285714285714286,1.0,,0,0.2897727272727273,0.4090909090909091,0.375,0.2159090909090909,0.0,0.0,0.0,0.0,60,2.567956111111111,True
ActPlane,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,claude,late,176,1.0,73,73,1.0,0.022727272727272728,0.022727272727272728,0.0,0.7619047619047619,10.5,1.0,,0,0.35795454545454547,0.4147727272727273,0.375,0.21022727272727273,0.0,0.0,0.0,0.0,60,2.567956111111111,True
ActPlane,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,claude,early,176,0.62,50,31,0.62,0.022727272727272728,0.022727272727272728,0.0,0.5384615384615384,4.333333333333333,1.0,,0,0.14772727272727273,0.2556818181818182,0.1534090909090909,0.5909090909090909,0.0,0.0,0.0,0.0,100,2.567956111111111,True
ActPlane,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,claude,middle,176,0.9452054794520548,73,69,0.9452054794520548,0.09090909090909091,0.09090909090909091,0.0,0.6470588235294118,7.285714285714286,1.0,,0,0.2897727272727273,0.4090909090909091,0.375,0.2159090909090909,0.0,0.0,0.0,0.0,100,2.567956111111111,True
ActPlane,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,claude,late,176,1.0,73,73,1.0,0.022727272727272728,0.022727272727272728,0.0,0.7619047619047619,10.5,1.0,,0,0.35795454545454547,0.4147727272727273,0.375,0.21022727272727273,0.0,0.0,0.0,0.0,100,2.567956111111111,True
ActPlane,codex:019eb41f-ee4e-7712-a2ee-0b25efda4a38,codex,early,77,0.6521739130434783,23,15,0.6818181818181818,0.07792207792207792,0.08823529411764706,0.11688311688311688,0.625,4.0,1.0,13.0,8,0.1038961038961039,0.0,0.1038961038961039,0.8831168831168831,0.0,0.0,0.0,0.012987012987012988,30,3.330604166666667,True
ActPlane,codex:019eb41f-ee4e-7712-a2ee-0b25efda4a38,codex,middle,76,0.6585365853658537,41,27,0.7222222222222222,0.039473684210526314,0.04285714285714286,0.07894736842105263,0.5,3.0,1.0,17.0,6,0.07894736842105263,0.0,0.07894736842105263,0.9210526315789473,0.0,0.0,0.0,0.0,30,3.330604166666667,True
ActPlane,codex:019eb41f-ee4e-7712-a2ee-0b25efda4a38,codex,late,76,0.6206896551724138,29,18,0.6666666666666666,0.05263157894736842,0.058823529411764705,0.10526315789473684,0.125,2.0,1.0,3.5,8,0.10526315789473684,0.0,0.10526315789473684,0.8947368421052632,0.0,0.0,0.0,0.0,30,3.330604166666667,True
ActPlane,codex:019eb41f-ee4e-7712-a2ee-0b25efda4a38,codex,early,77,0.6521739130434783,23,15,0.6818181818181818,0.07792207792207792,0.08823529411764706,0.11688311688311688,0.625,4.0,1.0,13.0,8,0.1038961038961039,0.0,0.1038961038961039,0.8831168831168831,0.0,0.0,0.0,0.012987012987012988,60,3.330604166666667,True
ActPlane,codex:019eb41f-ee4e-7712-a2ee-0b25efda4a38,codex,middle,76,0.6585365853658537,41,27,0.7222222222222222,0.039473684210526314,0.04285714285714286,0.07894736842105263,0.5,3.0,1.0,17.0,6,0.07894736842105263,0.0,0.07894736842105263,0.9210526315789473,0.0,0.0,0.0,0.0,60,3.330604166666667,True
ActPlane,codex:019eb41f-ee4e-7712-a2ee-0b25efda4a38,codex,late,76,0.6206896551724138,29,18,0.6666666666666666,0.05263157894736842,0.058823529411764705,0.10526315789473684,0.125,2.0,1.0,3.5,8,0.10526315789473684,0.0,0.10526315789473684,0.8947368421052632,0.0,0.0,0.0,0.0,60,3.330604166666667,True
