project,vendor,metric,n,q25,median,q75,p90,mean,n_units
ActPlane,claude,repeat_read_share_late_minus_early,33,0.0625,0.16666666666666663,0.47058823529411764,0.6043137254901961,0.24504431777498573,33
ActPlane,claude,reread_call_share_late_minus_early,33,0.06810631229235886,0.16666666666666663,0.47058823529411764,0.6043137254901961,0.2475944148138256,33
ActPlane,claude,failure_share_late_minus_early,40,-0.010661982644387105,0.009584318360914106,0.02882082321525857,0.04243051066580479,-0.006993634809899086,40
ActPlane,claude,resolved_failure_share_late_minus_early,40,-0.010661982644387105,0.009584318360914106,0.028809282655436502,0.04243051066580479,-0.006983113905905422,40
ActPlane,claude,observed_share_late_minus_early,40,0.0,0.0,0.0,0.0004673800582121814,0.0008789728574509238,40
ActPlane,claude,recent_reedit_share_late_minus_early,31,-0.18615384615384617,0.0,0.1499138779527559,0.2660188278165806,-0.0161806796184789,31
ActPlane,claude,edit_calls_per_path_late_minus_early,29,-3.666666666666667,0.2999999999999998,2.65,6.2,-1.0525667531362826,29
ActPlane,claude,paths_per_edit_call_late_minus_early,31,0.0,0.0,0.0,0.033333333333333326,-0.0419045819045819,31
ActPlane,claude,patch_lines_median_late_minus_early,0,,,,,,0
ActPlane,claude,edit_share_late_minus_early,40,-0.06772666344154755,0.03172001063999213,0.11660211560886224,0.26885773317591505,0.027382563924827158,40
ActPlane,claude,tool_read_share_late_minus_early,40,-0.06996632399858205,0.0348139981427726,0.12634582655024418,0.22665620094191527,0.03496435880976996,40
ActPlane,claude,tool_edit_share_late_minus_early,40,-0.07146893206964136,0.05525149940484034,0.12377300932866901,0.31808694552201044,0.03619589166092615,40
ActPlane,claude,tool_shell_share_late_minus_early,40,-0.1593585092348285,-0.03129140394285258,0.12948961150040292,0.3077252601920536,-0.03389267479006765,40
ActPlane,claude,tool_network_share_late_minus_early,40,0.0,0.0,0.0,0.027480158730158896,-0.029137005436792575,40
ActPlane,claude,tool_plan_share_late_minus_early,40,0.0,0.0,0.0,0.0,0.0014606551840594393,40
ActPlane,claude,tool_subagent_share_late_minus_early,40,0.0,0.0,0.005150655795817086,0.020659191452383773,-0.004539172156506908,40
ActPlane,claude,tool_tool_share_late_minus_early,40,-0.005362004420381729,0.0,0.0,0.0,-0.005052053271388443,40
ActPlane,codex,repeat_read_share_late_minus_early,42,0.057142857142857176,0.221840354767184,0.40773809523809523,0.6094616023559616,0.25011887653130765,42
ActPlane,codex,reread_call_share_late_minus_early,42,0.07857142857142858,0.20113762486126527,0.40773809523809523,0.6263406352229907,0.25992543182589684,42
ActPlane,codex,failure_share_late_minus_early,51,-0.008004975832649343,0.0,0.025913621262458473,0.08064516129032256,0.014871665574245883,51
ActPlane,codex,resolved_failure_share_late_minus_early,51,-0.010653598333454448,0.0,0.036075544485973415,0.10526315789473684,0.01819406670620191,51
ActPlane,codex,observed_share_late_minus_early,51,0.0,0.0,0.09317839914269876,0.1881720430107527,0.03821398167819266,51
ActPlane,codex,recent_reedit_share_late_minus_early,22,-0.15898640543782486,0.009274701229603916,0.12483199793228222,0.35000000000000014,-0.007663227685043552,22
ActPlane,codex,edit_calls_per_path_late_minus_early,21,-1.8884615384615386,0.125,2.216577540106952,4.0,-0.247867446920573,21
ActPlane,codex,paths_per_edit_call_late_minus_early,22,-0.196078431372549,0.0,0.07294372552685624,0.2828595317725753,-0.11221076747448055,22
ActPlane,codex,patch_lines_median_late_minus_early,22,-16.125,-8.25,0.25,2.900000000000002,-15.522727272727273,22
ActPlane,codex,edit_share_late_minus_early,51,-0.002227171492204902,0.0,0.04195762635553212,0.07692307692307693,0.0038206013674330287,51
ActPlane,codex,tool_read_share_late_minus_early,51,0.0,0.0,0.0,0.0,0.0,51
ActPlane,codex,tool_edit_share_late_minus_early,51,-0.002227171492204902,0.0,0.04195762635553212,0.07692307692307693,0.004630943595685704,51
ActPlane,codex,tool_shell_share_late_minus_early,51,-0.09438516824834403,0.0,0.0,0.07103825136612019,-0.04306931700199975,51
ActPlane,codex,tool_network_share_late_minus_early,51,0.0,0.0,0.0,0.0,-3.0453716876144734e-05,51
ActPlane,codex,tool_plan_share_late_minus_early,51,-0.007779045647130224,0.0,0.0,0.0,-0.006300395300176254,51
ActPlane,codex,tool_subagent_share_late_minus_early,51,0.0,0.0,0.0,0.0,0.0019364349783248186,51
ActPlane,codex,tool_tool_share_late_minus_early,51,0.0,0.0,0.08015584169446545,0.2,0.042832787445041626,51
academic-writing-skills,claude,repeat_read_share_late_minus_early,5,-0.09523809523809523,0.0,1.0,1.0,0.33261904761904765,5
academic-writing-skills,claude,reread_call_share_late_minus_early,5,0.0,0.07142857142857145,1.0,1.0,0.36165413533834584,5
