project,session_id,vendor,n_prefix,observed_prefix_calls,complete_prefix,previous_session_id,previous_vendor,predecessor_available,unique_worktree,gap_hours,gap_bin,instruction_calls,instruction_share,root_readme_calls,root_readme_share,git_strict_calls,git_strict_share,git_broad_calls,git_broad_share,prior_reread_calls,prior_reread_share,prior_mutation_reread_calls,prior_mutation_reread_share,orientation_calls,orientation_share,narrow_calls,narrow_share,extended_calls,extended_share,broad_calls,broad_share
agentsight,claude:0ee9082c-0794-444d-8dba-022dcfb5f370,claude,5,5,True,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex,True,True,99.63372861111111,3–7d,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,2,0.4
agentsight,claude:0ee9082c-0794-444d-8dba-022dcfb5f370,claude,10,10,True,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex,True,True,99.63372861111111,3–7d,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,2,0.2,0,0.0,1,0.1,3,0.3
agentsight,claude:0ee9082c-0794-444d-8dba-022dcfb5f370,claude,20,20,True,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex,True,True,99.63372861111111,3–7d,0,0.0,1,0.05,0,0.0,0,0.0,2,0.1,2,0.1,2,0.1,0,0.0,2,0.1,4,0.2
agentsight,codex:019e8484-8844-7e21-9550-05074a58c4fc,codex,5,5,True,claude:0ee9082c-0794-444d-8dba-022dcfb5f370,claude,True,True,7.958701388888889,6–24h,0,0.0,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,2,0.4,1,0.2,2,0.4,4,0.8
agentsight,codex:019e8484-8844-7e21-9550-05074a58c4fc,codex,10,10,True,claude:0ee9082c-0794-444d-8dba-022dcfb5f370,claude,True,True,7.958701388888889,6–24h,0,0.0,4,0.4,1,0.1,1,0.1,3,0.3,3,0.3,2,0.2,1,0.1,5,0.5,7,0.7
agentsight,codex:019e8484-8844-7e21-9550-05074a58c4fc,codex,20,20,True,claude:0ee9082c-0794-444d-8dba-022dcfb5f370,claude,True,True,7.958701388888889,6–24h,0,0.0,6,0.3,1,0.05,1,0.05,4,0.2,4,0.2,3,0.15,1,0.05,8,0.4,11,0.55
agentsight,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,5,5,True,codex:019e8484-8844-7e21-9550-05074a58c4fc,codex,True,True,7.506898888888889,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,10,10,True,codex:019e8484-8844-7e21-9550-05074a58c4fc,codex,True,True,7.506898888888889,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,20,20,True,codex:019e8484-8844-7e21-9550-05074a58c4fc,codex,True,True,7.506898888888889,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019e8638-9b48-71d1-b01a-88363db4413e,codex,5,5,True,codex:019e8484-8844-7e21-9550-05074a58c4fc,codex,True,True,7.6435377777777775,6–24h,0,0.0,0,0.0,2,0.4,2,0.4,0,0.0,0,0.0,4,0.8,2,0.4,2,0.4,4,0.8
agentsight,codex:019e8638-9b48-71d1-b01a-88363db4413e,codex,10,10,True,codex:019e8484-8844-7e21-9550-05074a58c4fc,codex,True,True,7.6435377777777775,6–24h,0,0.0,0,0.0,2,0.2,2,0.2,0,0.0,0,0.0,4,0.4,2,0.2,2,0.2,4,0.4
agentsight,codex:019e8638-9b48-71d1-b01a-88363db4413e,codex,20,20,True,codex:019e8484-8844-7e21-9550-05074a58c4fc,codex,True,True,7.6435377777777775,6–24h,0,0.0,0,0.0,2,0.1,2,0.1,0,0.0,0,0.0,4,0.2,2,0.1,2,0.1,4,0.2
agentsight,codex:019e863f-e962-7051-a33c-cc708da4e49d,codex,5,5,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.026231666666666667,<1h,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,3,0.6,0,0.0,1,0.2,4,0.8
agentsight,codex:019e863f-e962-7051-a33c-cc708da4e49d,codex,10,10,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.026231666666666667,<1h,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,0,0.0,1,0.1,4,0.4
agentsight,codex:019e863f-e962-7051-a33c-cc708da4e49d,codex,20,20,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.026231666666666667,<1h,0,0.0,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,6,0.3,0,0.0,1,0.05,7,0.35
agentsight,codex:019e8654-5b1e-7d30-ae8a-0f1ccdc1cd50,codex,5,5,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.3648622222222222,<1h,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,3,0.6,1,0.2,1,0.2,4,0.8
agentsight,codex:019e8654-5b1e-7d30-ae8a-0f1ccdc1cd50,codex,10,10,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.3648622222222222,<1h,0,0.0,0,0.0,1,0.1,1,0.1,0,0.0,0,0.0,3,0.3,1,0.1,1,0.1,4,0.4
agentsight,codex:019e8654-5b1e-7d30-ae8a-0f1ccdc1cd50,codex,20,16,False,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.3648622222222222,<1h,0,0.0,0,0.0,2,0.125,3,0.1875,0,0.0,0,0.0,3,0.1875,2,0.125,2,0.125,6,0.375
agentsight,codex:019e8654-5a96-79f2-acdf-e9903d935394,codex,5,5,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.36586166666666664,<1h,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,2,0.4
agentsight,codex:019e8654-5a96-79f2-acdf-e9903d935394,codex,10,10,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.36586166666666664,<1h,0,0.0,0,0.0,1,0.1,1,0.1,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,2,0.2
agentsight,codex:019e8654-5a96-79f2-acdf-e9903d935394,codex,20,20,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.36586166666666664,<1h,0,0.0,0,0.0,1,0.05,1,0.05,0,0.0,0,0.0,1,0.05,1,0.05,1,0.05,2,0.1
agentsight,codex:019e8654-5c03-7711-9b43-e0321887e2a2,codex,5,5,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.36643611111111113,<1h,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,2,0.4
agentsight,codex:019e8654-5c03-7711-9b43-e0321887e2a2,codex,10,10,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.36643611111111113,<1h,0,0.0,0,0.0,2,0.2,2,0.2,0,0.0,0,0.0,1,0.1,2,0.2,2,0.2,3,0.3
agentsight,codex:019e8654-5c03-7711-9b43-e0321887e2a2,codex,20,13,False,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.36643611111111113,<1h,0,0.0,0,0.0,3,0.23076923076923078,3,0.23076923076923078,0,0.0,0,0.0,1,0.07692307692307693,3,0.23076923076923078,3,0.23076923076923078,4,0.3076923076923077
agentsight,codex:019e8654-5b71-7630-bb97-ddfeaba7fb93,codex,5,5,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.36725861111111113,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,2,0.4
agentsight,codex:019e8654-5b71-7630-bb97-ddfeaba7fb93,codex,10,10,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.36725861111111113,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,0,0.0,0,0.0,2,0.2
agentsight,codex:019e8654-5b71-7630-bb97-ddfeaba7fb93,codex,20,20,True,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,claude,True,True,0.36725861111111113,<1h,0,0.0,0,0.0,1,0.05,2,0.1,0,0.0,0,0.0,2,0.1,1,0.05,1,0.05,4,0.2
agentsight,codex:019e8713-2449-71e3-8358-d3310df82456,codex,5,5,True,codex:019e8638-9b48-71d1-b01a-88363db4413e,codex,True,True,1.2065369444444445,1–6h,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,2,0.4
agentsight,codex:019e8713-2449-71e3-8358-d3310df82456,codex,10,10,True,codex:019e8638-9b48-71d1-b01a-88363db4413e,codex,True,True,1.2065369444444445,1–6h,0,0.0,0,0.0,1,0.1,1,0.1,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,2,0.2
agentsight,codex:019e8713-2449-71e3-8358-d3310df82456,codex,20,20,True,codex:019e8638-9b48-71d1-b01a-88363db4413e,codex,True,True,1.2065369444444445,1–6h,0,0.0,0,0.0,1,0.05,1,0.05,0,0.0,0,0.0,2,0.1,1,0.05,1,0.05,3,0.15
agentsight,codex:019e8732-bb63-74c3-bb16-80c7899de248,codex,5,5,True,codex:019e8713-2449-71e3-8358-d3310df82456,codex,True,True,0.5488997222222223,<1h,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,2,0.4
agentsight,codex:019e8732-bb63-74c3-bb16-80c7899de248,codex,10,10,True,codex:019e8713-2449-71e3-8358-d3310df82456,codex,True,True,0.5488997222222223,<1h,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,0,0.0,2,0.2,1,0.1,2,0.2,4,0.4
agentsight,codex:019e8732-bb63-74c3-bb16-80c7899de248,codex,20,20,True,codex:019e8713-2449-71e3-8358-d3310df82456,codex,True,True,0.5488997222222223,<1h,0,0.0,0,0.0,1,0.05,2,0.1,2,0.1,0,0.0,2,0.1,1,0.05,3,0.15,6,0.3
agentsight,codex:019e898e-4f1d-74e2-aed5-0b765abeb25c,codex,5,5,True,codex:019e863f-e962-7051-a33c-cc708da4e49d,codex,True,True,0.13431777777777779,<1h,0,0.0,0,0.0,1,0.2,2,0.4,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,3,0.6
agentsight,codex:019e898e-4f1d-74e2-aed5-0b765abeb25c,codex,10,10,True,codex:019e863f-e962-7051-a33c-cc708da4e49d,codex,True,True,0.13431777777777779,<1h,0,0.0,1,0.1,1,0.1,3,0.3,2,0.2,2,0.2,1,0.1,1,0.1,3,0.3,6,0.6
agentsight,codex:019e898e-4f1d-74e2-aed5-0b765abeb25c,codex,20,20,True,codex:019e863f-e962-7051-a33c-cc708da4e49d,codex,True,True,0.13431777777777779,<1h,0,0.0,2,0.1,1,0.05,3,0.15,10,0.5,10,0.5,1,0.05,1,0.05,11,0.55,14,0.7
agentsight,codex:019e8990-ece7-70d0-b469-b8d10527ef86,codex,5,5,True,codex:019e898e-4f1d-74e2-aed5-0b765abeb25c,codex,True,True,0.015227777777777778,<1h,0,0.0,1,0.2,1,0.2,1,0.2,2,0.4,2,0.4,1,0.2,1,0.2,3,0.6,4,0.8
agentsight,codex:019e8990-ece7-70d0-b469-b8d10527ef86,codex,10,10,True,codex:019e898e-4f1d-74e2-aed5-0b765abeb25c,codex,True,True,0.015227777777777778,<1h,0,0.0,2,0.2,1,0.1,1,0.1,4,0.4,4,0.4,1,0.1,1,0.1,5,0.5,6,0.6
agentsight,codex:019e8990-ece7-70d0-b469-b8d10527ef86,codex,20,20,True,codex:019e898e-4f1d-74e2-aed5-0b765abeb25c,codex,True,True,0.015227777777777778,<1h,0,0.0,2,0.1,1,0.05,1,0.05,8,0.4,8,0.4,1,0.05,1,0.05,9,0.45,10,0.5
agentsight,codex:019e899c-fc11-7d20-bc8d-8706747e90ab,codex,5,5,True,codex:019e898e-4f1d-74e2-aed5-0b765abeb25c,codex,True,True,0.2585572222222222,<1h,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,2,0.4,1,0.2,1,0.2,2,0.4
agentsight,codex:019e899c-fc11-7d20-bc8d-8706747e90ab,codex,10,10,True,codex:019e898e-4f1d-74e2-aed5-0b765abeb25c,codex,True,True,0.2585572222222222,<1h,0,0.0,0,0.0,2,0.2,2,0.2,0,0.0,0,0.0,2,0.2,2,0.2,2,0.2,3,0.3
agentsight,codex:019e899c-fc11-7d20-bc8d-8706747e90ab,codex,20,20,True,codex:019e898e-4f1d-74e2-aed5-0b765abeb25c,codex,True,True,0.2585572222222222,<1h,0,0.0,0,0.0,3,0.15,4,0.2,0,0.0,0,0.0,2,0.1,3,0.15,3,0.15,5,0.25
agentsight,codex:019e8a5c-9f7a-74c1-933b-5cd21c1646ad,codex,5,5,True,codex:019e899c-fc11-7d20-bc8d-8706747e90ab,codex,True,True,3.135493888888889,1–6h,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,0,0.0,2,0.4,1,0.2,2,0.4,4,0.8
agentsight,codex:019e8a5c-9f7a-74c1-933b-5cd21c1646ad,codex,10,10,True,codex:019e899c-fc11-7d20-bc8d-8706747e90ab,codex,True,True,3.135493888888889,1–6h,0,0.0,2,0.2,1,0.1,1,0.1,1,0.1,0,0.0,4,0.4,1,0.1,3,0.3,7,0.7
agentsight,codex:019e8a5c-9f7a-74c1-933b-5cd21c1646ad,codex,20,20,True,codex:019e899c-fc11-7d20-bc8d-8706747e90ab,codex,True,True,3.135493888888889,1–6h,0,0.0,2,0.1,1,0.05,1,0.05,1,0.05,0,0.0,4,0.2,1,0.05,3,0.15,7,0.35
agentsight,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,5,5,True,codex:019e8990-ece7-70d0-b469-b8d10527ef86,codex,True,True,0.3312388888888889,<1h,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,2,0.4,3,0.6
agentsight,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,10,10,True,codex:019e8990-ece7-70d0-b469-b8d10527ef86,codex,True,True,0.3312388888888889,<1h,0,0.0,0,0.0,1,0.1,1,0.1,6,0.6,6,0.6,1,0.1,1,0.1,7,0.7,8,0.8
agentsight,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,20,20,True,codex:019e8990-ece7-70d0-b469-b8d10527ef86,codex,True,True,0.3312388888888889,<1h,0,0.0,0,0.0,1,0.05,1,0.05,16,0.8,11,0.55,1,0.05,1,0.05,17,0.85,18,0.9
agentsight,claude:81d7b9b6-ad41-4188-a5e7-60929528cfeb,claude,5,1,False,codex:019e8990-ece7-70d0-b469-b8d10527ef86,codex,True,True,4.526946388888889,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:81d7b9b6-ad41-4188-a5e7-60929528cfeb,claude,10,1,False,codex:019e8990-ece7-70d0-b469-b8d10527ef86,codex,True,True,4.526946388888889,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:81d7b9b6-ad41-4188-a5e7-60929528cfeb,claude,20,1,False,codex:019e8990-ece7-70d0-b469-b8d10527ef86,codex,True,True,4.526946388888889,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,claude,5,5,True,codex:019e8a5c-9f7a-74c1-933b-5cd21c1646ad,codex,True,True,1.176153888888889,1–6h,0,0.0,0,0.0,4,0.8,4,0.8,0,0.0,0,0.0,0,0.0,4,0.8,4,0.8,4,0.8
agentsight,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,claude,10,10,True,codex:019e8a5c-9f7a-74c1-933b-5cd21c1646ad,codex,True,True,1.176153888888889,1–6h,0,0.0,0,0.0,5,0.5,9,0.9,0,0.0,0,0.0,0,0.0,5,0.5,5,0.5,9,0.9
agentsight,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,claude,20,20,True,codex:019e8a5c-9f7a-74c1-933b-5cd21c1646ad,codex,True,True,1.176153888888889,1–6h,0,0.0,0,0.0,5,0.25,10,0.5,5,0.25,5,0.25,0,0.0,5,0.25,10,0.5,15,0.75
agentsight,claude:46db4cd4-541a-4ac9-80b8-5adaaca37455,claude,5,5,True,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,claude,True,True,0.9452872222222222,<1h,0,0.0,0,0.0,1,0.2,5,1.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,5,1.0
agentsight,claude:46db4cd4-541a-4ac9-80b8-5adaaca37455,claude,10,8,False,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,claude,True,True,0.9452872222222222,<1h,0,0.0,0,0.0,1,0.125,6,0.75,0,0.0,0,0.0,0,0.0,1,0.125,1,0.125,6,0.75
agentsight,claude:46db4cd4-541a-4ac9-80b8-5adaaca37455,claude,20,8,False,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,claude,True,True,0.9452872222222222,<1h,0,0.0,0,0.0,1,0.125,6,0.75,0,0.0,0,0.0,0,0.0,1,0.125,1,0.125,6,0.75
agentsight,claude:04e5e953-5127-4e95-b90b-df7698898541,claude,5,1,False,claude:46db4cd4-541a-4ac9-80b8-5adaaca37455,claude,True,True,1.2115972222222222,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:04e5e953-5127-4e95-b90b-df7698898541,claude,10,1,False,claude:46db4cd4-541a-4ac9-80b8-5adaaca37455,claude,True,True,1.2115972222222222,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:04e5e953-5127-4e95-b90b-df7698898541,claude,20,1,False,claude:46db4cd4-541a-4ac9-80b8-5adaaca37455,claude,True,True,1.2115972222222222,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:2ecd6fa9-3d86-4ad2-8367-24466e57efae,claude,5,1,False,claude:04e5e953-5127-4e95-b90b-df7698898541,claude,True,True,0.004081388888888889,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:2ecd6fa9-3d86-4ad2-8367-24466e57efae,claude,10,1,False,claude:04e5e953-5127-4e95-b90b-df7698898541,claude,True,True,0.004081388888888889,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:2ecd6fa9-3d86-4ad2-8367-24466e57efae,claude,20,1,False,claude:04e5e953-5127-4e95-b90b-df7698898541,claude,True,True,0.004081388888888889,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:c84b3339-55dc-4e91-8136-b1f5d4da7857,claude,5,1,False,claude:2ecd6fa9-3d86-4ad2-8367-24466e57efae,claude,True,True,0.004248888888888889,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:c84b3339-55dc-4e91-8136-b1f5d4da7857,claude,10,1,False,claude:2ecd6fa9-3d86-4ad2-8367-24466e57efae,claude,True,True,0.004248888888888889,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:c84b3339-55dc-4e91-8136-b1f5d4da7857,claude,20,1,False,claude:2ecd6fa9-3d86-4ad2-8367-24466e57efae,claude,True,True,0.004248888888888889,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:f88b54dc-0be7-45a8-8e44-86c344d1cd96,claude,5,1,False,claude:c84b3339-55dc-4e91-8136-b1f5d4da7857,claude,True,True,0.03915972222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:f88b54dc-0be7-45a8-8e44-86c344d1cd96,claude,10,1,False,claude:c84b3339-55dc-4e91-8136-b1f5d4da7857,claude,True,True,0.03915972222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:f88b54dc-0be7-45a8-8e44-86c344d1cd96,claude,20,1,False,claude:c84b3339-55dc-4e91-8136-b1f5d4da7857,claude,True,True,0.03915972222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:64208586-89d5-41bf-b984-43b3279bed2d,claude,5,1,False,claude:f88b54dc-0be7-45a8-8e44-86c344d1cd96,claude,True,True,7.596199722222222,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:64208586-89d5-41bf-b984-43b3279bed2d,claude,10,1,False,claude:f88b54dc-0be7-45a8-8e44-86c344d1cd96,claude,True,True,7.596199722222222,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:64208586-89d5-41bf-b984-43b3279bed2d,claude,20,1,False,claude:f88b54dc-0be7-45a8-8e44-86c344d1cd96,claude,True,True,7.596199722222222,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:d673ad35-b129-4e1e-a3ff-ed71deeedff9,claude,5,1,False,claude:64208586-89d5-41bf-b984-43b3279bed2d,claude,True,True,0.004768333333333334,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:d673ad35-b129-4e1e-a3ff-ed71deeedff9,claude,10,1,False,claude:64208586-89d5-41bf-b984-43b3279bed2d,claude,True,True,0.004768333333333334,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:d673ad35-b129-4e1e-a3ff-ed71deeedff9,claude,20,1,False,claude:64208586-89d5-41bf-b984-43b3279bed2d,claude,True,True,0.004768333333333334,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,claude:0796efe9-9a09-4b20-9851-99186e85b086,claude,5,5,True,claude:d673ad35-b129-4e1e-a3ff-ed71deeedff9,claude,True,True,0.14105166666666666,<1h,0,0.0,0,0.0,0,0.0,4,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.8
agentsight,claude:0796efe9-9a09-4b20-9851-99186e85b086,claude,10,10,True,claude:d673ad35-b129-4e1e-a3ff-ed71deeedff9,claude,True,True,0.14105166666666666,<1h,0,0.0,0,0.0,0,0.0,5,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5
agentsight,claude:0796efe9-9a09-4b20-9851-99186e85b086,claude,20,20,True,claude:d673ad35-b129-4e1e-a3ff-ed71deeedff9,claude,True,True,0.14105166666666666,<1h,0,0.0,0,0.0,0,0.0,6,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.3
agentsight,codex:019e8eb8-4aa8-74b0-af35-f251ed73079b,codex,5,5,True,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,True,True,0.6234577777777778,<1h,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,2,0.4,1,0.2,0,0.0,2,0.4,3,0.6
agentsight,codex:019e8eb8-4aa8-74b0-af35-f251ed73079b,codex,10,10,True,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,True,True,0.6234577777777778,<1h,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7,7,0.7,1,0.1,0,0.0,7,0.7,8,0.8
agentsight,codex:019e8eb8-4aa8-74b0-af35-f251ed73079b,codex,20,20,True,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,True,True,0.6234577777777778,<1h,0,0.0,0,0.0,0,0.0,0,0.0,15,0.75,15,0.75,1,0.05,0,0.0,15,0.75,16,0.8
agentsight,codex:019e8f73-5e06-7751-9ee2-e0aadedc0755,codex,5,5,True,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,True,True,4.027260833333333,1–6h,0,0.0,0,0.0,1,0.2,4,0.8,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,4,0.8
agentsight,codex:019e8f73-5e06-7751-9ee2-e0aadedc0755,codex,10,10,True,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,True,True,4.027260833333333,1–6h,0,0.0,0,0.0,1,0.1,5,0.5,1,0.1,1,0.1,0,0.0,1,0.1,2,0.2,6,0.6
agentsight,codex:019e8f73-5e06-7751-9ee2-e0aadedc0755,codex,20,20,True,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,codex,True,True,4.027260833333333,1–6h,0,0.0,0,0.0,1,0.05,6,0.3,6,0.3,5,0.25,0,0.0,1,0.05,7,0.35,12,0.6
agentsight,codex:019e8fb7-7101-7252-a326-594a3daabb00,codex,5,5,True,codex:019e8f73-5e06-7751-9ee2-e0aadedc0755,codex,True,True,1.183473888888889,1–6h,0,0.0,0,0.0,2,0.4,4,0.8,0,0.0,0,0.0,0,0.0,2,0.4,2,0.4,4,0.8
agentsight,codex:019e8fb7-7101-7252-a326-594a3daabb00,codex,10,10,True,codex:019e8f73-5e06-7751-9ee2-e0aadedc0755,codex,True,True,1.183473888888889,1–6h,0,0.0,0,0.0,3,0.3,8,0.8,0,0.0,0,0.0,1,0.1,3,0.3,3,0.3,9,0.9
agentsight,codex:019e8fb7-7101-7252-a326-594a3daabb00,codex,20,20,True,codex:019e8f73-5e06-7751-9ee2-e0aadedc0755,codex,True,True,1.183473888888889,1–6h,0,0.0,0,0.0,3,0.15,8,0.4,6,0.3,0,0.0,2,0.1,3,0.15,9,0.45,16,0.8
agentsight,codex:019e8fd9-a945-7290-85e1-5adc35c8fb2c,codex,5,5,True,codex:019e8fb7-7101-7252-a326-594a3daabb00,codex,True,True,0.5168202777777777,<1h,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,1,0.2,1,0.2,2,0.4,3,0.6
agentsight,codex:019e8fd9-a945-7290-85e1-5adc35c8fb2c,codex,10,10,True,codex:019e8fb7-7101-7252-a326-594a3daabb00,codex,True,True,0.5168202777777777,<1h,0,0.0,0,0.0,1,0.1,1,0.1,6,0.6,0,0.0,1,0.1,1,0.1,7,0.7,8,0.8
agentsight,codex:019e8fd9-a945-7290-85e1-5adc35c8fb2c,codex,20,20,True,codex:019e8fb7-7101-7252-a326-594a3daabb00,codex,True,True,0.5168202777777777,<1h,0,0.0,0,0.0,1,0.05,1,0.05,12,0.6,0,0.0,1,0.05,1,0.05,13,0.65,14,0.7
