project,vendor,length_gate,slice,metric,n,q25,median,q75,p90,mean,n_units
academic-writing-skills,claude,60,late,edit_calls_per_path,3,3.125,3.5,6.0,7.5,4.916666666666667,3
academic-writing-skills,claude,60,late,paths_per_edit_call,4,0.75,1.0,1.0,1.0,0.75,4
academic-writing-skills,claude,60,late,patch_lines_median,0,,,,,,0
academic-writing-skills,claude,60,late,edit_share,5,0.3373493975903614,0.6470588235294118,0.7727272727272727,0.7948051948051948,0.5133318606741711,5
academic-writing-skills,claude,60,late,tool_read_share,5,0.058823529411764705,0.07954545454545454,0.1686746987951807,0.47996987951807235,0.19890873655048,5
academic-writing-skills,claude,60,late,tool_edit_share,5,0.3614457831325301,0.6470588235294118,0.8095238095238095,0.8215367965367966,0.5295147741462413,5
academic-writing-skills,claude,60,late,tool_shell_share,5,0.19047619047619047,0.29411764705882354,0.3125,0.3996987951807229,0.269166850749062,5
academic-writing-skills,claude,60,late,tool_network_share,5,0.0,0.0,0.0,0.0,0.0,5
academic-writing-skills,claude,60,late,tool_plan_share,5,0.0,0.0,0.0,0.0,0.0,5
academic-writing-skills,claude,60,late,tool_subagent_share,5,0.0,0.0,0.0,0.0072289156626506035,0.0024096385542168677,5
academic-writing-skills,claude,60,late,tool_tool_share,5,0.0,0.0,0.0,0.0,0.0,5
academic-writing-skills,claude,60,middle,repeat_read_share,5,0.0,0.0,0.0,0.6000000000000001,0.2,5
academic-writing-skills,claude,60,middle,reread_call_share,5,0.0,0.0,0.0,0.6000000000000001,0.2,5
academic-writing-skills,claude,60,middle,failure_share,5,0.0,0.0,0.0,0.006741573033707866,0.002247191011235955,5
academic-writing-skills,claude,60,middle,resolved_failure_share,5,0.0,0.0,0.0,0.006741573033707866,0.002247191011235955,5
academic-writing-skills,claude,60,middle,observed_share,5,0.0,0.0,0.0,0.0,0.0,5
academic-writing-skills,claude,60,middle,recent_reedit_share,4,0.5625,0.7638888888888888,0.8,0.8400000000000001,0.5986111111111111,4
academic-writing-skills,claude,60,middle,edit_calls_per_path,3,6.833333333333333,8.666666666666666,8.833333333333332,8.933333333333334,7.5555555555555545,3
academic-writing-skills,claude,60,middle,paths_per_edit_call,4,0.6666666666666666,0.9444444444444444,1.0,1.0,0.7222222222222222,4
academic-writing-skills,claude,60,middle,patch_lines_median,0,,,,,,0
academic-writing-skills,claude,60,middle,edit_share,5,0.3595505617977528,0.6265060240963856,0.6818181818181818,0.7491978609625668,0.4923984829542287,5
academic-writing-skills,claude,60,middle,tool_read_share,5,0.0963855421686747,0.19101123595505617,0.2727272727272727,0.6340909090909091,0.2929071631113772,5
academic-writing-skills,claude,60,middle,tool_edit_share,5,0.3707865168539326,0.6265060240963856,0.6818181818181818,0.7491978609625668,0.49464567396546466,5
academic-writing-skills,claude,60,middle,tool_shell_share,5,0.125,0.17647058823529413,0.1927710843373494,0.34002978204954654,0.19557969304364003,5
academic-writing-skills,claude,60,middle,tool_network_share,5,0.0,0.0,0.0,0.05060240963855422,0.016867469879518072,5
academic-writing-skills,claude,60,middle,tool_plan_share,5,0.0,0.0,0.0,0.0,0.0,5
academic-writing-skills,claude,60,middle,tool_subagent_share,5,0.0,0.0,0.0,0.0,0.0,5
academic-writing-skills,claude,60,middle,tool_tool_share,5,0.0,0.0,0.0,0.0,0.0,5
academic-writing-skills,claude,100,early,repeat_read_share,2,0.4568452380952381,0.48511904761904756,0.5133928571428571,0.5303571428571429,0.48511904761904756,2
academic-writing-skills,claude,100,early,reread_call_share,2,0.46616541353383456,0.5037593984962406,0.5413533834586466,0.5639097744360902,0.5037593984962406,2
academic-writing-skills,claude,100,early,failure_share,3,0.04575605793962366,0.06741573033707865,0.10723727693324521,0.13113020489094515,0.07952364646955302,3
academic-writing-skills,claude,100,early,resolved_failure_share,3,0.04575605793962366,0.06741573033707865,0.10723727693324521,0.13113020489094515,0.07952364646955302,3
academic-writing-skills,claude,100,early,observed_share,3,0.0,0.0,0.0,0.0,0.0,3
academic-writing-skills,claude,100,early,recent_reedit_share,3,0.3194444444444444,0.6388888888888888,0.7638888888888888,0.8388888888888888,0.5092592592592592,3
academic-writing-skills,claude,100,early,edit_calls_per_path,2,6.107142857142858,7.071428571428571,8.035714285714286,8.614285714285714,7.071428571428571,2
academic-writing-skills,claude,100,early,paths_per_edit_call,3,0.5,1.0,1.0,1.0,0.6666666666666666,3
academic-writing-skills,claude,100,early,patch_lines_median,0,,,,,,0
academic-writing-skills,claude,100,early,edit_share,3,0.419114660890754,0.43373493975903615,0.48157335223245923,0.5102763997165132,0.45588036216246347,3
academic-writing-skills,claude,100,early,tool_read_share,3,0.14532286449167456,0.14606741573033707,0.17597488433575675,0.1939193654990086,0.16550936064150853,3
academic-writing-skills,claude,100,early,tool_edit_share,3,0.45322864491674564,0.4606741573033708,0.5685723727693325,0.6333113020489095,0.5276426260229284,3
academic-writing-skills,claude,100,early,tool_shell_share,3,0.23298083278255122,0.34831460674157305,0.3548801949370516,0.3588195478543387,0.2758024828992109,3
academic-writing-skills,claude,100,early,tool_network_share,3,0.0,0.0,0.018072289156626505,0.02891566265060241,0.012048192771084336,3
academic-writing-skills,claude,100,early,tool_plan_share,3,0.0,0.0,0.0,0.0,0.0,3
academic-writing-skills,claude,100,early,tool_subagent_share,3,0.0,0.0,0.016853932584269662,0.02696629213483146,0.011235955056179775,3
academic-writing-skills,claude,100,early,tool_tool_share,3,0.0056179775280898875,0.011235955056179775,0.011642073913632056,0.011885745228103425,0.007761382609088038,3
academic-writing-skills,claude,100,late,repeat_read_share,2,0.30833333333333335,0.31666666666666665,0.32499999999999996,0.32999999999999996,0.31666666666666665,2
academic-writing-skills,claude,100,late,reread_call_share,2,0.36184210526315785,0.40789473684210525,0.45394736842105265,0.48157894736842105,0.40789473684210525,2
academic-writing-skills,claude,100,late,failure_share,3,0.043114973262032084,0.056818181818181816,0.058529572836801755,0.05955640744797371,0.048823636793161956,3
academic-writing-skills,claude,100,late,resolved_failure_share,3,0.043114973262032084,0.056818181818181816,0.058529572836801755,0.05955640744797371,0.048823636793161956,3
academic-writing-skills,claude,100,late,observed_share,3,0.0,0.0,0.0,0.0,0.0,3
academic-writing-skills,claude,100,late,recent_reedit_share,3,0.25,0.5,0.5357142857142857,0.5571428571428572,0.35714285714285715,3
academic-writing-skills,claude,100,late,edit_calls_per_path,2,2.9375,3.125,3.3125,3.425,3.125,2
academic-writing-skills,claude,100,late,paths_per_edit_call,3,0.5,1.0,1.0,1.0,0.6666666666666666,3
academic-writing-skills,claude,100,late,patch_lines_median,0,,,,,,0
academic-writing-skills,claude,100,late,edit_share,3,0.4922041105598866,0.6470588235294118,0.7098930481283423,0.7475935828877005,0.5857118312823486,3
academic-writing-skills,claude,100,late,tool_read_share,3,0.06918449197860962,0.07954545454545454,0.12411007667031762,0.15084884994523548,0.10234789425079999,3
academic-writing-skills,claude,100,late,tool_edit_share,3,0.5042523033309709,0.6470588235294118,0.7383021390374331,0.793048128342246,0.6126833537357989,3
academic-writing-skills,claude,100,late,tool_shell_share,3,0.1925133689839572,0.29411764705882354,0.37597448618001417,0.42508858965272855,0.28095268775637305,3
academic-writing-skills,claude,100,late,tool_network_share,3,0.0,0.0,0.0,0.0,0.0,3
academic-writing-skills,claude,100,late,tool_plan_share,3,0.0,0.0,0.0,0.0,0.0,3
academic-writing-skills,claude,100,late,tool_subagent_share,3,0.0,0.0,0.006024096385542169,0.00963855421686747,0.004016064257028113,3
academic-writing-skills,claude,100,late,tool_tool_share,3,0.0,0.0,0.0,0.0,0.0,3
academic-writing-skills,claude,100,middle,repeat_read_share,3,0.0,0.0,0.5,0.8,0.3333333333333333,3
academic-writing-skills,claude,100,middle,reread_call_share,3,0.0,0.0,0.5,0.8,0.3333333333333333,3
academic-writing-skills,claude,100,middle,failure_share,3,0.0,0.0,0.0056179775280898875,0.008988764044943821,0.003745318352059925,3
academic-writing-skills,claude,100,middle,resolved_failure_share,3,0.0,0.0,0.0056179775280898875,0.008988764044943821,0.003745318352059925,3
academic-writing-skills,claude,100,middle,observed_share,3,0.0,0.0,0.0,0.0,0.0,3
academic-writing-skills,claude,100,middle,recent_reedit_share,3,0.375,0.75,0.7638888888888888,0.7722222222222223,0.5092592592592592,3
academic-writing-skills,claude,100,middle,edit_calls_per_path,2,8.75,8.833333333333332,8.916666666666666,8.966666666666667,8.833333333333332,2
academic-writing-skills,claude,100,middle,paths_per_edit_call,3,0.4444444444444444,0.8888888888888888,0.9444444444444444,0.9777777777777777,0.6296296296296297,3
academic-writing-skills,claude,100,middle,patch_lines_median,0,,,,,,0
academic-writing-skills,claude,100,middle,edit_share,3,0.4930282929470692,0.6265060240963856,0.7103118355776046,0.7605953224663359,0.5933914109843207,3
academic-writing-skills,claude,100,middle,tool_read_share,3,0.06289865343727853,0.0963855421686747,0.14369838906186544,0.1720860971977799,0.10560284760987108,3
academic-writing-skills,claude,100,middle,tool_edit_share,3,0.4986462704751591,0.6265060240963856,0.7103118355776046,0.7605953224663359,0.5971367293363805,3
academic-writing-skills,claude,100,middle,tool_shell_share,3,0.18462083628632175,0.1927710843373494,0.31548666576418033,0.3891160146202789,0.2691479732545516,3
academic-writing-skills,claude,100,middle,tool_network_share,3,0.0,0.0,0.04216867469879518,0.06746987951807229,0.028112449799196786,3
academic-writing-skills,claude,100,middle,tool_plan_share,3,0.0,0.0,0.0,0.0,0.0,3
academic-writing-skills,claude,100,middle,tool_subagent_share,3,0.0,0.0,0.0,0.0,0.0,3
academic-writing-skills,claude,100,middle,tool_tool_share,3,0.0,0.0,0.0,0.0,0.0,3
agentsight,claude,30,early,repeat_read_share,34,0.0,0.3160919540229885,0.6589147286821705,0.9056896551724137,0.3683656034182566,34
agentsight,claude,30,early,reread_call_share,34,0.0,0.3137254901960784,0.6589147286821705,0.9056896551724137,0.3688349189335093,34
agentsight,claude,30,early,failure_share,35,0.0,0.0,0.03569374764520415,0.0948717948717949,0.03314539918041101,35
agentsight,claude,30,early,resolved_failure_share,35,0.0,0.0,0.03569374764520415,0.0948717948717949,0.03314539918041101,35
agentsight,claude,30,early,observed_share,35,0.0,0.0,0.0,0.0,0.0,35
agentsight,claude,30,early,recent_reedit_share,14,0.28125,0.6144818976279651,0.8722222222222222,0.9235294117647059,0.5391620131198547,14
agentsight,claude,30,early,edit_calls_per_path,12,3.75,6.969202898550725,19.0,34.9,17.494867149758452,12
agentsight,claude,30,early,paths_per_edit_call,14,0.885,1.0,1.0,1.0,0.8181349206349207,14
agentsight,claude,30,early,patch_lines_median,0,,,,,,0
agentsight,claude,30,early,edit_share,35,0.0,0.0,0.09056432038834952,0.28579413134606435,0.08351143120174699,35
agentsight,claude,30,early,tool_read_share,35,0.12142857142857143,0.25,0.4384469696969697,0.5717817561807332,0.30890874235916604,35
agentsight,claude,30,early,tool_edit_share,35,0.0,0.0,0.0996919014084507,0.3049693669162696,0.09032630546857007,35
agentsight,claude,30,early,tool_shell_share,35,0.27451912914817167,0.5355648535564853,0.7841614906832298,1.0,0.5407888557570147,35
agentsight,claude,30,early,tool_network_share,35,0.0,0.0,0.0,0.017171509032213757,0.025802985493213044,35
agentsight,claude,30,early,tool_plan_share,35,0.0,0.0,0.0,0.0,0.0,35
agentsight,claude,30,early,tool_subagent_share,35,0.0,0.0,0.03784829721362229,0.0913231695840392,0.027977969442191934,35
agentsight,claude,30,early,tool_tool_share,35,0.0,0.0,0.003764719202898551,0.0259248878923767,0.006195141479844161,35
agentsight,claude,30,late,repeat_read_share,29,0.5714285714285714,0.8421052631578947,0.9375,1.0,0.6933848635288058,29
agentsight,claude,30,late,reread_call_share,29,0.5714285714285714,0.8421052631578947,0.9375,1.0,0.6897038853904239,29
agentsight,claude,30,late,failure_share,35,0.0,0.023121387283236993,0.04101995565410199,0.08958333333333335,0.034980535589748174,35
agentsight,claude,30,late,resolved_failure_share,35,0.0,0.023121387283236993,0.04101995565410199,0.08958333333333335,0.03505567327324082,35
agentsight,claude,30,late,observed_share,35,0.0,0.0,0.0,0.0,0.00043828440467095933,35
agentsight,claude,30,late,recent_reedit_share,23,0.5,0.625,0.8452380952380952,0.933428981348637,0.5938510956055911,23
agentsight,claude,30,late,edit_calls_per_path,21,3.0,6.25,12.454545454545455,41.0,14.378077770183035,21
agentsight,claude,30,late,paths_per_edit_call,23,0.9878048780487805,1.0,1.0,1.0,0.9032665307653766,23
agentsight,claude,30,late,patch_lines_median,0,,,,,,0
agentsight,claude,30,late,edit_share,35,0.0,0.11940298507462686,0.29992890736082245,0.3960151802656547,0.1798603763060572,35
agentsight,claude,30,late,tool_read_share,35,0.05764705882352941,0.17391304347826086,0.3223172905525847,0.42588235294117655,0.20522674389225962,35
agentsight,claude,30,late,tool_edit_share,35,0.0,0.125,0.31275292573553537,0.4019721183270996,0.1868886209113809,35
agentsight,claude,30,late,tool_shell_share,35,0.3791497975708502,0.4838709677419355,0.8019323671497585,1.0,0.5444011563938496,35
agentsight,claude,30,late,tool_network_share,35,0.0,0.0,0.0,0.04586996904024776,0.05350167376092157,35
agentsight,claude,30,late,tool_plan_share,35,0.0,0.0,0.0,0.0,0.0,35
agentsight,claude,30,late,tool_subagent_share,35,0.0,0.0,0.008270676691729324,0.02499618029029794,0.008164322531278119,35
agentsight,claude,30,late,tool_tool_share,35,0.0,0.0,0.0,0.008133263925039045,0.001817482510310248,35
agentsight,claude,30,middle,repeat_read_share,33,0.36,0.75,0.9333333333333333,1.0,0.6191500674267824,33
agentsight,claude,30,middle,reread_call_share,33,0.36,0.75,0.9375,1.0,0.6249478637000841,33
agentsight,claude,30,middle,failure_share,35,0.0,0.010869565217391304,0.0432879149693309,0.08311688311688314,0.032091680674066946,35
agentsight,claude,30,middle,resolved_failure_share,35,0.0,0.010869565217391304,0.0432879149693309,0.08311688311688314,0.032091680674066946,35
agentsight,claude,30,middle,observed_share,35,0.0,0.0,0.0,0.0,0.0003710575139146568,35
agentsight,claude,30,middle,recent_reedit_share,17,0.5,0.625,0.7049180327868853,0.9606557377049181,0.5918987033378474,17
agentsight,claude,30,middle,edit_calls_per_path,17,2.0,3.3333333333333335,13.0,33.900000000000006,11.978249936338173,17
agentsight,claude,30,middle,paths_per_edit_call,17,1.0,1.0,1.0,1.0,0.9682427046925883,17
agentsight,claude,30,middle,patch_lines_median,0,,,,,,0
agentsight,claude,30,middle,edit_share,35,0.0,0.0,0.18856502242152468,0.3629038112522687,0.11210100730168246,35
agentsight,claude,30,middle,tool_read_share,35,0.07738095238095238,0.2,0.36565447435012655,0.4571102227298687,0.2371720657008025,35
agentsight,claude,30,middle,tool_edit_share,35,0.0,0.0,0.1908071748878924,0.3747731397459166,0.11950458525025505,35
agentsight,claude,30,middle,tool_shell_share,35,0.3252873563218391,0.5294117647058824,0.8931159420289855,1.0,0.5663107129044469,35
agentsight,claude,30,middle,tool_network_share,35,0.0,0.0,0.0028735632183908046,0.04840596973094171,0.05543517203078704,35
agentsight,claude,30,middle,tool_plan_share,35,0.0,0.0,0.0,0.0,0.0001341381623071764,35
agentsight,claude,30,middle,tool_subagent_share,35,0.0,0.0,0.030347041736737503,0.06070016939582158,0.019268549514793013,35
agentsight,claude,30,middle,tool_tool_share,35,0.0,0.0,0.0,0.008812203791469197,0.0021747764366082723,35
agentsight,claude,60,early,repeat_read_share,25,0.0,0.5,0.8333333333333334,0.9389655172413793,0.47053277620438444,25
agentsight,claude,60,early,reread_call_share,25,0.0,0.5,0.8333333333333334,0.9389655172413793,0.4711710453051282,25
agentsight,claude,60,early,failure_share,25,0.0,0.011494252873563218,0.03347280334728033,0.06362800204394485,0.024032792364161865,25
agentsight,claude,60,early,resolved_failure_share,25,0.0,0.011494252873563218,0.03347280334728033,0.06362800204394485,0.024032792364161865,25
agentsight,claude,60,early,observed_share,25,0.0,0.0,0.0,0.0,0.0,25
agentsight,claude,60,early,recent_reedit_share,14,0.28125,0.6144818976279651,0.8722222222222222,0.9235294117647059,0.5391620131198547,14
agentsight,claude,60,early,edit_calls_per_path,12,3.75,6.969202898550725,19.0,34.9,17.494867149758452,12
agentsight,claude,60,early,paths_per_edit_call,14,0.885,1.0,1.0,1.0,0.8181349206349207,14
agentsight,claude,60,early,patch_lines_median,0,,,,,,0
agentsight,claude,60,early,edit_share,25,0.0,0.012987012987012988,0.19955156950672645,0.37336603049365624,0.11691600368244578,25
agentsight,claude,60,early,tool_read_share,25,0.14644351464435146,0.25,0.4375,0.4787154592979836,0.27298577805166535,25
agentsight,claude,60,early,tool_edit_share,25,0.0,0.012987012987012988,0.20179372197309417,0.4017499088589138,0.1264568276559981,25
agentsight,claude,60,early,tool_shell_share,25,0.27710843373493976,0.5052631578947369,0.6666666666666666,0.910822510822511,0.5165908593109877,25
agentsight,claude,60,early,tool_network_share,25,0.0,0.0,0.0,0.03600399102020458,0.03612417969049826,25
agentsight,claude,60,early,tool_plan_share,25,0.0,0.0,0.0,0.0,0.0,25
agentsight,claude,60,early,tool_subagent_share,25,0.0,0.023809523809523808,0.05747126436781609,0.10527525571773359,0.039169157219068704,25
agentsight,claude,60,early,tool_tool_share,25,0.0,0.0,0.008771929824561403,0.0325,0.008673198071781825,25
agentsight,claude,60,late,repeat_read_share,22,0.7291666666666666,0.8426212590299278,0.9042857142857144,0.9968085106382979,0.7321891382879713,22
agentsight,claude,60,late,reread_call_share,22,0.671875,0.8441295546558705,0.905,0.9968085106382979,0.7273369398328317,22
agentsight,claude,60,late,failure_share,25,0.014545454545454545,0.023809523809523808,0.03333333333333333,0.06093941456773319,0.03155554370875093,25
agentsight,claude,60,late,resolved_failure_share,25,0.014545454545454545,0.023809523809523808,0.03333333333333333,0.06093941456773319,0.03166073646564063,25
agentsight,claude,60,late,observed_share,25,0.0,0.0,0.0,0.0,0.0006135981665393431,25
agentsight,claude,60,late,recent_reedit_share,19,0.5,0.625,0.8213276836158192,0.9424148606811146,0.6035841583396001,19
agentsight,claude,60,late,edit_calls_per_path,17,3.3684210526315788,6.5,13.2,47.400000000000006,16.819978421990808,17
agentsight,claude,60,late,paths_per_edit_call,19,0.9680308667493455,1.0,1.0,1.0,0.8829015898738768,19
agentsight,claude,60,late,patch_lines_median,0,,,,,,0
agentsight,claude,60,late,edit_share,25,0.01411764705882353,0.16666666666666666,0.2926829268292683,0.3802349431288458,0.184037756962639,25
agentsight,claude,60,late,tool_read_share,25,0.08849557522123894,0.17391304347826086,0.31343283582089554,0.3586813186813187,0.19608286178733927,25
agentsight,claude,60,late,tool_edit_share,25,0.01411764705882353,0.19047619047619047,0.3048780487804878,0.38720865187395115,0.19387729941009219,25
agentsight,claude,60,late,tool_shell_share,25,0.3902439024390244,0.4838709677419355,0.6862745098039216,0.8925922920892495,0.5401103369001072,25
agentsight,claude,60,late,tool_network_share,25,0.0,0.0,0.0,0.04586996904024776,0.05595497484423756,25
agentsight,claude,60,late,tool_plan_share,25,0.0,0.0,0.0,0.0,0.0,25
agentsight,claude,60,late,tool_subagent_share,25,0.0,0.0,0.011560693641618497,0.031079265562024196,0.011430051543789364,25
agentsight,claude,60,late,tool_tool_share,25,0.0,0.0,0.0,0.008920988928132069,0.0025444755144343467,25
agentsight,claude,60,middle,repeat_read_share,24,0.39,0.7958422174840085,0.934375,0.9971698113207547,0.659317453822937,24
agentsight,claude,60,middle,reread_call_share,24,0.39,0.7958422174840085,0.9420630530973452,0.9971428571428571,0.6672894236987267,24
agentsight,claude,60,middle,failure_share,25,0.0,0.019417475728155338,0.04424778761061947,0.06796925048046125,0.034625322640663425,25
agentsight,claude,60,middle,resolved_failure_share,25,0.0,0.019417475728155338,0.04424778761061947,0.06796925048046125,0.034625322640663425,25
agentsight,claude,60,middle,observed_share,25,0.0,0.0,0.0,0.0,0.0005194805194805195,25
agentsight,claude,60,middle,recent_reedit_share,15,0.5284810126582278,0.6382978723404256,0.7755359394703657,0.9737704918032787,0.6374851971162272,15
agentsight,claude,60,middle,edit_calls_per_path,15,2.496969696969697,4.0,17.9375,35.599999999999994,13.375349927849928,15
agentsight,claude,60,middle,paths_per_edit_call,15,0.9926470588235294,1.0,1.0,1.0,0.9640083986516002,15
agentsight,claude,60,middle,patch_lines_median,0,,,,,,0
agentsight,claude,60,middle,edit_share,25,0.0,0.04854368932038835,0.2328042328042328,0.4416876927389965,0.14694141022235546,25
agentsight,claude,60,middle,tool_read_share,25,0.13043478260869565,0.2,0.35365853658536583,0.3907866379310345,0.2203225319098223,25
agentsight,claude,60,middle,tool_edit_share,25,0.0,0.05825242718446602,0.32701421800947866,0.4439865433137091,0.15730641935035705,25
agentsight,claude,60,middle,tool_shell_share,25,0.3505747126436782,0.5172413793103449,0.7538461538461538,0.9532467532467533,0.540553358137527,25
agentsight,claude,60,middle,tool_network_share,25,0.0,0.0,0.010526315789473684,0.04840596973094171,0.05160924084310186,25
agentsight,claude,60,middle,tool_plan_share,25,0.0,0.0,0.0,0.0,0.00018779342723004695,25
agentsight,claude,60,middle,tool_subagent_share,25,0.0,0.009389671361502348,0.0456140350877193,0.08114643976712946,0.026975969320710225,25
agentsight,claude,60,middle,tool_tool_share,25,0.0,0.0,0.005747126436781609,0.009616711912759398,0.003044687011251581,25
agentsight,claude,100,early,repeat_read_share,18,0.34375,0.6230242625591462,0.864622641509434,0.953,0.5812955225060896,18
agentsight,claude,100,early,reread_call_share,18,0.34375,0.6281742849505481,0.864622641509434,0.953,0.5821820073682337,18
agentsight,claude,100,early,failure_share,18,0.0009765625,0.015265436318067897,0.03680421979416606,0.056085845682166596,0.024961369866049726,18
agentsight,claude,100,early,resolved_failure_share,18,0.0009765625,0.015265436318067897,0.03680421979416606,0.056085845682166596,0.024961369866049726,18
agentsight,claude,100,early,observed_share,18,0.0,0.0,0.0,0.0,0.0,18
agentsight,claude,100,early,recent_reedit_share,12,0.34375,0.6144818976279651,0.8388888888888888,0.9094771241830065,0.5516413962588781,12
agentsight,claude,100,early,edit_calls_per_path,11,3.5,6.521739130434782,21.5,35.0,17.81258234519104,11
agentsight,claude,100,early,paths_per_edit_call,12,0.9438888888888889,1.0,1.0,1.0,0.8711574074074074,12
agentsight,claude,100,early,patch_lines_median,0,,,,,,0
agentsight,claude,100,early,edit_share,18,0.0,0.06795556196796998,0.20373404622283545,0.3371254931229343,0.12013796807747101,18
agentsight,claude,100,early,tool_read_share,18,0.22167594143389702,0.33500211378857664,0.4572169059011164,0.5051560758082497,0.33127115847619515,18
agentsight,claude,100,early,tool_edit_share,18,0.0,0.06795556196796998,0.2543957989143262,0.35472110827561076,0.13338911248518256,18
agentsight,claude,100,early,tool_shell_share,18,0.27322447685478757,0.46069055316091956,0.5304615189552427,0.6044486986644788,0.43606411828410346,18
agentsight,claude,100,early,tool_network_share,18,0.0,0.0,0.013743128435782109,0.09717463113851586,0.0501724717923587,18
agentsight,claude,100,early,tool_plan_share,18,0.0,0.0,0.0,0.0,0.0,18
agentsight,claude,100,early,tool_subagent_share,18,0.013890513510352087,0.030352580480327032,0.06124281609195402,0.10458567980691875,0.043290496137595426,18
agentsight,claude,100,early,tool_tool_share,18,0.0,0.0,0.004531064869668247,0.014167776797943604,0.005812642824564705,18
agentsight,claude,100,late,repeat_read_share,16,0.8361244019138756,0.8522131624927198,0.9451462765957447,1.0,0.8790318905427859,16
agentsight,claude,100,late,reread_call_share,16,0.8361244019138756,0.8550420168067226,0.9451462765957447,1.0,0.8775684510003022,16
agentsight,claude,100,late,failure_share,18,0.019996887643946467,0.024885743771192688,0.032058823529411765,0.053546630360789674,0.03609355818134599,18
agentsight,claude,100,late,resolved_failure_share,18,0.019996887643946467,0.024885743771192688,0.03207547169811321,0.053546630360789674,0.03623965923258169,18
agentsight,claude,100,late,observed_share,18,0.0,0.0,0.0,0.000705882352941178,0.0008522196757490876,18
agentsight,claude,100,late,recent_reedit_share,16,0.5535714285714286,0.6382575757575757,0.7856638418079096,0.9249037227214377,0.6370993252831771,16
agentsight,claude,100,late,edit_calls_per_path,15,3.6842105263157894,6.5,18.6,50.599999999999994,18.395975544922916,15
agentsight,claude,100,late,paths_per_edit_call,16,0.9718203114234532,1.0,1.0,1.0,0.9234456379752288,16
agentsight,claude,100,late,patch_lines_median,0,,,,,,0
agentsight,claude,100,late,edit_share,18,0.06131221719457014,0.19796237078902357,0.28736933797909403,0.3283510800121692,0.18167206388180146,18
agentsight,claude,100,late,tool_read_share,18,0.1602103269053286,0.23048147274014633,0.32661319073083783,0.38627450980392164,0.23482933151547977,18
agentsight,claude,100,late,tool_edit_share,18,0.06425339366515836,0.21450685537372843,0.30484901277584203,0.34583409390528347,0.19360198394770872,18
agentsight,claude,100,late,tool_shell_share,18,0.37782413350449295,0.4451433752691828,0.5534443168771528,0.7137254901960786,0.4763600851512092,18
agentsight,claude,100,late,tool_network_share,18,0.0,0.0,0.0063025210084033615,0.15797236453966795,0.07771524283921884,18
agentsight,claude,100,late,tool_plan_share,18,0.0,0.0,0.0,0.0,0.0,18
agentsight,claude,100,late,tool_subagent_share,18,0.0,0.006872000629376131,0.016164509693590463,0.03582887700534762,0.013959362776335804,18
agentsight,claude,100,late,tool_tool_share,18,0.0,0.0,0.005294117647058824,0.010755638846128108,0.0035339937700477036,18
agentsight,claude,100,middle,repeat_read_share,17,0.7555555555555555,0.8571428571428571,0.9557522123893806,1.0,0.8198767415315412,17
agentsight,claude,100,middle,reread_call_share,17,0.7619047619047619,0.8709677419354839,0.9841269841269841,1.0,0.826229326454225,17
agentsight,claude,100,middle,failure_share,18,0.008576766304347826,0.02027211814576781,0.041549953314659195,0.05200943616772576,0.028210665687169463,18
agentsight,claude,100,middle,resolved_failure_share,18,0.008576766304347826,0.02027211814576781,0.041549953314659195,0.05200943616772576,0.028210665687169463,18
agentsight,claude,100,middle,observed_share,18,0.0,0.0,0.0,0.0,0.0007215007215007215,18
agentsight,claude,100,middle,recent_reedit_share,14,0.5142405063291139,0.6316489361702128,0.8108448928121059,0.9803278688524591,0.6330198540531005,14
agentsight,claude,100,middle,edit_calls_per_path,14,2.278787878787879,4.46875,20.40625,36.45000000000001,14.092636827458255,14
agentsight,claude,100,middle,paths_per_edit_call,14,0.9889705882352942,1.0,1.0,1.0,0.9614375699838573,14
agentsight,claude,100,middle,patch_lines_median,0,,,,,,0
agentsight,claude,100,middle,edit_share,18,0.013488482981220656,0.1488704177323103,0.2750257027508212,0.41624614522007297,0.1763075141977159,18
agentsight,claude,100,middle,tool_read_share,18,0.14405088250853654,0.24588394062078273,0.3542876500193573,0.40997421116504856,0.25413704182830393,18
agentsight,claude,100,middle,tool_edit_share,18,0.013488482981220656,0.15362167242738464,0.33175355450236965,0.4202691337258201,0.19070336020882925,18
agentsight,claude,100,middle,tool_shell_share,18,0.3044683227106826,0.4265680382185236,0.6265497230282248,0.7421162874684002,0.4490631577029143,18
agentsight,claude,100,middle,tool_network_share,18,0.0,0.0,0.022344970295707894,0.0957979210251047,0.07167950117097481,18
agentsight,claude,100,middle,tool_plan_share,18,0.0,0.0,0.0,0.0,0.0002608242044861763,18
agentsight,claude,100,middle,tool_subagent_share,18,0.0030043656725271075,0.01907169117647059,0.05122651762148735,0.0730407523510972,0.02992738292441987,18
agentsight,claude,100,middle,tool_tool_share,18,0.0,0.0,0.007613760964912281,0.009737292975442603,0.004228731960071641,18
agentsight,codex,30,early,repeat_read_share,46,0.268796992481203,0.4409722222222222,0.5822021116138764,0.7648120487926313,0.44060133815580327,46
agentsight,codex,30,early,reread_call_share,46,0.268796992481203,0.47127329192546585,0.59024064171123,0.7684782608695653,0.4511097171049136,46
agentsight,codex,30,early,failure_share,52,0.0,0.027891156462585033,0.04638084566142549,0.07356580427446568,0.03377838253434627,52
agentsight,codex,30,early,resolved_failure_share,52,0.0,0.03398617511520737,0.05642085187539733,0.08041958041958042,0.039307379273494696,52
