stratum_type,project,vendor,sequence_scope,sequence_granularity,n,rank,ngram,count,share,total_ngrams
project_vendor,agentsight,codex,full_stream,tool_family,2,18,task → task,84,0.000997766902646458,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,19,plan/goal → plan/goal,62,0.0007364469995723857,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,20,plan/goal → edit,60,0.0007126906447474699,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,21,wait/control → edit,57,0.0006770561125100965,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,22,edit → plan/goal,52,0.0006176652254478073,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,23,coordination → wait/control,43,0.0005107616287356868,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,24,coordination → plan/goal,39,0.00046324891908585547,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,25,shell → multimodal,24,0.00028507625789898797,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,26,coordination → edit,22,0.0002613199030740723,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,27,multimodal → shell,22,0.0002613199030740723,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,28,plan/goal → task,18,0.00021380719342424097,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,29,wait/control → task,16,0.00019005083859932533,84188
project_vendor,agentsight,codex,full_stream,tool_family,2,30,shell → other,15,0.00017817266118686748,84188
project_vendor,agentsight,codex,full_stream,tool_family,3,1,shell → shell → shell,50764,0.6084038447709677,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,2,shell → wait/control → shell,3228,0.03868740861477984,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,3,coordination → coordination → coordination,2544,0.030489704930607157,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,4,edit → shell → shell,1989,0.02383805939739687,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,5,shell → shell → edit,1946,0.023322706680409405,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,6,shell → shell → wait/control,1842,0.022076272202114146,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,7,wait/control → shell → wait/control,1807,0.021656799060380164,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,8,wait/control → shell → shell,1764,0.021141446343392697,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,9,edit → edit → edit,1540,0.018456818236295212,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,10,shell → edit → shell,1354,0.016227618111651767,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,11,coordination → shell → shell,1351,0.01619166327093171,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,12,shell → shell → coordination,1304,0.015628370766317505,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,13,edit → edit → shell,1052,0.012608164145832833,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,14,coordination → coordination → shell,1035,0.012404420048419185,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,15,shell → edit → edit,1019,0.012212660897912222,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,16,shell → coordination → coordination,932,0.011169970517030609,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,17,shell → coordination → shell,916,0.010978211366523646,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,18,coordination → shell → coordination,627,0.0075145617104916225,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,19,plan/goal → shell → shell,568,0.006807449842997196,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,20,shell → shell → plan/goal,560,0.0067115702677437135,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,21,wait/control → wait/control → wait/control,497,0.0059565186126225465,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,22,shell → plan/goal → shell,458,0.005489105683261823,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,23,edit → shell → edit,437,0.005237421798221434,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,24,shell → shell → task,428,0.0051295572760612675,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,25,shell → wait/control → wait/control,411,0.004925813178647619,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,26,wait/control → wait/control → shell,382,0.0045782497183537475,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,27,task → shell → shell,298,0.0035715141781921906,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,28,shell → task → shell,269,0.0032239507178983195,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,29,task → coordination → coordination,148,0.00177377214218941,83438
project_vendor,agentsight,codex,full_stream,tool_family,3,30,shell → task → coordination,139,0.0016659076200292433,83438
project_vendor,agentsight,codex,full_stream,tool_family,4,1,shell → shell → shell → shell,45537,0.5505688619134556,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,2,coordination → coordination → coordination → coordination,1888,0.02282702003409544,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,3,wait/control → shell → wait/control → shell,1689,0.020420994087705088,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,4,shell → wait/control → shell → wait/control,1683,0.02034845059183402,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,5,shell → shell → shell → edit,1631,0.01971974029428478,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,6,edit → shell → shell → shell,1613,0.019502109806671584,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,7,shell → wait/control → shell → shell,1487,0.017978696393379196,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,8,shell → shell → wait/control → shell,1472,0.01779733765370153,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,9,shell → edit → shell → shell,1096,0.013251278579114727,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,10,shell → shell → edit → shell,1089,0.013166644500598484,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,11,shell → shell → shell → wait/control,1089,0.013166644500598484,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,12,wait/control → shell → shell → shell,1064,0.012864379934469043,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,13,coordination → shell → shell → shell,1053,0.012731383525372088,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,14,shell → shell → shell → coordination,997,0.012054310897242139,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,15,edit → edit → edit → edit,980,0.011848770992274117,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,16,edit → edit → shell → shell,830,0.010035183595497467,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,17,shell → shell → edit → edit,821,0.009926368351690869,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,18,coordination → coordination → shell → shell,665,0.008040237459043151,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,19,shell → shell → coordination → shell,654,0.007907241049946197,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,20,wait/control → shell → shell → wait/control,637,0.007701701144978176,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,21,coordination → coordination → coordination → shell,625,0.007556614153236044,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,22,shell → coordination → shell → shell,616,0.007447798909429445,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,23,plan/goal → shell → shell → shell,551,0.006661911037492897,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,24,edit → edit → edit → shell,548,0.006625639289557363,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,25,shell → coordination → coordination → coordination,537,0.006492642880460409,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,26,shell → edit → edit → edit,532,0.006432189967234521,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,27,shell → shell → shell → plan/goal,514,0.006214559479621323,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,28,shell → shell → coordination → coordination,479,0.005791389087040104,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,29,shell → edit → edit → shell,478,0.005779298504394926,82709
project_vendor,agentsight,codex,full_stream,tool_family,4,30,shell → shell → plan/goal → shell,439,0.0053077657812329974,82709
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,1,shell:search/text → shell:search/text,23256,0.2792238978004034,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,2,shell:git/repository → shell:git/repository,5638,0.06769282489674383,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,3,coordination → coordination,3635,0.04364374219575449,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,4,edit → edit,2608,0.031313034290654115,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,5,shell:other → shell:other,2600,0.031216982038228796,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,6,shell:other → wait/control,2474,0.029704159062530017,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,7,shell:git/repository → shell:search/text,2369,0.0284434732494477,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,8,shell:search/text → shell:other,2278,0.02735087887810969,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,9,shell:search/text → shell:git/repository,2207,0.026498415137834984,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,10,wait/control → shell:other,1789,0.021479684948612045,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,11,shell:search/text → edit,1788,0.02146767841705888,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,12,shell:other → shell:search/text,1572,0.01887426760157526,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,13,edit → shell:search/text,1194,0.014335798674478916,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,14,shell:data/analysis/runtime → shell:data/analysis/runtime,1172,0.014071654980309288,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,15,shell:data/analysis/runtime → shell:search/text,1021,0.012258668715781386,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,16,shell:search/text → shell:data/analysis/runtime,1003,0.012042551147824416,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,17,coordination → shell:search/text,1001,0.012018538084718087,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,18,shell:search/text → coordination,954,0.011454231101719335,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,19,wait/control → wait/control,924,0.011094035155124388,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,20,wait/control → shell:search/text,884,0.01061377389299779,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,21,shell:filesystem/navigation → shell:search/text,767,0.009209009701277495,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,22,shell:search/text → shell:filesystem/navigation,748,0.00898088560176736,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,23,shell:other → shell:git/repository,507,0.0060873114974546155,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,24,shell:test → shell:test,481,0.005775141677072327,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,25,edit → shell:lint/format,432,0.005186821630967246,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,26,shell:git/repository → wait/control,420,0.005042743252329267,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,27,shell:git/repository → shell:other,417,0.005006723657669772,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,28,shell:search/text → shell:process/system,394,0.004730573431946979,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,29,shell:build/check → shell:search/text,380,0.00456248199020267,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,2,30,shell:data/analysis/runtime → shell:other,369,0.004430410143117856,83288
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,1,shell:search/text → shell:search/text → shell:search/text,17364,0.21249204562142052,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,2,shell:git/repository → shell:git/repository → shell:git/repository,3540,0.043320769494346274,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,3,coordination → coordination → coordination,2538,0.03105878897645504,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,4,wait/control → shell:other → wait/control,1552,0.018992608546673846,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,5,edit → edit → edit,1534,0.01877233344755005,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,6,shell:other → wait/control → shell:other,1524,0.018649958392481278,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,7,shell:git/repository → shell:search/text → shell:search/text,1343,0.016434969895736454,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,8,shell:other → shell:other → shell:other,1315,0.016092319741543883,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,9,shell:search/text → shell:search/text → edit,1190,0.0145626315531842,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,10,shell:search/text → shell:search/text → shell:git/repository,1096,0.013412306035537716,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,11,shell:search/text → shell:search/text → shell:other,885,0.010830192373586569,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,12,shell:search/text → edit → edit,844,0.010328454647804592,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,13,shell:git/repository → shell:git/repository → shell:search/text,837,0.01024279210925645,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,14,shell:search/text → shell:git/repository → shell:search/text,794,0.009716579372460718,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,15,shell:search/text → shell:git/repository → shell:git/repository,784,0.009594204317391943,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,16,shell:other → shell:search/text → shell:search/text,728,0.008908904009006804,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,17,shell:search/text → shell:other → shell:other,671,0.008211366195114788,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,18,edit → edit → shell:search/text,599,0.0073302657986196096,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,19,edit → shell:search/text → shell:search/text,595,0.0072813157765921,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,20,shell:other → wait/control → shell:search/text,569,0.006963140633413285,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,21,shell:search/text → shell:search/text → shell:data/analysis/runtime,565,0.006914190611385775,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,22,shell:other → shell:other → shell:search/text,552,0.006755103039796368,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,23,shell:data/analysis/runtime → shell:search/text → shell:search/text,543,0.00664496549023447,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,24,shell:search/text → shell:other → shell:search/text,531,0.006498115424151941,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,25,wait/control → wait/control → wait/control,490,0.005996377698369964,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,26,coordination → coordination → shell:search/text,489,0.005984140192863086,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,27,shell:filesystem/navigation → shell:search/text → shell:search/text,487,0.005959665181849332,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,28,shell:search/text → shell:other → wait/control,462,0.005653727544177395,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,29,shell:search/text → edit → shell:search/text,454,0.005555827500122375,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,3,30,shell:other → shell:search/text → shell:other,449,0.0054946399725879875,81716
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,1,shell:search/text → shell:search/text → shell:search/text → shell:search/text,13647,0.170132395841125,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,2,shell:git/repository → shell:git/repository → shell:git/repository → shell:git/repository,2378,0.02964569775849602,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,3,coordination → coordination → coordination → coordination,1882,0.02346223851198045,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,4,shell:other → wait/control → shell:other → wait/control,1365,0.017016979579624506,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,5,wait/control → shell:other → wait/control → shell:other,1088,0.013563717056872865,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,6,edit → edit → edit → edit,975,0.012154985414017503,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,7,shell:git/repository → shell:search/text → shell:search/text → shell:search/text,918,0.01144438626673648,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,8,shell:search/text → shell:search/text → shell:search/text → edit,836,0.010422120826788341,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,9,shell:other → shell:other → shell:other → shell:other,758,0.009449721993666942,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,10,shell:search/text → shell:search/text → edit → edit,614,0.007654524147904356,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,11,shell:search/text → shell:search/text → shell:search/text → shell:git/repository,598,0.007455057720597402,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,12,shell:search/text → shell:git/repository → shell:search/text → shell:search/text,515,0.006420325628942579,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,13,shell:search/text → shell:search/text → shell:search/text → shell:other,511,0.00637045902211584,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,14,shell:search/text → shell:search/text → shell:git/repository → shell:search/text,486,0.006058792729448725,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,15,shell:search/text → edit → edit → edit,466,0.0058094596953150324,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,16,shell:git/repository → shell:git/repository → shell:git/repository → shell:search/text,445,0.005547660009474656,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,17,shell:git/repository → shell:git/repository → shell:search/text → shell:search/text,442,0.005510260054354601,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,18,shell:other → shell:search/text → shell:search/text → shell:search/text,434,0.005410526840701125,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,19,shell:other → wait/control → shell:search/text → shell:other,416,0.005186127109980801,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,20,shell:search/text → shell:git/repository → shell:git/repository → shell:git/repository,411,0.0051237938514473785,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,21,wait/control → shell:search/text → shell:other → wait/control,394,0.00491186077243374,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,22,shell:search/text → shell:search/text → shell:search/text → shell:data/analysis/runtime,373,0.004650061086593363,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,23,shell:filesystem/navigation → shell:search/text → shell:search/text → shell:search/text,352,0.0043882614007529856,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,24,edit → edit → edit → shell:search/text,340,0.00423866158027277,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,25,shell:search/text → shell:search/text → shell:other → shell:other,333,0.004151395018325978,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,26,wait/control → wait/control → wait/control → wait/control,332,0.004138928366619293,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,27,edit → edit → shell:search/text → shell:search/text,326,0.0040641284563791855,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,28,shell:data/analysis/runtime → shell:search/text → shell:search/text → shell:search/text,323,0.004026728501259132,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,29,coordination → coordination → coordination → shell:search/text,310,0.0038646620290722316,80214
project_vendor,agentsight,codex,same_prompt,hybrid_shell,4,30,edit → shell:search/text → shell:search/text → shell:search/text,310,0.0038646620290722316,80214
project_vendor,agentsight,codex,same_prompt,tool_family,2,1,shell → shell,56865,0.6827514167707233,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,2,shell → wait/control,3757,0.04510853904524061,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,3,coordination → coordination,3635,0.04364374219575449,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,4,wait/control → shell,3623,0.043499663817116514,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,5,edit → edit,2608,0.031313034290654115,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,6,edit → shell,2447,0.029379982710594565,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,7,shell → edit,2402,0.02883968879070214,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,8,shell → coordination,2046,0.02456536355777543,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,9,coordination → shell,2038,0.02446931130535011,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,10,wait/control → wait/control,924,0.011094035155124388,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,11,plan/goal → shell,562,0.006747670732878686,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,12,shell → plan/goal,525,0.006303429065411584,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,13,shell → task,467,0.005607050235328018,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,14,task → shell,404,0.0048506387474786285,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,15,task → coordination,194,0.0023292671213139948,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,16,coordination → task,104,0.001248679281529152,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,17,wait/control → coordination,95,0.0011406204975506675,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,18,task → task,84,0.0010085486504658534,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,19,plan/goal → edit,58,0.0006963788300835655,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,20,wait/control → edit,57,0.0006843722985304005,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,21,plan/goal → plan/goal,50,0.0006003265776582461,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,22,edit → plan/goal,48,0.0005763135145519162,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,23,coordination → wait/control,41,0.0004922677936797618,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,24,coordination → plan/goal,39,0.00046825473057343197,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,25,shell → multimodal,23,0.0002761502257227932,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,26,coordination → edit,21,0.00025213716261646336,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,27,multimodal → shell,18,0.00021611756795696858,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,28,plan/goal → task,17,0.00020411103640380368,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,29,wait/control → task,16,0.00019210450485063874,83288
project_vendor,agentsight,codex,same_prompt,tool_family,2,30,shell → other,15,0.00018009797329747383,83288
project_vendor,agentsight,codex,same_prompt,tool_family,3,1,shell → shell → shell,49608,0.607078173185178,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,2,shell → wait/control → shell,3210,0.039282392677076707,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,3,coordination → coordination → coordination,2538,0.03105878897645504,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,4,edit → shell → shell,1948,0.023838660727397327,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,5,shell → shell → edit,1923,0.02353272308972539,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,6,shell → shell → wait/control,1826,0.022345685055558274,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,7,wait/control → shell → wait/control,1802,0.022051984923393216,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,8,wait/control → shell → shell,1741,0.021305497087473688,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,9,edit → edit → edit,1534,0.01877233344755005,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,10,coordination → shell → shell,1318,0.016129032258064516,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,11,shell → edit → shell,1314,0.016080082236037005,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,12,shell → shell → coordination,1301,0.0159209946644476,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,13,edit → edit → shell,1040,0.012727005727152577,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,14,coordination → coordination → shell,1023,0.01251896813353566,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,15,shell → edit → edit,1010,0.012359880561946254,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,16,shell → coordination → coordination,932,0.01140535513240981,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,17,shell → coordination → shell,895,0.010952567428655344,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,18,coordination → shell → coordination,624,0.0076362034362915466,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,19,plan/goal → shell → shell,535,0.0065470654461794505,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,20,shell → shell → plan/goal,506,0.006192177786480004,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,21,wait/control → wait/control → wait/control,490,0.005996377698369964,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,22,edit → shell → edit,436,0.00533555240099858,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,23,shell → shell → task,418,0.005115277301874786,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,24,shell → wait/control → wait/control,404,0.004943952224778501,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,25,shell → plan/goal → shell,386,0.004723677125654706,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,26,wait/control → wait/control → shell,373,0.0045645895540653,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,27,task → shell → shell,297,0.003634539135542611,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,28,shell → task → shell,265,0.003242938959322532,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,29,task → coordination → coordination,146,0.0017866758040041117,81716
project_vendor,agentsight,codex,same_prompt,tool_family,3,30,shell → task → coordination,138,0.001688775759949092,81716
project_vendor,agentsight,codex,same_prompt,tool_family,4,1,shell → shell → shell → shell,43919,0.5475228763058818,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,2,coordination → coordination → coordination → coordination,1882,0.02346223851198045,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,3,shell → wait/control → shell → wait/control,1679,0.020931508215523476,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,4,wait/control → shell → wait/control → shell,1679,0.020931508215523476,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,5,shell → shell → shell → edit,1605,0.020008975989228812,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,6,edit → shell → shell → shell,1567,0.019535243224374797,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,7,shell → wait/control → shell → shell,1466,0.01827611140199965,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,8,shell → shell → wait/control → shell,1456,0.018151444884932803,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,9,shell → shell → shell → wait/control,1074,0.01338918393297928,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,10,shell → edit → shell → shell,1057,0.013177250853965643,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,11,shell → shell → edit → shell,1048,0.01306505098860548,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,12,wait/control → shell → shell → shell,1038,0.012940384471538634,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,13,coordination → shell → shell → shell,1020,0.01271598474081831,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,14,shell → shell → shell → coordination,994,0.012391851796444512,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,15,edit → edit → edit → edit,975,0.012154985414017503,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,16,edit → edit → shell → shell,817,0.010185254444361334,80214
project_vendor,agentsight,codex,same_prompt,tool_family,4,17,shell → shell → edit → edit,812,0.01012292118582791,80214
