stratum_type,project,vendor,scope,preceding_tool_family,gaps,gap_ms_p50,gap_ms_p90,gap_ms_p95,gap_ms_p99,gap_ms_max,gap_le_1s_share,gap_le_10s_share,gap_gt_60s_count,gap_gt_60s_share,gap_gt_10m_count,gap_gt_10m_share,share_of_stratum_gaps_gt_60s
vendor,ALL,claude,all_adjacent,shell,13903,4626.0,32941.400000000016,85762.09999999998,689388.0399999975,136959829,0.09666978349996404,0.7645112565633316,913,0.0656692800115083,147,0.010573257570308567,0.3738738738738739
vendor,ALL,claude,all_adjacent,skill,75,5504.0,11249.0,18947.499999999996,110360.98000000003,113597,0.06666666666666667,0.8,3,0.04,0,0.0,0.0012285012285012285
vendor,ALL,claude,all_adjacent,task,769,12167.0,320135.4,574539.9999999997,2841360.359999993,66491206,0.06501950585175553,0.459037711313394,263,0.3420026007802341,35,0.045513654096228866,0.1076986076986077
vendor,ALL,claude,all_adjacent,tool discovery,308,4222.5,8555.900000000001,21921.84999999999,52141.95,5790467,0.006493506493506494,0.9123376623376623,3,0.00974025974025974,1,0.003246753246753247,0.0012285012285012285
vendor,ALL,claude,all_adjacent,wait/control,9,7695.0,83912.60000000003,165333.79999999993,230470.75999999998,246755,0.0,0.6666666666666666,1,0.1111111111111111,0,0.0,0.0004095004095004095
vendor,ALL,claude,all_adjacent,write,642,8048.5,94479.19999999998,157564.49999999945,1265629.810000027,45103600,0.001557632398753894,0.5623052959501558,99,0.1542056074766355,10,0.01557632398753894,0.04054054054054054
vendor,ALL,claude,same_prompt,ALL,31527,4234.0,14138.800000000003,23704.299999999945,86464.4799999999,8057952,0.16110000951565326,0.8295429314555778,494,0.015669109017667396,19,0.0006026580391410537,1.0
vendor,ALL,claude,same_prompt,coordination,3,4788.0,65836.8,73467.9,79572.78,81099,0.0,0.6666666666666666,1,0.3333333333333333,0,0.0,0.0020242914979757085
vendor,ALL,claude,same_prompt,edit,7017,4675.0,11086.400000000003,16154.399999999998,32474.080000000053,7850839,0.021804189824711415,0.8782955679065128,21,0.002992731936725096,1,0.00014251104460595695,0.04251012145748988
vendor,ALL,claude,same_prompt,fetch,1192,1573.0,14947.0,21294.45000000001,41378.4099999999,92530,0.3179530201342282,0.7802013422818792,5,0.0041946308724832215,0,0.0,0.010121457489878543
vendor,ALL,claude,same_prompt,multimodal,5,10951.0,23440.4,25896.199999999997,27860.84,28352,0.0,0.4,0,0.0,0,0.0,0.0
vendor,ALL,claude,same_prompt,other,12,51802.5,212599.50000000003,414725.9999999997,602210.0000000002,649081,0.0,0.16666666666666666,5,0.4166666666666667,1,0.08333333333333333,0.010121457489878543
vendor,ALL,claude,same_prompt,plan/goal,14,6835.0,52156.9,413490.79999999964,950072.5599999991,1084218,0.0,0.6428571428571429,1,0.07142857142857142,1,0.07142857142857142,0.0020242914979757085
vendor,ALL,claude,same_prompt,read,7750,3841.0,14589.1,27702.649999999983,117154.12000000007,503098,0.2794838709677419,0.8403870967741935,162,0.02090322580645161,0,0.0,0.32793522267206476
vendor,ALL,claude,same_prompt,search,1854,942.0,14989.3,19020.149999999998,36811.18000000001,216986,0.5280474649406688,0.6650485436893204,4,0.002157497303128371,0,0.0,0.008097165991902834
vendor,ALL,claude,same_prompt,shell,12273,4188.0,14348.40000000003,24612.999999999993,80342.48000000017,3728502,0.10950867758494255,0.8377739753931394,180,0.014666340747983378,8,0.0006518373665770391,0.3643724696356275
vendor,ALL,claude,same_prompt,skill,67,5486.0,11024.599999999999,12899.699999999999,38602.840000000186,75514,0.07462686567164178,0.8059701492537313,1,0.014925373134328358,0,0.0,0.0020242914979757085
vendor,ALL,claude,same_prompt,task,517,5978.0,98716.40000000011,222795.59999999998,655012.639999999,8057952,0.09671179883945841,0.6711798839458414,72,0.13926499032882012,7,0.013539651837524178,0.145748987854251
vendor,ALL,claude,same_prompt,tool discovery,301,4198.0,8166.0,18705.0,38761.0,52164,0.006644518272425249,0.9302325581395349,0,0.0,0,0.0,0.0
vendor,ALL,claude,same_prompt,wait/control,7,9992.0,124623.20000000007,185689.09999999986,234541.8199999999,246755,0.0,0.5714285714285714,1,0.14285714285714285,0,0.0,0.0020242914979757085
vendor,ALL,claude,same_prompt,write,515,6562.0,48597.00000000006,89646.39999999998,147717.98000000004,1613006,0.001941747572815534,0.6446601941747573,41,0.07961165048543689,1,0.001941747572815534,0.08299595141700405
vendor,ALL,codex,all_adjacent,ALL,143396,7270.0,34864.5,45292.0,183922.09999999974,239182545,0.2832505788167034,0.6107562275098329,5362,0.03739295377834807,589,0.004107506485536556,1.0
vendor,ALL,codex,all_adjacent,coordination,6415,31035.0,65518.200000000004,111703.59999999996,398266.76,30252086,0.008261886204208885,0.27388932190179266,888,0.13842556508183945,46,0.007170693686671863,0.16560984707198806
vendor,ALL,codex,all_adjacent,edit,9447,8065.0,23003.39999999998,33498.399999999965,74115.37999999992,21869309,0.0,0.6334286016724886,164,0.017360008468296814,5,0.0005292685508627077,0.030585602387168967
vendor,ALL,codex,all_adjacent,fetch,12,1500.0,8746.0,173281.39999999973,334080.2800000002,374280,0.5,0.9166666666666666,1,0.08333333333333333,0,0.0,0.0001864975755315181
vendor,ALL,codex,all_adjacent,multimodal,113,9694.0,116931.0,275374.9999999997,4305786.719999994,12628213,0.23008849557522124,0.5132743362831859,19,0.168141592920354,5,0.04424778761061947,0.0035434539350988436
vendor,ALL,codex,all_adjacent,other,34,11125.5,17533.6,20043.349999999995,29843.830000000024,33787,0.17647058823529413,0.4411764705882353,0,0.0,0,0.0,0.0
vendor,ALL,codex,all_adjacent,plan/goal,1507,8648.0,47474.20000000001,188323.5000000002,5953123.780000013,62192492,0.0033178500331785005,0.6031851360318513,140,0.09289980092899801,54,0.035832780358327807,0.02610966057441253
vendor,ALL,codex,all_adjacent,shell,109168,5647.5,24715.0,38449.899999999965,144682.44000000047,239182545,0.3631192290781181,0.6854847574380771,3079,0.028204235673457423,455,0.004167888025795105,0.5742260350615442
vendor,ALL,codex,all_adjacent,task,814,9279.5,20165.200000000004,27630.299999999996,49845.93000000003,715954,0.028255528255528257,0.5700245700245701,3,0.0036855036855036856,1,0.0012285012285012285,0.0005594927265945542
vendor,ALL,codex,all_adjacent,wait/control,15886,31199.0,42340.5,65092.75,190344.94999999998,48891131,0.053946871459146416,0.22340425531914893,1068,0.06722900667254186,23,0.0014478156867682235,0.19917941066766132
vendor,ALL,codex,same_prompt,ALL,141262,7127.0,34157.0,41049.64999999988,107300.19999999728,86242162,0.28752955501125566,0.6194588778298481,4101,0.029031161954382635,163,0.0011538842717786807,1.0
vendor,ALL,codex,same_prompt,coordination,6370,30843.0,65022.1,103645.84999999942,327318.42999999865,21678359,0.008320251177394034,0.27566718995290423,861,0.13516483516483516,37,0.005808477237048666,0.2099487929773226
vendor,ALL,codex,same_prompt,edit,9254,7953.0,22071.100000000002,31694.100000000017,66771.33999999985,21869309,0.0,0.6446941862978172,123,0.013291549600172899,4,0.0004322455154527772,0.029992684711046085
vendor,ALL,codex,same_prompt,fetch,11,72.0,8008.0,8418.0,8746.0,8828,0.5454545454545454,1.0,0,0.0,0,0.0,0.0
vendor,ALL,codex,same_prompt,multimodal,95,8418.0,21558.200000000004,29588.599999999995,69582.96000000004,86236,0.2736842105263158,0.6105263157894737,4,0.042105263157894736,0,0.0,0.000975371860521824
vendor,ALL,codex,same_prompt,other,34,11125.5,17533.6,20043.349999999995,29843.830000000024,33787,0.17647058823529413,0.4411764705882353,0,0.0,0,0.0,0.0
vendor,ALL,codex,same_prompt,plan/goal,1386,8260.5,28939.5,41159.75,135210.1000000011,62192492,0.0036075036075036075,0.6536796536796536,45,0.032467532467532464,5,0.0036075036075036075,0.010972933430870519
vendor,ALL,codex,same_prompt,shell,107528,5508.5,22746.600000000006,35144.24999999997,82706.19999999984,86242162,0.368657465962354,0.6954746670634625,2040,0.01897180269325199,107,0.0009950896510676288,0.49743964886613024
vendor,ALL,codex,same_prompt,task,811,9219.0,20098.0,27636.0,50042.099999999846,715954,0.02836004932182491,0.5721331689272503,3,0.0036991368680641184,1,0.0012330456226880395,0.000731528895391368
vendor,ALL,codex,same_prompt,wait/control,15773,30687.0,41983.80000000002,64654.4,187524.6,48891131,0.05433335446649337,0.2248779560007608,1025,0.06498446712736955,9,0.0005705953211183668,0.24993903925871738
vendor,ALL,gemini,all_adjacent,ALL,41,6762.0,21592.0,79648.0,243661.8000000002,295079,0.2926829268292683,0.7073170731707317,3,0.07317073170731707,0,0.0,1.0
vendor,ALL,gemini,all_adjacent,other,3,6184.0,8898.4,9237.7,9509.14,9577,0.0,1.0,0,0.0,0,0.0,0.0
vendor,ALL,gemini,all_adjacent,read,19,7314.0,24948.199999999983,47011.29999999992,73120.66,79648,0.47368421052631576,0.5789473684210527,1,0.05263157894736842,0,0.0,0.3333333333333333
vendor,ALL,gemini,all_adjacent,search,14,5874.0,9316.2,13746.499999999996,20022.89999999999,21592,0.14285714285714285,0.9285714285714286,0,0.0,0,0.0,0.0
vendor,ALL,gemini,all_adjacent,shell,2,8553.0,10530.6,10777.800000000001,10975.56,11025,0.0,0.5,0,0.0,0,0.0,0.0
vendor,ALL,gemini,all_adjacent,write,3,166536.0,269370.4,282224.7,292508.14,295079,0.3333333333333333,0.3333333333333333,2,0.6666666666666666,0,0.0,0.6666666666666666
vendor,ALL,gemini,same_prompt,ALL,39,6184.0,20090.2,23771.300000000032,65868.05999999991,79648,0.3076923076923077,0.7435897435897436,1,0.02564102564102564,0,0.0,1.0
vendor,ALL,gemini,same_prompt,other,3,6184.0,8898.4,9237.7,9509.14,9577,0.0,1.0,0,0.0,0,0.0,0.0
vendor,ALL,gemini,same_prompt,read,19,7314.0,24948.199999999983,47011.29999999992,73120.66,79648,0.47368421052631576,0.5789473684210527,1,0.05263157894736842,0,0.0,1.0
vendor,ALL,gemini,same_prompt,search,14,5874.0,9316.2,13746.499999999996,20022.89999999999,21592,0.14285714285714285,0.9285714285714286,0,0.0,0,0.0,0.0
vendor,ALL,gemini,same_prompt,shell,2,8553.0,10530.6,10777.800000000001,10975.56,11025,0.0,0.5,0,0.0,0,0.0,0.0
vendor,ALL,gemini,same_prompt,write,1,0.0,0.0,0.0,0.0,0,1.0,1.0,0,0.0,0,0.0,0.0
project,ActPlane,ALL,all_adjacent,ALL,65713,5725.0,37542.600000000006,59348.59999999998,310553.6799999999,194416262,0.29791669837018553,0.6459300290657861,3263,0.04965531934320454,393,0.005980551793404653,1.0
project,ActPlane,ALL,all_adjacent,coordination,285,25398.0,156360.99999999983,245295.60000000012,739969.3200000004,1826504,0.03859649122807018,0.24561403508771928,63,0.22105263157894736,4,0.014035087719298246,0.01930738584125038
project,ActPlane,ALL,all_adjacent,edit,8753,6369.0,27199.200000000004,60590.6,401582.83999999985,98770358,0.010282188963783846,0.7171255569519022,443,0.05061121901062493,53,0.006055066834228264,0.1357646337726019
project,ActPlane,ALL,all_adjacent,fetch,745,2415.0,16580.000000000007,25735.599999999977,46560.119999999806,3311714,0.3087248322147651,0.7771812080536913,6,0.008053691275167786,2,0.0026845637583892616,0.0018387986515476554
project,ActPlane,ALL,all_adjacent,multimodal,65,17280.0,252049.40000000002,497482.59999999945,4541748.359999999,4677813,0.15384615384615385,0.36923076923076925,18,0.27692307692307694,3,0.046153846153846156,0.0055163959546429666
project,ActPlane,ALL,all_adjacent,other,14,11558.5,151450.70000000007,241207.59999999992,354003.9199999998,382203,0.07142857142857142,0.35714285714285715,3,0.21428571428571427,0,0.0,0.0009193993257738277
project,ActPlane,ALL,all_adjacent,plan/goal,742,8519.0,46467.5,298601.8999999984,7591573.410000022,62192492,0.0026954177897574125,0.6091644204851752,68,0.09164420485175202,32,0.0431266846361186,0.02083971805087343
project,ActPlane,ALL,all_adjacent,read,4172,4878.5,53315.4,131220.5999999996,648431.6699999996,32359300,0.20517737296260785,0.7327420901246404,384,0.09204218600191755,49,0.01174496644295302,0.11768311369904995
project,ActPlane,ALL,all_adjacent,search,1135,996.0,14638.0,18596.099999999995,36829.04000000001,252712,0.5039647577092511,0.628193832599119,1,0.000881057268722467,0,0.0,0.00030646644192460924
project,ActPlane,ALL,all_adjacent,shell,40739,3931.0,28106.200000000026,40990.49999999998,229481.4800000004,194416262,0.42251896217383833,0.7252018949900587,1322,0.03245047742949017,207,0.005081126193573726,0.40514863622433345
project,ActPlane,ALL,all_adjacent,skill,23,5646.0,19405.0,100260.39999999988,112634.94,113597,0.0,0.8260869565217391,2,0.08695652173913043,0,0.0,0.0006129328838492185
project,ActPlane,ALL,all_adjacent,task,374,13424.5,334362.6,749904.2499999995,3749714.3399999347,36290229,0.0427807486631016,0.4625668449197861,134,0.3582887700534759,23,0.06149732620320856,0.04106650321789764
project,ActPlane,ALL,all_adjacent,tool discovery,193,4074.0,6971.400000000001,8122.199999999998,26957.439999999908,5790467,0.0051813471502590676,0.9740932642487047,1,0.0051813471502590676,1,0.0051813471502590676,0.00030646644192460924
project,ActPlane,ALL,all_adjacent,wait/control,8106,34649.0,52358.5,73835.5,304873.89999999997,26222160,0.07081174438687392,0.13644214162348878,770,0.09499136442141623,12,0.0014803849000740192,0.23597916028194912
project,ActPlane,ALL,all_adjacent,write,367,6478.0,89128.00000000015,190174.19999999963,1053815.0599999789,45103600,0.0027247956403269754,0.6512261580381471,48,0.1307901907356948,7,0.01907356948228883,0.014710389212381244
project,ActPlane,ALL,same_prompt,ALL,62129,5281.0,34970.0,39690.6,98568.72,62192492,0.31510244813211225,0.6751919393519934,1478,0.023789212766984823,35,0.000563344010043619,1.0
project,ActPlane,ALL,same_prompt,coordination,281,25125.0,137338.0,247394.0,740630.3999999998,1826504,0.03914590747330961,0.2491103202846975,60,0.21352313167259787,4,0.014234875444839857,0.04059539918809202
project,ActPlane,ALL,same_prompt,edit,7757,5884.0,15183.000000000002,21795.6,43869.07999999977,7850839,0.011602423617377853,0.7893515534356066,41,0.005285548536805466,3,0.00038674745391259507,0.02774018944519621
project,ActPlane,ALL,same_prompt,fetch,740,2363.5,15738.9,24460.999999999996,38369.780000000006,65446,0.3108108108108108,0.7824324324324324,2,0.002702702702702703,0,0.0,0.0013531799729364006
project,ActPlane,ALL,same_prompt,multimodal,40,8477.5,21177.2,24469.24999999998,53705.84999999998,68520,0.25,0.6,1,0.025,0,0.0,0.0006765899864682003
project,ActPlane,ALL,same_prompt,other,12,11125.5,43418.00000000001,79234.89999999995,111179.78000000004,119166,0.08333333333333333,0.4166666666666667,1,0.08333333333333333,0,0.0,0.0006765899864682003
project,ActPlane,ALL,same_prompt,plan/goal,674,8108.0,24275.400000000016,33815.65,92870.26999999993,62192492,0.002967359050445104,0.6676557863501483,16,0.02373887240356083,4,0.005934718100890208,0.010825439783491205
project,ActPlane,ALL,same_prompt,read,3528,4296.5,15195.600000000006,29907.449999999975,115909.06000000007,352739,0.24263038548752835,0.828798185941043,81,0.02295918367346939,0,0.0,0.05480378890392422
project,ActPlane,ALL,same_prompt,search,1132,995.5,14530.8,18482.850000000006,36221.00000000004,52942,0.5053003533568905,0.6298586572438163,0,0.0,0,0.0,0.0
project,ActPlane,ALL,same_prompt,shell,39158,3621.0,22082.400000000023,34748.15,66292.51000000001,29511889,0.4395781194136575,0.7499106185198426,485,0.012385719393227438,10,0.0002553756575923183,0.32814614343707715
project,ActPlane,ALL,same_prompt,skill,18,4752.0,12416.400000000005,18810.25,19432.449999999997,19588,0.0,0.8888888888888888,0,0.0,0,0.0,0.0
project,ActPlane,ALL,same_prompt,task,248,6916.5,108838.80000000013,258927.3999999988,785837.65,8057952,0.06451612903225806,0.6774193548387096,32,0.12903225806451613,7,0.028225806451612902,0.02165087956698241
project,ActPlane,ALL,same_prompt,tool discovery,190,4061.0,6890.9,7801.649999999998,13378.949999999782,32195,0.005263157894736842,0.9842105263157894,0,0.0,0,0.0,0.0
project,ActPlane,ALL,same_prompt,wait/control,8057,34630.0,49064.20000000019,71801.79999999996,258420.4799999949,3966143,0.07124239791485665,0.1372719374456994,745,0.09246617847834182,6,0.0007446940548591287,0.5040595399188093
project,ActPlane,ALL,same_prompt,write,294,5750.0,20700.199999999997,51298.59999999986,153806.08999999947,1613006,0.003401360544217687,0.7448979591836735,14,0.047619047619047616,1,0.003401360544217687,0.009472259810554804
project_vendor,ActPlane,claude,all_adjacent,ALL,17608,5016.5,42918.70000000003,118562.14999999941,710041.6200000001,136959829,0.12454566106315311,0.7338709677419355,1441,0.08183780099954566,206,0.01169922762380736,1.0
project_vendor,ActPlane,claude,all_adjacent,coordination,1,101484.0,101484.0,101484.0,101484.0,101484,0.0,0.0,1,1.0,0,0.0,0.0006939625260235947
project_vendor,ActPlane,claude,all_adjacent,edit,4965,5081.0,39119.60000000009,100843.80000000016,587318.0399999858,98770358,0.01812688821752266,0.7724068479355488,383,0.0771399798590131,50,0.010070493454179255,0.26578764746703676
project_vendor,ActPlane,claude,all_adjacent,fetch,745,2415.0,16580.000000000007,25735.599999999977,46560.119999999806,3311714,0.3087248322147651,0.7771812080536913,6,0.008053691275167786,2,0.0026845637583892616,0.004163775156141568
project_vendor,ActPlane,claude,all_adjacent,multimodal,15,63947.0,1080980.1999999997,2415174.9999999963,4225285.3999999985,4677813,0.0,0.06666666666666667,8,0.5333333333333333,2,0.13333333333333333,0.005551700208188758
project_vendor,ActPlane,claude,all_adjacent,other,6,82865.0,273745.0,327974.0,371357.20000000007,382203,0.0,0.16666666666666666,3,0.5,0,0.0,0.002081887578070784
project_vendor,ActPlane,claude,all_adjacent,plan/goal,9,6749.0,17432.200000000004,29852.599999999988,39788.92,42273,0.0,0.7777777777777778,0,0.0,0,0.0,0.0
project_vendor,ActPlane,claude,all_adjacent,read,4172,4878.5,53315.4,131220.5999999996,648431.6699999996,32359300,0.20517737296260785,0.7327420901246404,384,0.09204218600191755,49,0.01174496644295302,0.26648160999306036
project_vendor,ActPlane,claude,all_adjacent,search,1135,996.0,14638.0,18596.099999999995,36829.04000000001,252712,0.5039647577092511,0.628193832599119,1,0.000881057268722467,0,0.0,0.0006939625260235947
project_vendor,ActPlane,claude,all_adjacent,shell,5683,5094.0,45092.200000000004,114604.5999999998,932736.9600000118,136959829,0.07619215203237727,0.7327115959880345,470,0.08270279781805384,72,0.012669364772127397,0.32616238723108953
project_vendor,ActPlane,claude,all_adjacent,skill,23,5646.0,19405.0,100260.39999999988,112634.94,113597,0.0,0.8260869565217391,2,0.08695652173913043,0,0.0,0.0013879250520471894
project_vendor,ActPlane,claude,all_adjacent,task,294,39596.0,433328.7999999997,829247.6999999981,6498210.869999988,36290229,0.034013605442176874,0.40476190476190477,134,0.4557823129251701,23,0.0782312925170068,0.09299097848716169
project_vendor,ActPlane,claude,all_adjacent,tool discovery,193,4074.0,6971.400000000001,8122.199999999998,26957.439999999908,5790467,0.0051813471502590676,0.9740932642487047,1,0.0051813471502590676,1,0.0051813471502590676,0.0006939625260235947
project_vendor,ActPlane,claude,all_adjacent,write,367,6478.0,89128.00000000015,190174.19999999963,1053815.0599999789,45103600,0.0027247956403269754,0.6512261580381471,48,0.1307901907356948,7,0.01907356948228883,0.033310201249132546
project_vendor,ActPlane,claude,same_prompt,ALL,14976,4429.0,13480.0,22486.0,84651.25,8057952,0.14643429487179488,0.8311965811965812,219,0.014623397435897436,12,0.0008012820512820513,1.0
project_vendor,ActPlane,claude,same_prompt,edit,4096,4556.0,9977.0,13894.25,30180.500000000022,7850839,0.02197265625,0.900634765625,12,0.0029296875,1,0.000244140625,0.0547945205479452
project_vendor,ActPlane,claude,same_prompt,fetch,740,2363.5,15738.9,24460.999999999996,38369.780000000006,65446,0.3108108108108108,0.7824324324324324,2,0.002702702702702703,0,0.0,0.0091324200913242
project_vendor,ActPlane,claude,same_prompt,multimodal,2,9744.0,10709.599999999999,10830.3,10926.86,10951,0.0,0.5,0,0.0,0,0.0,0.0
project_vendor,ActPlane,claude,same_prompt,other,4,29316.0,97385.40000000002,108275.69999999998,116987.93999999999,119166,0.0,0.25,1,0.25,0,0.0,0.0045662100456621
project_vendor,ActPlane,claude,same_prompt,plan/goal,8,6712.5,10060.0,10641.0,11105.8,11222,0.0,0.875,0,0.0,0,0.0,0.0
project_vendor,ActPlane,claude,same_prompt,read,3528,4296.5,15195.600000000006,29907.449999999975,115909.06000000007,352739,0.24263038548752835,0.828798185941043,81,0.02295918367346939,0,0.0,0.3698630136986301
project_vendor,ActPlane,claude,same_prompt,search,1132,995.5,14530.8,18482.850000000006,36221.00000000004,52942,0.5053003533568905,0.6298586572438163,0,0.0,0,0.0,0.0
project_vendor,ActPlane,claude,same_prompt,shell,4795,4476.0,14152.600000000002,24652.4,86528.70000000033,3728502,0.09030239833159541,0.8337851929092805,77,0.016058394160583942,3,0.0006256517205422315,0.3515981735159817
project_vendor,ActPlane,claude,same_prompt,skill,18,4752.0,12416.400000000005,18810.25,19432.449999999997,19588,0.0,0.8888888888888888,0,0.0,0,0.0,0.0
project_vendor,ActPlane,claude,same_prompt,task,169,4541.0,208083.6000000001,334241.9999999998,827472.8399999996,8057952,0.05917159763313609,0.6745562130177515,32,0.1893491124260355,7,0.04142011834319527,0.1461187214611872
project_vendor,ActPlane,claude,same_prompt,tool discovery,190,4061.0,6890.9,7801.649999999998,13378.949999999782,32195,0.005263157894736842,0.9842105263157894,0,0.0,0,0.0,0.0
project_vendor,ActPlane,claude,same_prompt,write,294,5750.0,20700.199999999997,51298.59999999986,153806.08999999947,1613006,0.003401360544217687,0.7448979591836735,14,0.047619047619047616,1,0.003401360544217687,0.0639269406392694
project_vendor,ActPlane,codex,all_adjacent,ALL,48105,6325.0,37291.0,44881.399999999856,191287.76,194416262,0.3613761563247064,0.6137407753871739,1822,0.03787548071925995,187,0.003887329799397152,1.0
project_vendor,ActPlane,codex,all_adjacent,coordination,284,25261.5,159531.50000000055,245820.19999999963,740134.5900000002,1826504,0.03873239436619718,0.24647887323943662,62,0.21830985915492956,4,0.014084507042253521,0.03402854006586169
project_vendor,ActPlane,codex,all_adjacent,edit,3788,7952.0,21660.700000000004,31084.999999999964,73394.85000000022,5793569,0.0,0.6446673706441394,60,0.01583949313621964,3,0.0007919746568109821,0.03293084522502744
project_vendor,ActPlane,codex,all_adjacent,multimodal,50,11313.0,168827.40000000005,250882.44999999992,2422474.5199999916,4465212,0.2,0.46,10,0.2,1,0.02,0.005488474204171241
project_vendor,ActPlane,codex,all_adjacent,other,8,9849.5,12852.8,13978.399999999998,14878.88,15104,0.125,0.5,0,0.0,0,0.0,0.0
project_vendor,ActPlane,codex,all_adjacent,plan/goal,733,8545.0,47250.40000000007,303747.1999999998,7651396.319999967,62192492,0.002728512960436562,0.607094133697135,68,0.0927694406548431,32,0.04365620736698499,0.03732162458836443
project_vendor,ActPlane,codex,all_adjacent,shell,35056,3379.0,26484.5,37807.0,139902.94999999984,194416262,0.4786627110908261,0.7239844819717024,852,0.024303970789593794,135,0.0038509812870835235,0.4676180021953897
project_vendor,ActPlane,codex,all_adjacent,task,80,8504.5,14753.100000000002,16604.849999999988,36403.729999999996,37204,0.075,0.675,0,0.0,0,0.0,0.0
project_vendor,ActPlane,codex,all_adjacent,wait/control,8106,34649.0,52358.5,73835.5,304873.89999999997,26222160,0.07081174438687392,0.13644214162348878,770,0.09499136442141623,12,0.0014803849000740192,0.4226125137211855
project_vendor,ActPlane,codex,same_prompt,ALL,47153,6055.0,36499.8,40821.4,103735.80000000028,62192492,0.3686721947702161,0.6256441795856043,1259,0.02670031599261977,23,0.00048777384259750175,1.0
project_vendor,ActPlane,codex,same_prompt,coordination,281,25125.0,137338.0,247394.0,740630.3999999998,1826504,0.03914590747330961,0.2491103202846975,60,0.21352313167259787,4,0.014234875444839857,0.04765687053216839
project_vendor,ActPlane,codex,same_prompt,edit,3661,7785.0,19981.0,27803.0,54969.80000000008,5793569,0.0,0.6648456705818082,29,0.007921332969134116,2,0.0005462988254575252,0.023034154090548053
