stratum_type,project,vendor,tool_family,analysis_scope,window,behavior,count,share,failed_calls
project_vendor,ActPlane,claude,shell,same_prompt_source_stream,next_call,switch_to:edit,3,0.013157894736842105,228
project_vendor,ActPlane,claude,shell,same_prompt_source_stream,next_call,switch_to:read,11,0.04824561403508772,228
project_vendor,ActPlane,claude,shell,same_prompt_source_stream,next_call,switch_to:tool discovery,2,0.008771929824561403,228
project_vendor,ActPlane,claude,shell,same_prompt_source_stream,next_call,switch_to:write,1,0.0043859649122807015,228
project_vendor,ActPlane,claude,task,same_prompt_source_stream,next_call,end_of_prompt,5,0.7142857142857143,7
project_vendor,ActPlane,claude,task,same_prompt_source_stream,next_call,end_of_stream,1,0.14285714285714285,7
project_vendor,ActPlane,claude,task,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,1,0.14285714285714285,7
project_vendor,ActPlane,claude,write,same_prompt_source_stream,next_call,switch_to:read,3,0.6,5
project_vendor,ActPlane,claude,write,same_prompt_source_stream,next_call,switch_to:shell,2,0.4,5
project_vendor,ActPlane,codex,coordination,same_prompt_source_stream,next_call,end_of_prompt,1,0.2,5
project_vendor,ActPlane,codex,coordination,same_prompt_source_stream,next_call,same_family_changed_tool_or_arguments,1,0.2,5
project_vendor,ActPlane,codex,coordination,same_prompt_source_stream,next_call,switch_to:edit,1,0.2,5
project_vendor,ActPlane,codex,coordination,same_prompt_source_stream,next_call,switch_to:plan/goal,1,0.2,5
project_vendor,ActPlane,codex,coordination,same_prompt_source_stream,next_call,switch_to:shell,1,0.2,5
project_vendor,ActPlane,codex,edit,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,2,0.2,10
project_vendor,ActPlane,codex,edit,same_prompt_source_stream,next_call,switch_to:plan/goal,1,0.1,10
project_vendor,ActPlane,codex,edit,same_prompt_source_stream,next_call,switch_to:shell,7,0.7,10
project_vendor,ActPlane,codex,multimodal,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,1,0.5,2
project_vendor,ActPlane,codex,multimodal,same_prompt_source_stream,next_call,switch_to:edit,1,0.5,2
project_vendor,ActPlane,codex,other,same_prompt_source_stream,next_call,exact_retry_not_success,1,0.2,5
project_vendor,ActPlane,codex,other,same_prompt_source_stream,next_call,switch_to:shell,4,0.8,5
project_vendor,ActPlane,codex,shell,same_prompt_source_stream,next_call,end_of_prompt,11,0.009838998211091235,1118
project_vendor,ActPlane,codex,shell,same_prompt_source_stream,next_call,end_of_stream,3,0.0026833631484794273,1118
project_vendor,ActPlane,codex,shell,same_prompt_source_stream,next_call,exact_retry_not_success,3,0.0026833631484794273,1118
project_vendor,ActPlane,codex,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,491,0.43917710196779963,1118
project_vendor,ActPlane,codex,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,432,0.38640429338103754,1118
project_vendor,ActPlane,codex,shell,same_prompt_source_stream,next_call,switch_to:coordination,3,0.0026833631484794273,1118
project_vendor,ActPlane,codex,shell,same_prompt_source_stream,next_call,switch_to:edit,88,0.07871198568872988,1118
project_vendor,ActPlane,codex,shell,same_prompt_source_stream,next_call,switch_to:multimodal,1,0.0008944543828264759,1118
project_vendor,ActPlane,codex,shell,same_prompt_source_stream,next_call,switch_to:plan/goal,11,0.009838998211091235,1118
project_vendor,ActPlane,codex,shell,same_prompt_source_stream,next_call,switch_to:wait/control,75,0.06708407871198568,1118
project_vendor,ActPlane,codex,wait/control,same_prompt_source_stream,next_call,end_of_prompt,4,0.008565310492505354,467
project_vendor,ActPlane,codex,wait/control,same_prompt_source_stream,next_call,exact_retry_not_success,144,0.3083511777301927,467
project_vendor,ActPlane,codex,wait/control,same_prompt_source_stream,next_call,exact_retry_success,28,0.059957173447537475,467
project_vendor,ActPlane,codex,wait/control,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,40,0.08565310492505353,467
project_vendor,ActPlane,codex,wait/control,same_prompt_source_stream,next_call,switch_to:edit,24,0.05139186295503212,467
project_vendor,ActPlane,codex,wait/control,same_prompt_source_stream,next_call,switch_to:plan/goal,6,0.01284796573875803,467
project_vendor,ActPlane,codex,wait/control,same_prompt_source_stream,next_call,switch_to:shell,221,0.4732334047109208,467
project,academic-writing-skills,ALL,edit,same_prompt_source_stream,next_call,end_of_prompt,2,0.10526315789473684,19
project,academic-writing-skills,ALL,edit,same_prompt_source_stream,next_call,exact_retry_not_success,9,0.47368421052631576,19
project,academic-writing-skills,ALL,edit,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,3,0.15789473684210525,19
project,academic-writing-skills,ALL,edit,same_prompt_source_stream,next_call,switch_to:read,5,0.2631578947368421,19
project,academic-writing-skills,ALL,other,same_prompt_source_stream,next_call,end_of_prompt,1,1.0,1
project,academic-writing-skills,ALL,read,same_prompt_source_stream,next_call,switch_to:shell,1,1.0,1
project,academic-writing-skills,ALL,shell,same_prompt_source_stream,next_call,exact_retry_not_success,3,0.14285714285714285,21
project,academic-writing-skills,ALL,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,4,0.19047619047619047,21
project,academic-writing-skills,ALL,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,14,0.6666666666666666,21
project,academic-writing-skills,ALL,write,same_prompt_source_stream,next_call,switch_to:read,1,1.0,1
project_vendor,academic-writing-skills,claude,edit,same_prompt_source_stream,next_call,end_of_prompt,2,0.10526315789473684,19
project_vendor,academic-writing-skills,claude,edit,same_prompt_source_stream,next_call,exact_retry_not_success,9,0.47368421052631576,19
project_vendor,academic-writing-skills,claude,edit,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,3,0.15789473684210525,19
project_vendor,academic-writing-skills,claude,edit,same_prompt_source_stream,next_call,switch_to:read,5,0.2631578947368421,19
project_vendor,academic-writing-skills,claude,other,same_prompt_source_stream,next_call,end_of_prompt,1,1.0,1
project_vendor,academic-writing-skills,claude,read,same_prompt_source_stream,next_call,switch_to:shell,1,1.0,1
project_vendor,academic-writing-skills,claude,shell,same_prompt_source_stream,next_call,exact_retry_not_success,3,0.14285714285714285,21
project_vendor,academic-writing-skills,claude,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,4,0.19047619047619047,21
project_vendor,academic-writing-skills,claude,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,14,0.6666666666666666,21
project_vendor,academic-writing-skills,claude,write,same_prompt_source_stream,next_call,switch_to:read,1,1.0,1
project,agentsight,ALL,coordination,same_prompt_source_stream,next_call,end_of_prompt,2,0.022727272727272728,88
project,agentsight,ALL,coordination,same_prompt_source_stream,next_call,exact_retry_not_success,1,0.011363636363636364,88
project,agentsight,ALL,coordination,same_prompt_source_stream,next_call,same_family_changed_tool_or_arguments,41,0.4659090909090909,88
project,agentsight,ALL,coordination,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,1,0.011363636363636364,88
project,agentsight,ALL,coordination,same_prompt_source_stream,next_call,switch_to:edit,1,0.011363636363636364,88
project,agentsight,ALL,coordination,same_prompt_source_stream,next_call,switch_to:plan/goal,1,0.011363636363636364,88
project,agentsight,ALL,coordination,same_prompt_source_stream,next_call,switch_to:shell,30,0.3409090909090909,88
project,agentsight,ALL,coordination,same_prompt_source_stream,next_call,switch_to:task,9,0.10227272727272728,88
project,agentsight,ALL,coordination,same_prompt_source_stream,next_call,switch_to:wait/control,2,0.022727272727272728,88
project,agentsight,ALL,edit,same_prompt_source_stream,next_call,end_of_prompt,5,0.047619047619047616,105
project,agentsight,ALL,edit,same_prompt_source_stream,next_call,exact_retry_not_success,6,0.05714285714285714,105
project,agentsight,ALL,edit,same_prompt_source_stream,next_call,exact_retry_success,6,0.05714285714285714,105
project,agentsight,ALL,edit,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,3,0.02857142857142857,105
project,agentsight,ALL,edit,same_prompt_source_stream,next_call,switch_to:read,61,0.580952380952381,105
project,agentsight,ALL,edit,same_prompt_source_stream,next_call,switch_to:shell,24,0.22857142857142856,105
project,agentsight,ALL,fetch,same_prompt_source_stream,next_call,end_of_prompt,1,0.058823529411764705,17
project,agentsight,ALL,fetch,same_prompt_source_stream,next_call,end_of_stream,2,0.11764705882352941,17
project,agentsight,ALL,fetch,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,10,0.5882352941176471,17
project,agentsight,ALL,fetch,same_prompt_source_stream,next_call,switch_to:search,4,0.23529411764705882,17
project,agentsight,ALL,multimodal,same_prompt_source_stream,next_call,end_of_stream,1,1.0,1
project,agentsight,ALL,other,same_prompt_source_stream,next_call,end_of_prompt,1,0.07692307692307693,13
project,agentsight,ALL,other,same_prompt_source_stream,next_call,exact_retry_not_success,1,0.07692307692307693,13
project,agentsight,ALL,other,same_prompt_source_stream,next_call,switch_to:fetch,1,0.07692307692307693,13
project,agentsight,ALL,other,same_prompt_source_stream,next_call,switch_to:shell,10,0.7692307692307693,13
project,agentsight,ALL,read,same_prompt_source_stream,next_call,end_of_prompt,2,0.044444444444444446,45
project,agentsight,ALL,read,same_prompt_source_stream,next_call,exact_retry_success,4,0.08888888888888889,45
project,agentsight,ALL,read,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,18,0.4,45
project,agentsight,ALL,read,same_prompt_source_stream,next_call,switch_to:search,1,0.022222222222222223,45
project,agentsight,ALL,read,same_prompt_source_stream,next_call,switch_to:shell,20,0.4444444444444444,45
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,end_of_prompt,33,0.015391791044776119,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,end_of_stream,8,0.0037313432835820895,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,exact_retry_not_success,5,0.0023320895522388058,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,exact_retry_success,6,0.002798507462686567,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,938,0.4375,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,957,0.44636194029850745,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,same_family_changed_tool_or_arguments,2,0.0009328358208955224,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,switch_to:coordination,16,0.007462686567164179,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,switch_to:edit,93,0.04337686567164179,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,switch_to:plan/goal,11,0.005130597014925373,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,switch_to:read,11,0.005130597014925373,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,switch_to:search,3,0.0013992537313432835,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,switch_to:task,9,0.004197761194029851,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,switch_to:tool discovery,2,0.0009328358208955224,2144
project,agentsight,ALL,shell,same_prompt_source_stream,next_call,switch_to:wait/control,50,0.02332089552238806,2144
project,agentsight,ALL,skill,same_prompt_source_stream,next_call,switch_to:task,1,1.0,1
project,agentsight,ALL,wait/control,same_prompt_source_stream,next_call,end_of_prompt,1,0.006329113924050633,158
project,agentsight,ALL,wait/control,same_prompt_source_stream,next_call,end_of_stream,1,0.006329113924050633,158
project,agentsight,ALL,wait/control,same_prompt_source_stream,next_call,exact_retry_not_success,14,0.08860759493670886,158
project,agentsight,ALL,wait/control,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,11,0.06962025316455696,158
project,agentsight,ALL,wait/control,same_prompt_source_stream,next_call,switch_to:coordination,3,0.0189873417721519,158
project,agentsight,ALL,wait/control,same_prompt_source_stream,next_call,switch_to:edit,13,0.08227848101265822,158
project,agentsight,ALL,wait/control,same_prompt_source_stream,next_call,switch_to:shell,115,0.7278481012658228,158
project,agentsight,ALL,write,same_prompt_source_stream,next_call,end_of_stream,1,0.25,4
project,agentsight,ALL,write,same_prompt_source_stream,next_call,switch_to:read,3,0.75,4
project_vendor,agentsight,claude,edit,same_prompt_source_stream,next_call,end_of_prompt,4,0.04040404040404041,99
project_vendor,agentsight,claude,edit,same_prompt_source_stream,next_call,exact_retry_not_success,6,0.06060606060606061,99
project_vendor,agentsight,claude,edit,same_prompt_source_stream,next_call,exact_retry_success,6,0.06060606060606061,99
project_vendor,agentsight,claude,edit,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,3,0.030303030303030304,99
project_vendor,agentsight,claude,edit,same_prompt_source_stream,next_call,switch_to:read,61,0.6161616161616161,99
project_vendor,agentsight,claude,edit,same_prompt_source_stream,next_call,switch_to:shell,19,0.1919191919191919,99
project_vendor,agentsight,claude,fetch,same_prompt_source_stream,next_call,end_of_prompt,1,0.0625,16
project_vendor,agentsight,claude,fetch,same_prompt_source_stream,next_call,end_of_stream,2,0.125,16
project_vendor,agentsight,claude,fetch,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,9,0.5625,16
project_vendor,agentsight,claude,fetch,same_prompt_source_stream,next_call,switch_to:search,4,0.25,16
project_vendor,agentsight,claude,multimodal,same_prompt_source_stream,next_call,end_of_stream,1,1.0,1
project_vendor,agentsight,claude,other,same_prompt_source_stream,next_call,end_of_prompt,1,1.0,1
project_vendor,agentsight,claude,read,same_prompt_source_stream,next_call,end_of_prompt,2,0.044444444444444446,45
project_vendor,agentsight,claude,read,same_prompt_source_stream,next_call,exact_retry_success,4,0.08888888888888889,45
project_vendor,agentsight,claude,read,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,18,0.4,45
project_vendor,agentsight,claude,read,same_prompt_source_stream,next_call,switch_to:search,1,0.022222222222222223,45
project_vendor,agentsight,claude,read,same_prompt_source_stream,next_call,switch_to:shell,20,0.4444444444444444,45
project_vendor,agentsight,claude,shell,same_prompt_source_stream,next_call,end_of_prompt,14,0.07734806629834254,181
project_vendor,agentsight,claude,shell,same_prompt_source_stream,next_call,end_of_stream,2,0.011049723756906077,181
project_vendor,agentsight,claude,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,64,0.35359116022099446,181
project_vendor,agentsight,claude,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,82,0.4530386740331492,181
project_vendor,agentsight,claude,shell,same_prompt_source_stream,next_call,same_family_changed_tool_or_arguments,2,0.011049723756906077,181
project_vendor,agentsight,claude,shell,same_prompt_source_stream,next_call,switch_to:edit,2,0.011049723756906077,181
project_vendor,agentsight,claude,shell,same_prompt_source_stream,next_call,switch_to:read,11,0.06077348066298342,181
project_vendor,agentsight,claude,shell,same_prompt_source_stream,next_call,switch_to:search,1,0.0055248618784530384,181
project_vendor,agentsight,claude,shell,same_prompt_source_stream,next_call,switch_to:task,1,0.0055248618784530384,181
project_vendor,agentsight,claude,shell,same_prompt_source_stream,next_call,switch_to:tool discovery,2,0.011049723756906077,181
project_vendor,agentsight,claude,skill,same_prompt_source_stream,next_call,switch_to:task,1,1.0,1
project_vendor,agentsight,claude,write,same_prompt_source_stream,next_call,end_of_stream,1,0.25,4
project_vendor,agentsight,claude,write,same_prompt_source_stream,next_call,switch_to:read,3,0.75,4
project_vendor,agentsight,codex,coordination,same_prompt_source_stream,next_call,end_of_prompt,2,0.022727272727272728,88
project_vendor,agentsight,codex,coordination,same_prompt_source_stream,next_call,exact_retry_not_success,1,0.011363636363636364,88
project_vendor,agentsight,codex,coordination,same_prompt_source_stream,next_call,same_family_changed_tool_or_arguments,41,0.4659090909090909,88
project_vendor,agentsight,codex,coordination,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,1,0.011363636363636364,88
project_vendor,agentsight,codex,coordination,same_prompt_source_stream,next_call,switch_to:edit,1,0.011363636363636364,88
project_vendor,agentsight,codex,coordination,same_prompt_source_stream,next_call,switch_to:plan/goal,1,0.011363636363636364,88
project_vendor,agentsight,codex,coordination,same_prompt_source_stream,next_call,switch_to:shell,30,0.3409090909090909,88
project_vendor,agentsight,codex,coordination,same_prompt_source_stream,next_call,switch_to:task,9,0.10227272727272728,88
project_vendor,agentsight,codex,coordination,same_prompt_source_stream,next_call,switch_to:wait/control,2,0.022727272727272728,88
project_vendor,agentsight,codex,edit,same_prompt_source_stream,next_call,end_of_prompt,1,0.16666666666666666,6
project_vendor,agentsight,codex,edit,same_prompt_source_stream,next_call,switch_to:shell,5,0.8333333333333334,6
project_vendor,agentsight,codex,fetch,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,1,1.0,1
project_vendor,agentsight,codex,other,same_prompt_source_stream,next_call,exact_retry_not_success,1,0.08333333333333333,12
project_vendor,agentsight,codex,other,same_prompt_source_stream,next_call,switch_to:fetch,1,0.08333333333333333,12
project_vendor,agentsight,codex,other,same_prompt_source_stream,next_call,switch_to:shell,10,0.8333333333333334,12
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,end_of_prompt,19,0.009688934217236104,1961
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,end_of_stream,6,0.0030596634370219276,1961
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,exact_retry_not_success,5,0.0025497195308516064,1961
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,exact_retry_success,6,0.0030596634370219276,1961
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,874,0.4456909739928608,1961
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,875,0.4462009178990311,1961
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,switch_to:coordination,16,0.00815910249872514,1961
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,switch_to:edit,91,0.046404895461499236,1961
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,switch_to:plan/goal,11,0.0056093829678735335,1961
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,switch_to:task,8,0.00407955124936257,1961
project_vendor,agentsight,codex,shell,same_prompt_source_stream,next_call,switch_to:wait/control,50,0.025497195308516064,1961
project_vendor,agentsight,codex,wait/control,same_prompt_source_stream,next_call,end_of_prompt,1,0.006329113924050633,158
project_vendor,agentsight,codex,wait/control,same_prompt_source_stream,next_call,end_of_stream,1,0.006329113924050633,158
project_vendor,agentsight,codex,wait/control,same_prompt_source_stream,next_call,exact_retry_not_success,14,0.08860759493670886,158
project_vendor,agentsight,codex,wait/control,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,11,0.06962025316455696,158
project_vendor,agentsight,codex,wait/control,same_prompt_source_stream,next_call,switch_to:coordination,3,0.0189873417721519,158
project_vendor,agentsight,codex,wait/control,same_prompt_source_stream,next_call,switch_to:edit,13,0.08227848101265822,158
project_vendor,agentsight,codex,wait/control,same_prompt_source_stream,next_call,switch_to:shell,115,0.7278481012658228,158
project_vendor,agentsight,gemini,shell,same_prompt_source_stream,next_call,switch_to:search,2,1.0,2
project,agentskill-observability-paper,ALL,coordination,same_prompt_source_stream,next_call,end_of_prompt,2,1.0,2
project,agentskill-observability-paper,ALL,edit,same_prompt_source_stream,next_call,end_of_prompt,2,0.07142857142857142,28
project,agentskill-observability-paper,ALL,edit,same_prompt_source_stream,next_call,exact_retry_not_success,2,0.07142857142857142,28
project,agentskill-observability-paper,ALL,edit,same_prompt_source_stream,next_call,switch_to:read,20,0.7142857142857143,28
project,agentskill-observability-paper,ALL,edit,same_prompt_source_stream,next_call,switch_to:shell,4,0.14285714285714285,28
project,agentskill-observability-paper,ALL,read,same_prompt_source_stream,next_call,switch_to:shell,2,1.0,2
project,agentskill-observability-paper,ALL,shell,same_prompt_source_stream,next_call,end_of_prompt,1,0.14285714285714285,7
project,agentskill-observability-paper,ALL,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,2,0.2857142857142857,7
project,agentskill-observability-paper,ALL,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,1,0.14285714285714285,7
project,agentskill-observability-paper,ALL,shell,same_prompt_source_stream,next_call,switch_to:edit,1,0.14285714285714285,7
project,agentskill-observability-paper,ALL,shell,same_prompt_source_stream,next_call,switch_to:read,1,0.14285714285714285,7
project,agentskill-observability-paper,ALL,shell,same_prompt_source_stream,next_call,switch_to:tool discovery,1,0.14285714285714285,7
project,agentskill-observability-paper,ALL,task,same_prompt_source_stream,next_call,end_of_prompt,2,0.5,4
project,agentskill-observability-paper,ALL,task,same_prompt_source_stream,next_call,exact_retry_success,2,0.5,4
project_vendor,agentskill-observability-paper,claude,coordination,same_prompt_source_stream,next_call,end_of_prompt,2,1.0,2
project_vendor,agentskill-observability-paper,claude,edit,same_prompt_source_stream,next_call,end_of_prompt,2,0.07142857142857142,28
project_vendor,agentskill-observability-paper,claude,edit,same_prompt_source_stream,next_call,exact_retry_not_success,2,0.07142857142857142,28
project_vendor,agentskill-observability-paper,claude,edit,same_prompt_source_stream,next_call,switch_to:read,20,0.7142857142857143,28
project_vendor,agentskill-observability-paper,claude,edit,same_prompt_source_stream,next_call,switch_to:shell,4,0.14285714285714285,28
project_vendor,agentskill-observability-paper,claude,read,same_prompt_source_stream,next_call,switch_to:shell,2,1.0,2
project_vendor,agentskill-observability-paper,claude,shell,same_prompt_source_stream,next_call,end_of_prompt,1,0.14285714285714285,7
project_vendor,agentskill-observability-paper,claude,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,2,0.2857142857142857,7
project_vendor,agentskill-observability-paper,claude,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,1,0.14285714285714285,7
project_vendor,agentskill-observability-paper,claude,shell,same_prompt_source_stream,next_call,switch_to:edit,1,0.14285714285714285,7
project_vendor,agentskill-observability-paper,claude,shell,same_prompt_source_stream,next_call,switch_to:read,1,0.14285714285714285,7
project_vendor,agentskill-observability-paper,claude,shell,same_prompt_source_stream,next_call,switch_to:tool discovery,1,0.14285714285714285,7
project_vendor,agentskill-observability-paper,claude,task,same_prompt_source_stream,next_call,end_of_prompt,2,0.5,4
project_vendor,agentskill-observability-paper,claude,task,same_prompt_source_stream,next_call,exact_retry_success,2,0.5,4
project,bpf-developer-tutorial,ALL,edit,same_prompt_source_stream,next_call,exact_retry_not_success,6,0.5,12
project,bpf-developer-tutorial,ALL,edit,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,5,0.4166666666666667,12
project,bpf-developer-tutorial,ALL,edit,same_prompt_source_stream,next_call,switch_to:read,1,0.08333333333333333,12
project,bpf-developer-tutorial,ALL,read,same_prompt_source_stream,next_call,end_of_prompt,1,0.05263157894736842,19
project,bpf-developer-tutorial,ALL,read,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,15,0.7894736842105263,19
project,bpf-developer-tutorial,ALL,read,same_prompt_source_stream,next_call,switch_to:shell,2,0.10526315789473684,19
project,bpf-developer-tutorial,ALL,read,same_prompt_source_stream,next_call,switch_to:write,1,0.05263157894736842,19
project,bpf-developer-tutorial,ALL,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,20,0.4444444444444444,45
project,bpf-developer-tutorial,ALL,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,23,0.5111111111111111,45
project,bpf-developer-tutorial,ALL,shell,same_prompt_source_stream,next_call,switch_to:edit,2,0.044444444444444446,45
project,bpf-developer-tutorial,ALL,wait/control,same_prompt_source_stream,next_call,end_of_prompt,1,0.3333333333333333,3
project,bpf-developer-tutorial,ALL,wait/control,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,2,0.6666666666666666,3
project,bpf-developer-tutorial,ALL,write,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,1,0.3333333333333333,3
project,bpf-developer-tutorial,ALL,write,same_prompt_source_stream,next_call,switch_to:read,2,0.6666666666666666,3
project_vendor,bpf-developer-tutorial,claude,edit,same_prompt_source_stream,next_call,exact_retry_not_success,6,0.5,12
project_vendor,bpf-developer-tutorial,claude,edit,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,5,0.4166666666666667,12
project_vendor,bpf-developer-tutorial,claude,edit,same_prompt_source_stream,next_call,switch_to:read,1,0.08333333333333333,12
project_vendor,bpf-developer-tutorial,claude,read,same_prompt_source_stream,next_call,end_of_prompt,1,0.05263157894736842,19
project_vendor,bpf-developer-tutorial,claude,read,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,15,0.7894736842105263,19
project_vendor,bpf-developer-tutorial,claude,read,same_prompt_source_stream,next_call,switch_to:shell,2,0.10526315789473684,19
project_vendor,bpf-developer-tutorial,claude,read,same_prompt_source_stream,next_call,switch_to:write,1,0.05263157894736842,19
project_vendor,bpf-developer-tutorial,claude,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,6,0.375,16
project_vendor,bpf-developer-tutorial,claude,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,10,0.625,16
project_vendor,bpf-developer-tutorial,claude,wait/control,same_prompt_source_stream,next_call,end_of_prompt,1,1.0,1
project_vendor,bpf-developer-tutorial,claude,write,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,1,0.3333333333333333,3
project_vendor,bpf-developer-tutorial,claude,write,same_prompt_source_stream,next_call,switch_to:read,2,0.6666666666666666,3
project_vendor,bpf-developer-tutorial,codex,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,14,0.4827586206896552,29
project_vendor,bpf-developer-tutorial,codex,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,13,0.4482758620689655,29
project_vendor,bpf-developer-tutorial,codex,shell,same_prompt_source_stream,next_call,switch_to:edit,2,0.06896551724137931,29
project_vendor,bpf-developer-tutorial,codex,wait/control,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,2,1.0,2
project,eunomia.dev,ALL,coordination,same_prompt_source_stream,next_call,switch_to:shell,3,1.0,3
project,eunomia.dev,ALL,edit,same_prompt_source_stream,next_call,end_of_prompt,1,0.09090909090909091,11
project,eunomia.dev,ALL,edit,same_prompt_source_stream,next_call,end_of_stream,1,0.09090909090909091,11
project,eunomia.dev,ALL,edit,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,2,0.18181818181818182,11
project,eunomia.dev,ALL,edit,same_prompt_source_stream,next_call,switch_to:read,5,0.45454545454545453,11
project,eunomia.dev,ALL,edit,same_prompt_source_stream,next_call,switch_to:shell,2,0.18181818181818182,11
project,eunomia.dev,ALL,fetch,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,6,0.8571428571428571,7
project,eunomia.dev,ALL,fetch,same_prompt_source_stream,next_call,switch_to:shell,1,0.14285714285714285,7
project,eunomia.dev,ALL,other,same_prompt_source_stream,next_call,switch_to:shell,4,1.0,4
project,eunomia.dev,ALL,read,same_prompt_source_stream,next_call,same_raw_tool_changed_arguments,3,0.6,5
project,eunomia.dev,ALL,read,same_prompt_source_stream,next_call,switch_to:search,1,0.2,5
project,eunomia.dev,ALL,read,same_prompt_source_stream,next_call,switch_to:shell,1,0.2,5
project,eunomia.dev,ALL,shell,same_prompt_source_stream,next_call,end_of_prompt,5,0.02127659574468085,235
project,eunomia.dev,ALL,shell,same_prompt_source_stream,next_call,exact_retry_not_success,4,0.01702127659574468,235
project,eunomia.dev,ALL,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_different_class,81,0.3446808510638298,235
project,eunomia.dev,ALL,shell,same_prompt_source_stream,next_call,generic_shell_changed_command_same_class,129,0.548936170212766,235
project,eunomia.dev,ALL,shell,same_prompt_source_stream,next_call,switch_to:edit,3,0.01276595744680851,235
project,eunomia.dev,ALL,shell,same_prompt_source_stream,next_call,switch_to:read,3,0.01276595744680851,235
project,eunomia.dev,ALL,shell,same_prompt_source_stream,next_call,switch_to:search,1,0.00425531914893617,235
project,eunomia.dev,ALL,shell,same_prompt_source_stream,next_call,switch_to:task,1,0.00425531914893617,235
