project,vendor,session_id,calls,streams,active_span_hours,capped_active_hours,calls_per_capped_active_hour,tool_family_entropy_bits,stream_local_switch_rate,same_prompt_intercall_p50_ms,same_prompt_intercall_p90_ms,failed_calls,observed_status_calls
ActPlane,claude,claude:ba131431-9803-492b-bf0e-c49e7224a417,15,1,0.046204444444444444,0.04382861111111111,342.24219339219053,0.9182958340544896,0.3076923076923077,7893.0,24183.8,2,0
ActPlane,claude,claude:bd4e0ea2-d2e8-441d-ac95-637d02e4e028,28,1,0.18979527777777777,0.18845,148.580525338286,-0.0,0.0,8892.5,61623.0,0,0
ActPlane,claude,claude:bef98df8-6a5b-47fc-ad53-cd4c2f97bfe0,82,1,1.3932697222222221,0.05725416666666667,1432.2101739320283,1.5083907438013675,0.45652173913043476,3754.0,8279.0,14,0
ActPlane,claude,claude:c1980e0b-f144-4f83-8fdf-07a4c99a1417,433,9,10.364886111111112,0.58084,745.4720749259693,1.9488512193266574,0.44375,3371.0,11735.200000000013,8,2
ActPlane,claude,claude:c93aa37c-6144-4ff2-b608-79ac5041e957,15,1,0.0130525,0.0130525,1149.2051331162613,0.9967916319816366,0.5714285714285714,2888.0,5001.5,1,0
ActPlane,claude,claude:d1bf41f8-e19c-43b9-afc0-050336bc9342,24,1,0.060956666666666666,0.059353055555555555,404.35997397868687,1.5156546557441946,0.5454545454545454,7232.5,24237.900000000023,0,0
ActPlane,claude,claude:d1fa99b3-9a2d-4016-8847-e4158e1a0b5d,1243,97,23.475549444444443,2.762614722222222,449.9360660034933,2.6072097290992766,0.4392956441149212,5400.0,20440.600000000006,21,4
ActPlane,claude,claude:d4a7e600-ed86-490f-84e8-ff75abd40b58,6,1,0.008611944444444445,0.0047875,1253.2637075718014,-0.0,0.0,3261.5,8292.6,0,0
ActPlane,claude,claude:d7701a9c-3ad5-4f4c-bdb4-25ed64e93f8d,11,1,0.023224444444444443,0.007397777777777777,1486.933012916792,-0.0,0.0,2905.0,4549.4,3,0
ActPlane,claude,claude:e397e0a1-82be-4934-958d-534cbbf73bb6,46,1,1.3769955555555555,0.03653,1259.2389816589105,1.3534485046116531,0.4117647058823529,3182.5,7160.9,2,0
ActPlane,claude,claude:e3a49a06-17b8-406d-8f7d-d16392bacaad,5,1,0.012461944444444444,0.012461944444444444,401.22149655618216,0.9709505944546686,0.5,11245.5,21698.5,0,0
ActPlane,claude,claude:e3f436c8-565c-47b3-8b7f-aef50e1a5944,243,7,1.8587233333333333,0.33573555555555556,723.7839304743812,2.641364351305407,0.397196261682243,3545.0,12520.600000000002,1,2
ActPlane,claude,claude:eafbe003-3955-4c43-a7bd-40e35713355b,308,1,69.61843722222223,0.37276944444444443,826.2479787178552,1.5505941153323457,0.4155251141552511,4759.0,10885.400000000007,12,0
ActPlane,claude,claude:ebd827f7-ebcf-4c79-a0a3-5e898b1d1438,73,1,0.40207055555555554,0.06271527777777777,1163.9906987044626,1.3384144308870138,0.3484848484848485,3414.0,4632.5,1,0
ActPlane,claude,claude:ef771bc4-a508-42e5-bc31-54229d9db75f,28,1,0.18143583333333332,0.18018722222222222,155.3939266873653,-0.0,0.0,2123.0,91396.0,0,0
ActPlane,claude,claude:f3978a30-51b3-4289-89ed-409a47396250,384,4,9.040195833333334,0.4728408333333333,812.1126030782028,1.759906006242778,0.4512987012987013,3782.0,11489.000000000004,7,0
ActPlane,claude,claude:f4e6e281-70a4-4a5a-a14f-80268e7b889d,24,1,0.10113472222222222,0.10033194444444445,239.20596907487644,0.954434002924965,0.18181818181818182,6701.0,64704.700000000055,0,0
ActPlane,claude,claude:f552d9c3-7441-4bf7-b34e-c873a9f2bd46,200,10,1.2425366666666666,0.23129583333333334,864.6934841743077,2.3440388029741936,0.4827586206896552,3706.0,13867.199999999992,4,2
ActPlane,claude,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,528,1,12.255877777777778,0.6198383333333334,851.835021497541,1.5976650513183697,0.5678670360110804,4657.0,9778.0,24,0
ActPlane,codex,codex:019e5330-9be0-7382-a97a-4c877af56b82,14,1,0.013704166666666667,0.013704166666666667,1021.5871085436303,-0.0,0.0,47.0,8544.0,3,0
ActPlane,codex,codex:019e5368-8831-7241-a4e7-0bd2214170fe,1098,2,22.10303138888889,2.1164119444444442,518.8025908104689,1.2201251466001841,0.3060263653483992,4075.0,16983.8,42,297
ActPlane,codex,codex:019e56c1-cc4f-7c33-9958-7253c390d1f7,1,1,0.0,0.0,,-0.0,,,,0,0
ActPlane,codex,codex:019e56c2-032c-7a02-a6dc-0afe1fc6049c,1,1,0.0,0.0,,-0.0,,,,0,0
ActPlane,codex,codex:019e56c2-3fee-74f1-b6fd-5641a89ae75c,1,1,0.0,0.0,,-0.0,,,,0,0
ActPlane,codex,codex:019e56c2-8152-73e1-8f7b-9919611f1983,1,1,0.0,0.0,,-0.0,,,,0,0
ActPlane,codex,codex:019e56c2-fe92-7380-bc7e-a11ebf89ecb5,1,1,0.0,0.0,,-0.0,,,,0,0
ActPlane,codex,codex:019e56c3-a6cc-7fd3-b639-2922fdf0ae9d,1,1,0.0,0.0,,-0.0,,,,0,0
ActPlane,codex,codex:019e56df-0b23-7713-b77b-1fb654e48f58,1,1,0.0,0.0,,-0.0,,,,0,0
ActPlane,codex,codex:019e58d2-4a46-7850-b8ff-4d1187b05e5f,2,1,0.0,0.0,,-0.0,0.0,0.0,0.0,0,0
ActPlane,codex,codex:019e58d5-1ccc-73a1-ab44-1dbf1ca6569b,12,1,0.10818722222222223,0.10818722222222223,110.91882898473325,-0.0,0.0,14237.0,104165.0,0,0
ActPlane,codex,codex:019e58dd-87ec-7e81-8cf0-6078a4c22482,29,1,0.33024555555555557,0.33024555555555557,87.81344521416723,-0.0,0.0,8665.0,174127.90000000002,3,0
ActPlane,codex,codex:019e6c85-f596-7aa3-97e8-e838b99542db,8,1,0.07230166666666667,0.002096666666666667,3815.580286168521,0.5435644431995964,0.0,5.5,3768.5,0,1
ActPlane,codex,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,160,1,0.30082444444444445,0.2614925,611.872233429257,1.1927429740542626,0.19745222929936307,4903.0,13100.000000000007,4,48
ActPlane,codex,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,81,1,0.14043833333333333,0.10844722222222222,746.9070976665556,1.1412340152042915,0.358974358974359,2905.0,13218.499999999998,7,22
ActPlane,codex,codex:019e70e5-3b4c-7f70-b511-d52151361901,16,1,0.012128333333333333,0.012128333333333333,1319.2249553387385,0.3372900666170139,0.13333333333333333,5.0,8234.8,0,1
ActPlane,codex,codex:019e70e5-c2ae-72c3-a05d-eea95fd72020,4,1,0.0011891666666666667,0.0011891666666666667,3363.7000700770845,0.8112781244591328,0.3333333333333333,5.0,3419.4,0,1
ActPlane,codex,codex:019e70e7-a045-75a2-905b-0b00ce3baa02,12,1,0.008448055555555556,0.008448055555555556,1420.4452043534016,-0.0,0.0,35.0,11349.0,0,0
ActPlane,codex,codex:019e70ed-9b79-7802-9687-f91911ae2b88,39,1,0.04902694444444444,0.04902694444444444,795.4809430188616,0.17203694935311378,0.05263157894736842,3.0,12123.2,0,1
ActPlane,codex,codex:019e8030-ad61-7022-b73c-8c2d2b5ee7b6,25,1,0.0724825,0.0724825,344.9108405477184,-0.0,0.0,8053.0,18103.199999999997,0,0
ActPlane,codex,codex:019e8036-8f33-7513-804b-5227981ff6f4,30,1,0.16878083333333332,0.16878083333333332,177.74530085860857,0.35335933502142136,0.13793103448275862,12314.0,66714.4,0,2
ActPlane,codex,codex:019e8049-13db-7023-a257-2d800e505127,10,1,0.005124166666666667,0.005124166666666667,1951.5368352577655,-0.0,0.0,44.0,6353.6,0,0
ActPlane,codex,codex:019e805e-40fd-7cd3-b02a-3eebbb2fbb56,47,1,0.09568944444444444,0.09568944444444444,491.17225283178806,0.1485494904303482,0.043478260869565216,3193.0,22257.0,1,0
ActPlane,codex,codex:019e80d7-0bc2-7a92-9191-70ae33e266e0,53,1,0.12563916666666666,0.12563916666666666,421.84297624811796,-0.0,0.0,6397.0,16826.1,0,0
ActPlane,codex,codex:019e80d8-8d58-7bf0-969d-7433b6de0b21,532,1,1.9589213888888888,0.8894894444444444,598.0959114498268,1.0323859821081545,0.25557809330628806,3042.0,15691.4,16,130
ActPlane,codex,codex:019e80ef-6c47-7023-9a42-dc9dc4db3a04,1011,1,16.051120277777777,1.7945755555555556,563.3644105260421,1.0893138085805414,0.28112033195020747,3924.5,14414.600000000006,52,233
ActPlane,codex,codex:019e8721-5088-7cf1-8da4-eecc378eebdc,479,1,17.65846611111111,1.6820072222222222,284.7788009894263,1.0011848990200856,0.16304347826086957,85.5,34026.0,11,92
ActPlane,codex,codex:019e8b07-1a61-7c42-a077-2d39424e6f63,6301,2,67.20534277777777,33.25254277777778,189.48926829772768,1.3745115810930546,0.29487597911227154,12087.5,38080.5,219,2794
ActPlane,codex,codex:019e8f4a-9939-71a2-881d-010c7a8e2c1d,13520,26,106.21954166666667,59.387245,227.65831282458043,1.2390698362195829,0.4227407463707532,5848.0,38527.8,227,4296
ActPlane,codex,codex:019e94bc-fb67-7330-a602-66c678ec05cb,2701,1,18.87205527777778,9.060678888888889,298.1012828202351,0.9382864830244774,0.3512104283054004,3220.0,39070.8,175,670
ActPlane,codex,codex:019e98d4-e953-71b0-8d7b-7a6c28f3e829,32,1,0.02537277777777778,0.02537277777777778,1261.1941932517352,-0.0,0.0,1.0,10527.0,0,0
ActPlane,codex,codex:019ea3c4-b044-7a50-a314-2c1f69d786df,166,1,0.8302180555555555,0.20064944444444444,827.3135291234852,0.9342321696308298,0.27702702702702703,314.5,12076.700000000015,3,34
ActPlane,codex,codex:019ea3fd-33c2-77d2-9b5d-aaac7564ed38,199,1,1.3040575,0.2954833333333333,673.4728411077896,0.8021075596998873,0.2937853107344633,38.0,13142.400000000001,5,34
ActPlane,codex,codex:019ea445-ebbd-7b11-9f90-32a07ec7d342,85,1,5.0841275,0.10381944444444445,818.7290969899665,0.6977652006354234,0.28378378378378377,100.5,13813.600000000002,3,16
ActPlane,codex,codex:019eab5e-a9c0-7a52-9e52-01abda577bf7,277,1,0.7805513888888889,0.7515380555555555,368.57747648618374,0.9575520652480108,0.27472527472527475,131.0,34364.0,9,52
ActPlane,codex,codex:019eab84-3e03-7410-8e22-9fe527bedec0,549,11,2.0395902777777777,2.367591111111111,231.88125577239313,0.8573276865790604,0.14531548757170173,177.0,30279.2,11,74
ActPlane,codex,codex:019eaba9-f1b8-7241-b3e1-db8e6694d5ed,8,1,0.012783055555555556,0.012783055555555556,625.8284621569352,-0.0,0.0,4308.0,14583.200000000006,0,0
ActPlane,codex,codex:019eabfa-eb3a-7bc2-b6b9-ed03308f403c,52,1,0.16682694444444446,0.16682694444444446,311.7002482612554,0.45364957320303506,0.13725490196078433,46.0,23637.0,4,4
ActPlane,codex,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,205,1,1.4149247222222223,0.43903583333333335,466.9322739411931,0.5994056223262,0.17258883248730963,49.0,19901.2,7,23
ActPlane,codex,codex:019eae3c-3af9-7091-84bf-710d3d672b25,105,2,1.63084,0.13259416666666668,791.8900404115313,0.7247535468545951,0.06060606060606061,18.0,13774.800000000005,6,10
ActPlane,codex,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,266,1,9.781531388888888,0.4520525,588.4272291382084,0.7025466890718911,0.1377952755905512,67.5,17455.6,10,41
ActPlane,codex,codex:019eae92-9570-7fc2-989b-a718ac079620,15,1,0.018970277777777777,0.018970277777777777,790.710614557861,-0.0,0.0,77.5,8634.800000000001,0,0
ActPlane,codex,codex:019eb066-56e1-7360-904b-b9c5f7bbdc0e,74,1,0.3733475,0.10242972222222223,722.4465554974006,0.6394571324851641,0.18181818181818182,941.5,16791.0,3,11
ActPlane,codex,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,151,1,1.6818358333333334,0.2719986111111111,555.1498935349956,0.38059842491345464,0.06802721088435375,61.0,18313.000000000004,5,7
ActPlane,codex,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,1059,1,6.522656666666666,3.2772122222222224,323.1405011915615,1.1511175632921657,0.3495049504950495,3359.5,36843.7,21,267
ActPlane,codex,codex:019eb41f-ee4e-7712-a2ee-0b25efda4a38,229,1,6.9240325,0.5656711111111111,404.82887582890726,0.49629285268312945,0.13875598086124402,3853.0,28071.000000000022,13,23
ActPlane,codex,codex:019ebfa5-7d5b-76a2-94b7-fb066ce0b27a,8842,19,84.41241333333333,23.054155833333333,383.5317182690164,1.0768651174997685,0.22657230909713502,4514.0,21666.0,363,1947
ActPlane,codex,codex:019ec8e1-f7e1-7e03-8a13-f5818ab70e9e,56,1,0.10832611111111111,0.10832611111111111,516.9575407591276,-0.0,0.0,31.0,14311.8,4,0
ActPlane,codex,codex:019ef100-c3dd-7b72-a922-001a7b0a570f,1347,1,7.159700277777778,4.616285277777778,291.7930584758897,1.0471557677327004,0.21218961625282168,5466.0,33636.0,95,274
ActPlane,codex,codex:019ef134-d5c8-7923-9748-7f6a3d74812b,42,1,0.04704861111111111,0.04704861111111111,892.6937269372694,-0.0,0.0,14.0,13795.0,6,0
ActPlane,codex,codex:019ef13d-cc70-73c3-adc0-df8aaea3a5da,34,1,0.052075277777777776,0.052075277777777776,652.9009820185522,-0.0,0.0,90.0,18357.800000000003,8,0
ActPlane,codex,codex:019ef1de-8a56-7652-8047-428e841a1b54,53,1,0.07335861111111111,0.07335861111111111,722.4782366684211,-0.0,0.0,55.5,16627.199999999997,3,0
ActPlane,codex,codex:019ef1ff-2fdd-7890-8279-a4661c3ab32d,37,1,0.06161805555555556,0.06161805555555556,600.4733461061647,-0.0,0.0,60.0,20866.5,0,0
ActPlane,codex,codex:019ef20b-c6d2-7182-a69e-5508d1ffaede,34,1,0.05551916666666667,0.05551916666666667,612.4011227353917,-0.0,0.0,38.0,14181.0,0,0
ActPlane,codex,codex:019ef216-ef7e-7793-a948-f1dd4e238e20,49,1,0.04013138888888889,0.04013138888888889,1220.989389020786,-0.0,0.0,37.0,11858.100000000002,2,1
ActPlane,codex,codex:019ef22a-a6b0-7ca0-88ed-376fceab4ff3,55,1,0.06001638888888889,0.06001638888888889,916.4163492379396,-0.0,0.0,11.0,11822.300000000001,0,0
ActPlane,codex,codex:019ef6f3-5a98-75d3-a876-0ea65dba41b0,19,1,0.6704775,0.013168055555555556,1442.885771543086,-0.0,0.0,36.0,8187.2,0,0
ActPlane,codex,codex:019ef6f3-bbca-7f42-9aae-db6dbda2126e,131,1,5.941860277777778,0.30084694444444443,435.4373624831379,1.0579585514849934,0.16129032258064516,4327.5,33094.899999999994,7,33
ActPlane,codex,codex:019f01ec-7f4a-7102-8213-eda750228933,558,1,2.8691875,2.0118380555555557,277.35830846778174,0.9702280755716668,0.2018181818181818,6048.0,34175.2,45,106
ActPlane,codex,codex:019f0204-46ee-7313-848a-7d6a483ccce8,248,1,1.9801494444444445,0.8540511111111111,290.3807474442071,0.8483245009514883,0.19672131147540983,4943.5,33925.200000000004,14,44
ActPlane,codex,codex:019f0214-650d-7b82-9784-903d5506ca1c,62,1,0.06039833333333333,0.06039833333333333,1026.5183917878528,-0.0,0.0,6.0,10205.0,0,0
ActPlane,codex,codex:019f0217-113d-77d1-bcdf-c6d6d9d6f0d4,29,1,0.03377444444444445,0.017987222222222224,1612.2556135528305,-0.0,0.0,4.0,8661.400000000001,0,0
ActPlane,codex,codex:019f025d-2f40-71f0-9451-3db8a39948ad,62,1,0.0576725,0.0576725,1075.0357622783822,-0.0,0.0,29.0,10945.0,0,0
ActPlane,codex,codex:019f026f-4d1a-77d1-b60a-79cb045f1651,25,1,0.04805416666666667,0.04805416666666667,520.2462498916153,-0.0,0.0,30.0,8908.0,1,0
ActPlane,codex,codex:019f1543-8728-7c90-9ca6-8848356a9199,1350,1,9.653358888888889,3.7929838888888887,355.9203095891523,1.1418421334551923,0.19821162444113263,5901.0,32713.800000000003,61,333
ActPlane,codex,codex:019f2198-0817-7280-a181-a4402151f4d5,24,1,0.03312972222222222,0.03312972222222222,724.4250295555352,-0.0,0.0,70.0,19467.000000000004,0,0
ActPlane,codex,codex:019f25b6-06a7-75f1-9f96-6dc755de3a20,1554,1,119.25292583333334,5.6146827777777775,276.77431860452396,1.1325955641863317,0.20841423948220064,6224.0,34571.4,116,371
ActPlane,codex,codex:019f3e76-e873-76d1-88d8-753343fa4648,48,1,0.08821083333333334,0.08821083333333334,544.1508507080574,-0.0,0.0,126.0,21245.0,1,0
ActPlane,codex,codex:019f3e99-3e27-7230-b3cd-a41ad3f141ab,66,1,0.08801944444444444,0.08801944444444444,749.8343169122984,-0.0,0.0,24.0,17014.20000000001,2,0
ActPlane,codex,codex:019f3eb9-10f0-7bf3-918c-18f697fc2dfd,34,1,0.0433025,0.0433025,785.1740661624617,-0.0,0.0,37.0,14712.400000000001,0,0
ActPlane,codex,codex:019f3f1c-f900-77d0-ad58-d1d5ec5d7671,45,1,0.041042777777777775,0.041042777777777775,1096.4170174749922,-0.0,0.0,7.5,10738.0,0,0
ActPlane,codex,codex:019f6dbc-45bd-72c1-9f1e-852ffdb48503,3650,7,30.940773055555557,20.9156525,174.51045335544754,0.7325478068295919,0.23348017621145375,15494.5,35117.7,19,523
ActPlane,codex,codex:019f70cb-c5e6-7ca2-97bc-35dfbb61f3c0,33,1,0.14473777777777777,0.14473777777777777,227.99852607013452,-0.0,0.0,10555.5,26487.90000000001,0,0
ActPlane,codex,codex:019f7103-182c-70d1-a57c-fddeba2da3c3,36,1,0.2455686111111111,0.2455686111111111,146.5985405753314,0.41381685030363374,0.17142857142857143,20718.0,44917.8,0,3
ActPlane,codex,codex:019f7231-eaab-7723-9a59-e7c328d8ca24,20,1,0.117715,0.117715,169.90188166333942,-0.0,0.0,6511.0,73478.19999999998,0,0
ActPlane,codex,codex:019f724c-7cfe-7230-af2f-c439baea1321,27,1,0.09627027777777777,0.09627027777777777,280.46039362558537,0.3809465857053901,0.15384615384615385,8027.0,35480.0,0,2
ActPlane,codex,codex:019f72c3-0b53-7870-97a7-75c536d8f7f6,11,1,0.059213055555555553,0.059213055555555553,185.76984242401497,-0.0,0.0,8591.0,49837.39999999997,0,0
academic-writing-skills,claude,claude:09103580-a390-4294-a6dc-3dcf933bfef0,97,5,0.20867333333333332,0.1427561111111111,679.4805437401006,1.1062896580768227,0.18681318681318682,1248.0,9046.0,0,0
academic-writing-skills,claude,claude:0dc25b6c-b2a5-43fe-bd7c-21d9372355bd,33,1,0.06248111111111111,0.060116666666666665,548.9326309952869,1.447117316923155,0.3225806451612903,2530.0,11121.0,0,3
academic-writing-skills,claude,claude:3a8afe69-2153-450e-a9df-b8501dcfffdc,7,1,0.0025152777777777777,0.0014991666666666667,4669.260700389105,0.9852281360342515,0.4,644.0,2088.2000000000003,2,1
academic-writing-skills,claude,claude:48255634-a49f-48b5-ae0c-882112407193,102,1,1.9214791666666666,0.22875666666666666,445.88864441109183,1.3204555589668092,0.16666666666666666,2697.5,15602.100000000002,6,0
