project,vendor,session_id,calls,streams,active_span_hours,capped_active_hours,calls_per_capped_active_hour,tool_family_entropy_bits,stream_local_switch_rate,same_prompt_intercall_p50_ms,same_prompt_intercall_p90_ms,failed_calls,observed_status_calls
ActPlane,claude,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,292,3,3.98825,0.39839444444444444,732.9419475394291,1.626414129011725,0.2857142857142857,3784.5,8696.800000000003,8,0
ActPlane,claude,claude:04ca59d2-9389-4832-9d65-692027b16da3,2989,37,57.39309027777778,6.852514722222222,436.19023397452673,1.839706698688637,0.29148311306901614,5006.5,12699.90000000003,42,1
ActPlane,claude,claude:05f051df-f61c-4935-8da8-71a0965bc3dc,19,1,0.9969780555555555,0.03381222222222222,561.9269823535211,1.929309207916729,0.3333333333333333,2312.0,11056.799999999996,3,0
ActPlane,claude,claude:0c5b2a39-44f8-4ab8-a856-5a35821f9403,15,1,0.10122805555555556,0.010354722222222222,1448.6144271266464,-0.0,0.0,3055.0,5182.0,1,0
ActPlane,claude,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,36,1,0.6043444444444445,0.051283055555555554,701.9862527692167,1.516018998490478,0.5789473684210527,6819.0,16969.599999999995,2,0
ActPlane,claude,claude:0ee9082c-0794-444d-8dba-022dcfb5f370,539,1,4.369235555555556,0.9994305555555556,539.3071054350394,1.66673166085454,0.4107883817427386,4446.0,11887.200000000006,16,0
ActPlane,claude,claude:1206cca6-d292-4d81-b609-57ee8382c2c0,565,6,19.988588333333333,0.9591455555555556,589.0659626449931,1.6242506083656745,0.3006396588486141,4705.0,13689.4,22,0
ActPlane,claude,claude:12383b64-0b12-42b5-a80e-2a5dc3f38910,10,1,0.008824722222222222,0.008824722222222222,1133.1801441656962,-0.0,0.0,3473.0,5486.000000000001,0,0
ActPlane,claude,claude:18531398-00eb-4bb8-816f-6995a2fc07ed,101,2,12.794924444444444,0.19082,529.2946232051148,1.790784436904501,0.16666666666666666,7197.5,13128.600000000006,2,0
ActPlane,claude,claude:22ffeddd-8777-4e05-af12-df96fd639138,352,6,11.708541944444445,0.4117688888888889,854.8484586823245,2.3784326032202325,0.28903654485049834,3449.0,7050.0,11,0
ActPlane,claude,claude:246029ca-1cda-47a4-9a34-973c3c704c24,195,2,3.646735,0.16543555555555556,1178.7067135910593,1.675906927712147,0.3357664233576642,3255.0,6607.800000000001,6,0
ActPlane,claude,claude:2a49a297-1f98-4407-848c-47ac6e223cc6,360,1,14.017828333333334,0.44265027777777777,813.2831223043524,1.5685907364655622,0.6835443037974683,4528.0,11766.800000000003,9,0
ActPlane,claude,claude:34ae67ce-04dd-4b4b-b940-f7134b5e4dbf,14,1,0.06391111111111111,0.06174305555555556,226.74614778989988,-0.0,0.0,1675.0,46674.00000000001,0,0
ActPlane,claude,claude:393f5e75-5e69-4577-8b87-2650cedb497d,17,1,0.07983583333333333,0.07872861111111111,215.93166397928186,-0.0,0.0,6504.0,54731.399999999994,0,0
ActPlane,claude,claude:3bfa6632-02db-43d0-af47-9c23f6508142,140,2,0.9373752777777777,0.25249222222222223,554.4725250062708,1.6408473175503817,0.21774193548387097,5159.0,14343.200000000003,5,0
ActPlane,claude,claude:3d4a3d7b-1732-4142-83b6-8da1a8dfbd5c,46,1,0.0588375,0.0580325,792.6592857450566,0.9986359641585718,0.4772727272727273,4653.5,7569.800000000001,1,0
ActPlane,claude,claude:47e5bf9f-e50e-41cc-aefa-caa6f7f8c61d,1,1,0.0,0.0,,-0.0,,,,0,0
ActPlane,claude,claude:4baa7d18-aef3-49bb-92c7-88330a60a1ae,28,1,0.15129722222222222,0.1488163888888889,188.1513199524395,-0.0,0.0,15173.5,40695.0,0,0
ActPlane,claude,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,1209,13,17.564827222222224,1.3609130555555555,888.3741654653014,1.9017798465574898,0.3262279888785913,3295.0,8983.6,20,4
ActPlane,claude,claude:575be6e0-adf8-4334-8b69-647cb12f3506,152,1,1.4094966666666666,0.3014427777777778,504.2416379006887,1.4170014466413627,0.4806201550387597,6609.0,13553.000000000004,1,0
ActPlane,claude,claude:5820ca50-54ca-47f4-b7bc-17a949f0a5c8,110,1,2.1919105555555554,0.11895166666666666,924.7453447478669,1.422364919894654,0.40540540540540543,4599.5,9276.200000000003,9,0
ActPlane,claude,claude:5e275eed-7938-4534-ad1a-bd4539296ff4,189,2,15.241559166666667,0.32252444444444445,586.0020945871458,1.954943211173318,0.3953488372093023,4149.5,13658.100000000004,7,0
ActPlane,claude,claude:6235f58d-87ab-45b1-a97a-084f3f0afe95,357,12,2.244631111111111,0.5836430555555555,611.6752295804847,1.7277411904922644,0.34121621621621623,3571.0,13812.5,6,0
ActPlane,claude,claude:68f17230-b540-44db-9166-44828b8eb1e4,120,1,2.1752772222222223,0.09810916666666666,1223.1272986723973,1.5655962303576019,0.46153846153846156,3330.0,8143.499999999999,1,0
ActPlane,claude,claude:6adfbde0-886f-47e3-8f11-f784ecc812e1,20,1,0.016071111111111112,0.014938333333333333,1338.8374428204843,0.9927744539878083,0.3333333333333333,2989.0,5223.6,0,0
ActPlane,claude,claude:751b5619-2e3b-4583-97ad-46bcc1faa0a4,314,12,1.4180827777777778,0.3504805555555556,895.9127547098032,1.2177037005239115,0.2736842105263158,3355.0,9818.599999999999,15,0
ActPlane,claude,claude:8208f013-9163-452f-929b-c8675e300bdc,36,1,0.13053861111111112,0.12827333333333332,280.650693830882,1.4806821149663847,0.2647058823529412,4551.0,26903.399999999994,3,0
ActPlane,claude,claude:83c2ff29-c8ea-427d-bd60-4b028316e7e1,1137,21,21.84070638888889,1.50637,754.7946387673679,2.542510644717278,0.36610878661087864,3030.5,12668.5,30,8
ActPlane,claude,claude:8453b6f8-8446-458f-a436-b00a060e8fd0,2,1,0.0007666666666666667,0.0007666666666666667,2608.695652173913,-0.0,0.0,2760.0,2760.0,1,0
ActPlane,claude,claude:84fc0601-e10c-4ec3-9e9a-9d613bcaa523,66,9,0.049515555555555556,0.15562055555555557,424.10849752067884,1.5067064424446275,0.26785714285714285,3374.5,19359.5,2,0
ActPlane,claude,claude:8a4a5988-b244-4a20-a998-604f5f23598a,227,1,4.246302222222222,0.3940697222222222,576.0401959326149,1.7031772009687725,0.3107344632768362,4415.0,11020.000000000004,3,0
ActPlane,claude,claude:8f70eccf-1f9f-481b-b424-213cdbf2ace3,18,1,0.0775675,0.07686,234.192037470726,0.3095434291503252,0.0,5521.5,58865.5,0,0
ActPlane,claude,claude:940a8ed6-e954-485f-b827-4246ee0abfe7,75,1,0.7257802777777778,0.07794805555555556,962.1792290449836,1.1864152941893382,0.7045454545454546,4671.0,9698.400000000003,7,0
ActPlane,claude,claude:94fdeb3f-d613-483e-9757-3e800a471e06,33,1,0.1599311111111111,0.159275,207.188824360383,-0.0,0.0,7291.0,51279.0,0,0
ActPlane,claude,claude:957427d9-e4f5-4f44-a06a-cfb7f1ac6406,20,1,0.0276275,0.0276275,723.9163876572256,0.9927744539878083,0.5789473684210527,3379.0,10474.199999999997,0,0
ActPlane,claude,claude:9734dd6c-3060-4fcc-9a77-ea8aa6aa3622,527,2,33.04685694444444,1.3590111111111112,387.78196564495425,1.8053811092091498,0.2471395881006865,4221.0,12277.000000000002,9,0
ActPlane,claude,claude:9f90ae40-15c1-4904-bf19-89365946fe27,2,1,0.10217333333333334,0.0,,-0.0,,,,0,0
ActPlane,claude,claude:a10d7461-1a32-427e-bf27-1eaacaff89f9,697,9,6.009235,0.9021077777777777,772.634952463182,2.124790202389977,0.4352226720647773,4190.5,12117.299999999997,20,0
ActPlane,claude,claude:a83673a5-5b97-4ad2-9ddb-42543f313326,11,1,0.3753427777777778,0.009275277777777778,1185.9483094246953,1.2406705316766884,0.4,7268.0,9095.4,1,0
ActPlane,claude,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,2537,73,38.38739388888889,7.800199166666666,325.2481053101315,2.151938610558193,0.4022716516800757,5485.0,21788.0,82,1
ActPlane,claude,claude:ab39474c-6c6c-45cf-b76c-e90073cc1422,149,1,16.080965833333334,0.35330944444444445,421.7266261712663,0.9443918960678026,0.19387755102040816,5104.5,18843.899999999998,18,0
ActPlane,claude,claude:acc85540-7200-40c3-a2d5-b6efe809d639,361,8,4.827308333333334,0.5259013888888889,686.4404765363172,2.4847552211257793,0.25163398692810457,4224.0,12113.0,9,0
ActPlane,claude,claude:ae1cdaec-2199-42d9-b784-818644ddb2da,210,1,8.528806666666666,0.29898916666666664,702.3665851884266,1.4457501759336215,0.24277456647398843,5859.0,9482.600000000002,9,0
