scope,project,vendor,unit,metric,n,sum,mean,q25,median,q75,p90
project_vendor,agentsight,codex,session,followups_per_100_actions,176,258.9716592985047,1.4714298823778675,0.0,0.0,0.9180596115318008,4.294326241134752
project_vendor,agentsight,codex,session,explicit_interrupt_markers,176,90.0,0.5113636363636364,0.0,0.0,0.0,1.0
project_vendor,agentsight,codex,session,agent_activity_envelope_ms_sum,176,1481133710.0,8415532.443181818,0.0,0.0,15603.5,3572201.0
project_vendor,agentsight,codex,session,post_activity_inactive_gap_ms_sum,176,2567713139.0,14589279.198863637,0.0,0.0,491.0,14003507.5
project_vendor,agentsight,codex,human_message,characters,1505,207341.0,137.76810631229236,19.0,39.0,102.0,174.60000000000014
project_vendor,agentsight,codex,human_message,words_approx,1505,66105.0,43.92358803986711,11.0,19.0,36.0,70.0
project_vendor,agentsight,gemini,session,user_messages,2,2.0,1.0,1.0,1.0,1.0,1.0
project_vendor,agentsight,gemini,session,human_characters,2,923.0,461.5,419.75,461.5,503.25,528.3
project_vendor,agentsight,gemini,session,human_words_approx,2,131.0,65.5,61.25,65.5,69.75,72.3
project_vendor,agentsight,gemini,session,user_conversational_turn_share,2,0.5714285714285714,0.2857142857142857,0.17857142857142858,0.2857142857142857,0.39285714285714285,0.45714285714285713
project_vendor,agentsight,gemini,session,actions_per_user_message,2,27.0,13.5,13.25,13.5,13.75,13.9
project_vendor,agentsight,gemini,session,followups_per_100_actions,2,0.0,0.0,0.0,0.0,0.0,0.0
project_vendor,agentsight,gemini,session,explicit_interrupt_markers,2,0.0,0.0,0.0,0.0,0.0,0.0
project_vendor,agentsight,gemini,session,agent_activity_envelope_ms_sum,2,0.0,0.0,0.0,0.0,0.0,0.0
project_vendor,agentsight,gemini,session,post_activity_inactive_gap_ms_sum,2,0.0,0.0,0.0,0.0,0.0,0.0
project_vendor,agentsight,gemini,human_message,characters,2,923.0,461.5,419.75,461.5,503.25,528.3
project_vendor,agentsight,gemini,human_message,words_approx,2,131.0,65.5,61.25,65.5,69.75,72.3
project_vendor,ActPlane,claude,session,user_messages,62,2955.0,47.66129032258065,1.0,14.0,59.75,141.7
project_vendor,ActPlane,claude,session,human_characters,62,529595.0,8541.854838709678,1019.0,3198.5,10692.5,25988.299999999996
project_vendor,ActPlane,claude,session,human_words_approx,62,140291.0,2262.7580645161293,169.25,851.0,2616.75,6653.599999999999
project_vendor,ActPlane,claude,session,user_conversational_turn_share,62,16.785250488244614,0.27072984658459054,0.2,0.2737827383961978,0.33779761904761907,0.3748469387755102
project_vendor,ActPlane,claude,session,actions_per_user_message,62,728.5768122969603,11.751238908015488,3.265765765765766,6.557515976660183,15.0,28.0
project_vendor,ActPlane,claude,session,followups_per_100_actions,62,1248.7272447264556,20.140762011717026,0.0,10.9416369287441,25.770293074788743,39.45891608391609
project_vendor,ActPlane,claude,session,explicit_interrupt_markers,62,159.0,2.564516129032258,0.0,0.0,2.0,8.699999999999996
project_vendor,ActPlane,claude,session,agent_activity_envelope_ms_sum,62,255882138.0,4127131.2580645164,0.0,1042920.5,3382204.25,7259133.899999999
project_vendor,ActPlane,claude,session,post_activity_inactive_gap_ms_sum,62,1473793848.0,23770868.51612903,0.0,3378166.5,25060457.75,55841580.9
project_vendor,ActPlane,claude,human_message,characters,2955,529595.0,179.21996615905246,16.0,35.0,85.0,254.5999999999999
project_vendor,ActPlane,claude,human_message,words_approx,2955,140291.0,47.47580372250423,8.0,16.0,33.0,72.0
project_vendor,ActPlane,codex,session,user_messages,77,1568.0,20.363636363636363,1.0,1.0,12.0,38.80000000000007
project_vendor,ActPlane,codex,session,human_characters,77,152169.0,1976.2207792207791,362.0,565.0,1308.0,3828.0000000000064
project_vendor,ActPlane,codex,session,human_words_approx,77,48436.0,629.038961038961,62.0,148.0,325.0,1221.6000000000001
project_vendor,ActPlane,codex,session,user_conversational_turn_share,77,14.033952534025218,0.18225912381850934,0.07692307692307693,0.13218390804597702,0.25,0.5
project_vendor,ActPlane,codex,session,actions_per_user_message,77,2686.6159156428635,34.89111578756965,9.721153846153847,24.0,45.0,62.0
project_vendor,ActPlane,codex,session,followups_per_100_actions,77,311.3009508311967,4.042869491314243,0.0,0.0,4.007285974499089,11.375917538653773
project_vendor,ActPlane,codex,session,explicit_interrupt_markers,77,201.0,2.6103896103896105,0.0,0.0,1.0,4.800000000000011
project_vendor,ActPlane,codex,session,agent_activity_envelope_ms_sum,77,712555577.0,9253968.532467533,0.0,0.0,1830353.0,11172977.000000028
project_vendor,ActPlane,codex,session,post_activity_inactive_gap_ms_sum,77,1548598786.0,20111672.545454547,0.0,0.0,3014825.0,44102121.40000004
project_vendor,ActPlane,codex,human_message,characters,1568,152169.0,97.04655612244898,16.0,35.0,83.25,184.29999999999995
project_vendor,ActPlane,codex,human_message,words_approx,1568,48436.0,30.89030612244898,9.0,17.0,34.0,64.29999999999995
project_vendor,ActPlane,gemini,session,user_messages,0,,,,,,
project_vendor,ActPlane,gemini,session,human_characters,0,,,,,,
project_vendor,ActPlane,gemini,session,human_words_approx,0,,,,,,
project_vendor,ActPlane,gemini,session,user_conversational_turn_share,0,,,,,,
project_vendor,ActPlane,gemini,session,actions_per_user_message,0,,,,,,
project_vendor,ActPlane,gemini,session,followups_per_100_actions,0,,,,,,
project_vendor,ActPlane,gemini,session,explicit_interrupt_markers,0,,,,,,
project_vendor,ActPlane,gemini,session,agent_activity_envelope_ms_sum,0,,,,,,
project_vendor,ActPlane,gemini,session,post_activity_inactive_gap_ms_sum,0,,,,,,
project_vendor,ActPlane,gemini,human_message,characters,0,,,,,,
project_vendor,ActPlane,gemini,human_message,words_approx,0,,,,,,
project_vendor,bpf-developer-tutorial,claude,session,user_messages,31,62.0,2.0,1.0,1.0,2.0,4.0
project_vendor,bpf-developer-tutorial,claude,session,human_characters,31,165836.0,5349.548387096775,1385.5,3680.0,4851.0,11001.0
project_vendor,bpf-developer-tutorial,claude,session,human_words_approx,31,24095.0,777.258064516129,194.5,543.0,729.0,1568.0
project_vendor,bpf-developer-tutorial,claude,session,user_conversational_turn_share,31,6.364452635427868,0.2053049237234796,0.16666666666666666,0.2,0.25,0.3076923076923077
project_vendor,bpf-developer-tutorial,claude,session,actions_per_user_message,31,524.4583333333333,16.91801075268817,6.75,12.0,21.416666666666664,35.0
project_vendor,bpf-developer-tutorial,claude,session,followups_per_100_actions,31,55.97497644090592,1.8056444013195458,0.0,0.0,2.7193401864690414,4.57516339869281
project_vendor,bpf-developer-tutorial,claude,session,explicit_interrupt_markers,31,6.0,0.1935483870967742,0.0,0.0,0.0,1.0
project_vendor,bpf-developer-tutorial,claude,session,agent_activity_envelope_ms_sum,31,46910338.0,1513236.7096774194,0.0,0.0,149137.5,691869.0
project_vendor,bpf-developer-tutorial,claude,session,post_activity_inactive_gap_ms_sum,31,60248086.0,1943486.6451612904,0.0,0.0,89265.5,1141561.0
project_vendor,bpf-developer-tutorial,claude,human_message,characters,62,165836.0,2674.7741935483873,452.5,1232.5,3569.0,6492.099999999997
project_vendor,bpf-developer-tutorial,claude,human_message,words_approx,62,24095.0,388.6290322580645,78.25,179.5,525.0,933.3999999999995
project_vendor,bpf-developer-tutorial,codex,session,user_messages,3,11.0,3.6666666666666665,2.0,4.0,5.5,6.4
project_vendor,bpf-developer-tutorial,codex,session,human_characters,3,640.0,213.33333333333334,57.0,114.0,320.0,443.6
project_vendor,bpf-developer-tutorial,codex,session,human_words_approx,3,301.0,100.33333333333333,37.0,74.0,150.5,196.4
project_vendor,bpf-developer-tutorial,codex,session,user_conversational_turn_share,2,0.2402659069325736,0.1201329534662868,0.10327635327635327,0.1201329534662868,0.13698955365622034,0.14710351377018044
project_vendor,bpf-developer-tutorial,codex,session,actions_per_user_message,2,101.92857142857143,50.964285714285715,50.19642857142857,50.964285714285715,51.73214285714286,52.19285714285714
project_vendor,bpf-developer-tutorial,codex,session,followups_per_100_actions,3,3.162675474814203,1.054225158271401,0.7142857142857143,1.4285714285714286,1.5813377374071016,1.6729975227085052
project_vendor,bpf-developer-tutorial,codex,session,explicit_interrupt_markers,3,1.0,0.3333333333333333,0.0,0.0,0.5,0.8
project_vendor,bpf-developer-tutorial,codex,session,agent_activity_envelope_ms_sum,3,4540588.0,1513529.3333333333,946223.5,1892447.0,2270294.0,2497002.2
project_vendor,bpf-developer-tutorial,codex,session,post_activity_inactive_gap_ms_sum,3,11079303.0,3693101.0,6237.5,12475.0,5539651.5,8855957.4
project_vendor,bpf-developer-tutorial,codex,human_message,characters,11,640.0,58.18181818181818,15.0,28.0,49.0,71.0
project_vendor,bpf-developer-tutorial,codex,human_message,words_approx,11,301.0,27.363636363636363,7.0,18.0,28.5,31.0
project_vendor,bpf-developer-tutorial,gemini,session,user_messages,1,5.0,5.0,5.0,5.0,5.0,5.0
project_vendor,bpf-developer-tutorial,gemini,session,human_characters,1,11262.0,11262.0,11262.0,11262.0,11262.0,11262.0
project_vendor,bpf-developer-tutorial,gemini,session,human_words_approx,1,4226.0,4226.0,4226.0,4226.0,4226.0,4226.0
project_vendor,bpf-developer-tutorial,gemini,session,user_conversational_turn_share,1,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715
project_vendor,bpf-developer-tutorial,gemini,session,actions_per_user_message,1,3.4,3.4,3.4,3.4,3.4,3.4
project_vendor,bpf-developer-tutorial,gemini,session,followups_per_100_actions,1,23.52941176470588,23.52941176470588,23.52941176470588,23.52941176470588,23.52941176470588,23.52941176470588
project_vendor,bpf-developer-tutorial,gemini,session,explicit_interrupt_markers,1,0.0,0.0,0.0,0.0,0.0,0.0
project_vendor,bpf-developer-tutorial,gemini,session,agent_activity_envelope_ms_sum,1,197008.0,197008.0,197008.0,197008.0,197008.0,197008.0
project_vendor,bpf-developer-tutorial,gemini,session,post_activity_inactive_gap_ms_sum,1,222599.0,222599.0,222599.0,222599.0,222599.0,222599.0
project_vendor,bpf-developer-tutorial,gemini,human_message,characters,5,11262.0,2252.4,50.0,177.0,536.0,6484.4000000000015
project_vendor,bpf-developer-tutorial,gemini,human_message,words_approx,5,4226.0,845.2,41.0,44.0,76.0,2464.0000000000005
project_vendor,eunomia.dev,claude,session,user_messages,24,205.0,8.541666666666666,1.0,1.0,6.5,33.79999999999999
project_vendor,eunomia.dev,claude,session,human_characters,24,54160.0,2256.6666666666665,603.25,2364.0,2751.0,4107.9
project_vendor,eunomia.dev,claude,session,human_words_approx,24,14381.0,599.2083333333334,98.75,384.5,659.75,1478.9999999999995
project_vendor,eunomia.dev,claude,session,user_conversational_turn_share,24,4.687851631934443,0.19532715133060177,0.1261867088607595,0.16666666666666666,0.25,0.32994350282485874
project_vendor,eunomia.dev,claude,session,actions_per_user_message,24,442.0015605875153,18.41673169114647,11.25,16.75,22.75,32.589999999999996
project_vendor,eunomia.dev,claude,session,followups_per_100_actions,24,129.06360593979045,5.377650247491268,0.0,0.0,2.7605431166262027,6.123497130409283
project_vendor,eunomia.dev,claude,session,explicit_interrupt_markers,24,36.0,1.5,0.0,0.0,0.25,4.799999999999997
project_vendor,eunomia.dev,claude,session,agent_activity_envelope_ms_sum,24,103152182.0,4298007.583333333,0.0,0.0,689449.5,3402770.1999999997
project_vendor,eunomia.dev,claude,session,post_activity_inactive_gap_ms_sum,24,247702693.0,10320945.541666666,0.0,0.0,2551567.5,22755866.5
project_vendor,eunomia.dev,claude,human_message,characters,205,54160.0,264.1951219512195,19.0,46.0,134.0,533.7999999999997
project_vendor,eunomia.dev,claude,human_message,words_approx,205,14381.0,70.15121951219513,12.0,26.0,68.0,137.99999999999994
project_vendor,eunomia.dev,codex,session,user_messages,27,417.0,15.444444444444445,1.0,3.0,28.5,48.800000000000004
project_vendor,eunomia.dev,codex,session,human_characters,27,100392.0,3718.222222222222,81.0,689.0,1868.5,5479.600000000004
project_vendor,eunomia.dev,codex,session,human_words_approx,27,28433.0,1053.0740740740741,58.0,116.0,639.0,1729.8000000000002
project_vendor,eunomia.dev,codex,session,user_conversational_turn_share,23,4.552262168046182,0.19792444208896445,0.14285714285714285,0.1826086956521739,0.20714285714285713,0.292749391727494
project_vendor,eunomia.dev,codex,session,actions_per_user_message,23,740.3277133292339,32.18816144909713,18.523809523809526,24.0,35.71714285714286,63.371428571428574
project_vendor,eunomia.dev,codex,session,followups_per_100_actions,27,137.19808378836333,5.081410510680123,0.0,1.3605442176870748,4.304206169831812,10.438954185656062
project_vendor,eunomia.dev,codex,session,explicit_interrupt_markers,27,44.0,1.6296296296296295,0.0,0.0,2.0,5.400000000000002
project_vendor,eunomia.dev,codex,session,agent_activity_envelope_ms_sum,27,118059231.0,4372564.111111111,0.0,50659.0,3301299.5,16662932.60000001
project_vendor,eunomia.dev,codex,session,post_activity_inactive_gap_ms_sum,27,1508636657.0,55875431.74074074,0.0,78991.0,9142184.5,122487748.00000025
project_vendor,eunomia.dev,codex,human_message,characters,417,100392.0,240.74820143884892,16.0,31.0,64.0,169.0
project_vendor,eunomia.dev,codex,human_message,words_approx,417,28433.0,68.18465227817745,9.0,17.0,30.0,64.40000000000003
project_vendor,eunomia.dev,gemini,session,user_messages,0,,,,,,
project_vendor,eunomia.dev,gemini,session,human_characters,0,,,,,,
project_vendor,eunomia.dev,gemini,session,human_words_approx,0,,,,,,
project_vendor,eunomia.dev,gemini,session,user_conversational_turn_share,0,,,,,,
project_vendor,eunomia.dev,gemini,session,actions_per_user_message,0,,,,,,
project_vendor,eunomia.dev,gemini,session,followups_per_100_actions,0,,,,,,
project_vendor,eunomia.dev,gemini,session,explicit_interrupt_markers,0,,,,,,
project_vendor,eunomia.dev,gemini,session,agent_activity_envelope_ms_sum,0,,,,,,
project_vendor,eunomia.dev,gemini,session,post_activity_inactive_gap_ms_sum,0,,,,,,
project_vendor,eunomia.dev,gemini,human_message,characters,0,,,,,,
project_vendor,eunomia.dev,gemini,human_message,words_approx,0,,,,,,
project_vendor,agentskill-observability-paper,claude,session,user_messages,8,99.0,12.375,1.75,4.5,13.25,35.3
project_vendor,agentskill-observability-paper,claude,session,human_characters,8,25755.0,3219.375,48.0,1234.0,2480.5,8877.699999999997
project_vendor,agentskill-observability-paper,claude,session,human_words_approx,8,10291.0,1286.375,21.25,417.5,999.75,3480.899999999999
project_vendor,agentskill-observability-paper,claude,session,user_conversational_turn_share,8,1.3987961669174642,0.17484952086468303,0.08502132196162046,0.16812865497076024,0.21037906137184115,0.3363157894736842
project_vendor,agentskill-observability-paper,claude,session,actions_per_user_message,7,63.69505747126436,9.099293924466338,4.625,9.06,13.775862068965516,15.066666666666666
project_vendor,agentskill-observability-paper,claude,session,followups_per_100_actions,8,81.42783265299822,10.178479081624777,4.1208791208791204,8.391608391608392,13.945916114790286,23.833333333333332
project_vendor,agentskill-observability-paper,claude,session,explicit_interrupt_markers,8,20.0,2.5,1.75,2.5,3.0,3.5999999999999996
project_vendor,agentskill-observability-paper,claude,session,agent_activity_envelope_ms_sum,8,12844981.0,1605622.625,7554.75,291033.5,1639147.0,5474698.0
project_vendor,agentskill-observability-paper,claude,session,post_activity_inactive_gap_ms_sum,8,5824190.0,728023.75,58307.25,155916.0,1048940.75,2314926.1999999997
project_vendor,agentskill-observability-paper,claude,human_message,characters,99,25755.0,260.1515151515151,18.5,29.0,50.0,201.80000000000007
project_vendor,agentskill-observability-paper,claude,human_message,words_approx,99,10291.0,103.94949494949495,9.0,16.0,23.5,57.0
project_vendor,agentskill-observability-paper,codex,session,user_messages,0,,,,,,
project_vendor,agentskill-observability-paper,codex,session,human_characters,0,,,,,,
project_vendor,agentskill-observability-paper,codex,session,human_words_approx,0,,,,,,
project_vendor,agentskill-observability-paper,codex,session,user_conversational_turn_share,0,,,,,,
project_vendor,agentskill-observability-paper,codex,session,actions_per_user_message,0,,,,,,
project_vendor,agentskill-observability-paper,codex,session,followups_per_100_actions,0,,,,,,
project_vendor,agentskill-observability-paper,codex,session,explicit_interrupt_markers,0,,,,,,
project_vendor,agentskill-observability-paper,codex,session,agent_activity_envelope_ms_sum,0,,,,,,
project_vendor,agentskill-observability-paper,codex,session,post_activity_inactive_gap_ms_sum,0,,,,,,
project_vendor,agentskill-observability-paper,codex,human_message,characters,0,,,,,,
project_vendor,agentskill-observability-paper,codex,human_message,words_approx,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,session,user_messages,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,session,human_characters,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,session,human_words_approx,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,session,user_conversational_turn_share,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,session,actions_per_user_message,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,session,followups_per_100_actions,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,session,explicit_interrupt_markers,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,session,agent_activity_envelope_ms_sum,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,session,post_activity_inactive_gap_ms_sum,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,human_message,characters,0,,,,,,
project_vendor,agentskill-observability-paper,gemini,human_message,words_approx,0,,,,,,
project_vendor,academic-writing-skills,claude,session,user_messages,17,137.0,8.058823529411764,1.0,1.0,6.0,16.800000000000004
project_vendor,academic-writing-skills,claude,session,human_characters,17,80639.0,4743.470588235294,476.0,786.0,4406.0,9282.800000000003
project_vendor,academic-writing-skills,claude,session,human_words_approx,17,18128.0,1066.3529411764705,74.0,100.0,1599.0,3726.8000000000006
project_vendor,academic-writing-skills,claude,session,user_conversational_turn_share,17,4.617118640195563,0.2715952141291508,0.14285714285714285,0.32432432432432434,0.36666666666666664,0.45207100591715976
project_vendor,academic-writing-skills,claude,session,actions_per_user_message,17,206.16613316261203,12.127419597800708,4.0,8.5,16.166666666666668,27.6
project_vendor,academic-writing-skills,claude,session,followups_per_100_actions,17,74.33263462591349,4.372507919171381,0.0,0.0,6.25,12.624434389140273
project_vendor,academic-writing-skills,claude,session,explicit_interrupt_markers,17,11.0,0.6470588235294118,0.0,0.0,1.0,1.8000000000000007
project_vendor,academic-writing-skills,claude,session,agent_activity_envelope_ms_sum,17,16402326.0,964842.7058823529,0.0,0.0,1164212.0,3674467.8000000003
project_vendor,academic-writing-skills,claude,session,post_activity_inactive_gap_ms_sum,17,66114779.0,3889104.6470588236,0.0,0.0,330534.0,3925971.400000001
project_vendor,academic-writing-skills,claude,human_message,characters,137,80639.0,588.6058394160584,19.0,46.0,159.0,508.60000000000025
project_vendor,academic-writing-skills,claude,human_message,words_approx,137,18128.0,132.32116788321167,13.0,24.0,63.0,123.20000000000002
project_vendor,academic-writing-skills,codex,session,user_messages,0,,,,,,
project_vendor,academic-writing-skills,codex,session,human_characters,0,,,,,,
project_vendor,academic-writing-skills,codex,session,human_words_approx,0,,,,,,
project_vendor,academic-writing-skills,codex,session,user_conversational_turn_share,0,,,,,,
project_vendor,academic-writing-skills,codex,session,actions_per_user_message,0,,,,,,
project_vendor,academic-writing-skills,codex,session,followups_per_100_actions,0,,,,,,
project_vendor,academic-writing-skills,codex,session,explicit_interrupt_markers,0,,,,,,
project_vendor,academic-writing-skills,codex,session,agent_activity_envelope_ms_sum,0,,,,,,
project_vendor,academic-writing-skills,codex,session,post_activity_inactive_gap_ms_sum,0,,,,,,
project_vendor,academic-writing-skills,codex,human_message,characters,0,,,,,,
project_vendor,academic-writing-skills,codex,human_message,words_approx,0,,,,,,
project_vendor,academic-writing-skills,gemini,session,user_messages,0,,,,,,
project_vendor,academic-writing-skills,gemini,session,human_characters,0,,,,,,
project_vendor,academic-writing-skills,gemini,session,human_words_approx,0,,,,,,
project_vendor,academic-writing-skills,gemini,session,user_conversational_turn_share,0,,,,,,
project_vendor,academic-writing-skills,gemini,session,actions_per_user_message,0,,,,,,
project_vendor,academic-writing-skills,gemini,session,followups_per_100_actions,0,,,,,,
project_vendor,academic-writing-skills,gemini,session,explicit_interrupt_markers,0,,,,,,
project_vendor,academic-writing-skills,gemini,session,agent_activity_envelope_ms_sum,0,,,,,,
project_vendor,academic-writing-skills,gemini,session,post_activity_inactive_gap_ms_sum,0,,,,,,
project_vendor,academic-writing-skills,gemini,human_message,characters,0,,,,,,
project_vendor,academic-writing-skills,gemini,human_message,words_approx,0,,,,,,
