metric,metric_label,project,vendor,value,numerator,denominator,n_units,eligible,eligibility_reason,contrast_value,contrast_definition,decisive_coverage,recognized_test_session_coverage,decisive_test_status_coverage,independent_worktrees,source
late_reread_delta_median,Late-minus-early reread share (median),academic-writing-skills,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,session-dynamics/drift_paired
late_reread_delta_median,Late-minus-early reread share (median),academic-writing-skills,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,session-dynamics/drift_paired
late_reread_delta_median,Late-minus-early reread share (median),academic-writing-skills,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,session-dynamics/drift_paired
dormant_revival_transition_share,Dormant revival among repeat touches,agentsight,claude,0.15977742448330684,804,5032,93,True,>=100 repeat-touch transitions and >=10 denominator-contributing sessions,,N/A,,,,2,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,agentsight,codex,0.25240123611459114,6044,23946,98,True,>=100 repeat-touch transitions and >=10 denominator-contributing sessions,,N/A,,,,3,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,agentsight,gemini,0.8,8,10,2,False,10 repeat transitions/2 contributing sessions; need 100/10,,N/A,,,,1,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,ActPlane,claude,0.10838215412347904,962,8876,54,True,>=100 repeat-touch transitions and >=10 denominator-contributing sessions,,N/A,,,,2,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,ActPlane,codex,0.25833838690115224,2556,9894,63,True,>=100 repeat-touch transitions and >=10 denominator-contributing sessions,,N/A,,,,1,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,ActPlane,gemini,,0,0,0,False,0 repeat transitions/0 contributing sessions; need 100/10,,N/A,,,,0,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,bpf-developer-tutorial,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,bpf-developer-tutorial,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,bpf-developer-tutorial,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,eunomia.dev,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,eunomia.dev,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,eunomia.dev,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,agentskill-observability-paper,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,agentskill-observability-paper,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,agentskill-observability-paper,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,academic-writing-skills,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,academic-writing-skills,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
dormant_revival_transition_share,Dormant revival among repeat touches,academic-writing-skills,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
decisive_failure_rate,Decisive Tool-call failure rate,agentsight,claude,0.027793307243830365,348,12521,123,True,>=100 decisive calls and >=10 denominator-contributing sessions,,N/A,0.9996806387225549,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,agentsight,codex,0.032914873796744,2226,67629,176,True,>=100 decisive calls and >=10 denominator-contributing sessions,,N/A,0.7953171672507467,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,agentsight,gemini,0.07407407407407407,2,27,2,False,27 decisive calls/2 contributing sessions; need 100/10,,N/A,1.0,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,ActPlane,claude,0.026766833611574847,481,17970,62,True,>=100 decisive calls and >=10 denominator-contributing sessions,,N/A,0.9986662220740247,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,ActPlane,codex,0.04536600513790475,1607,35423,77,True,>=100 decisive calls and >=10 denominator-contributing sessions,,N/A,0.734246745709311,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,ActPlane,gemini,,0,0,0,False,0 decisive calls/0 contributing sessions; need 100/10,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,bpf-developer-tutorial,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,bpf-developer-tutorial,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,bpf-developer-tutorial,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,eunomia.dev,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,eunomia.dev,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,eunomia.dev,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,agentskill-observability-paper,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,agentskill-observability-paper,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,agentskill-observability-paper,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,academic-writing-skills,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,academic-writing-skills,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
decisive_failure_rate,Decisive Tool-call failure rate,academic-writing-skills,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/tool_family_distribution
bigram_entropy_bits,Tool-family bigram entropy,agentsight,claude,3.203189936892414,,11072,105,True,>=100 bigrams and >=10 denominator-contributing sessions,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,agentsight,codex,2.058067419831744,,83288,81,True,>=100 bigrams and >=10 denominator-contributing sessions,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,agentsight,gemini,2.646393094421784,,25,2,False,25 bigrams/2 contributing sessions; need 100/10,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,ActPlane,claude,3.6710533024325414,,14976,60,True,>=100 bigrams and >=10 denominator-contributing sessions,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,ActPlane,codex,2.253300736254327,,47153,70,True,>=100 bigrams and >=10 denominator-contributing sessions,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,ActPlane,gemini,,,0,0,False,0 bigrams/0 contributing sessions; need 100/10,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,bpf-developer-tutorial,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,bpf-developer-tutorial,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,bpf-developer-tutorial,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,eunomia.dev,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,eunomia.dev,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,eunomia.dev,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,agentskill-observability-paper,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,agentskill-observability-paper,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,agentskill-observability-paper,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,academic-writing-skills,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,academic-writing-skills,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
bigram_entropy_bits,Tool-family bigram entropy,academic-writing-skills,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,toolcall-behavior/markov_transitions
shell_burst_p90,Same-prompt shell-burst p90,agentsight,claude,7.0,,1864,113,True,>=50 same-prompt shell runs and >=10 sessions,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,agentsight,codex,16.0,,10686,176,True,>=50 same-prompt shell runs and >=10 sessions,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,agentsight,gemini,1.0,,2,2,False,2 shell runs/2 sessions; need 50/10,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,ActPlane,claude,6.0,,2276,58,True,>=50 same-prompt shell runs and >=10 sessions,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,ActPlane,codex,10.0,,7479,77,True,>=50 same-prompt shell runs and >=10 sessions,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,ActPlane,gemini,,,0,0,False,0 shell runs/0 sessions; need 50/10,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,bpf-developer-tutorial,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,bpf-developer-tutorial,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,bpf-developer-tutorial,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,eunomia.dev,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,eunomia.dev,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,eunomia.dev,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,agentskill-observability-paper,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,agentskill-observability-paper,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,agentskill-observability-paper,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,academic-writing-skills,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,academic-writing-skills,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
shell_burst_p90,Same-prompt shell-burst p90,academic-writing-skills,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD events
module_return_call_share,Within-session module-return call share,agentsight,claude,0.05110470701248799,266,5205,96,True,>=100 path calls and >=10 denominator-contributing sessions,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,agentsight,codex,0.1643125086833696,3548,21593,100,True,>=100 path calls and >=10 denominator-contributing sessions,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,agentsight,gemini,0.0,0,10,2,False,10 path calls/2 contributing sessions; need 100/10,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,ActPlane,claude,0.031331028522039756,290,9256,54,True,>=100 path calls and >=10 denominator-contributing sessions,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,ActPlane,codex,0.1575533825583716,1579,10022,67,True,>=100 path calls and >=10 denominator-contributing sessions,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,ActPlane,gemini,,0,0,0,False,0 path calls/0 contributing sessions; need 100/10,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,bpf-developer-tutorial,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,bpf-developer-tutorial,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,bpf-developer-tutorial,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,eunomia.dev,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,eunomia.dev,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,eunomia.dev,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,agentskill-observability-paper,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,agentskill-observability-paper,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,agentskill-observability-paper,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,academic-writing-skills,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,academic-writing-skills,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
module_return_call_share,Within-session module-return call share,academic-writing-skills,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),agentsight,claude,0.3333333333333333,,96,96,True,>=10 path-bearing sessions and >=100 path accesses,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),agentsight,codex,0.6666666666666666,,100,100,True,>=10 path-bearing sessions and >=100 path accesses,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),agentsight,gemini,0.20833333333333331,,2,2,False,2 sessions/10 accesses,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),ActPlane,claude,0.4739374498797113,,54,54,True,>=10 path-bearing sessions and >=100 path accesses,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),ActPlane,codex,0.2702702702702703,,67,67,True,>=10 path-bearing sessions and >=100 path accesses,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),ActPlane,gemini,,,0,0,False,0 sessions/0 accesses,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),bpf-developer-tutorial,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),bpf-developer-tutorial,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),bpf-developer-tutorial,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),eunomia.dev,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),eunomia.dev,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),eunomia.dev,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),agentskill-observability-paper,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),agentskill-observability-paper,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),agentskill-observability-paper,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),academic-writing-skills,claude,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),academic-writing-skills,codex,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
session_top_path_share_median,Per-session top-path share (median),academic-writing-skills,gemini,,,,0,False,not evaluated in preflight,,N/A,,,,,final-HEAD RQ4 accesses
