source,path,status,sha256
generator script,script/paper_main_body_run_ledger_r397.py,tracked_clean,19e32c9b884a06adfb54fc58dfe783d0b14ce9cada74168b73902e887675fb28
Chinese paper,docs/visexp/paper/main.tex,tracked_dirty_allowed,6c3e906abfc5d6a51bfc248da5eb93d4f89fc73a959a60d963f6bfbd68ecdf6a
English paper,docs/agentpprof-paper/main.tex,tracked_clean,c5f345486da053046557d404461a9e8a563fd738ff099eba3c7dbe2627725543
evaluation ledger,docs/evaluation.md,tracked_clean,4ed3f2374cfb2af536a1d7cf0e63c24123a9e7e2299fef76efc310b3dddabb04
idea story,docs/idea-story.md,tracked_clean,49bae780dc8e133fc2ed0f9d17f7e22fa51f090ab70fa737d123d73d108f9c22
R395 claim/verdict alignment,docs/visexp/out/paper-main-claim-verdict-alignment-r395/run-result.json,tracked_clean,91da8cf88b8821f70e78f407df3973fd452f1d2284a0d5b1c5d7ea46bfa84e27
R396 paper build smoke,docs/visexp/out/paper-build-smoke-r396/run-result.json,tracked_dirty_allowed,9daa324e1d97e3ac6e289dea256e51b3e8772f8a6aecbb2eca0cb4397a09ce79
English paper submodule gitlink,docs/agentpprof-paper,tracked_clean,submodule_head=2c12ab64396c48de0303e2c61833c6426f928c54;parent_index=2c12ab64396c48de0303e2c61833c6426f928c54
