pooling,config,entity_type,projects,valid_adjacent_pairs,top1_changes,top1_change_fraction,top5_membership_changes,top5_any_change_fraction,mean_top5_replacement_fraction
transition_weighted_micro,main_100_50,artifact,6,3367,1669,0.4956934956934957,3081,0.915057915057915,0.43492723492723495
project_median,main_100_50,artifact,6,3367,1669,0.511365519241125,3081,0.8879134150873281,0.4298168916499089
transition_weighted_micro,main_100_50,module,6,3367,456,0.13543213543213542,1411,0.41906741906741907,0.1741164241164241
project_median,main_100_50,module,6,3367,456,0.12838938186623794,1411,0.40789862247468167,0.2066924916474137
transition_weighted_micro,sensitivity_100_100,artifact,6,1665,1201,0.7213213213213213,1623,0.9747747747747748,0.6660360360360361
project_median,sensitivity_100_100,artifact,6,1665,1201,0.7699348534201954,1623,0.995114006514658,0.6592321884130894
transition_weighted_micro,sensitivity_100_100,module,6,1665,321,0.1927927927927928,1008,0.6054054054054054,0.28985985985985985
project_median,sensitivity_100_100,module,6,1665,321,0.1565040650406504,1008,0.5742512115674903,0.3016648570394499
