source,path,status,sha256
generator script,script/paper_pdf_freshness_r399.py,tracked_clean,4229ecf80393a5d746f7287b97c9caa6e0725b2ced9e18f012a97885ebbac226
Chinese paper tex,docs/visexp/paper/main.tex,tracked_dirty_allowed,94f8249e1c53355b3130d0eddec284410ba5eb3194d76eedd7802ae439a9c914
Chinese paper pdf,docs/visexp/paper/main.pdf,tracked_dirty_allowed,73d434f50b58e1d437f153c8574f16fe652d0648985ae86ab488ef3ff0e236af
English paper tex,docs/agentpprof-paper/main.tex,tracked_clean,d0cdbff3b1bef6b4aee1cd8c43a510785089d82ae8cc5a5f4c2a8b0c006ef969
English paper pdf,docs/agentpprof-paper/main.pdf,tracked_dirty_allowed,84aa92a6230ea3ea769b6faa22410e7892481821b9b7f594700d1d123f861f29
R396 paper build smoke,docs/visexp/out/paper-build-smoke-r396/run-result.json,tracked_clean,0c6bda24862cfbfb09543970a7dcbe6409956df4d469b7b8df4f2753959b4a87
R398 current three-plus-one,docs/visexp/out/paper-current-three-plus-one-r398/run-result.json,tracked_dirty_allowed,410309e9d9c2e1c6168b24a4b9576109e662df02b13ab2e6ddbef7bcb3918925
R405 English read-only gap audit,docs/visexp/out/paper-english-experiment-gap-audit-r405/english-experiment-gap-audit.json,tracked_clean,67c21b1dbfa2e983438b6615f496977b880371dc261306c574f48519f760c0a0
English paper submodule gitlink,docs/agentpprof-paper,tracked_dirty_allowed,submodule_head=138b7a3ad3b6ae794ebf6c86ea94e8feaf8da86e;parent_index=b6672cbf3e2316af67b5312ca3f1d1dee32b9ab4
